# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.9000000,0.1500000,0.1125516,1696.7174465,0.0000000
0.9050000,0.1550000,0.1175516,1335.3372232,0.0000000
0.9100000,0.1600000,0.1225516,1053.2939343,0.0000000
0.9150000,0.1650000,0.1275516,832.6743935,0.0000000
0.9200000,0.1700000,0.1325516,659.7133059,0.0000000
0.9250000,0.1750000,0.1375516,523.8136336,0.0000000
0.9300000,0.1800000,0.1425516,416.8001553,0.0000000
0.9350000,0.1850000,0.1475516,332.3518382,0.0000000
0.9400000,0.1900000,0.1525516,265.5703007,0.0000000
0.9450000,0.1950000,0.1575516,212.6515996,0.0000000
0.9500000,0.2000000,0.1625516,170.6360800,0.0000000
0.9550000,0.2050000,0.1675516,137.2166572,0.0000000
0.9600000,0.2100000,0.1725516,110.5899602,0.0000000
0.9650000,0.2150000,0.1775516,89.3384081,0.0000000
0.9700000,0.2200000,0.1825516,72.3370704,0.0000000
0.9750000,0.2250000,0.1875516,58.6835901,0.0000000
0.9800000,0.2300000,0.1925516,47.6480685,0.0000000
0.9850000,0.2350000,0.1975516,38.6418205,0.0000000
0.9900000,0.2400000,0.2025516,31.2047550,0.0000000
0.9950000,0.2450000,0.2075516,24.9971012,0.0000000
1.0000000,0.2500000,0.2125516,19.7771991,0.0000000
1.0050000,0.2550000,0.2175516,15.3685484,0.0000000
1.0100000,0.2600000,0.2225516,11.6330204,0.0000000
1.0150000,0.2650000,0.2275516,8.4590725,0.0000000
1.0200000,0.2700000,0.2325516,5.7606809,0.0000000
1.0250000,0.2750000,0.2375516,3.4761638,0.0000000
1.0300000,0.2800000,0.2425516,1.5609363,0.0000000
1.0350000,0.2850000,0.2475516,-0.0221651,0.0000000
1.0400000,0.2900000,0.2525516,-1.3092152,0.0000000
1.0450000,0.2950000,0.2575516,-2.3368887,0.0000000
1.0500000,0.3000000,0.2625516,-3.1414959,0.0000000
1.0550000,0.3050000,0.2675516,-3.7574252,0.0000000
1.0600000,0.3100000,0.2725516,-4.2159773,0.0000000
1.0650000,0.3150000,0.2775516,-4.5447860,0.0000000
1.0700000,0.3200000,0.2825516,-4.7677054,0.0000000
1.0750000,0.3250000,0.2875516,-4.9049897,0.0000000
1.0800000,0.3300000,0.2925516,-4.9736272,0.0000000
1.0850000,0.3350000,0.2975516,-4.9877336,0.0000000
1.0900000,0.3400000,0.3025516,-4.9589527,0.0000000
1.0950000,0.3450000,0.3075516,-4.8968326,0.0000000
1.1000000,0.3500000,0.3125516,-4.8091641,0.0000000
1.1050000,0.3550000,0.3175516,-4.7022761,0.0000000
1.1100000,0.3600000,0.3225516,-4.5812889,0.0000000
1.1150000,0.3650000,0.3275516,-4.4503278,0.0000000
1.1200000,0.3700000,0.3325516,-4.3127019,0.0000000
1.1250000,0.3750000,0.3375516,-4.1710528,0.0000000
1.1300000,0.3800000,0.3425516,-4.0274771,0.0000000
1.1350000,0.3850000,0.3475516,-3.8836276,0.0000000
1.1400000,0.3900000,0.3525516,-3.7407959,0.0000000
1.1450000,0.3950000,0.3575516,-3.5999809,0.0000000
1.1500000,0.4000000,0.3625516,-3.4619439,0.0000000
1.1550000,0.4050000,0.3675516,-3.3272544,0.0000000
1.1600000,0.4100000,0.3725516,-3.1963269,0.0000000
1.1650000,0.4150000,0.3775516,-3.0694517,0.0000000
1.1700000,0.4200000,0.3825516,-2.9468191,0.0000000
1.1750000,0.4250000,0.3875516,-2.8285399,0.0000000
1.1800000,0.4300000,0.3925516,-2.7146620,0.0000000
1.1850000,0.4350000,0.3975516,-2.6051831,0.0000000
1.1900000,0.4400000,0.4025516,-2.5000627,0.0000000
1.1950000,0.4450000,0.4075516,-2.3992298,0.0000000
1.2000000,0.4500000,0.4125516,-2.3025909,0.0000000
1.2050000,0.4550000,0.4175516,-2.2100354,0.0000000
1.2100000,0.4600000,0.4225516,-2.1214408,0.0000000
1.2150000,0.4650000,0.4275516,-2.0366756,0.0000000
1.2200000,0.4700000,0.4325516,-1.9556034,0.0000000
1.2250000,0.4750000,0.4375516,-1.8780845,0.0000000
1.2300000,0.4800000,0.4425516,-1.8039784,0.0000000
1.2350000,0.4850000,0.4475516,-1.7331447,0.0000000
1.2400000,0.4900000,0.4525516,-1.6654452,0.0000000
1.2450000,0.4950000,0.4575516,-1.6007436,0.0000000
1.2500000,0.5000000,0.4625516,-1.5389075,0.0000000
