# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.7500000,0.0000000,-0.0257709,324362.3387055,208751.0059167,1295777.7596613,20442.0549742,912652.5206323,324372.6281584,324352.0492527,382370.9109983,241832.5979497
0.7550000,0.0050000,-0.0207709,313890.1695941,202007.6428731,1253989.9261559,19776.7517217,883219.0546058,313900.5138694,313879.8253189,370025.9117015,234024.9348514
0.7600000,0.0100000,-0.0157709,299357.2234091,192649.5336396,1195996.4313235,18853.6548614,842371.0799349,299367.6216901,299346.8251281,352893.9108211,223189.7061198
0.7650000,0.0150000,-0.0107709,281459.3172150,181124.8566939,1124572.6515030,17717.1023761,792063.4932445,281469.7686516,281448.8657784,331795.1645126,209845.6872980
0.7700000,0.0200000,-0.0057709,261002.2980690,167952.6506658,1042932.9466820,16418.4309692,734560.3949179,261012.8017787,260991.7943593,307679.6365558,194593.6882338
0.7750000,0.0250000,-0.0007709,238836.3190924,153680.4764737,954468.5609620,15011.7824186,672250.4718090,238846.8741609,238825.7640240,281549.5204385,178067.5517428
0.7800000,0.0300000,0.0042291,215793.7955825,138844.4512147,862500.1864294,13550.1461036,607472.7089702,215804.4010644,215783.1901006,254386.0996131,160887.8959728
0.7850000,0.0350000,0.0092291,192637.4345631,123935.7724647,770070.6847845,12082.0458472,542370.3881341,192648.0894830,192626.7796431,227088.4827142,143623.3671537
0.7900000,0.0400000,0.0142291,170022.3688587,109376.3296367,679794.0430859,10649.1281921,478784.6967599,170033.0722120,170011.6655053,200428.9657364,126762.4081598
0.7950000,0.0450000,0.0192291,148473.8558374,95504.3426870,593766.3897216,9284.7449160,418192.0513198,148484.6065914,148463.1050835,175026.7424466,110696.6315142
0.8000000,0.0500000,0.0242291,128379.7308624,82569.5059553,513535.8453628,8013.4775724,361682.8628638,128390.5279567,128368.9337681,151339.0082199,95715.1929612
0.8050000,0.0550000,0.0292291,109995.1683502,70736.0602664,440121.4554620,6851.4473185,309974.8745641,110006.0106985,109984.3260019,129666.5725600,82008.3411354
0.8100000,0.0600000,0.0342291,88384.0971411,56782.9956915,353687.2435598,5507.5093871,249060.1795502,88364.2104012,88403.9838811,104190.6032509,65895.9234120
0.8150000,0.0650000,0.0392291,68408.4035033,43989.0127686,273764.0259653,4256.1812768,192809.4195153,68415.5771824,68401.2298241,80642.4804799,51002.7828965
0.8200000,0.0700000,0.0442291,52599.8611578,33814.3927718,210628.6331124,3257.8359373,148341.5163434,52607.0765172,52592.6457984,62006.7573491,39216.5167089
0.8250000,0.0750000,0.0492291,40446.8262849,25993.9173290,162077.8447161,2491.9713025,114146.4554606,40454.0838694,40439.5687003,47680.2882704,30155.6620856
0.8300000,0.0800000,0.0542291,31117.1943084,19991.5458454,124793.5085906,1905.4725089,87886.9951144,31124.4946470,31109.8939698,36682.1560817,23199.8325408
0.8350000,0.0850000,0.0592291,23960.3631110,15388.1824189,96181.0212745,1471.5710723,67735.5549627,23967.7067158,23953.0195062,28245.4057618,17863.9631286
0.8400000,0.0900000,0.0642291,18471.2686873,11858.5005736,74225.9889487,1128.5971184,52273.2481982,18478.6560528,18463.8813218,21774.6482636,13771.4967524
0.8450000,0.0950000,0.0692291,14259.9858141,9151.3545940,57373.0626589,866.4481539,40404.5334207,14267.4174167,14252.5542115,16810.2246035,10631.7195452
0.8500000,0.1000000,0.0742291,11026.7331478,7073.6737690,44426.3099896,666.0450370,31287.0368795,11034.2094450,11019.2568507,12998.7409016,8221.1255927
0.8550000,0.1050000,0.0792291,8541.7367680,5477.4875717,34468.9486625,512.7791066,24275.0132952,8549.2581977,8534.2153383,10069.3307445,6368.4039332
0.8600000,0.1100000,0.0842291,6629.2553467,4249.6326465,26799.6658829,395.4900664,18874.4896908,6636.8223269,6621.6883665,7814.8234357,4942.5283138
0.8650000,0.1150000,0.0892291,5155.0547893,3303.6826283,20882.6857796,305.6648645,14708.0933659,5162.6677174,5147.4418612,6076.9786156,3843.4187435
0.8700000,0.1200000,0.0942291,4016.6755688,2573.6775249,16308.9677517,236.8154393,11487.7204542,4024.3348209,4009.0163167,4735.0130184,2994.6851777
0.8750000,0.1250000,0.0992291,3135.9220749,2009.2848936,12766.2615043,183.9987184,8993.4431001,3143.6280056,3128.2161442,3696.7466241,2338.0278529
0.8800000,0.1300000,0.1042291,2453.0969339,1586.8213336,10016.1176285,143.4478832,7057.3160826,2460.8498757,2445.3439921,2891.8058525,1843.6691824
0.8850000,0.1350000,0.1092291,1922.5921085,1247.4684950,7876.3066188,112.2881142,5550.9931065,1930.3923714,1914.7918456,2266.4261793,1448.1497155
0.8900000,0.1400000,0.1142291,1524.2629132,983.5230761,6207.4115901,88.3160081,4376.2830106,1532.1107843,1516.4150421,1794.2249096,1140.1835832
0.8950000,0.1450000,0.1192291,1201.9256067,777.8049631,4902.6233905,69.8348460,3457.9617101,1209.8213499,1194.0298635,1414.2411851,899.8607746
0.9000000,0.1500000,0.1242291,949.8280465,617.1404316,3879.9823108,55.5399409,2738.3074896,957.7719021,941.8841908,1117.0587991,711.9061305
0.9050000,0.1550000,0.1292291,752.2282664,491.4088803,3076.4831164,44.4301455,2172.9487927,760.2204511,744.2360817,884.1205110,564.5830215
0.9100000,0.1600000,0.1342291,597.0078654,392.6181464,2443.5960795,35.7249711,1742.4453563,605.0485716,588.9671592,701.1406793,448.8564147
0.9150000,0.1650000,0.1392291,474.8189099,311.7399908,1943.8625554,28.8027216,1390.9465292,482.9082762,466.7295139,557.0995973,357.7568303
0.9200000,0.1700000,0.1442291,378.4351319,244.6978182,1563.0413048,23.1859930,1112.7829235,386.5712540,370.2969066,443.4786647,285.8965186
0.9250000,0.1750000,0.1492291,302.2579055,191.7363314,1249.1928164,18.5527575,892.1337543,310.3949123,294.0708335,353.6781019,229.1003757
0.9300000,0.1800000,0.1542291,241.9389991,150.1349978,999.5914194,14.7105776,716.7037951,249.6809780,233.7040018,282.5728623,184.1225278
0.9350000,0.1850000,0.1592291,194.0906596,117.3322588,800.6333626,11.5295856,576.9147043,200.2981630,185.8128714,226.1724852,148.4289168
0.9400000,0.1900000,0.1642291,156.0626830,90.8289242,641.6944673,8.8924987,465.2864306,159.9624677,147.7578191,181.3589097,120.0356049
0.9450000,0.1950000,0.1692291,125.7754957,67.7915516,514.4570263,6.6899253,375.9630538,127.5439309,117.4745642,145.6859648,97.3923615
0.9500000,0.2000000,0.1742291,101.5992612,46.1191531,412.3929243,4.8384204,304.3481213,101.6988275,93.3419565,117.2312591,79.2935517
0.9550000,0.2050000,0.1792291,82.2622166,27.1814759,330.3658915,3.2855282,246.8225985,81.0672770,74.0539624,94.4882579,64.7981875
0.9600000,0.2100000,0.1842291,66.7701010,11.6079129,264.3247658,1.9953541,200.5264873,64.3813756,58.4023015,76.2803183,53.1522548
0.9650000,0.2150000,0.1892291,54.3281544,-5.9893914,211.0664077,0.9339590,163.1926621,50.4958172,45.0688210,61.6811568,43.7251062
0.9700000,0.2200000,0.1942291,44.2749718,-23.7260026,168.0519754,0.0660575,133.0233430,38.5528805,33.3063112,49.9391977,35.9863618
0.9750000,0.2250000,0.1992291,36.0529106,-37.7709392,133.2598036,-0.6415472,108.5958558,28.0895325,23.2794370,40.4221218,29.5276271
0.9800000,0.2300000,0.2042291,29.2236791,-48.6937112,104.9551591,-1.2173957,88.7827321,19.0075455,15.0086232,32.6048107,24.0765579
0.9850000,0.2350000,0.2092291,23.4852178,-57.1275881,80.7292811,-1.6854905,72.6781719,11.3020333,7.9285271,26.0915216,19.4591718
0.9900000,0.2400000,0.2142291,18.6414005,-63.5886490,58.5267856,-2.0654322,59.5371710,4.8371375,0.7351523,20.6172020,15.5481618
0.9950000,0.2450000,0.2192291,14.5509732,-68.4915229,39.5079392,-2.3713567,48.7416431,-0.7333399,-6.5060954,16.0040340,12.2401518
1.0000000,0.2500000,0.2242291,11.1010432,-72.1550160,23.9018443,-2.6116976,39.7954234,-6.0223866,-12.7161091,12.1174395,9.4517010
1.0050000,0.2550000,0.2292291,8.2010908,-74.8140985,11.1930444,-2.7912057,32.3240891,-11.3296721,-17.7080576,8.8495104,7.1146594
1.0100000,0.2600000,0.2342291,5.7779557,-76.6450379,0.5154904,-2.9138763,26.0526077,-16.2173493,-21.6756016,6.1143951,5.1691027
1.0150000,0.2650000,0.2392291,3.7682920,-77.7892666,-10.9840527,-2.9848322,20.7695893,-20.3134968,-24.8585685,3.8415387,3.5586110
1.0200000,0.2700000,0.2442291,2.1130179,-78.3664430,-22.8791380,-3.0106601,16.3052422,-23.5683984,-27.4598802,1.9680729,2.2295476
1.0250000,0.2750000,0.2492291,0.7558516,-78.4792529,-32.7893189,-2.9988246,12.5260404,-26.0697735,-29.6188847,0.4345279,1.1328313
1.0300000,0.2800000,0.2542291,-0.3551999,-78.2151223,-40.7356580,-2.9568846,9.3308529,-27.9351175,-31.4180104,-0.8154336,0.2257951
1.0350000,0.2850000,0.2592291,-1.2657680,-77.6475364,-47.1297070,-2.8918861,6.6414781,-29.2762828,-32.9069360,-1.8330238,-0.5272846
1.0400000,0.2900000,0.2642291,-2.0142479,-76.8376146,-52.4139920,-2.8100203,4.3921082,-30.1900852,-34.1205310,-2.6624690,-1.1556211
1.0450000,0.2950000,0.2692291,-2.6321123,-75.8358459,-56.9482245,-2.7164975,2.5226590,-30.7573304,-35.0856581,-3.3405843,-1.6822312
1.0500000,0.3000000,0.2742291,-3.1442596,-74.6837849,-60.8643402,-2.6155581,0.9765429,-31.0444461,-35.8239215,-3.8972105,-2.1239603
1.0550000,0.3050000,0.2792291,-3.5689546,-73.4155815,-64.1349843,-2.5105488,-0.2987912,-31.1057292,-36.3541287,-4.3553446,-2.4920317
1.0600000,0.3100000,0.2842291,-3.9181896,-72.0592940,-66.7465089,-2.4040316,-1.3504464,-30.9855176,-36.6941085,-4.7310286,-2.7935952
1.0650000,0.3150000,0.2892291,-4.1992037,-70.6379856,-68.7468232,-2.2979264,-2.2191655,-30.7200707,-36.8614083,-5.0340964,-3.0337576
1.0700000,0.3200000,0.2942291,-4.4167578,-69.1706247,-70.2180277,-2.1936693,-2.9392548,-30.3391208,-36.8732784,-5.2702111,-3.2172370
1.0750000,0.3250000,0.2992291,-4.5751389,-67.6728179,-71.2503625,-2.0923245,-3.5387646,-29.8671258,-36.7464882,-5.4433638,-3.3492057
1.0800000,0.3300000,0.3042291,-4.6792608,-66.1574064,-71.9290047,-1.9946213,-4.0394307,-29.3242677,-36.4972039,-5.5577407,-3.4354236
1.0850000,0.3350000,0.3092291,-4.7348917,-64.6349506,-72.3272790,-1.9009689,-4.4567182,-28.7272482,-36.1409307,-5.6185253,-3.4819848
1.0900000,0.3400000,0.3142291,-4.7483741,-63.1141247,-72.5024910,-1.8115164,-4.8006585,-28.0899222,-35.6924634,-5.6318664,-3.4949625
1.0950000,0.3450000,0.3192291,-4.7261884,-61.6020396,-72.4941246,-1.7262615,-5.0775716,-27.4238039,-35.1658165,-5.6044455,-3.4801097
1.1000000,0.3500000,0.3242291,-4.6745674,-60.1045088,-72.3252623,-1.6451528,-5.2920399,-26.7384745,-34.5741426,-5.5429821,-3.4426687
1.1050000,0.3550000,0.3292291,-4.5992395,-58.6262669,-72.0072712,-1.5681377,-5.4484142,-26.0419112,-33.9297434,-5.4538451,-3.3872862
1.1100000,0.3600000,0.3342291,-4.5053012,-57.1711513,-71.5460443,-1.4951442,-5.5515640,-25.3407558,-33.2443226,-5.3428159,-3.3180015
1.1150000,0.3650000,0.3392291,-4.3971864,-55.7422534,-70.9472806,-1.4260325,-5.6069991,-24.6405337,-32.5292516,-5.2149862,-3.2382764
1.1200000,0.3700000,0.3442291,-4.2786940,-54.3420458,-70.2193343,-1.3605881,-5.6206452,-23.9458304,-31.7951538,-5.0747494,-3.1510411
1.1250000,0.3750000,0.3492291,-4.1530395,-52.9724884,-69.3737854,-1.2985879,-5.5985137,-23.2604329,-31.0507147,-4.9258449,-3.0587434
1.1300000,0.3800000,0.3542291,-4.0229110,-51.6351190,-68.4246969,-1.2398547,-5.5464036,-22.5874409,-30.3017555,-4.7714182,-2.9634003
1.1350000,0.3850000,0.3592291,-3.8905248,-50.3311289,-67.3874524,-1.1842264,-5.4696916,-21.9293578,-29.5514826,-4.6140829,-2.8666470
1.1400000,0.3900000,0.3642291,-3.7576769,-49.0614273,-66.2776865,-1.1315002,-5.3732171,-21.2881679,-28.8016597,-4.4559776,-2.7697743
1.1450000,0.3950000,0.3692291,-3.6257858,-47.8266947,-65.1104984,-1.0814480,-5.2612441,-20.6654057,-28.0538034,-4.2988183,-2.6737568
