# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-0.0741212,-0.0741212,0.0973590,1703.2527987,0.7770913
-0.0691212,-0.0691212,0.1023590,1448.4660102,0.7600643
-0.0641212,-0.0641212,0.1073590,1224.3239792,-0.7143953
-0.0591212,-0.0591212,0.1123590,958.3501294,0.1522931
-0.0541212,-0.0541212,0.1173590,753.0764489,0.1330371
-0.0491212,-0.0491212,0.1223590,596.2434997,0.1131094
-0.0441212,-0.0441212,0.1273590,475.6354203,0.0942871
-0.0391212,-0.0391212,0.1323590,382.2624356,0.0765441
-0.0341212,-0.0341212,0.1373590,309.4784170,0.0598470
-0.0291212,-0.0291212,0.1423590,252.3461731,0.0441595
-0.0241212,-0.0241212,0.1473590,207.1806919,0.0294435
-0.0191212,-0.0191212,0.1523590,171.2187654,0.0156590
-0.0141212,-0.0141212,0.1573590,142.3788339,0.0027648
-0.0091212,-0.0091212,0.1623590,119.0855568,-0.0092842
-0.0041212,-0.0041212,0.1673590,100.1408311,-0.0206126
0.0008788,0.0008788,0.1723590,84.6265877,-0.0321234
0.0058788,0.0058788,0.1773590,71.8259219,-0.0480892
0.0108788,0.0108788,0.1823590,61.1606588,-0.0788917
0.0158788,0.0158788,0.1873590,52.1655823,-0.1353475
0.0208788,0.0208788,0.1923590,44.5008929,-0.2148045
0.0258788,0.0258788,0.1973590,37.9489123,-0.3001537
0.0308788,0.0308788,0.2023590,32.3658970,-0.3750204
0.0358788,0.0358788,0.2073590,27.6324811,-0.4324725
0.0408788,0.0408788,0.2123590,23.6343772,-0.4724589
0.0458788,0.0458788,0.2173590,20.2628639,-0.4973827
0.0508788,0.0508788,0.2223590,17.4192827,-0.5098922
0.0558788,0.0558788,0.2273590,15.0175699,-0.5123031
0.0608788,0.0608788,0.2323590,12.9844402,-0.5066108
0.0658788,0.0658788,0.2373590,11.2582379,-0.4946137
0.0708788,0.0708788,0.2423590,9.7873908,-0.4780105
0.0758788,0.0758788,0.2473590,8.5289545,-0.4584282
0.0808788,0.0808788,0.2523590,7.4472819,-0.4373427
0.0858788,0.0858788,0.2573590,6.5125525,-0.4158894
0.0908788,0.0908788,0.2623590,5.6989952,-0.3946657
0.0958788,0.0958788,0.2673590,4.9832216,-0.3737316
0.1008788,0.1008788,0.2723590,4.3435254,-0.3529443
0.1058788,0.1058788,0.2773590,3.7605269,-0.3324747
0.1108788,0.1108788,0.2823590,3.2185656,-0.3131389
0.1158788,0.1158788,0.2873590,2.7067985,-0.2962805
0.1208788,0.1208788,0.2923590,2.2193099,-0.2832845
0.1258788,0.1258788,0.2973590,1.7541510,-0.2750560
0.1308788,0.1308788,0.3023590,1.3117066,-0.2717740
0.1358788,0.1358788,0.3073590,0.8930560,-0.2729831
0.1408788,0.1408788,0.3123590,0.4989424,-0.2778633
0.1458788,0.1458788,0.3173590,0.1295054,-0.2854774
0.1508788,0.1508788,0.3223590,-0.2155802,-0.2949128
0.1558788,0.1558788,0.3273590,-0.5369838,-0.3053390
0.1608788,0.1608788,0.3323590,-0.8357293,-0.3160326
0.1658788,0.1658788,0.3373590,-1.1132178,-0.3264164
0.1708788,0.1708788,0.3423590,-1.3712395,-0.3361259
0.1758788,0.1758788,0.3473590,-1.6120604,-0.3450702
0.1808788,0.1808788,0.3523590,-1.8385118,-0.3534239
0.1858788,0.1858788,0.3573590,-2.0538306,-0.3615176
0.1908788,0.1908788,0.3623590,-2.2611995,-0.3696747
0.1958788,0.1958788,0.3673590,-2.4632976,-0.3780831
0.2008788,0.2008788,0.3723590,-2.6620722,-0.3867495
0.2058788,0.2058788,0.3773590,-2.8584769,-0.3955066
0.2108788,0.2108788,0.3823590,-3.0519831,-0.4040405
0.2158788,0.2158788,0.3873590,-3.2403094,-0.4119552
0.2208788,0.2208788,0.3923590,-3.4198541,-0.4188713
0.2258788,0.2258788,0.3973590,-3.5865958,-0.4245062
0.2308788,0.2308788,0.4023590,-3.7369006,-0.4287050
0.2358788,0.2358788,0.4073590,-3.8680033,-0.4314394
0.2408788,0.2408788,0.4123590,-3.9782287,-0.4327900
0.2458788,0.2458788,0.4173590,-4.0669858,-0.4329175
0.2508788,0.2508788,0.4223590,-4.1345192,-0.4320266
0.2558788,0.2558788,0.4273590,-4.1815420,-0.4303340
0.2608788,0.2608788,0.4323590,-4.2089494,-0.4280437
0.2658788,0.2658788,0.4373590,-4.2176900,-0.4253293
0.2708788,0.2708788,0.4423590,-4.2087340,-0.4223217
0.2758788,0.2758788,0.4473590,-4.1830820,-0.4191045
0.2808788,0.2808788,0.4523590,-4.1418082,-0.4157239
0.2858788,0.2858788,0.4573590,-4.0861291,-0.4122035
0.2908788,0.2908788,0.4623590,-4.0174615,-0.4085592
0.2958788,0.2958788,0.4673590,-3.9374302,-0.4048067
0.3008788,0.3008788,0.4723590,-3.8478172,-0.4009642
0.3058788,0.3058788,0.4773590,-3.7504718,-0.3970517
0.3108788,0.3108788,0.4823590,-3.6472128,-0.3930890
0.3158788,0.3158788,0.4873590,-3.5397454,-0.3890945
0.3208788,0.3208788,0.4923590,-3.4296050,-0.3850846
0.3258788,0.3258788,0.4973590,-3.3181270,-0.3810727
0.3308788,0.3308788,0.5023590,-3.2064392,-0.3770703
0.3358788,0.3358788,0.5073590,-3.0954694,-0.3730861
0.3408788,0.3408788,0.5123590,-2.9859625,-0.3691274
0.3458788,0.3458788,0.5173590,-2.8785019,-0.3651995
0.3508788,0.3508788,0.5223590,-2.7735328,-0.3613066
0.3558788,0.3558788,0.5273590,-2.6713833,-0.3574517
0.3608788,0.3608788,0.5323590,-2.5722856,-0.3536371
0.3658788,0.3658788,0.5373590,-2.4763932,-0.3498642
0.3708788,0.3708788,0.5423590,-2.3837963,-0.3461342
0.3758788,0.3758788,0.5473590,-2.2945348,-0.3424476
0.3808788,0.3808788,0.5523590,-2.2086090,-0.3388047
0.3858788,0.3858788,0.5573590,-2.1259883,-0.3352055
0.3908788,0.3908788,0.5623590,-2.0466186,-0.3316499
0.3958788,0.3958788,0.5673590,-1.9704282,-0.3281376
0.4008788,0.4008788,0.5723590,-1.8973323,-0.3246681
0.4058788,0.4058788,0.5773590,-1.8272369,-0.3212410
0.4108788,0.4108788,0.5823590,-1.7600419,-0.3178558
0.4158788,0.4158788,0.5873590,-1.6956434,-0.3145119
0.4208788,0.4208788,0.5923590,-1.6339354,-0.3112086
0.4258788,0.4258788,0.5973590,-1.5748119,-0.3079454
0.4308788,0.4308788,0.6023590,-1.5181670,-0.3047216
0.4358788,0.4358788,0.6073590,-1.4638969,-0.3015367
0.4408788,0.4408788,0.6123590,-1.4118997,-0.2983899
0.4458788,0.4458788,0.6173590,-1.3620764,-0.2952807
0.4508788,0.4508788,0.6223590,-1.3143307,-0.2922085
0.4558788,0.4558788,0.6273590,-1.2685699,-0.2891727
0.4608788,0.4608788,0.6323590,-1.2247047,-0.2861727
0.4658788,0.4658788,0.6373590,-1.1826492,-0.2832080
0.4708788,0.4708788,0.6423590,-1.1423209,-0.2802780
0.4758788,0.4758788,0.6473590,-1.1036412,-0.2773821
0.4808788,0.4808788,0.6523590,-1.0665345,-0.2745199
0.4858788,0.4858788,0.6573590,-1.0309291,-0.2716908
0.4908788,0.4908788,0.6623590,-0.9967560,-0.2688943
0.4958788,0.4958788,0.6673590,-0.9639500,-0.2661300
0.5008788,0.5008788,0.6723590,-0.9324487,-0.2633974
0.5058788,0.5058788,0.6773590,-0.9021926,-0.2606960
0.5108788,0.5108788,0.6823590,-0.8731252,-0.2580254
0.5158788,0.5158788,0.6873590,-0.8451928,-0.2553851
0.5208788,0.5208788,0.6923590,-0.8183442,-0.2527747
0.5258788,0.5258788,0.6973590,-0.7925307,-0.2501937
0.5308788,0.5308788,0.7023590,-0.7677060,-0.2476419
0.5358788,0.5358788,0.7073590,-0.7438261,-0.2451187
0.5408788,0.5408788,0.7123590,-0.7208491,-0.2426238
0.5458788,0.5458788,0.7173590,-0.6987353,-0.2401569
0.5508788,0.5508788,0.7223590,-0.6774467,-0.2377174
0.5558788,0.5558788,0.7273590,-0.6569474,-0.2353051
0.5608788,0.5608788,0.7323590,-0.6372031,-0.2329196
0.5658788,0.5658788,0.7373590,-0.6181812,-0.2305606
0.5708788,0.5708788,0.7423590,-0.5998507,-0.2282276
0.5758788,0.5758788,0.7473590,-0.5821822,-0.2259205
0.5808788,0.5808788,0.7523590,-0.5651474,-0.2236387
0.5858788,0.5858788,0.7573590,-0.5487197,-0.2213821
0.5908788,0.5908788,0.7623590,-0.5328737,-0.2191502
0.5958788,0.5958788,0.7673590,-0.5175850,-0.2169428
0.6008788,0.6008788,0.7723590,-0.5028307,-0.2147596
0.6058788,0.6058788,0.7773590,-0.4885886,-0.2126002
0.6108788,0.6108788,0.7823590,-0.4748378,-0.2104643
0.6158788,0.6158788,0.7873590,-0.4615583,-0.2083518
0.6208788,0.6208788,0.7923590,-0.4487311,-0.2062621
0.6258788,0.6258788,0.7973590,-0.4363379,-0.2041952
0.6308788,0.6308788,0.8023590,-0.4243615,-0.2021507
0.6358788,0.6358788,0.8073590,-0.4127852,-0.2001283
0.6408788,0.6408788,0.8123590,-0.4015934,-0.1981277
0.6458788,0.6458788,0.8173590,-0.3907708,-0.1961487
0.6508788,0.6508788,0.8223590,-0.3803031,-0.1941911
0.6558788,0.6558788,0.8273590,-0.3701766,-0.1922545
0.6608788,0.6608788,0.8323590,-0.3603781,-0.1903387
0.6658788,0.6658788,0.8373590,-0.3508951,-0.1884435
0.6708788,0.6708788,0.8423590,-0.3417155,-0.1865686
0.6758788,0.6758788,0.8473590,-0.3328278,-0.1847138
0.6808788,0.6808788,0.8523590,-0.3242211,-0.1828787
0.6858788,0.6858788,0.8573590,-0.3158849,-0.1810633
0.6908788,0.6908788,0.8623590,-0.3078091,-0.1792672
0.6958788,0.6958788,0.8673590,-0.2999841,-0.1774902
0.7008788,0.7008788,0.8723590,-0.2924007,-0.1757322
0.7058788,0.7058788,0.8773590,-0.2850501,-0.1739927
0.7108788,0.7108788,0.8823590,-0.2779238,-0.1722718
0.7158788,0.7158788,0.8873590,-0.2710138,-0.1705691
0.7208788,0.7208788,0.8923590,-0.2643122,-0.1688843
0.7258788,0.7258788,0.8973590,-0.2578116,-0.1672174
0.7308788,0.7308788,0.9023590,-0.2515050,-0.1655681
0.7358788,0.7358788,0.9073590,-0.2453854,-0.1639362
0.7408788,0.7408788,0.9123590,-0.2394463,-0.1623214
0.7458788,0.7458788,0.9173590,-0.2336814,-0.1607237
0.7508788,0.7508788,0.9223590,-0.2280847,-0.1591427
0.7558788,0.7558788,0.9273590,-0.2226504,-0.1575783
0.7608788,0.7608788,0.9323590,-0.2173729,-0.1560304
0.7658788,0.7658788,0.9373590,-0.2122469,-0.1544986
0.7708788,0.7708788,0.9423590,-0.2072672,-0.1529829
0.7758788,0.7758788,0.9473590,-0.2024288,-0.1514830
0.7808788,0.7808788,0.9523590,-0.1977272,-0.1499987
0.7858788,0.7858788,0.9573590,-0.1931576,-0.1485300
0.7908788,0.7908788,0.9623590,-0.1887157,-0.1470765
0.7958788,0.7958788,0.9673590,-0.1843974,-0.1456382
0.8008788,0.8008788,0.9723590,-0.1801984,-0.1442148
0.8058788,0.8058788,0.9773590,-0.1761150,-0.1428062
0.8108788,0.8108788,0.9823590,-0.1721434,-0.1414122
0.8158788,0.8158788,0.9873590,-0.1682800,-0.1400326
0.8208788,0.8208788,0.9923590,-0.1645213,-0.1386674
0.8258788,0.8258788,0.9973590,-0.1608639,-0.1373162
0.8308788,0.8308788,1.0023590,-0.1573047,-0.1359791
0.8358788,0.8358788,1.0073590,-0.1538405,-0.1346557
0.8408788,0.8408788,1.0123590,-0.1504683,-0.1333460
0.8458788,0.8458788,1.0173590,-0.1471853,-0.1320497
0.8508788,0.8508788,1.0223590,-0.1439886,-0.1307669
0.8558788,0.8558788,1.0273590,-0.1408756,-0.1294972
0.8608788,0.8608788,1.0323590,-0.1378438,-0.1282405
0.8658788,0.8658788,1.0373590,-0.1348905,-0.1269968
0.8708788,0.8708788,1.0423590,-0.1320135,-0.1257658
0.8758788,0.8758788,1.0473590,-0.1292104,-0.1245474
0.8808788,0.8808788,1.0523590,-0.1264789,-0.1233415
0.8858788,0.8858788,1.0573590,-0.1238169,-0.1221479
0.8908788,0.8908788,1.0623590,-0.1212224,-0.1209666
0.8958788,0.8958788,1.0673590,-0.1186933,-0.1197973
0.9008788,0.9008788,1.0723590,-0.1162276,-0.1186399
