# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.7500000,0.0000000,-0.0146526,179016.5810332,116191.9407270,714690.2014029,11216.8481973,504086.2528913,179540.7809452,178492.3811212,211031.6920474,133468.1610698,179016.5810332,116191.9407270,714690.2014029,11216.8481973,504086.2528913,179540.7809452,178492.3811212,211031.6920474,133468.1610698
0.7550000,0.0050000,-0.0096526,158087.2793960,102716.8100066,631137.4594124,9891.5377805,445235.5794523,158610.6997219,157563.8590702,186359.4191642,117864.0455970,158087.2793960,102716.8100066,631137.4594124,9891.5377805,445235.5794523,158610.6997219,157563.8590702,186359.4191642,117864.0455970
0.7600000,0.0100000,-0.0046526,138141.5655003,89875.6405994,551503.3154040,8629.4168999,389145.2110910,138664.2017175,137618.9292832,162846.6376765,102993.2568716,138141.5655003,89875.6405994,551503.3154040,8629.4168999,389145.2110910,138664.2017175,137618.9292832,162846.6376765,102993.2568716
0.7650000,0.0150000,0.0003474,119532.9062949,77895.9908757,477198.7988203,7452.8779324,336808.9960486,120054.7539430,119011.0586469,140910.0281391,89119.3268156,119532.9062949,77895.9908757,477198.7988203,7452.8779324,336808.9960486,120054.7539430,119011.0586469,140910.0281391,89119.3268156
0.7700000,0.0200000,0.0053474,102495.1927120,66928.3961371,409158.0300180,6376.6894530,288884.8599222,103016.2473934,101974.1380305,120825.3102584,76416.6358826,102495.1927120,66928.3961371,409158.0300180,6376.6894530,288884.8599222,103016.2473934,101974.1380305,120825.3102584,76416.6358826
0.7750000,0.0250000,0.0103474,87154.6762567,57054.0620383,347885.7784397,5408.7627424,245728.3061511,87674.9336376,86634.4188759,102741.3142076,64979.3125390,87154.6762567,57054.0620383,347885.7784397,5408.7627424,245728.3061511,87674.9336376,86634.4188759,102741.3142076,64979.3125390
0.7800000,0.0300000,0.0153474,73546.9068585,48295.7788879,293524.9738644,4551.2364471,207439.9707216,74066.3626689,73027.4510480,86699.9476228,54833.8615011,73546.9068585,48295.7788879,293524.9738644,4551.2364471,207439.9707216,74066.3626689,73027.4510480,86699.9476228,54833.8615011
0.7850000,0.0350000,0.0203474,61635.8793844,40630.2577354,245933.0359260,3801.7010080,173919.3879057,62154.5294194,61117.2293494,72658.7662564,45953.4386696,61635.8793844,40630.2577354,245933.0359260,3801.7010080,173919.3879057,62154.5294194,61117.2293494,72658.7662564,45953.4386696
0.7900000,0.0400000,0.0253474,51333.1400630,34000.4396047,204758.0545685,3154.4193243,144918.6506228,51850.9801830,50815.2999431,60513.4973704,38272.0961746,51333.1400630,34000.4396047,204758.0545685,3154.4193243,144918.6506228,51850.9801830,50815.2999431,60513.4973704,38272.0961746
0.7950000,0.0450000,0.0303474,42515.2640575,28326.7544961,169508.4849748,2601.4423510,120091.5021802,43032.2901887,41998.2379262,50118.6429777,31697.8130092,42515.2640575,28326.7544961,169508.4849748,2601.4423510,120091.5021802,43032.2901887,41998.2379262,50118.6429777,31697.8130092
