# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
-0.0977734,-0.0977734,0.0000001,8699.5367163,8699.5367163
-0.0877734,-0.0877734,0.0100001,7933.9456880,7933.9456880
-0.0777734,-0.0777734,0.0200001,6525.9711279,6525.9711279
-0.0677734,-0.0677734,0.0300001,5236.4561925,5236.4561925
-0.0577734,-0.0577734,0.0400001,4116.3841883,4116.3841883
-0.0477734,-0.0477734,0.0500001,3185.1853357,3185.1853357
-0.0377734,-0.0377734,0.0600001,2438.3758048,2438.3758048
-0.0277734,-0.0277734,0.0700001,1839.1911259,1839.1911259
-0.0177734,-0.0177734,0.0800001,1406.2021581,1380.3609228
-0.0077734,-0.0077734,0.0900001,1061.7182175,1035.8769712
0.0022266,0.0022266,0.1000001,805.0825744,779.2414022
0.0122266,0.0122266,0.1100001,614.0434378,588.2279523
0.0222266,0.0222266,0.1200001,459.3722597,433.5622945
0.0322266,0.0322266,0.1300001,314.7862237,288.9461925
0.0422266,0.0422266,0.1400001,191.4682894,165.6392188
0.0522266,0.0522266,0.1500001,118.4298127,93.8684059
0.0622266,0.0622266,0.1600001,69.0981123,44.7394617
0.0722266,0.0722266,0.1700001,37.5014262,13.1119137
0.0822266,0.0822266,0.1800001,8.6204893,-14.4249709
0.0922266,0.0922266,0.1900001,-27.2835954,-50.6095607
0.1022266,0.1022266,0.2000001,-50.5747464,-72.8304468
0.1122266,0.1122266,0.2100001,-75.5053935,-100.8695012
0.1222266,0.1222266,0.2200001,-91.1616532,-116.7278642
0.1322266,0.1322266,0.2300001,-96.8628023,-121.6347752
0.1422266,0.1422266,0.2400001,-97.7593588,-121.0568613
0.1522266,0.1522266,0.2500001,-96.7614337,-118.8988008
0.1622266,0.1622266,0.2600001,-96.9293388,-119.2119062
0.1722266,0.1722266,0.2700001,-95.8920339,-118.6787143
0.1822266,0.1822266,0.2800001,-93.1957067,-115.3412372
0.1922266,0.1922266,0.2900001,-90.2345731,-110.9760081
0.2022266,0.2022266,0.3000001,-87.2930518,-108.0626035
0.2122266,0.2122266,0.3100001,-84.5748677,-104.6094812
0.2222266,0.2222266,0.3200001,-82.2930589,-102.2163600
0.2322266,0.2322266,0.3300001,-79.6370161,-100.1132588
0.2422266,0.2422266,0.3400001,-76.5786362,-96.8089031
0.2522266,0.2522266,0.3500001,-73.5115813,-92.9922546
0.2622266,0.2622266,0.3600001,-70.6510222,-89.0302135
0.2722266,0.2722266,0.3700001,-68.0529707,-85.1425428
0.2822266,0.2822266,0.3800001,-65.6878621,-81.4448350
0.2922266,0.2922266,0.3900001,-63.5081260,-78.3557585
0.3022266,0.3022266,0.4000001,-61.4896569,-76.2623242
0.3122266,0.3122266,0.4100001,-59.6271995,-74.2549274
0.3222266,0.3222266,0.4200001,-57.9199051,-72.2720851
0.3322266,0.3322266,0.4300001,-56.3641707,-70.3641876
0.3422266,0.3422266,0.4400001,-54.9523421,-68.5561469
0.3522266,0.3522266,0.4500001,-53.6736602,-66.8578643
0.3622266,0.3622266,0.4600001,-52.5155942,-65.2705456
0.3722266,0.3722266,0.4700001,-51.4649555,-63.7905226
0.3822266,0.3822266,0.4800001,-50.5086985,-62.4115614
0.3922266,0.3922266,0.4900001,-49.6344521,-61.1262493
0.4022266,0.4022266,0.5000001,-48.8308483,-60.0051539
