# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-0.9919568,-0.9919568,-0.7814615,11178.0543963,6645.3759167,52775.8678934,337.3833871,36804.5093071,899929.1939716,11044760.5871022,87566029.9634818
-0.9869568,-0.9869568,-0.7764615,13558.4619308,8086.2971587,63703.0199460,433.5210357,44434.8966639,1081699.9389468,13265141.3962676,105148526.7851098
-0.9819568,-0.9819568,-0.7714615,17153.8803253,10263.8778333,80193.3201117,579.8442136,55950.4841925,1355797.2581065,16612810.3204253,131656626.9535769
-0.9769568,-0.9769568,-0.7664615,22468.6428830,13483.5519799,104560.0939243,796.8612376,72966.7176708,1760675.8300733,21557438.5156672,170809378.5831218
-0.9719568,-0.9719568,-0.7614615,27462.3698271,16498.4074713,127580.0343968,991.0247681,89038.2435655,2145058.4556505,26256199.5258611,208024378.0873567
-0.9669568,-0.9669568,-0.7564615,33556.3261368,20192.2624531,155493.2378717,1241.8823231,108531.9467396,2608473.4617422,31914788.4192367,252828555.2807589
-0.9619568,-0.9619568,-0.7514615,37530.7005635,22588.8089278,173849.2379679,1393.6807823,121346.1508715,2915503.3837473,35669208.4695102,282566728.2509962
-0.9569568,-0.9569568,-0.7464615,39557.7716257,23817.4359735,183135.1890351,1477.0466711,127831.1334231,3069683.9156689,37551885.6233670,297473662.9863893
-0.9519568,-0.9519568,-0.7414615,43518.0863122,26218.6194860,201267.6037495,1640.6730943,140494.4980770,3370602.1819520,41226012.9820945,326564498.9869493
-0.9469568,-0.9469568,-0.7364615,40859.3087655,24603.4559792,189132.0156316,1527.8832498,132017.9562513,3169773.4230379,38775293.2550796,307163050.1398443
-0.9419568,-0.9419568,-0.7314615,38230.0497134,23011.1567131,177071.4962418,1420.9957819,123595.8444822,2969284.3547327,36326580.9343866,287773118.2110550
-0.9369568,-0.9369568,-0.7264615,33801.0763304,20325.5313243,156796.8079434,1237.7337135,109436.2365364,2632866.4670765,32219137.6334150,255251647.7766628
