# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol]
-0.5891667,-0.5891667,-0.6075881,618144.9240984
-0.5791667,-0.5791667,-0.5975881,631056.6393786
-0.5691667,-0.5691667,-0.5875881,547833.8114417
-0.5591667,-0.5591667,-0.5775881,468869.1172111
-0.5491667,-0.5491667,-0.5675881,380843.7566894
-0.5391667,-0.5391667,-0.5575881,334654.4002214
-0.5291667,-0.5291667,-0.5475881,322821.9567659
-0.5191667,-0.5191667,-0.5375881,347529.3739360
-0.5091667,-0.5091667,-0.5275881,398805.8283926
-0.4991667,-0.4991667,-0.5175881,378763.3614203
-0.4891667,-0.4891667,-0.5075881,419613.6154726
-0.4791667,-0.4791667,-0.4975881,347190.4479538
-0.4691667,-0.4691667,-0.4875881,320109.8467179
-0.4591667,-0.4591667,-0.4775881,349907.0126112
-0.4491667,-0.4491667,-0.4675881,399397.8690939
-0.4391667,-0.4391667,-0.4575881,361559.4948911
-0.4291667,-0.4291667,-0.4475881,362089.4796274
-0.4191667,-0.4191667,-0.4375881,333909.2255124
-0.4091667,-0.4091667,-0.4275881,323504.2647009
-0.3991667,-0.3991667,-0.4175881,349407.1774840
-0.3891667,-0.3891667,-0.4075881,432010.8569132
-0.3791667,-0.3791667,-0.3975881,492031.1785382
-0.3691667,-0.3691667,-0.3875881,571985.5298386
-0.3591667,-0.3591667,-0.3775881,571864.0682229
-0.3491667,-0.3491667,-0.3675881,574271.9944352
-0.3391667,-0.3391667,-0.3575881,576569.5626757
-0.3291667,-0.3291667,-0.3475881,503570.9333758
-0.3191667,-0.3191667,-0.3375881,445845.9212746
-0.3091667,-0.3091667,-0.3275881,365851.0694364
-0.2991667,-0.2991667,-0.3175881,326552.5344852
-0.2891667,-0.2891667,-0.3075881,328398.2385501
-0.2791667,-0.2791667,-0.2975881,364009.9514133
-0.2691667,-0.2691667,-0.2875881,351964.8476959
-0.2591667,-0.2591667,-0.2775881,380275.3340077
-0.2491667,-0.2491667,-0.2675881,374167.3580626
-0.2391667,-0.2391667,-0.2575881,325277.3842230
-0.2291667,-0.2291667,-0.2475881,341932.2234779
-0.2191667,-0.2191667,-0.2375881,430832.4610298
-0.2091667,-0.2091667,-0.2275881,387461.2056554
-0.1991667,-0.1991667,-0.2175881,399340.7621141
-0.1891667,-0.1891667,-0.2075881,362539.9021737
-0.1791667,-0.1791667,-0.1975881,332143.0042379
-0.1691667,-0.1691667,-0.1875881,330814.7447729
-0.1591667,-0.1591667,-0.1775881,378524.1001318
-0.1491667,-0.1491667,-0.1675881,468865.6947389
-0.1391667,-0.1391667,-0.1575881,547782.5554967
-0.1291667,-0.1291667,-0.1475881,641789.9249715
-0.1191667,-0.1191667,-0.1375881,630197.4534484
-0.1091667,-0.1091667,-0.1275881,597488.7380214
-0.0991667,-0.0991667,-0.1175881,566303.3689904
-0.0891667,-0.0891667,-0.1075881,480019.5885728
-0.0791667,-0.0791667,-0.0975881,403742.0749904
-0.0691667,-0.0691667,-0.0875881,353909.0266535
-0.0591667,-0.0591667,-0.0775881,353459.8196210
-0.0491667,-0.0491667,-0.0675881,379809.2140106
-0.0391667,-0.0391667,-0.0575881,378475.5468795
-0.0291667,-0.0291667,-0.0475881,375941.7193764
-0.0191667,-0.0191667,-0.0375881,400313.8832459
-0.0091667,-0.0091667,-0.0275881,302489.9256580
0.0008333,0.0008333,-0.0175881,256980.7486146
0.0108333,0.0108333,-0.0075881,245644.9323681
0.0208333,0.0208333,0.0024119,272977.1852066
0.0308333,0.0308333,0.0124119,319557.9439018
0.0408333,0.0408333,0.0224119,288039.0887222
0.0508333,0.0508333,0.0324119,274307.6930809
0.0608333,0.0608333,0.0424119,232298.8759613
0.0708333,0.0708333,0.0524119,181464.0484402
0.0808333,0.0808333,0.0624119,143212.4882168
0.0908333,0.0908333,0.0724119,112784.4742638
0.1008333,0.1008333,0.0824119,87777.8144975
0.1108333,0.1108333,0.0924119,66969.6531365
0.1208333,0.1208333,0.1024119,50239.1247983
0.1308333,0.1308333,0.1124119,37000.3063868
0.1408333,0.1408333,0.1224119,26753.4295614
0.1508333,0.1508333,0.1324119,19009.1368088
0.1608333,0.1608333,0.1424119,13282.4350985
0.1708333,0.1708333,0.1524119,9137.2635531
0.1808333,0.1808333,0.1624119,6198.1852645
0.1908333,0.1908333,0.1724119,4146.6167629
0.2008333,0.2008333,0.1824119,2733.5604937
0.2108333,0.2108333,0.1924119,1796.8500998
0.2208333,0.2208333,0.2024119,1147.7149045
0.2308333,0.2308333,0.2124119,713.9591135
0.2408333,0.2408333,0.2224119,426.8482213
0.2508333,0.2508333,0.2324119,238.7473920
0.2608333,0.2608333,0.2424119,117.0486325
0.2708333,0.2708333,0.2524119,39.5876759
0.2808333,0.2808333,0.2624119,-8.6129629
0.2908333,0.2908333,0.2724119,-37.7495655
0.3008333,0.3008333,0.2824119,-54.6816467
0.3108333,0.3108333,0.2924119,-63.8192313
