# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
-0.7298559,-0.7298559,-0.0000001,26151.3458044,26151.3458044
-0.7198559,-0.7198559,0.0099999,23950.3752061,23950.3752061
-0.7098559,-0.7098559,0.0199999,22714.9381156,22714.9381156
-0.6998559,-0.6998559,0.0299999,21474.2373143,21474.2373143
-0.6898559,-0.6898559,0.0399999,19351.3023140,19351.3023140
-0.6798559,-0.6798559,0.0499999,17697.5215969,17697.5215969
-0.6698559,-0.6698559,0.0599999,16147.9785655,16147.9785655
-0.6598559,-0.6598559,0.0699999,10858.6795251,10858.6795251
-0.6498559,-0.6498559,0.0799999,7365.3693621,7365.3693621
-0.6398559,-0.6398559,0.0899999,5151.5719057,5151.5719057
-0.6298559,-0.6298559,0.0999999,3700.0733774,3700.0733774
-0.6198559,-0.6198559,0.1099999,2648.1547873,2648.1547873
-0.6098559,-0.6098559,0.1199999,1898.3769927,1898.3769927
-0.5998559,-0.5998559,0.1299999,1407.7489293,1383.6420382
-0.5898559,-0.5898559,0.1399999,1043.0780703,1018.9690024
-0.5798559,-0.5798559,0.1499999,769.9322558,744.2348718
-0.5698559,-0.5698559,0.1599999,556.4153814,530.5813284
-0.5598559,-0.5598559,0.1699999,400.4058072,374.5909984
-0.5498559,-0.5498559,0.1799999,284.8318251,259.0751197
-0.5398559,-0.5398559,0.1899999,198.6910041,173.0815357
-0.5298559,-0.5298559,0.1999999,134.6125822,109.3411944
-0.5198559,-0.5198559,0.2099999,87.3318686,62.7949137
-0.5098559,-0.5098559,0.2199999,52.7820375,27.9978378
-0.4998559,-0.4998559,0.2299999,25.5933593,2.4803681
-0.4898559,-0.4898559,0.2399999,1.8714505,-18.9910555
-0.4798559,-0.4798559,0.2499999,-13.8632582,-33.9854063
-0.4698559,-0.4698559,0.2599999,-23.6719910,-42.6385380
-0.4598559,-0.4598559,0.2699999,-29.3696809,-47.7291648
-0.4498559,-0.4498559,0.2799999,-32.3476699,-49.5928856
