# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.2290000,-1.2290000,-1.1507954,8762.4827747,6900.6124525,34852.7860615,479.3844099,25455.1524727,9441.5164191,8083.4491303,10329.5547027,6532.9840152,8762.4827747,6900.6124525,34852.7860615,463.7457160,25455.1524727,9441.5164191,8083.4491303,10329.5547027,6532.9840152
-1.2240000,-1.2240000,-1.1457954,8330.9802643,6620.0692469,33142.3313065,452.5235544,24248.1241650,9008.7895557,7653.1709729,9820.8828000,6211.2716563,8330.9802643,6620.0692469,33142.3313065,436.8824551,24248.1241650,9008.7895557,7653.1709729,9820.8828000,6211.2716563
-1.2190000,-1.2190000,-1.1407954,7702.6702460,6220.3602914,30580.7754964,415.7296635,22446.8239884,8380.9543291,7024.3861628,9080.2065703,5742.8268774,7702.6702460,6220.3602914,30580.7754964,400.0885642,22446.8239884,8380.9543291,7024.3861628,9080.2065703,5742.8268774
-1.2140000,-1.2140000,-1.1357954,7193.1013867,5896.3503000,28503.8509612,385.9460040,20986.3970937,7871.8568522,6514.3459212,8479.5070264,5362.9111277,7193.1013867,5896.3503000,28503.8509612,370.3049047,20986.3970937,7871.8568522,6514.3459212,8479.5070264,5362.9111277
-1.2090000,-1.2090000,-1.1307954,6793.6320240,5642.5145903,26876.3308715,362.6531815,19842.0586593,7472.8506459,6114.4134021,8008.5970411,5065.0815025,6793.6320240,5642.5145903,26876.3308715,347.0120822,19842.0586593,7472.8506459,6114.4134021,8008.5970411,5065.0815025
-1.2040000,-1.2040000,-1.1257954,6493.7716159,5452.1509158,25655.4268877,345.2241711,18983.7057182,7173.4402607,5814.1029711,7655.1099567,4841.5166404,6493.7716159,5452.1509158,25655.4268877,329.5830718,18983.7057182,7173.4402607,5814.1029711,7655.1099567,4841.5166404
-1.1990000,-1.1990000,-1.1207954,6281.6875388,5304.6079880,24792.8528323,332.9545076,18377.3689787,6961.7881382,5601.5869393,7405.0970171,4683.3945737,6281.6875388,5304.6079880,24792.8528323,317.3134092,18377.3689787,6961.7881382,5601.5869393,7405.0970171,4683.3945737
-1.1940000,-1.1940000,-1.1157954,5923.0097102,4970.3091096,23350.2404820,312.6796930,17355.4192115,6598.4775443,5247.5418760,6982.2736751,4415.9776120,5923.0097102,4970.3091096,23350.2404820,297.0558792,17355.4192115,6598.4775443,5247.5418760,6982.2736751,4415.9776120
-1.1890000,-1.1890000,-1.1107954,5117.0703230,4306.8057126,20039.9160375,266.6451843,15027.5642993,5792.3220834,4441.8185625,6032.2010528,3815.0989262,5117.0703230,4306.8057126,20039.9160375,251.0040850,15027.5642993,5792.3220834,4441.8185625,6032.2010528,3815.0989262
-1.1840000,-1.1840000,-1.1057954,4471.2512555,3777.7749706,17386.7404950,229.8455590,13161.8183588,5146.3171181,3796.1853928,5270.8844765,3333.6000459,4471.2512555,3777.7749706,17386.7404950,214.2044597,13161.8183588,5146.3171181,3796.1853928,5270.8844765,3333.6000459
-1.1790000,-1.1790000,-1.1007954,3959.4476922,3360.4739070,15283.6710068,200.7667710,11682.9115832,4634.3562706,3284.5391139,4667.5505768,2952.0181834,3959.4476922,3360.4739070,15283.6710068,185.1256717,11682.9115832,4634.3562706,3284.5391139,4667.5505768,2952.0181834
-1.1740000,-1.1740000,-1.0957954,3559.6611572,3035.8992264,13640.5157285,178.1187978,10527.4223092,4234.4394844,2884.8828300,4196.2666965,2653.9520861,3559.6611572,3035.8992264,13640.5157285,162.4776985,10527.4223092,4234.4394844,2884.8828300,4196.2666965,2653.9520861
-1.1690000,-1.1690000,-1.0907954,3253.7568410,2788.5014662,12382.9325005,160.8385331,9643.0733813,3928.4304416,2579.0832405,3835.6548187,2425.8811091,3253.7568410,2788.5014662,12382.9325005,145.1974588,9643.0733813,3928.4304416,2579.0832405,3835.6548187,2425.8811091
-1.1640000,-1.1640000,-1.0857954,3027.2005454,2605.8975497,11451.3454810,148.0695393,8987.9707341,3701.7935836,2352.6075071,3568.5814664,2256.9690899,3027.2005454,2605.8975497,11451.3454810,132.4332361,8987.9707341,3701.7935836,2352.6075071,3568.5814664,2256.9690899
