# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.7500000,0.0000000,-0.0146526,179016.5810332,116191.9407270,714690.2014029,11216.8481973,504086.2528913,179540.7809452,178492.3811212,211031.6920474,133468.1610698
0.7550000,0.0050000,-0.0096526,158087.2793960,102716.8100066,631137.4594124,9891.5377805,445235.5794523,158610.6997219,157563.8590702,186359.4191642,117864.0455970
0.7600000,0.0100000,-0.0046526,138141.5655003,89875.6405994,551503.3154040,8629.4168999,389145.2110910,138664.2017175,137618.9292832,162846.6376765,102993.2568716
0.7650000,0.0150000,0.0003474,119532.9062949,77895.9908757,477198.7988203,7452.8779324,336808.9960486,120054.7539430,119011.0586469,140910.0281391,89119.3268156
0.7700000,0.0200000,0.0053474,102495.1927120,66928.3961371,409158.0300180,6376.6894530,288884.8599222,103016.2473934,101974.1380305,120825.3102584,76416.6358826
0.7750000,0.0250000,0.0103474,87154.6762567,57054.0620383,347885.7784397,5408.7627424,245728.3061511,87674.9336376,86634.4188759,102741.3142076,64979.3125390
0.7800000,0.0300000,0.0153474,73546.9068585,48295.7788879,293524.9738644,4551.2364471,207439.9707216,74066.3626689,73027.4510480,86699.9476228,54833.8615011
0.7850000,0.0350000,0.0203474,61635.8793844,40630.2577354,245933.0359260,3801.7010080,173919.3879057,62154.5294194,61117.2293494,72658.7662564,45953.4386696
0.7900000,0.0400000,0.0253474,51333.1400630,34000.4396047,204758.0545685,3154.4193243,144918.6506228,51850.9801830,50815.2999431,60513.4973704,38272.0961746
0.7950000,0.0450000,0.0303474,42515.2640575,28326.7544961,169508.4849748,2601.4423510,120091.5021802,43032.2901887,41998.2379262,50118.6429777,31697.8130092
0.8000000,0.0500000,0.0353474,35038.7595584,23516.7217880,139612.5884201,2133.5595227,99035.2049582,35554.9676937,34522.5514231,41305.0493657,26123.6069722
0.8050000,0.0550000,0.0403474,28751.9983428,19472.6345126,114466.0217548,1755.7946315,81324.0610065,29267.3845420,28236.6121436,33893.9713015,21436.4296522
0.8100000,0.0600000,0.0453474,23504.1796453,16097.3321149,93467.6007655,1429.0321832,66534.6024105,24018.7400356,22989.6192551,27707.6389914,17523.8495597
0.8150000,0.0650000,0.0503474,19151.6001550,13298.2376186,76044.3234066,1158.8309654,54263.2164437,19665.3309315,18637.8693785,22576.6493964,14278.7268055
0.8200000,0.0700000,0.0553474,15561.6464694,10989.9275501,61667.3115045,936.7327689,44137.3738512,16074.5438955,15048.7490433,18344.6726919,11602.1897273
0.8250000,0.0750000,0.0603474,12614.9759531,9095.5349010,49860.5277465,755.1352513,35821.7682082,13127.0363610,12102.9155452,14871.0231486,9405.2608573
0.8300000,0.0800000,0.0653474,10206.3376591,7547.2761675,40204.0681467,607.3422249,29020.6344035,10717.5574500,9695.1178683,12031.6268660,7609.4689707
0.8350000,0.0850000,0.0703474,8244.4330908,6286.3600561,32333.6236356,487.5528902,23477.3688039,8754.8087352,7734.0574465,9718.8576337,6146.7452755
0.8400000,0.0900000,0.0753474,6651.1474680,5262.4908902,25937.4290817,390.8111485,18972.3796957,7160.6755061,6141.6194299,7840.6307177,4958.8502721
0.8450000,0.0950000,0.0803474,5360.4098665,4433.1331679,20751.7299864,312.9314938,15319.8936884,5869.0869085,4851.7328245,6319.0591490,3996.5239160
0.8500000,0.1000000,0.0853474,4316.8737208,3762.6606143,16555.5305437,250.4136927,12364.2560075,4824.6964469,3809.0509946,5088.8982483,3218.5018491
0.8550000,0.1050000,0.0903474,3474.5520734,3221.4762843,13165.1591384,200.3547775,9976.1022680,3981.5172344,2967.5869123,4095.9368061,2590.4978919
0.8600000,0.1100000,0.0953474,2795.4960741,2785.1607013,10429.0044495,160.3637889,8048.6504846,3301.6004912,2289.3916570,3295.4392449,2084.2187809
0.8650000,0.1150000,0.1003474,2248.5702114,2433.6824634,8222.6357016,128.4821736,6494.2637232,2753.8107764,1758.0655868,2650.7018158,1691.1869676
0.8700000,0.1200000,0.1053474,1823.0882177,2150.6893272,6444.4189859,103.1113914,5241.3622221,2312.7259527,1318.7145420,2131.7558332,1362.9767101
0.8750000,0.1250000,0.1103474,1468.9043523,1922.8864124,5011.6711663,82.9496386,4231.7142136,1957.6722314,965.4005326,1728.9660899,1098.9102817
0.8800000,0.1300000,0.1153474,1183.9979626,1754.2366683,3857.3467754,66.9388529,3418.1022047,1686.6290308,681.3668945,1393.1073827,886.4945843
0.8850000,0.1350000,0.1203474,954.8242871,1606.5626408,2927.2252974,54.2180919,2762.3417422,1456.5797791,453.0687951,1122.9485615,715.6311433
0.8900000,0.1400000,0.1253474,770.4586011,1487.5808988,2177.5511223,44.0809784,2233.6190487,1271.3357632,269.5814390,905.6111369,578.1748868
0.8950000,0.1450000,0.1303474,622.1044817,1391.6153942,1587.8080910,35.9521194,1821.8454123,1122.1006311,122.1083323,730.7255444,467.5675263
0.9000000,0.1500000,0.1353474,502.6884038,1297.7054612,1100.1583538,29.3892045,1477.5742010,1001.8009285,3.5758792,589.9532381,378.5353025
0.9050000,0.1550000,0.1403474,406.5276571,1213.0600055,706.5328580,24.0745038,1199.4831249,904.7540157,-91.6987016,476.5952186,306.8413950
0.9100000,0.1600000,0.1453474,329.0597594,1144.9218832,388.6075696,19.7735776,974.6697663,826.3974816,-168.2779632,385.2730552,249.0841704
0.9150000,0.1650000,0.1503474,266.6229289,1089.9973516,131.6629850,16.2948305,792.7702182,763.0695655,-229.8237779,311.6701046,202.5333803
0.9200000,0.1700000,0.1553474,216.2785332,1045.6532488,-76.1245943,13.4721246,645.4599086,711.7698172,-279.2752879,252.3222922,164.9969490
0.9250000,0.1750000,0.1603474,175.6673126,1009.7863030,-244.2545514,11.1573654,526.0510906,665.1299624,-318.9971652,204.4492774,134.7106137
0.9300000,0.1800000,0.1653474,142.8909888,980.7159315,-380.3617501,9.2144428,429.1690052,620.5894058,-350.9209915,165.8174233,110.2443508
0.9350000,0.1850000,0.1703474,116.4123613,957.0986333,-490.5858227,7.5215844,350.4917921,584.3072128,-376.6898241,134.6258944,90.4291180
0.9400000,0.1900000,0.1753474,94.9761308,937.8220867,-579.8674858,5.9888703,286.5417967,554.9233810,-405.0189605,109.4113982,74.3152006
0.9450000,0.1950000,0.1803474,77.5610612,915.1615603,-652.1893309,4.5747118,234.5176399,531.0955357,-450.1407026,88.9781834,61.1554463
0.9500000,0.2000000,0.1853474,63.3588380,888.6258363,-710.8059256,3.2783496,192.1570975,511.7444223,-490.3305173,72.3609611,50.3793126
0.9550000,0.2050000,0.1903474,51.7479190,866.9772188,-781.3553437,2.1155039,157.6236959,496.0030615,-523.2148873,58.8042768,41.5436884
0.9600000,0.2100000,0.1953474,42.2451724,849.2884236,-871.6336728,1.0988688,129.4181899,483.1530205,-548.4720073,47.7263477,34.2880795
0.9650000,0.2150000,0.2003474,34.4590481,833.0574823,-951.7769139,0.2311879,106.3201898,472.3186932,-567.7597115,38.6673012,28.3131513
0.9700000,0.2200000,0.2053474,28.0650890,816.1826319,-1017.7850599,-0.4935054,87.3522715,461.2476259,-582.4310916,31.2498411,23.3736074
0.9750000,0.2250000,0.2103474,22.7973557,801.8719837,-1069.2997700,-1.0864158,71.7434697,448.7979650,-593.5175336,25.1620011,19.2714180
0.9800000,0.2300000,0.2153474,18.4414724,790.3946760,-1109.4495189,-1.5614413,58.8815416,437.0828928,-601.8054579,20.1502391,15.8447885
0.9850000,0.2350000,0.2203474,14.8230431,781.1879880,-1140.6678489,-1.9339843,48.2686491,426.1868388,-608.0767742,16.0104094,12.9582097
0.9900000,0.2400000,0.2253474,11.7961227,773.7563576,-1164.8309578,-2.2202770,39.4941008,416.3021419,-634.3665724,12.5747261,10.4989490
0.9950000,0.2450000,0.2303474,9.2379911,767.7112549,-1183.3925643,-2.4362492,32.2216578,407.9474292,-662.6597052,9.7015706,8.3783367
1.0000000,0.2500000,0.2353474,7.0497854,762.7511676,-1197.4850069,-2.5957742,26.1806719,401.1200756,-685.4295475,7.2724679,6.5325293
1.0050000,0.2550000,0.2403474,5.1580438,758.6418871,-1236.0718913,-2.7093207,21.1531025,395.5888493,-709.4145859,5.1937039,4.9192454
1.0100000,0.2600000,0.2453474,3.5128512,755.2010010,-1286.4691473,-2.7839328,16.9586586,391.1079564,-737.8718965,3.3973698,3.5110632
1.0150000,0.2650000,0.2503474,2.0818978,752.2860279,-1326.2378739,-2.8243046,13.4447223,387.4669876,-762.5048704,1.8383065,2.2883805
1.0200000,0.2700000,0.2553474,0.8430692,749.7853654,-1383.1009247,-2.8341047,10.4824676,384.4950975,-783.1356998,0.4873019,1.2346148
1.0250000,0.2750000,0.2603474,-0.2213298,747.6113677,-1439.7881259,-2.8169114,7.9660325,382.0556914,-800.8362496,-0.6763186,0.3341546
1.0300000,0.2800000,0.2653474,-1.1274447,745.6950354,-1489.6861093,-2.7765759,5.8118117,380.0400407,-815.8341051,-1.6698123,-0.4280520
1.0350000,0.2850000,0.2703474,-1.8906474,743.9819277,-1529.1640055,-2.7171654,3.9565071,378.3616568,-828.1246983,-2.5091808,-1.0665715
1.0400000,0.2900000,0.2753474,-2.5257129,742.4290048,-1560.0902260,-2.6427324,2.3536788,376.9516925,-837.9545583,-3.2096525,-1.5956827
1.0450000,0.2950000,0.2803474,-3.0471160,741.0021806,-1584.1662652,-2.5570914,0.9692738,375.7552775,-845.6900461,-3.7859343,-2.0294277
1.0500000,0.3000000,0.2853474,-3.4692185,739.6744196,-1602.7331292,-2.4636685,-0.2228112,374.7286211,-851.6666997,-4.2525958,-2.3812307
1.0550000,0.3050000,0.2903474,-3.8059506,738.4242526,-1616.9278710,-2.3654212,-1.2439876,373.8367291,-856.1441774,-4.6241379,-2.6632024
1.0600000,0.3100000,0.2953474,-4.0700347,737.2346154,-1630.0886738,-2.2648090,-2.1127089,373.0516022,-859.3186955,-4.9144289,-2.8855631
1.0650000,0.3150000,0.3003474,-4.2722299,736.0919376,-1645.3407377,-2.1638110,-2.8453190,372.3508156,-861.3498357,-5.1357676,-3.0565290
1.0700000,0.3200000,0.3053474,-4.4210739,734.9854254,-1657.7729845,-2.0639863,-3.4567450,371.7163941,-862.3794038,-5.2981778,-3.1826641
1.0750000,0.3250000,0.3103474,-4.5232197,733.9064960,-1667.0683683,-1.9665531,-3.9611230,371.1339214,-862.5387239,-5.4093635,-3.2694350
1.0800000,0.3300000,0.3153474,-4.5840900,732.8483302,-1673.7045344,-1.8724466,-4.3720287,370.5918327,-861.9487642,-5.4752701,-3.3216994
1.0850000,0.3350000,0.3203474,-4.6084952,731.8055177,-1678.2106180,-1.7823431,-4.7021679,370.0808518,-860.7177778,-5.5008610,-3.3440022
1.0900000,0.3400000,0.3253474,-4.6010173,730.7737746,-1681.2158088,-1.6966794,-4.9627993,369.5935416,-858.9394713,-5.4907370,-3.3406899
1.0950000,0.3450000,0.3303474,-4.5661504,729.7497195,-1683.1862828,-1.6156820,-5.1633193,369.1239458,-856.6930536,-5.4494533,-3.3159034
1.1000000,0.3500000,0.3353474,-4.5082804,728.7306936,-1684.0792900,-1.5393960,-5.3112671,368.6673011,-854.0450553,-5.3815776,-3.2735101
1.1050000,0.3550000,0.3403474,-4.4315864,727.7146179,-1683.7045640,-1.4677122,-5.4127080,368.2198067,-851.0519462,-5.2916025,-3.2170200
1.1100000,0.3600000,0.3453474,-4.3399243,726.6998780,-1682.0448481,-1.4003829,-5.4727693,367.7784390,-847.7625606,-5.1838038,-3.1495202
1.1150000,0.3650000,0.3503474,-4.2367289,725.6852320,-1679.2050270,-1.3370355,-5.4961048,367.3408023,-844.2198452,-5.0621017,-3.0736467
1.1200000,0.3700000,0.3553474,-4.1249584,724.6697365,-1675.3274991,-1.2772442,-5.4871754,366.9050085,-840.4619319,-4.9299580,-2.9915985
1.1250000,0.3750000,0.3603474,-4.0070892,723.6526874,-1670.5553828,-1.2206487,-5.4503470,366.4695794,-836.5227554,-4.7903263,-2.9051805
1.1300000,0.3800000,0.3653474,-3.8851522,722.6335712,-1665.0204914,-1.1670107,-5.3898663,366.0333685,-832.4324402,-4.6456572,-2.8158648
1.1350000,0.3850000,0.3703474,-3.7607951,721.6120270,-1658.8402708,-1.1162139,-5.3097779,365.5954970,-828.2176021,-4.4979455,-2.7248570
1.1400000,0.3900000,0.3753474,-3.6353560,720.5878147,-1652.1177937,-1.0683463,-5.2138288,365.1553020,-823.9016326,-4.3488019,-2.6331655
1.1450000,0.3950000,0.3803474,-3.5099407,719.5607905,-1644.9427815,-1.0237973,-5.1053873,364.7122948,-819.5049937,-4.1995352,-2.5416670
1.1500000,0.4000000,0.3853474,-3.3854995,718.5308858,-1637.3929337,-0.9831052,-4.9873936,364.2661263,-815.0455251,-4.0512355,-2.4511568
1.1550000,0.4050000,0.3903474,-3.2628919,717.4980914,-1629.5352972,-0.9465843,-4.8623445,363.8165600,-810.5387182,-3.9048558,-2.3623687
1.1600000,0.4100000,0.3953474,-3.1429216,716.4624441,-1621.4275687,-0.9140721,-4.7323121,363.3634487,-805.9979225,-3.7612766,-2.2759601
1.1650000,0.4150000,0.4003474,-3.0263287,715.4240156,-1613.1192901,-0.8849752,-4.5989885,362.9067166,-801.4345626,-3.6213304,-2.1924746
1.1700000,0.4200000,0.4053474,-2.9137473,714.3829047,-1604.6529243,-0.8584751,-4.4637466,362.4463441,-796.8584155,-3.4857798,-2.1123005
1.1750000,0.4250000,0.4103474,-2.8056499,713.3392295,-1596.0648099,-0.8336854,-4.3277106,361.9823561,-792.2778797,-3.3552604,-2.0356447
1.1800000,0.4300000,0.4153474,-2.7023023,712.2931227,-1587.3860016,-0.8097434,-4.1918311,361.5148117,-787.7001918,-3.2302138,-1.9625377
1.1850000,0.4350000,0.4203474,-2.6037523,711.2447263,-1578.6430041,-0.7859149,-4.0569576,361.0437961,-783.1317689,-3.1108417,-1.8928715
1.1900000,0.4400000,0.4253474,-2.5098633,710.1941890,-1569.8584104,-0.7616986,-3.9238923,360.5694146,-778.5789900,-2.9971046,-1.8264694
1.1950000,0.4450000,0.4303474,-2.4203891,709.1416626,-1561.0514539,-0.7368693,-3.7934079,360.0917871,-774.0484717,-2.8887724,-1.7631896
1.2000000,0.4500000,0.4353474,-2.3350936,708.0873000,-1552.2384847,-0.7114428,-3.6662233,359.6110436,-769.5465897,-2.7855267,-1.7030238
1.2050000,0.4550000,0.4403474,-2.2538776,707.0312541,-1543.4333791,-0.6855965,-3.5429506,359.1273213,-765.0870332,-2.6871090,-1.6461053
1.2100000,0.4600000,0.4453474,-2.1768205,705.9736753,-1534.6478917,-0.6595856,-3.4240360,358.6407614,-760.6989617,-2.5934453,-1.5926029
1.2150000,0.4650000,0.4503474,-2.1040818,704.9147116,-1525.8919562,-0.6336794,-3.3097239,358.1515072,-756.3915337,-2.5046433,-1.5425740
1.2200000,0.4700000,0.4553474,-2.0357298,703.8545071,-1517.1739441,-0.6081225,-3.2000652,357.6597023,-752.1183029,-2.4208442,-1.4958643
1.2250000,0.4750000,0.4603474,-1.9716074,702.7932018,-1508.5008862,-0.5831157,-3.0949848,357.1654891,-747.8215285,-2.3420335,-1.4520871
1.2300000,0.4800000,0.4653474,-1.9112875,701.7309312,-1499.8786649,-0.5588123,-2.9943923,356.6690081,-743.4845909,-2.2679205,-1.4106703
1.2350000,0.4850000,0.4703474,-1.8541164,700.6678257,-1491.3121816,-0.5353205,-2.8982702,356.1703967,-739.1294142,-2.1979242,-1.3709522
1.2400000,0.4900000,0.4753474,-1.7993198,699.6040110,-1482.8054841,-0.5127102,-2.8066760,355.6697889,-734.7894240,-2.1312501,-1.3322944
1.2450000,0.4950000,0.4803474,-1.7461364,698.5396074,-1474.3618611,-0.4910205,-2.7196555,355.1673146,-730.4902452,-2.0670254,-1.2941777
1.2500000,0.5000000,0.4853474,-1.6939352,697.4747303,-1465.9839596,-0.4702667,-2.6371276,354.6630996,-726.2443272,-2.0044470,-1.2562543
1.2550000,0.5050000,0.4903474,-1.6422845,696.4094901,-1457.6739110,-0.4504459,-2.5588044,354.1572650,-722.0540243,-1.9428957,-1.2183532
1.2600000,0.5100000,0.4953474,-1.5909626,695.3439921,-1449.4334108,-0.4315428,-2.4841801,353.6499276,-717.9166656,-1.8819864,-1.1804512
1.2650000,0.5150000,0.5003474,-1.5399272,694.2783369,-1441.2637641,-0.4135328,-2.4125910,353.1411992,-713.8282253,-1.8215596,-1.1426297
1.2700000,0.5200000,0.5053474,-1.4892635,693.2126204,-1433.1659287,-0.3963855,-2.3433214,352.6311871,-709.7850704,-1.7616340,-1.1050308
1.2750000,0.5250000,0.5103474,-1.4391318,692.1469338,-1425.1405654,-0.3800666,-2.2757157,352.1199942,-705.7844535,-1.7023458,-1.0678216
1.2800000,0.5300000,0.5153474,-1.3897232,691.0813641,-1417.1880854,-0.3645398,-2.2092618,351.6077186,-701.8244483,-1.6438918,-1.0311689
1.2850000,0.5350000,0.5203474,-1.3412284,690.0159939,-1409.3086910,-0.3497681,-2.1436282,351.0944540,-697.9037307,-1.5864862,-0.9952234
1.2900000,0.5400000,0.5253474,-1.2938188,688.9509020,-1401.5024096,-0.3357141,-2.0786592,350.5802900,-694.0213708,-1.5303309,-0.9601122
1.2950000,0.5450000,0.5303474,-1.2476366,687.8861631,-1393.7691213,-0.3223415,-2.0143428,350.0653119,-690.1766801,-1.4755996,-0.9259358
1.3000000,0.5500000,0.5353474,-1.2027916,686.8218484,-1386.1085832,-0.3096147,-1.9507672,349.5496009,-686.3691111,-1.4224297,-0.8927689
1.3050000,0.5550000,0.5403474,-1.1593621,685.7580255,-1378.5204494,-0.2974994,-1.8880790,349.0332346,-682.5981959,-1.3709219,-0.8606627
1.3100000,0.5600000,0.5453474,-1.1173983,684.6947585,-1371.0042889,-0.2859627,-1.8264490,348.5162865,-678.8635091,-1.3211428,-0.8296480
