# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.0000000,0.0000000,-0.0534502,302462.7843325,194625.2131136,1208444.5439382,19047.0413800,851123.1151714,302462.7843325,302462.7843325,356554.8665417,225505.0978178
0.0050000,0.0050000,-0.0484502,300208.2572894,193173.4858842,1199447.5579456,18903.8782427,844786.0486865,300208.2572894,300208.2572894,353897.1425817,223824.2055967
0.0100000,0.0100000,-0.0434502,293561.2890471,188893.4147303,1172921.7319507,18481.8191488,826102.4749499,293561.2890471,293561.2890471,346061.4384973,218868.4712012
0.0150000,0.0150000,-0.0384502,282860.3460246,182003.0053365,1130217.1125681,17802.4292149,796023.3279533,282860.3460246,282860.3460246,333446.7516370,210890.2427115
0.0200000,0.0200000,-0.0334502,268633.3569049,172842.2923997,1073439.4927599,16899.3410752,756031.8664391,268633.3569049,268633.3569049,316675.4248171,200283.1242847
0.0250000,0.0250000,-0.0284502,251549.1100604,161842.0306010,1005256.5940147,15815.1532838,708007.1526565,251549.1100604,251549.1100604,296535.8517221,187545.7398680
0.0300000,0.0300000,-0.0234502,232359.3278816,149486.3803213,928667.0641113,14597.7343929,654061.3393877,232359.3278816,232359.3278816,273914.1918745,173238.5459536
0.0350000,0.0350000,-0.0184502,211839.0270095,136274.4900282,846762.6302948,13296.4186618,596372.1361074,211839.0270095,211839.0270095,249724.0649636,157939.3663681
0.0400000,0.0400000,-0.0134502,190732.1275439,122685.4610314,762511.1732045,11958.5379790,537030.0116790,190732.1275439,190732.1275439,224842.4328689,142202.8405039
0.0450000,0.0450000,-0.0084502,169707.5679239,109150.0808939,678581.6842415,10626.6254590,477914.8992663,169707.5679239,169707.5679239,200057.8661794,126527.7041920
0.0500000,0.0500000,-0.0034502,149328.9106147,96031.2482778,597223.0125740,9336.4809811,420610.7898694,149328.9106147,149328.9106147,176034.7141965,111334.1288236
0.0550000,0.0550000,0.0015498,130038.1139032,83613.5238950,520199.0984724,8116.1413512,366360.1138472,130038.1139032,130038.1139032,153293.9744982,96951.6221988
0.0600000,0.0600000,0.0065498,112152.2212187,72101.0028093,448775.7184136,6985.6748986,316054.4062898,112152.2212187,112152.2212187,132209.3901808,83616.5602066
0.0650000,0.0650000,0.0115498,95870.4270255,61621.8708172,383748.6136625,5957.6378472,270254.1219225,95870.4270255,95870.4270255,113015.7794084,71477.4548940
0.0700000,0.0700000,0.0165498,81288.3746740,52237.6188341,325500.4659845,5037.9913652,229228.7690675,81288.3746740,81288.3746740,95825.8902735,60605.6144156
0.0750000,0.0750000,0.0215498,68416.5358962,43954.8856637,274074.1601968,4227.2779675,193008.5153641,68416.5358962,68416.5358962,80652.0672602,51008.8461087
0.0800000,0.0800000,0.0265498,57199.9394783,36738.1688253,229251.4381394,3521.8827702,161439.5907017,57199.9394783,57199.9394783,67429.5081687,42646.1654636
0.0850000,0.0850000,0.0315498,47537.1629166,30522.0595586,190628.6245864,2915.2464803,134237.6273003,47537.1629166,47537.1629166,56038.6522160,35441.9556017
0.0900000,0.0900000,0.0365498,39297.2057803,25222.1123208,157683.9156764,2398.9421036,111035.0562590,39297.2057803,39297.2057803,46325.0710113,29298.5474329
0.0950000,0.0950000,0.0415498,32333.5063374,20743.8732517,129833.2832721,1963.5684476,91420.4851181,32333.5063374,32333.5063374,38115.9918977,24106.6699346
0.1000000,0.1000000,0.0465498,26494.8764359,16989.9228612,106474.0958569,1615.0873975,74969.4229968,26494.8764359,26494.8764359,31233.1884152,19753.6027962
0.1050000,0.1050000,0.0515498,21633.4915076,13865.0213094,87016.9996560,1312.7673374,61266.7363424,21633.4915076,21633.4915076,25502.3992269,16129.1334712
0.1100000,0.1100000,0.0565498,17610.2919307,11279.5859383,70907.4786819,1063.3721530,49921.8346600,17610.2919307,17610.2919307,20759.6954547,13129.5842337
0.1150000,0.1150000,0.0615498,14298.2550671,9151.7970918,57638.9238009,858.8033176,40577.8753605,14298.2550671,14298.2550671,16855.3378839,10660.2516890
0.1200000,0.1200000,0.0665498,11584.0161579,7408.6403735,46759.1165373,691.8421968,32916.3301158,11584.0161579,11584.0161579,13655.6877380,8636.6152536
0.1250000,0.1250000,0.0715498,9368.2814104,5986.1710086,37871.8947249,556.1743525,26658.1574650,9368.2814104,9368.2814104,11043.6936411,6984.6451374
0.1300000,0.1300000,0.0765498,7565.4130428,4829.2449961,30635.5139579,446.3610678,21562.6480850,7565.4130428,7565.4130428,8918.4024532,5640.4929684
0.1350000,0.1350000,0.0815498,6102.4920271,3890.9140250,24758.9238489,357.7765297,17424.8013766,6102.4920271,6102.4920271,7193.8543946,4549.7930085
0.1400000,0.1400000,0.0865498,4918.0916636,3131.6343381,19996.8887738,286.5235642,14071.8882157,4918.0916636,4918.0916636,5797.6372883,3666.7477757
0.1450000,0.1450000,0.0915498,3960.9306534,2518.3981835,16144.6258267,229.3406447,11359.6737149,3960.9306534,3960.9306534,4669.2987490,2953.1238245
0.1500000,0.1500000,0.0965498,3188.5209381,2023.8620897,13032.4198718,183.5119949,9168.6239248,3188.5209381,3188.5209381,3758.7522051,2377.2436257
0.1550000,0.1550000,0.1015498,2565.8837489,1641.1603477,10520.5088087,146.7821216,7400.3029312,2565.8837489,2565.8837489,3024.7633265,1913.0282989
0.1600000,0.1600000,0.1065498,2064.3760876,1320.5842805,8494.4077086,117.2863369,5974.0791361,2064.3760876,2064.3760876,2433.5666354,1554.7637805
0.1650000,0.1650000,0.1115498,1676.2887554,1062.7566419,6860.7518945,93.5261086,4824.1971173,1676.2887554,1676.2887554,1957.6358946,1253.7587481
0.1700000,0.1700000,0.1165498,1351.3743243,855.4821066,5543.6791275,74.3546187,3897.2292579,1351.3743243,1351.3743243,1590.2552577,1011.5144493
0.1750000,0.1750000,0.1215498,1089.9169224,688.8860855,4481.7329739,58.8981544,3149.8945130,1089.9169224,1089.9169224,1282.0392135,816.5804101
0.1800000,0.1800000,0.1265498,879.5111044,554.9872158,3625.2472707,46.4551992,2547.2160734,879.5111044,879.5111044,1034.0056938,659.7031690
0.1850000,0.1850000,0.1315498,710.1516518,447.3393616,2934.1605624,36.4474289,2060.9819079,710.1516518,710.1516518,834.3640172,533.4121117
0.1900000,0.1900000,0.1365498,573.7742521,360.7374713,2376.2057674,28.4041038,1684.1107057,573.7742521,573.7742521,673.6164006,431.6778751
0.1950000,0.1950000,0.1415498,463.8792081,290.9750865,1925.4213862,21.9418647,1367.0385975,463.8792081,463.8792081,544.1131708,349.6324606
0.2000000,0.2000000,0.1465498,375.2248149,234.6566526,1576.5752653,16.7394626,1110.7068702,375.2248149,375.2248149,439.6914111,283.3417869
0.2050000,0.2050000,0.1515498,303.5791837,189.0775359,1281.6088684,12.5204294,903.2958017,303.5791837,303.5791837,355.3804619,229.6435827
0.2100000,0.2100000,0.1565498,245.5413550,152.1272933,1042.6776624,9.0497820,735.2959942,245.5413550,245.5413550,287.1712697,186.0421767
0.2150000,0.2150000,0.1615498,198.4226991,122.1559908,848.9337279,6.1492328,599.0501428,198.4226991,198.4226991,231.8602005,150.5923955
0.2200000,0.2200000,0.1665498,160.1219774,97.8413893,691.6424107,3.7180037,488.3833037,160.1219774,160.1219774,186.9299622,121.7545292
0.2250000,0.2250000,0.1715498,128.9741819,78.1097277,563.7607390,1.7167454,398.3116881,128.9741819,128.9741819,150.4046201,98.2829278
0.2300000,0.2300000,0.1765498,103.6329750,62.0915081,459.6013841,0.1200100,324.8352798,103.6329750,103.6329750,120.7022853,79.1660631
0.2350000,0.2350000,0.1815498,83.0052664,49.0814308,374.5848037,-1.1120645,264.7818961,83.0052664,83.0052664,96.5392231,63.5847510
0.2400000,0.2400000,0.1865498,66.2056545,38.4995997,305.0600236,-2.0328647,215.6411888,66.2056545,66.2056545,76.8745334,50.8707430
0.2450000,0.2450000,0.1915498,52.5123526,29.8622011,248.1321094,-2.6990567,175.3981551,52.5123526,52.5123526,60.8638639,40.4706119
0.2500000,0.2500000,0.1965498,41.3287223,22.7671937,201.4822984,-3.1630102,142.4154327,41.3287223,41.3287223,47.8153305,31.9218464
0.2550000,0.2550000,0.2015498,32.1571083,16.8989076,163.2284912,-3.4695092,115.3609871,32.1571083,32.1571083,37.1544782,24.8460861
0.2600000,0.2600000,0.2065498,24.5898444,12.0367992,131.8376642,-3.6551988,93.1512249,24.5898444,24.5898444,28.4036926,18.9582322
0.2650000,0.2650000,0.2115498,18.3165426,8.0360782,106.0619103,-3.7493016,74.8987516,18.3165426,18.3165426,21.1803117,14.0650201
0.2700000,0.2700000,0.2165498,13.1224662,4.7865930,84.8810281,-3.7747628,59.8691915,13.1224662,13.1224662,15.2036515,10.0325382
0.2750000,0.2750000,0.2215498,8.8568220,2.1855417,67.4532640,-3.7494242,47.4518393,8.8568220,8.8568220,10.2805120,6.7483303
0.2800000,0.2800000,0.2265498,5.3945029,0.1324385,53.0790600,-3.6870693,37.1481092,5.3945029,5.3945029,6.2662048,4.1046886
0.2850000,0.2850000,0.2315498,2.6180635,-1.4666326,41.1816699,-3.5982954,28.5732410,2.6180635,2.6180635,3.0331569,1.9988607
0.2900000,0.2900000,0.2365498,0.4168447,-2.6949647,31.3044781,-3.4912160,21.4462357,0.4168447,0.4168447,0.4611897,0.3374424
0.2950000,0.2950000,0.2415498,-1.3091920,-3.6236529,23.1057555,-3.3720178,15.5554903,-1.3091920,-1.3091920,-1.5605434,-0.9608649
0.3000000,0.3000000,0.2465498,-2.6469636,-4.3118961,16.3300418,-3.2453958,10.7236337,-2.6469636,-2.6469636,-3.1302107,-1.9647339
0.3050000,0.3050000,0.2515498,-3.6698923,-4.8082341,10.7700800,-3.1148917,6.7910235,-3.6698923,-3.6698923,-4.3319019,-2.7310803
0.3100000,0.3100000,0.2565498,-4.4388854,-5.1520932,6.2436412,-2.9831573,3.6133961,-4.4388854,-4.4388854,-5.2360324,-3.3065284
0.3150000,0.3150000,0.2615498,-5.0039022,-5.3753143,2.5871022,-2.8521577,1.0634750,-5.0039022,-5.0039022,-5.9007213,-3.7290051
0.3200000,0.3200000,0.2665498,-5.4056413,-5.5035223,-0.3441839,-2.7233288,-0.9682514,-5.4056413,-5.4056413,-6.3735103,-4.0292361
0.3250000,0.3250000,0.2715498,-5.6771206,-5.5572957,-2.6752171,-2.5976996,-2.5742661,-5.6771206,-5.6771206,-6.6930764,-4.2320552
0.3300000,0.3300000,0.2765498,-5.8450619,-5.5531371,-4.5120315,-2.4759866,-3.8317117,-5.8450619,-5.8450619,-6.8907801,-4.3575091
0.3350000,0.3350000,0.2815498,-5.9310603,-5.5042671,-5.9434253,-2.3586671,-4.8044384,-5.9310603,-5.9310603,-6.9919983,-4.4217697
0.3400000,0.3400000,0.2865498,-5.9525530,-5.4212671,-7.0431519,-2.2460362,-5.5450486,-5.9525530,-5.9525530,-7.0172401,-4.4378786
0.3450000,0.3450000,0.2915498,-5.9236109,-5.3125968,-7.8721581,-2.1382506,-6.0967630,-5.9236109,-5.9236109,-6.9830659,-4.4163508
0.3500000,0.3500000,0.2965498,-5.8555825,-5.1850114,-8.4806569,-2.0353634,-6.4950437,-5.8555825,-5.8555825,-6.9028380,-4.3656613
0.3550000,0.3550000,0.3015498,-5.7576143,-5.0438946,-8.9099483,-1.9373500,-6.7689681,-5.7576143,-5.7576143,-6.7873293,-4.2926377
0.3600000,0.3600000,0.3065498,-5.6370713,-4.8935275,-9.1939719,-1.8441290,-6.9423736,-5.6370713,-5.6370713,-6.6452167,-4.2027760
0.3650000,0.3650000,0.3115498,-5.4998767,-4.7373037,-9.3606070,-1.7555784,-7.0348027,-5.4998767,-5.4998767,-6.4834792,-4.1004952
0.3700000,0.3700000,0.3165498,-5.3507856,-4.5779020,-9.4327516,-1.6715472,-7.0622784,-5.3507856,-5.3507856,-6.3077205,-3.9893422
0.3750000,0.3750000,0.3215498,-5.1936063,-4.4174256,-9.4292112,-1.5918655,-7.0379390,-5.1936063,-5.1936063,-6.1224289,-3.8721575
0.3800000,0.3800000,0.3265498,-5.0313796,-4.2575143,-9.3654286,-1.5163514,-6.9725573,-5.0313796,-5.0313796,-5.9311882,-3.7512086
0.3850000,0.3850000,0.3315498,-4.8665230,-4.0994347,-9.2540823,-1.4448167,-6.8749640,-4.8665230,-4.8665230,-5.7368479,-3.6282985
0.3900000,0.3900000,0.3365498,-4.7009488,-3.9441533,-9.1055774,-1.3770709,-6.7523950,-4.7009488,-4.7009488,-5.5416621,-3.5048530
0.3950000,0.3950000,0.3415498,-4.5361590,-3.7923950,-8.9284472,-1.3129244,-6.6107742,-4.5361590,-4.5361590,-5.3474011,-3.3819921
0.4000000,0.4000000,0.3465498,-4.3733226,-3.6446911,-8.7296830,-1.2521910,-6.4549458,-4.3733226,-4.3733226,-5.1554430,-3.2605874
0.4050000,0.4050000,0.3515498,-4.2133388,-3.5014178,-8.5150047,-1.1946892,-6.2888649,-4.2133388,-4.2133388,-4.9668478,-3.1413095
0.4100000,0.4100000,0.3565498,-4.0568882,-3.3628275,-8.2890829,-1.1402434,-6.1157531,-4.0568882,-4.0568882,-4.7824176,-3.0246658
0.4150000,0.4150000,0.3615498,-3.9044745,-3.2290739,-8.0557220,-1.0886852,-5.9382276,-3.9044745,-3.9044745,-4.6027464,-2.9110318
0.4200000,0.4200000,0.3665498,-3.7564587,-3.1002329,-7.8180111,-1.0398531,-5.7584064,-3.7564587,-3.7564587,-4.4282597,-2.8006768
0.4250000,0.4250000,0.3715498,-3.6130870,-2.9763188,-7.5784476,-0.9935933,-5.5779957,-3.6130870,-3.6130870,-4.2592475,-2.6937841
0.4300000,0.4300000,0.3765498,-3.4745131,-2.8572982,-7.3390407,-0.9497599,-5.3983617,-3.4745131,-3.4745131,-4.0958912,-2.5904685
0.4350000,0.4350000,0.3815498,-3.3408173,-2.7431007,-7.1013955,-0.9082142,-5.2205899,-3.3408173,-3.3408173,-3.9382854,-2.4907899
0.4400000,0.4400000,0.3865498,-3.2120214,-2.6336276,-6.8667837,-0.8688252,-5.0455344,-3.2120214,-3.2120214,-3.7864557,-2.3947644
0.4450000,0.4450000,0.3915498,-3.0881008,-2.5287594,-6.6362013,-0.8314694,-4.8738586,-3.0881008,-3.0881008,-3.6403734,-2.3023738
0.4500000,0.4500000,0.3965498,-2.9689954,-2.4283613,-6.4104177,-0.7960298,-4.7060687,-2.9689954,-2.9689954,-3.4999673,-2.2135732
0.4550000,0.4550000,0.4015498,-2.8546168,-2.3322877,-6.1900146,-0.7623967,-4.5425419,-2.8546168,-2.8546168,-3.3651333,-2.1282967
0.4600000,0.4600000,0.4065498,-2.7448558,-2.2403862,-5.9754202,-0.7304666,-4.3835494,-2.7448558,-2.7448558,-3.2357428,-2.0464630
0.4650000,0.4650000,0.4115498,-2.6395876,-2.1525003,-5.7669363,-0.7001420,-4.2292756,-2.6395876,-2.6395876,-3.1116486,-1.9679789
0.4700000,0.4700000,0.4165498,-2.5386760,-2.0684721,-5.5647615,-0.6713316,-4.0798345,-2.5386760,-2.5386760,-2.9926901,-1.8927429
0.4750000,0.4750000,0.4215498,-2.4419774,-1.9881435,-5.3690103,-0.6439493,-3.9352825,-2.4419774,-2.4419774,-2.8786979,-1.8206480
0.4800000,0.4800000,0.4265498,-2.3493431,-1.9113584,-5.1797286,-0.6179144,-3.7956295,-2.3493431,-2.3493431,-2.7694971,-1.7515833
0.4850000,0.4850000,0.4315498,-2.2606224,-1.8379630,-4.9969074,-0.5931510,-3.6608485,-2.2606224,-2.2606224,-2.6649097,-1.6854364
