# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
-0.0158969,-0.0158969,0.0000000,1099.3236676,1076.0974572
-0.0058969,-0.0058969,0.0100000,971.1156331,947.3730883
0.0041031,0.0041031,0.0200000,882.1990666,858.4241589
0.0141031,0.0141031,0.0300000,811.3542558,787.9172916
0.0241031,0.0241031,0.0400000,746.3979286,723.0198286
0.0341031,0.0341031,0.0500000,681.3007776,657.8631053
0.0441031,0.0441031,0.0600000,613.9492170,590.5906421
0.0541031,0.0541031,0.0700000,544.6090445,521.5799213
0.0641031,0.0641031,0.0800000,474.7804490,452.3187549
0.0741031,0.0741031,0.0900000,406.4448249,384.6815636
0.0841031,0.0841031,0.1000000,341.5460600,319.5834082
0.0941031,0.0941031,0.1100000,281.6560756,259.5125407
0.1041031,0.1041031,0.1200000,227.8339656,205.7137032
0.1141031,0.1141031,0.1300000,180.6270891,158.6879119
0.1241031,0.1241031,0.1400000,140.1440744,118.5123269
0.1341031,0.1341031,0.1500000,106.1519191,84.9291087
0.1441031,0.1441031,0.1600000,78.1707761,57.4432428
0.1541031,0.1541031,0.1700000,55.5510709,35.4144621
0.1641031,0.1641031,0.1800000,37.5325129,18.1347920
0.1741031,0.1741031,0.1900000,23.3190328,4.8882785
0.1841031,0.1841031,0.2000000,12.1931399,-5.0070558
0.1941031,0.1941031,0.2100000,3.5923356,-12.1729048
0.2041031,0.2041031,0.2200000,-2.9210483,-17.1569476
0.2141031,0.2141031,0.2300000,-7.7165894,-20.4284457
0.2241031,0.2241031,0.2400000,-11.1180363,-22.3802154
0.2341031,0.2341031,0.2500000,-13.4147553,-23.3373043
0.2441031,0.2441031,0.2600000,-14.8741738,-23.6405412
0.2541031,0.2541031,0.2700000,-15.7385459,-23.6264124
0.2641031,0.2641031,0.2800000,-16.2043770,-23.3586798
0.2741031,0.2741031,0.2900000,-16.4155407,-22.7537229
