# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-0.1297124,-0.1297124,0.0437095,1836.5511531,1154.8894858,inf,93.3204624,inf,inf,inf,inf
-0.1247124,-0.1247124,0.0487095,1647.7182508,1034.5814812,inf,82.8336847,inf,inf,inf,inf
-0.1197124,-0.1197124,0.0537095,1481.2837463,928.6509132,inf,73.7122446,inf,inf,inf,inf
-0.1147124,-0.1147124,0.0587095,1334.0952959,835.0712934,inf,65.7596482,inf,inf,inf,inf
-0.1097124,-0.1097124,0.0637095,1203.4558740,752.1088302,inf,58.8079438,inf,inf,inf,inf
-0.1047124,-0.1047124,0.0687095,1087.0662195,678.2854511,inf,52.7140769,inf,inf,inf,inf
-0.0997124,-0.0997124,0.0737095,982.9737015,612.3458935,inf,47.3566440,inf,inf,inf,inf
-0.0947124,-0.0947124,0.0787095,889.5264954,553.2282232,inf,42.6328940,inf,inf,inf,inf
-0.0897124,-0.0897124,0.0837095,805.3323769,500.0373335,inf,38.4553880,inf,inf,inf,inf
-0.0847124,-0.0847124,0.0887095,729.2216484,452.0211101,inf,34.7464904,inf,inf,inf,inf
-0.0797124,-0.0797124,0.0937095,660.2138652,408.5490475,inf,31.4284893,inf,inf,inf,inf
-0.0747124,-0.0747124,0.0987095,597.4881247,369.0931599,inf,28.4135747,1804.6351106,inf,inf,inf
-0.0697124,-0.0697124,0.1037095,540.3567403,333.2110729,inf,25.6109407,1637.4689728,inf,inf,inf
-0.0647124,-0.0647124,0.1087095,488.2421250,300.5304434,inf,22.9614338,1484.5982614,inf,inf,inf
-0.0597124,-0.0597124,0.1137095,440.3791053,270.4016541,inf,20.4659163,1344.1159895,inf,inf,inf
-0.0547124,-0.0547124,0.1187095,384.4416765,236.6169692,1662.2052135,18.1659030,1169.1867576,inf,inf,inf
-0.0497124,-0.0497124,0.1237095,331.5605416,203.5129914,1442.5054600,16.1005413,1014.7474600,inf,inf,inf
-0.0447124,-0.0447124,0.1287095,286.0772752,174.9938653,1252.8163904,14.2837569,881.4311211,inf,inf,inf
-0.0397124,-0.0397124,0.1337095,246.9489305,150.5239176,1088.8961729,12.7037669,766.2506949,inf,inf,inf
-0.0347124,-0.0347124,0.1387095,213.2659358,129.5235303,947.0950373,11.3287844,666.6361323,inf,inf,inf
-0.0297124,-0.0297124,0.1437095,184.2484290,111.4926471,824.2818838,10.1138595,580.3826865,inf,inf,inf
-0.0247124,-0.0247124,0.1487095,159.2293989,96.0035488,717.7767610,9.0130486,505.6033525,inf,inf,inf
-0.0197124,-0.0197124,0.1537095,137.6393697,82.6912087,625.2897517,7.9945116,440.6858208,inf,inf,inf
-0.0147124,-0.0147124,0.1587095,118.9927253,71.2445092,544.8663968,7.0466259,384.2540367,inf,inf,inf
-0.0097124,-0.0097124,0.1637095,102.8756373,61.3984566,474.8395038,6.1709705,335.1342570,inf,inf,inf
-0.0047124,-0.0047124,0.1687095,88.9355057,52.9271135,413.7869962,5.3718167,292.3253616,inf,inf,inf
0.0002876,0.0002876,0.1737095,76.8717165,45.6355879,360.4953433,4.6506593,254.9730963,inf,inf,inf
0.0052876,0.0052876,0.1787095,66.4265645,39.3477533,313.9280531,4.0059520,222.3478812,inf,inf,inf
