# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.0068714,-0.0068714,-0.0000000,44461.5787813,44461.5787813
0.0031286,0.0031286,0.0100000,44358.3213848,44358.3213848
0.0131286,0.0131286,0.0200000,43720.7638209,43720.7638209
0.0231286,0.0231286,0.0300000,42209.7019622,42209.7019622
0.0331286,0.0331286,0.0400000,40157.9827844,40157.9827844
0.0431286,0.0431286,0.0500000,38586.1949348,38586.1949348
0.0531286,0.0531286,0.0600000,39495.9373138,39495.9373138
0.0631286,0.0631286,0.0700000,44380.9593466,44380.9593466
0.0731286,0.0731286,0.0800000,58551.0554337,58551.0554337
0.0831286,0.0831286,0.0900000,63790.8707843,63790.8707843
0.0931286,0.0931286,0.1000000,72823.6584026,72823.6584026
0.1031286,0.1031286,0.1100000,61573.3658895,61573.3658895
0.1131286,0.1131286,0.1200000,52438.8794360,52438.8794360
0.1231286,0.1231286,0.1300000,31828.2786375,31828.2786375
0.1331286,0.1331286,0.1400000,19313.6820369,19313.6820369
0.1431286,0.1431286,0.1500000,11732.1545733,11732.1545733
0.1531286,0.1531286,0.1600000,7135.9773284,7135.9773284
0.1631286,0.1631286,0.1700000,4342.2866696,4342.2866696
0.1731286,0.1731286,0.1800000,2637.8889006,2637.8889006
0.1831286,0.1831286,0.1900000,1608.0068149,1593.8354069
0.1931286,0.1931286,0.2000000,965.8052283,951.9080459
0.2031286,0.2031286,0.2100000,569.9058120,556.1638646
0.2131286,0.2131286,0.2200000,325.5997641,311.9744698
0.2231286,0.2231286,0.2300000,174.9522014,161.5865224
0.2331286,0.2331286,0.2400000,82.2886605,69.5304690
0.2431286,0.2431286,0.2500000,25.5934109,13.8823487
0.2531286,0.2531286,0.2600000,-8.6610079,-18.9940099
0.2631286,0.2631286,0.2700000,-28.8245971,-37.6291934
0.2731286,0.2731286,0.2800000,-40.0625041,-47.3868663
0.2831286,0.2831286,0.2900000,-45.5861700,-51.6530945
0.2931286,0.2931286,0.3000000,-47.4574215,-52.5711846
0.3031286,0.3031286,0.3100000,-47.0479949,-51.4989459
0.3131286,0.3131286,0.3200000,-45.2763369,-49.2951987
0.3231286,0.3231286,0.3300000,-42.7508876,-46.5004798
0.3331286,0.3331286,0.3400000,-39.8652566,-43.4517179
0.3431286,0.3431286,0.3500000,-36.8667277,-40.3554126
0.3531286,0.3531286,0.3600000,-33.9219491,-37.3345613
0.3631286,0.3631286,0.3700000,-31.2884066,-35.0011260
0.3731286,0.3731286,0.3800000,-29.4966339,-35.8392722
0.3831286,0.3831286,0.3900000,-28.6281971,-35.4722970
0.3931286,0.3931286,0.4000000,-28.0675761,-34.3406644
0.4031286,0.4031286,0.4100000,-27.3987020,-32.7506455
0.4131286,0.4131286,0.4200000,-26.4981606,-30.9122159
0.4231286,0.4231286,0.4300000,-25.3635524,-28.9672181
0.4331286,0.4331286,0.4400000,-24.0321478,-27.0093351
0.4431286,0.4431286,0.4500000,-22.5797517,-25.0985704
0.4531286,0.4531286,0.4600000,-21.2004756,-25.8470044
0.4631286,0.4631286,0.4700000,-20.2902303,-27.5855480
0.4731286,0.4731286,0.4800000,-20.0075855,-28.0170743
0.4831286,0.4831286,0.4900000,-19.9983618,-27.5896910
0.4931286,0.4931286,0.5000000,-19.9004202,-26.6210822
0.5031286,0.5031286,0.5100000,-19.5528471,-25.3321760
0.5131286,0.5131286,0.5200000,-18.9305696,-23.8744762
0.5231286,0.5231286,0.5300000,-18.0659491,-22.3500758
0.5331286,0.5331286,0.5400000,-17.0234187,-20.8261888
0.5431286,0.5431286,0.5500000,-15.8815436,-19.3456232
0.5531286,0.5531286,0.5600000,-14.7112418,-17.9356887
0.5631286,0.5631286,0.5700000,-13.5650103,-16.6122973
0.5731286,0.5731286,0.5800000,-12.4764972,-15.3769709
0.5831286,0.5831286,0.5900000,-11.4642869,-14.2394692
0.5931286,0.5931286,0.6000000,-10.5362558,-13.1942986
0.6031286,0.6031286,0.6100000,-9.6932329,-12.2321646
0.6131286,0.6131286,0.6200000,-8.9317437,-11.3505440
0.6231286,0.6231286,0.6300000,-8.2459499,-10.5360482
0.6331286,0.6331286,0.6400000,-7.6289526,-9.7867108
0.6431286,0.6431286,0.6500000,-7.0736239,-9.0990079
0.6531286,0.6531286,0.6600000,-6.5730993,-8.4686577
0.6631286,0.6631286,0.6700000,-6.1210394,-7.8911204
0.6731286,0.6731286,0.6800000,-5.7117427,-7.3618893
0.6831286,0.6831286,0.6900000,-5.3401668,-6.8766545
0.6931286,0.6931286,0.7000000,-5.0018983,-6.4313872
0.7031286,0.7031286,0.7100000,-4.6930981,-6.0223758
0.7131286,0.7131286,0.7200000,-4.4104365,-5.6462340
0.7231286,0.7231286,0.7300000,-4.1510278,-5.2998912
0.7331286,0.7331286,0.7400000,-3.9123697,-4.9807414
0.7431286,0.7431286,0.7500000,-3.6922878,-4.6861145
0.7531286,0.7531286,0.7600000,-3.4888887,-4.4137339
0.7631286,0.7631286,0.7700000,-3.3005182,-4.1615887
0.7731286,0.7731286,0.7800000,-3.1257267,-3.9278711
0.7831286,0.7831286,0.7900000,-2.9632395,-3.7109559
0.7931286,0.7931286,0.8000000,-2.8119319,-3.5093811
0.8031286,0.8031286,0.8100000,-2.6708081,-3.3218394
0.8131286,0.8131286,0.8200000,-2.5389838,-3.1471822
0.8231286,0.8231286,0.8300000,-2.4156706,-2.9842785
0.8331286,0.8331286,0.8400000,-2.3001641,-2.8321643
0.8431286,0.8431286,0.8500000,-2.1918327,-2.6899676
0.8531286,0.8531286,0.8600000,-2.0901086,-2.5568983
0.8631286,0.8631286,0.8700000,-1.9944798,-2.4322400
0.8731286,0.8731286,0.8800000,-1.9044839,-2.3153420
0.8831286,0.8831286,0.8900000,-1.8197017,-2.2056125
0.8931286,0.8931286,0.9000000,-1.7397528,-2.1025129
0.9031286,0.9031286,0.9100000,-1.6642910,-2.0055522
0.9131286,0.9131286,0.9200000,-1.5930006,-1.9142821
0.9231286,0.9231286,0.9300000,-1.5255934,-1.8282930
0.9331286,0.9331286,0.9400000,-1.4618053,-1.7472101
0.9431286,0.9431286,0.9500000,-1.4013944,-1.6706901
0.9531286,0.9531286,0.9600000,-1.3441386,-1.5984179
0.9631286,0.9631286,0.9700000,-1.2898334,-1.5301044
0.9731286,0.9731286,0.9800000,-1.2382907,-1.4654836
0.9831286,0.9831286,0.9900000,-1.1893368,-1.4043109
0.9931286,0.9931286,1.0000000,-1.1428112,-1.3463607
1.0031286,1.0031286,1.0100000,-1.0985655,-1.2914250
1.0131286,1.0131286,1.0200000,-1.0564625,-1.2393117
1.0231286,1.0231286,1.0300000,-1.0163745,-1.1898433
1.0331286,1.0331286,1.0400000,-0.9781835,-1.1428554
1.0431286,1.0431286,1.0500000,-0.9417794,-1.0981960
1.0531286,1.0531286,1.0600000,-0.9070599,-1.0557239
1.0631286,1.0631286,1.0700000,-0.8739300,-1.0153081
1.0731286,1.0731286,1.0800000,-0.8423007,-0.9768271
1.0831286,1.0831286,1.0900000,-0.8120893,-0.9401678
1.0931286,1.0931286,1.1000000,-0.7832184,-0.9052250
1.1031286,1.1031286,1.1100000,-0.7556157,-0.8719006
1.1131286,1.1131286,1.1200000,-0.7292135,-0.8401033
1.1231286,1.1231286,1.1300000,-0.7039485,-0.8097478
1.1331286,1.1331286,1.1400000,-0.6797614,-0.7807546
1.1431286,1.1431286,1.1500000,-0.6565965,-0.7530493
1.1531286,1.1531286,1.1600000,-0.6344015,-0.7265624
1.1631286,1.1631286,1.1700000,-0.6131273,-0.7012287
1.1731286,1.1731286,1.1800000,-0.5927279,-0.6769873
1.1831286,1.1831286,1.1900000,-0.5731598,-0.6537812
1.1931286,1.1931286,1.2000000,-0.5543823,-0.6315565
1.2031286,1.2031286,1.2100000,-0.5363569,-0.6102632
1.2131286,1.2131286,1.2200000,-0.5190474,-0.5898539
1.2231286,1.2231286,1.2300000,-0.5024195,-0.5702842
1.2331286,1.2331286,1.2400000,-0.4864411,-0.5515124
1.2431286,1.2431286,1.2500000,-0.4710817,-0.5334992
1.2531286,1.2531286,1.2600000,-0.4563125,-0.5162075
1.2631286,1.2631286,1.2700000,-0.4421065,-0.4996025
1.2731286,1.2731286,1.2800000,-0.4284378,-0.4836514
1.2831286,1.2831286,1.2900000,-0.4152823,-0.4683231
1.2931286,1.2931286,1.3000000,-0.4026167,-0.4535883
1.3031286,1.3031286,1.3100000,-0.3904195,-0.4394194
1.3131286,1.3131286,1.3200000,-0.3786698,-0.4257902
1.3231286,1.3231286,1.3300000,-0.3673481,-0.4126762
1.3331286,1.3331286,1.3400000,-0.3564358,-0.4000538
1.3431286,1.3431286,1.3500000,-0.3459154,-0.3879010
1.3531286,1.3531286,1.3600000,-0.3357699,-0.3761969
1.3631286,1.3631286,1.3700000,-0.3259836,-0.3649216
1.3731286,1.3731286,1.3800000,-0.3165414,-0.3540563
1.3831286,1.3831286,1.3900000,-0.3074288,-0.3435832
1.3931286,1.3931286,1.4000000,-0.2986322,-0.3334853
1.4031286,1.4031286,1.4100000,-0.2901386,-0.3237467
1.4131286,1.4131286,1.4200000,-0.2819356,-0.3143520
1.4231286,1.4231286,1.4300000,-0.2740114,-0.3052867
1.4331286,1.4331286,1.4400000,-0.2663549,-0.2965371
