# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
0.0334838,0.0334838,0.1235623,1499.5317094
0.0434838,0.0434838,0.1335623,815.1580451
0.0534838,0.0534838,0.1435623,444.7752794
0.0634838,0.0634838,0.1535623,247.2398903
0.0734838,0.0734838,0.1635623,138.1845101
0.0834838,0.0834838,0.1735623,75.4311533
0.0934838,0.0934838,0.1835623,38.1754050
0.1034838,0.1034838,0.1935623,15.6334225
0.1134838,0.1134838,0.2035623,1.8723064
0.1234838,0.1234838,0.2135623,-6.5961545
0.1334838,0.1334838,0.2235623,-11.9108692
0.1434838,0.1434838,0.2335623,-15.3449942
0.1534838,0.1534838,0.2435623,-17.5549677
0.1634838,0.1634838,0.2535623,-18.8910451
0.1734838,0.1734838,0.2635623,-19.6234671
0.1834838,0.1834838,0.2735623,-19.9783229
0.1934838,0.1934838,0.2835623,-20.1075732
0.2034838,0.2034838,0.2935623,-20.0731887
0.2134838,0.2134838,0.3035623,-19.8926194
0.2234838,0.2234838,0.3135623,-19.5772782
0.2334838,0.2334838,0.3235623,-19.1269310
0.2434838,0.2434838,0.3335623,-18.5360123
0.2534838,0.2534838,0.3435623,-17.8174380
0.2634838,0.2634838,0.3535623,-17.0032442
0.2734838,0.2734838,0.3635623,-16.1339679
0.2834838,0.2834838,0.3735623,-15.2515018
0.2934838,0.2934838,0.3835623,-14.3933568
0.3034838,0.3034838,0.3935623,-13.5859844
0.3134838,0.3134838,0.4035623,-12.8402923
0.3234838,0.3234838,0.4135623,-12.1551452
0.3334838,0.3334838,0.4235623,-11.5247687
0.3434838,0.3434838,0.4335623,-10.9417473
0.3534838,0.3534838,0.4435623,-10.3950916
0.3634838,0.3634838,0.4535623,-9.8702019
0.3734838,0.3734838,0.4635623,-9.3545212
0.3834838,0.3834838,0.4735623,-8.8417979
0.3934838,0.3934838,0.4835623,-8.3316651
0.4034838,0.4034838,0.4935623,-7.8278802
0.4134838,0.4134838,0.5035623,-7.3364254
0.4234838,0.4234838,0.5135623,-6.8634357
0.4334838,0.4334838,0.5235623,-6.4137302
0.4434838,0.4434838,0.5335623,-5.9903005
0.4534838,0.4534838,0.5435623,-5.5944602
0.4634838,0.4634838,0.5535623,-5.2262511
0.4734838,0.4734838,0.5635623,-4.8848636
0.4834838,0.4834838,0.5735623,-4.5689753
0.4934838,0.4934838,0.5835623,-4.2769942
0.5034838,0.5034838,0.5935623,-4.0072209
0.5134838,0.5134838,0.6035623,-3.7579505
0.5234838,0.5234838,0.6135623,-3.5275343
0.5334838,0.5334838,0.6235623,-3.3144134
0.5434838,0.5434838,0.6335623,-3.1171354
0.5534838,0.5534838,0.6435623,-2.9343604
0.5634838,0.5634838,0.6535623,-2.7648601
0.5734838,0.5734838,0.6635623,-2.6075129
0.5834838,0.5834838,0.6735623,-2.4612979
0.5934838,0.5934838,0.6835623,-2.3252871
0.6034838,0.6034838,0.6935623,-2.1986376
0.6134838,0.6134838,0.7035623,-2.0805843
0.6234838,0.6234838,0.7135623,-1.9704322
0.6334838,0.6334838,0.7235623,-1.8675504
0.6434838,0.6434838,0.7335623,-1.7713650
0.6534838,0.6534838,0.7435623,-1.6813544
0.6634838,0.6634838,0.7535623,-1.5970435
0.6734838,0.6734838,0.7635623,-1.5179994
0.6834838,0.6834838,0.7735623,-1.4438272
0.6934838,0.6934838,0.7835623,-1.3741664
0.7034838,0.7034838,0.7935623,-1.3086875
0.7134838,0.7134838,0.8035623,-1.2470888
0.7234838,0.7234838,0.8135623,-1.1890940
0.7334838,0.7334838,0.8235623,-1.1344497
0.7434838,0.7434838,0.8335623,-1.0829235
0.7534838,0.7534838,0.8435623,-1.0343014
0.7634838,0.7634838,0.8535623,-0.9883868
0.7734838,0.7734838,0.8635623,-0.9449986
0.7834838,0.7834838,0.8735623,-0.9039698
0.7934838,0.7934838,0.8835623,-0.8651463
0.8034838,0.8034838,0.8935623,-0.8283859
0.8134838,0.8134838,0.9035623,-0.7935569
0.8234838,0.8234838,0.9135623,-0.7605376
0.8334838,0.8334838,0.9235623,-0.7292151
0.8434838,0.8434838,0.9335623,-0.6994849
0.8534838,0.8534838,0.9435623,-0.6712499
0.8634838,0.8634838,0.9535623,-0.6444199
0.8734838,0.8734838,0.9635623,-0.6189113
0.8834838,0.8834838,0.9735623,-0.5946460
0.8934838,0.8934838,0.9835623,-0.5715514
0.9034838,0.9034838,0.9935623,-0.5495601
0.9134838,0.9134838,1.0035623,-0.5286087
0.9234838,0.9234838,1.0135623,-0.5086387
0.9334838,0.9334838,1.0235623,-0.4895949
0.9434838,0.9434838,1.0335623,-0.4714260
0.9534838,0.9534838,1.0435623,-0.4540840
0.9634838,0.9634838,1.0535623,-0.4375239
0.9734838,0.9734838,1.0635623,-0.4217036
0.9834838,0.9834838,1.0735623,-0.4065837
0.9934838,0.9934838,1.0835623,-0.3921271
1.0034838,1.0034838,1.0935623,-0.3782992
1.0134838,1.0134838,1.1035623,-0.3650673
1.0234838,1.0234838,1.1135623,-0.3524007
1.0334838,1.0334838,1.1235623,-0.3402708
1.0434838,1.0434838,1.1335623,-0.3286504
1.0534838,1.0534838,1.1435623,-0.3175140
1.0634838,1.0634838,1.1535623,-0.3068377
1.0734838,1.0734838,1.1635623,-0.2965987
1.0834838,1.0834838,1.1735623,-0.2867758
1.0934838,1.0934838,1.1835623,-0.2773489
1.1034838,1.1034838,1.1935623,-0.2682990
