# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
-0.1845611,-0.1845611,0.0000000,2115.3576337,2115.3576337
-0.1745611,-0.1745611,0.0100000,2120.6533298,2120.6533298
-0.1645611,-0.1645611,0.0200000,2035.1539512,2035.1539512
-0.1545611,-0.1545611,0.0300000,1937.6735573,1937.6735573
-0.1445611,-0.1445611,0.0400000,1802.0522012,1777.9398025
-0.1345611,-0.1345611,0.0500000,1626.6564375,1602.5440387
-0.1245611,-0.1245611,0.0600000,1439.5218122,1415.4094134
-0.1145611,-0.1145611,0.0700000,1246.4726172,1222.3602184
-0.1045611,-0.1045611,0.0800000,1054.9624670,1030.8500694
-0.0945611,-0.0945611,0.0900000,872.3548552,848.2424672
-0.0845611,-0.0845611,0.1000000,704.6681669,680.5665691
-0.0745611,-0.0745611,0.1100000,545.1310147,522.2012939
-0.0645611,-0.0645611,0.1200000,278.1604341,254.0480352
-0.0545611,-0.0545611,0.1300000,139.3457089,115.2333101
-0.0445611,-0.0445611,0.1400000,68.5055539,44.3932101
-0.0345611,-0.0345611,0.1500000,32.4213439,8.3145243
-0.0245611,-0.0245611,0.1600000,-9.6632227,-33.6153427
-0.0145611,-0.0145611,0.1700000,-58.9306747,-82.6909124
-0.0045611,-0.0045611,0.1800000,-93.5961371,-117.2392529
0.0054389,0.0054389,0.1900000,-116.7232001,-140.2771346
0.0154389,0.0154389,0.2000000,-131.0222062,-154.3997326
0.0254389,0.0254389,0.2100000,-138.7684664,-161.7681899
0.0354389,0.0354389,0.2200000,-141.8026735,-165.2950000
0.0454389,0.0454389,0.2300000,-141.6686070,-165.6250796
0.0554389,0.0554389,0.2400000,-140.3421170,-163.2937723
0.0654389,0.0654389,0.2500000,-145.3848661,-167.9824191
0.0754389,0.0754389,0.2600000,-150.7487332,-174.2620506
0.0854389,0.0854389,0.2700000,-152.1385305,-174.4081512
0.0954389,0.0954389,0.2800000,-152.9295192,-176.3668208
0.1054389,0.1054389,0.2900000,-150.9843265,-174.3049622
0.1154389,0.1154389,0.3000000,-146.8254402,-169.4874882
0.1254389,0.1254389,0.3100000,-141.7651535,-163.7084712
0.1354389,0.1354389,0.3200000,-136.7426378,-158.5886281
0.1454389,0.1454389,0.3300000,-131.3792413,-153.4596566
0.1554389,0.1554389,0.3400000,-126.8998525,-148.4496862
0.1654389,0.1654389,0.3500000,-124.3246079,-145.2675708
0.1754389,0.1754389,0.3600000,-125.7342673,-147.6891351
0.1854389,0.1854389,0.3700000,-128.0308998,-151.3148404
0.1954389,0.1954389,0.3800000,-125.0699103,-148.6066740
0.2054389,0.2054389,0.3900000,-118.8078751,-142.3706995
0.2154389,0.2154389,0.4000000,-111.4889937,-134.3583175
0.2254389,0.2254389,0.4100000,-112.5353819,-135.2182340
0.2354389,0.2354389,0.4200000,-112.0314022,-135.2129285
