# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
-0.0158969,-0.0158969,0.0000000,5628.0783686,5628.0783686
-0.0058969,-0.0058969,0.0100000,4920.6709420,4920.6709420
0.0041031,0.0041031,0.0200000,4552.1718812,4552.1718812
0.0141031,0.0141031,0.0300000,4356.3221530,4356.3221530
0.0241031,0.0241031,0.0400000,4043.8757522,4043.8757522
0.0341031,0.0341031,0.0500000,3651.7442204,3651.7442204
0.0441031,0.0441031,0.0600000,3321.5744658,3321.5744658
0.0541031,0.0541031,0.0700000,3016.3896120,3016.3896120
0.0641031,0.0641031,0.0800000,2655.8156623,2655.8156623
0.0741031,0.0741031,0.0900000,2070.5663070,2070.5663070
0.0841031,0.0841031,0.1000000,1631.8757978,1607.7768353
0.0941031,0.0941031,0.1100000,1270.7038535,1247.0875970
0.1041031,0.1041031,0.1200000,972.5732404,946.7417410
0.1141031,0.1141031,0.1300000,738.2117800,712.4218250
0.1241031,0.1241031,0.1400000,557.0429957,533.6314595
0.1341031,0.1341031,0.1500000,415.2755476,391.2997115
0.1441031,0.1441031,0.1600000,307.3495124,283.2821715
0.1541031,0.1541031,0.1700000,225.2933180,201.2133609
0.1641031,0.1641031,0.1800000,162.6953127,138.6385568
0.1741031,0.1741031,0.1900000,114.7601633,90.8442710
0.1841031,0.1841031,0.2000000,77.9178400,54.3718776
0.1941031,0.1941031,0.2100000,49.6590740,26.6601615
0.2041031,0.2041031,0.2200000,28.1975840,5.7870885
0.2141031,0.2141031,0.2300000,12.0853507,-9.9235286
0.2241031,0.2241031,0.2400000,0.0841647,-21.4302466
0.2341031,0.2341031,0.2500000,-8.8073017,-29.4382574
0.2441031,0.2441031,0.2600000,-15.4259608,-34.7388825
0.2541031,0.2541031,0.2700000,-20.5414543,-37.9571888
0.2641031,0.2641031,0.2800000,-24.4835019,-39.5901885
0.2741031,0.2741031,0.2900000,-27.2082135,-40.0339264
0.2841031,0.2841031,0.3000000,-28.8140697,-39.6033785
0.2941031,0.2941031,0.3100000,-29.5328144,-38.7113423
0.3041031,0.3041031,0.3200000,-29.6109544,-37.3557076
0.3141031,0.3141031,0.3300000,-29.2590624,-35.5965135
0.3241031,0.3241031,0.3400000,-28.6145807,-33.6117734
0.3341031,0.3341031,0.3500000,-27.7493781,-31.5263292
0.3441031,0.3441031,0.3600000,-26.7041411,-29.4623030
0.3541031,0.3541031,0.3700000,-25.5120720,-27.4573165
0.3641031,0.3641031,0.3800000,-24.2106136,-25.5387926
0.3741031,0.3741031,0.3900000,-22.8412886,-23.7054937
0.3841031,0.3841031,0.4000000,-21.4422015,-22.0044683
0.3941031,0.3941031,0.4100000,-20.0442539,-20.4599193
0.4041031,0.4041031,0.4200000,-18.6729483,-19.0110332
0.4141031,0.4141031,0.4300000,-17.3498910,-17.6382609
0.4241031,0.4241031,0.4400000,-16.0918464,-16.3756643
0.4341031,0.4341031,0.4500000,-14.9097022,-15.1857321
0.4441031,0.4441031,0.4600000,-13.8087646,-14.0909266
0.4541031,0.4541031,0.4700000,-12.7899683,-13.1082953
0.4641031,0.4641031,0.4800000,-11.8512587,-12.1950019
0.4741031,0.4741031,0.4900000,-10.9887524,-11.3305364
0.4841031,0.4841031,0.5000000,-10.1975822,-10.5213299
0.4941031,0.4941031,0.5100000,-9.4724629,-9.7707102
0.5041031,0.5041031,0.5200000,-8.8080509,-9.0782827
0.5141031,0.5141031,0.5300000,-8.1991600,-8.4416096
0.5241031,0.5241031,0.5400000,-7.6408831,-7.8572183
0.5341031,0.5341031,0.5500000,-7.1286533,-7.3212014
0.5441031,0.5441031,0.5600000,-6.6582672,-6.8295684
0.5541031,0.5541031,0.5700000,-6.2258848,-6.3784435
0.5641031,0.5641031,0.5800000,-5.8280162,-5.9641723
0.5741031,0.5741031,0.5900000,-5.4615006,-5.5833706
0.5841031,0.5841031,0.6000000,-5.1234817,-5.2331353
0.5941031,0.5941031,0.6100000,-4.8113819,-4.9108314
0.6041031,0.6041031,0.6200000,-4.5228772,-4.6134298
0.6141031,0.6141031,0.6300000,-4.2558724,-4.3386579
0.6241031,0.6241031,0.6400000,-4.0084789,-4.0844701
0.6341031,0.6341031,0.6500000,-3.7789934,-3.8490261
0.6441031,0.6441031,0.6600000,-3.5658789,-3.6306707
0.6541031,0.6541031,0.6700000,-3.3677476,-3.4279145
0.6641031,0.6641031,0.6800000,-3.1833453,-3.2394165
0.6741031,0.6741031,0.6900000,-3.0115373,-3.0639680
0.6841031,0.6841031,0.7000000,-2.8512964,-2.9007732
0.6941031,0.6941031,0.7100000,-2.7016911,-2.7485033
0.7041031,0.7041031,0.7200000,-2.5618766,-2.6062642
0.7141031,0.7141031,0.7300000,-2.4310849,-2.4732983
0.7241031,0.7241031,0.7400000,-2.3086179,-2.3488923
0.7341031,0.7341031,0.7500000,-2.1938399,-2.2323221
0.7441031,0.7441031,0.7600000,-2.0861712,-2.1229932
0.7541031,0.7541031,0.7700000,-1.9850829,-2.0203633
0.7641031,0.7641031,0.7800000,-1.8900919,-1.9239373
