# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.2229320,-1.2229320,-0.9909989,2763.9705853,1566.4041638,10566.1669212,134.7256074,8175.8294428,2728.7274896,2226.8434670,3258.2757755,2060.7145391,2763.9705853,1550.7630645,10566.1669212,119.9179050,8175.8294428,2728.7274896,2226.8434670,3258.2757755,2060.7145391
-1.2179320,-1.2179320,-0.9859989,2750.4558815,1619.7284446,10510.9401290,134.6434133,8137.1209403,2814.3488586,2213.2279920,3242.3441182,2050.6384743,2750.4558815,1604.0873453,10510.9401290,119.1080980,8137.1209403,2814.3488586,2213.2279920,3242.3441182,2050.6384743
-1.2129320,-1.2129320,-0.9809989,2826.4219284,1714.7458830,10819.5572803,139.1594711,8354.4227860,2965.5491839,2289.0801690,3331.8958420,2107.2759574,2826.4219284,1699.1047837,10819.5572803,123.5392251,8354.4227860,2965.5491839,2289.0801690,3331.8958420,2107.2759574
-1.2079320,-1.2079320,-0.9759989,3007.8800290,1846.4885288,11556.3693202,149.8286760,8873.0153795,3174.5536119,2470.4312831,3545.8056920,2242.5644254,3007.8800290,1830.8546078,11556.3693202,134.2003144,8873.0153795,3174.5536119,2470.4312831,3545.8056920,2242.5644254
-1.2029320,-1.2029320,-0.9709989,3317.5979568,1995.4943445,12812.8964661,168.0922336,9757.3051625,3435.3282048,2780.0702589,3910.9132032,2473.4786906,3317.5979568,1995.4943445,12812.8964661,152.5000247,9757.3051625,3435.3282048,2780.0702589,3910.9132032,2473.4786906
-1.1979320,-1.1979320,-0.9659989,3787.5626625,2189.9538441,14717.6848507,194.0969446,11097.7658771,3743.0391502,3250.0063508,4464.9258342,2823.8670439,3787.5626625,2189.9538441,14717.6848507,179.9861293,11097.7658771,3743.0391502,3250.0063508,4464.9258342,2823.8670439
-1.1929320,-1.1929320,-0.9609989,4208.9581045,2411.6948253,17450.0031968,215.8245594,12372.5459114,4093.6768229,3924.8925569,4961.6831325,3138.0439454,4208.9581045,2411.6948253,17450.0031968,200.1910973,12372.5459114,4093.6768229,3924.8925569,4961.6831325,3138.0439454
-1.1879320,-1.1879320,-0.9559989,4600.2822049,2658.5587831,19442.1131570,238.3879334,13496.6116871,4483.8179570,4576.8050760,5422.9911665,3429.8007634,4600.2822049,2658.5587831,19442.1131570,222.7484486,13496.6116871,4483.8179570,4576.8050760,5422.9911665,3429.8007634
-1.1829320,-1.1829320,-0.9509989,5028.2551786,2928.6912642,21190.5599695,263.1493543,14724.7360233,4910.5072298,5085.4821341,5927.5023143,3748.8816298,5028.2551786,2928.6912642,21190.5599695,247.5084520,14724.7360233,4910.5072298,5085.4821341,5927.5023143,3748.8816298
-1.1779320,-1.1779320,-0.9459989,5490.3746689,3220.5332415,23076.3736827,289.9919374,16049.4416764,5371.2438071,5609.5055307,6472.2667010,4093.4208798,5490.3746689,3220.5332415,23076.3736827,274.3508487,16049.4416764,5371.2438071,5609.5055307,6472.2667010,4093.4208798
-1.1729320,-1.1729320,-0.9409989,5984.6696258,3532.8709330,25091.0000903,318.8305641,17464.7365111,5864.0593374,6105.2799142,7054.9607761,4461.9489712,5984.6696258,3532.8709330,25091.0000903,303.1894650,17464.7365111,5864.0593374,6105.2799142,7054.9607761,4461.9489712
-1.1679320,-1.1679320,-0.9359989,6509.8542601,3864.9342004,27228.6175566,349.6225083,18966.5548637,6387.6719833,6632.0365369,7674.0688016,4853.5072668,6509.8542601,3864.9342004,27228.6175566,333.9814090,18966.5548637,6387.6719833,6632.0365369,7674.0688016,4853.5072668
-1.1629320,-1.1629320,-0.9309989,7065.5384094,4216.5309641,29486.9937263,382.3807617,20553.3602901,6941.6968556,7189.3799632,8329.1308389,5267.8048761,7065.5384094,4216.5309641,29486.9937263,366.7396625,20553.3602901,6941.6968556,7189.3799632,8329.1308389,5267.8048761
-1.1579320,-1.1579320,-0.9259989,7652.4687852,4588.2012941,31868.4682537,417.1886156,22226.8369331,7526.8873163,7778.0502541,9021.0271404,5705.3985196,7652.4687852,4588.2012941,31868.4682537,401.5475175,22226.8369331,7526.8873163,7778.0502541,9021.0271404,5705.3985196
-1.1529320,-1.1529320,-0.9209989,8272.7687990,4981.3704935,34380.9308757,454.2139666,23992.5775454,8145.3748464,8400.1627517,9752.2608660,6167.8713346,8272.7687990,4981.3704935,34380.9308757,438.5728879,23992.5775454,8145.3748464,8400.1627517,9752.2608660,6167.8713346
-1.1479320,-1.1479320,-0.9159989,8930.1379900,5398.4761980,37038.6373865,493.7205703,25860.6573530,8800.8684972,9059.4074828,10527.1931761,6657.9815610,8930.1379900,5398.4761980,37038.6373865,478.0801040,25860.6573530,8800.8684972,9059.4074828,10527.1931761,6657.9815610
-1.1429320,-1.1429320,-0.9109989,9629.9666114,5843.0409970,39862.6843055,536.0412050,27845.9676137,9498.7694810,9761.1637417,11352.1783101,7179.7479729,9629.9666114,5843.0409970,39862.6843055,520.4364478,27845.9676137,9498.7694810,9761.1637417,11352.1783101,7179.7479729
-1.1379320,-1.1379320,-0.9059989,10379.3179028,6319.6601075,42880.9511847,579.3849481,29968.1743700,10246.1534255,10512.4823800,12235.5426893,7738.4366613,10379.3179028,6319.6601075,42880.9511847,564.9652371,29968.1743700,10246.1534255,10512.4823800,12235.5426893,7738.4366613
-1.1329320,-1.1329320,-0.9009989,11078.4465366,6833.8740403,45685.6522474,616.9842600,32041.5331580,11019.7383419,11137.1547313,13059.7026509,8259.6811883,11078.4465366,6833.8740403,45685.6522474,601.3511939,32041.5331580,11019.7383419,11137.1547313,13059.7026509,8259.6811883
-1.1279320,-1.1279320,-0.8959989,11736.3722493,7324.6879091,48350.0140662,656.4876644,33914.5129543,11676.1187910,11796.6257077,13835.2910104,8750.2063368,11736.3722493,7324.6879091,48350.0140662,640.8465887,33914.5129543,11676.1187910,11796.6257077,13835.2910104,8750.2063368
-1.1229320,-1.1229320,-0.8909989,12455.7358216,7782.1386370,51260.3759642,699.8786200,35960.7800961,12393.9812145,12517.4904288,14683.3047026,9286.5372877,12455.7358216,7782.1386370,51260.3759642,684.2375207,35960.7800961,12393.9812145,12517.4904288,14683.3047026,9286.5372877
-1.1179320,-1.1179320,-0.8859989,13249.4833669,8287.4999390,54469.0334881,747.9623775,38217.1504399,13186.2793955,13312.6873383,15619.0051085,9878.3261858,13249.4833669,8287.4999390,54469.0334881,732.3212782,38217.1504399,13186.2793955,13312.6873383,15619.0051085,9878.3261858
-1.1129320,-1.1129320,-0.8809989,14129.6896287,8848.5219769,58024.7823631,801.4819103,40717.9761486,14065.0960620,14194.2831954,16656.6264044,10534.5755145,14129.6896287,8848.5219769,58024.7823631,785.8408116,40717.9761486,14065.0960620,14194.2831954,16656.6264044,10534.5755145
