# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.2191212,-0.2191212,-0.0730226,102369.1884528,65920.3162761,409825.4252060,6350.2823434,288705.8099856,102437.1218345,102301.2550712,120676.7715484,76322.6917537
-0.2141212,-0.2141212,-0.0680226,112159.5483658,72220.1955909,448930.8224380,6967.9469033,316248.0086363,112227.0132584,112092.0834732,132218.0277062,83622.0230573
-0.2091212,-0.2091212,-0.0630226,121869.8505477,78467.9279846,487720.0430302,7580.6312024,343566.9975199,121936.5979895,121803.1031058,143664.9087040,90861.6662690
-0.2041212,-0.2041212,-0.0580226,131290.5396684,84528.4785811,525357.2334446,8175.0339955,370073.9623267,131356.2781214,131224.8012154,154770.3825876,97885.3846625
-0.1991212,-0.1991212,-0.0530226,140197.6696274,90257.5228567,560949.4993468,8736.9177496,395139.8987307,140262.0676968,140133.2715581,165270.4530040,104526.2122841
-0.1941212,-0.1941212,-0.0480226,148360.3820126,95506.2576467,593576.8238500,9251.5800260,418116.6825435,148423.0714916,148297.6925336,174892.9750989,110612.0296151
-0.1891212,-0.1891212,-0.0430226,155550.0622061,100127.2917734,622328.6932991,9704.4312683,438362.8637462,155610.6414669,155489.4829453,183368.4490899,115972.3900273
-0.1841212,-0.1841212,-0.0380226,161551.0081578,103981.5098339,646346.7759984,10081.6684274,455273.7231448,161609.0459030,161492.9704126,190442.5970306,120446.4740269
-0.1791212,-0.1791212,-0.0330226,160857.8400736,103603.7463407,643134.9584499,10063.8647449,453055.0475532,160934.6752548,160781.0048923,189625.4635961,119929.6734658
-0.1741212,-0.1741212,-0.0280226,150038.2063030,96635.6645667,599942.9782720,9378.7377237,422631.2417768,150113.6433864,149962.7692195,176870.8594764,111862.9535314
-0.1691212,-0.1691212,-0.0230226,138853.6250174,89432.4037747,555290.4900333,8670.9971652,391178.4283948,138927.3398596,138779.9101752,163686.0410651,103524.1421883
-0.1641212,-0.1641212,-0.0180226,127550.1266185,82152.4057009,510159.4209329,7956.2482741,359388.2506078,127621.8115952,127478.4416419,150361.0385463,95096.6706310
-0.1591212,-0.1591212,-0.0130226,116334.0754827,74928.5577470,465373.5697539,7247.5590535,327840.9694097,116403.4410081,116264.7099573,137139.1222544,86734.3965281
-0.1541212,-0.1541212,-0.0080226,105373.7939804,67869.2416737,421605.0515861,6555.5674663,297010.0039016,105440.5697787,105307.0181821,124218.7171311,78562.8148317
-0.1491212,-0.1491212,-0.0030226,94803.3711723,61060.7894279,379389.4568734,5888.7277595,267272.6097235,94867.3073075,94739.4350372,111757.8925641,70681.8974006
-0.1441212,-0.1441212,0.0019774,84727.2475770,54570.4385325,339144.1093271,5253.6058589,238922.7401328,84788.1152488,84666.3799051,99879.7670891,63169.5112338
-0.1391212,-0.1391212,0.0069774,75224.5716129,48449.1399302,301185.4183536,4655.1596302,212183.2691115,75282.1637283,75166.9794975,88677.6439332,56084.6664733
