# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.0973057,-1.0973057,-0.9860080,346.2078157,82.0757942,1505.9881239,15.3905932,1061.5422893,315.4353037,343.3007132,405.3577771,262.0084658
-1.0923057,-1.0923057,-0.9810080,377.4676255,112.6924802,1695.7463766,16.1591438,1159.6705821,329.4674182,389.3996646,442.4723950,284.9626264
-1.0873057,-1.0873057,-0.9760080,352.7971461,99.9015832,1642.9904493,15.6909606,1089.4473002,295.1208479,395.9772692,413.4125137,266.4756440
-1.0823057,-1.0823057,-0.9710080,312.7031813,74.7005403,1469.3656127,14.4729902,972.2521414,255.6612474,356.4473387,366.1380937,236.6801663
-1.0773057,-1.0773057,-0.9660080,282.9806639,56.3700730,1342.1541067,13.2694056,883.7339038,227.0403614,326.1523478,331.0482759,214.5686001
-1.0723057,-1.0723057,-0.9610080,262.2664971,43.8576409,1254.2347050,12.3474345,821.8066996,207.6103404,305.2429921,306.5490466,199.2097548
-1.0673057,-1.0673057,-0.9560080,249.3933010,36.3240067,1199.9680875,11.7392353,783.4424344,196.0613901,292.3553478,291.3090506,189.6918880
-1.0623057,-1.0623057,-0.9510080,243.3965176,33.1111481,1174.9254136,11.3913019,765.6229154,191.3591703,286.4198987,284.1971579,185.2837773
-1.0573057,-1.0573057,-0.9460080,243.4949597,33.7247553,1175.6574197,11.2020561,765.9328521,192.6991367,286.6052707,284.2865754,185.4043591
-1.0523057,-1.0523057,-0.9410080,249.0725347,37.8021975,1199.5042707,11.0591423,782.5040682,199.4615124,292.2714819,290.8452198,189.5975569
-1.0473057,-1.0473057,-0.9360080,255.8823254,45.0638243,1204.3210226,10.8974540,805.5701049,211.1545304,281.0049235,299.1566048,194.2315885
-1.0423057,-1.0423057,-0.9310080,235.4089775,55.2788481,1111.4608188,10.7260757,742.9088508,207.2859732,257.9348230,274.8687866,179.2102867
-1.0373057,-1.0373057,-0.9260080,222.0417068,68.2258031,1049.7306120,10.5906139,703.1925726,194.7340138,243.0031183,259.1600740,169.1877105
