# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.7500000,0.0000000,-0.0222244,229400.6400814,149385.7998015,914853.1437809,14414.7005273,645716.0243781,230333.8433284,228418.8466391,270426.3758906,171032.6574399,229400.6400814,149385.7998015,914853.1437809,14414.7005273,645716.0243781,230333.8433284,228418.8466391,270426.3758906,171032.6574399
0.7550000,0.0050000,-0.0172244,205722.4822435,134303.3214769,820346.6449814,12912.9278390,579150.2519671,206704.0834838,204740.8810032,242513.6446549,153379.0961557,205722.4822435,134303.3214769,820346.6449814,12912.9278390,579150.2519671,206704.0834838,204740.8810032,242513.6446549,153379.0961557
0.7600000,0.0100000,-0.0122244,182353.2980452,119257.3136129,727065.9159780,11431.5870720,513448.0840471,183334.6879523,181371.9081380,214965.1435347,135955.8942229,182353.2980452,119257.3136129,727065.9159780,11431.5870720,513448.0840471,183334.6879523,181371.9081380,214965.1435347,135955.8942229
0.7650000,0.0150000,-0.0072244,159881.1372895,104789.5821018,637357.4670695,10008.0397692,450262.3008810,160862.2961001,158899.9784788,188474.0884556,119201.4798887,159881.1372895,104789.5821018,637357.4670695,10008.0397692,450262.3008810,160862.2961001,158899.9784788,188474.0884556,119201.4798887
0.7700000,0.0200000,-0.0022244,138755.6870582,91189.6637066,553016.0760117,8670.8142492,390857.0526813,139736.5943739,137774.7797425,163570.5879986,103451.1232577,138755.6870582,91189.6637066,553016.0760117,8670.8142492,390857.0526813,139736.5943739,137774.7797425,163570.5879986,103451.1232577
0.7750000,0.0250000,0.0027756,119288.5727714,78658.1602474,475285.9332357,7439.6310019,336108.6682241,120269.2075577,118307.9379851,140621.9983008,88937.1607510,119288.5727714,78658.1602474,475285.9332357,7439.6310019,336108.6682241,120269.2075577,118307.9379851,140621.9983008,88937.1607510
0.7800000,0.0300000,0.0077756,101664.1105995,67313.6700295,404903.4689803,6326.0946056,286535.8232009,102644.4511869,100683.7700121,119845.5984160,75797.0117081,101664.1105995,67313.6700295,404903.4689803,6326.0946056,286535.8232009,102644.4511869,100683.7700121,119845.5984160,75797.0117081
0.7850000,0.0350000,0.0127756,85956.9853902,57204.1798248,342167.8060235,5334.8267095,242349.1671882,86937.0094772,84976.9613032,101329.4297405,64086.3583972,85956.9853902,57204.1798248,342167.8060235,5334.8267095,242349.1671882,86937.0094772,84976.9613032,101329.4297405,64086.3583972
0.7900000,0.0400000,0.0177756,72153.4793314,48320.7431733,287025.3827084,4464.8244204,203510.9315038,73133.1639897,71173.7946732,85057.3211852,53794.9733236,72153.4793314,48320.7431733,287025.3827084,4464.8244204,203510.9315038,73133.1639897,71173.7946732,85057.3211852,53794.9733236
0.7950000,0.0450000,0.0227756,60173.4275369,40611.6258369,239157.4865766,3710.8637626,169796.5868223,61152.7492188,59194.1058550,70934.7712715,44863.0885042,60173.4275369,40611.6258369,239157.4865766,3710.8637626,169796.5868223,61152.7492188,59194.1058550,70934.7712715,44863.0885042
