# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
0.0150412,0.0150412,-0.0000000,166249.9643683
0.0250412,0.0250412,0.0100000,149898.5858695
0.0350412,0.0350412,0.0200000,139194.0476420
0.0450412,0.0450412,0.0300000,133995.5482166
0.0550412,0.0550412,0.0400000,129561.7476814
0.0650412,0.0650412,0.0500000,126386.1600276
0.0750412,0.0750412,0.0600000,90982.8737015
0.0850412,0.0850412,0.0700000,63708.6537494
0.0950412,0.0950412,0.0800000,43598.6044519
0.1050412,0.1050412,0.0900000,29279.9865395
0.1150412,0.1150412,0.1000000,19362.4264002
0.1250412,0.1250412,0.1100000,12639.7995986
0.1350412,0.1350412,0.1200000,8158.3510156
0.1450412,0.1450412,0.1300000,5209.0974485
0.1550412,0.1550412,0.1400000,3287.4079012
0.1650412,0.1650412,0.1500000,2045.1397243
0.1750412,0.1750412,0.1600000,1266.3908265
0.1850412,0.1850412,0.1700000,757.4030011
0.1950412,0.1950412,0.1800000,434.6814104
0.2050412,0.2050412,0.1900000,231.4746311
0.2150412,0.2150412,0.2000000,104.6763233
0.2250412,0.2250412,0.2100000,26.7695267
0.2350412,0.2350412,0.2200000,-19.9122267
0.2450412,0.2450412,0.2300000,-46.8386144
0.2550412,0.2550412,0.2400000,-61.3661958
0.2650412,0.2650412,0.2500000,-68.0624877
0.2750412,0.2750412,0.2600000,-69.8446159
0.2850412,0.2850412,0.2700000,-68.6506236
0.2950412,0.2950412,0.2800000,-65.7322376
0.3050412,0.3050412,0.2900000,-61.8580115
0.3150412,0.3150412,0.3000000,-57.5160667
0.3250412,0.3250412,0.3100000,-53.0339418
0.3350412,0.3350412,0.3200000,-48.6249816
0.3450412,0.3450412,0.3300000,-44.4170299
0.3550412,0.3550412,0.3400000,-40.4782149
0.3650412,0.3650412,0.3500000,-36.8785007
0.3750412,0.3750412,0.3600000,-34.8597011
0.3850412,0.3850412,0.3700000,-35.6882486
0.3950412,0.3950412,0.3800000,-36.0043779
0.4050412,0.4050412,0.3900000,-35.2227976
0.4150412,0.4150412,0.4000000,-33.6921104
0.4250412,0.4250412,0.4100000,-31.7272209
0.4350412,0.4350412,0.4200000,-29.5608277
0.4450412,0.4450412,0.4300000,-27.3503919
0.4550412,0.4550412,0.4400000,-25.2150294
0.4650412,0.4650412,0.4500000,-24.0236054
0.4750412,0.4750412,0.4600000,-25.4363211
0.4850412,0.4850412,0.4700000,-26.6554009
0.4950412,0.4950412,0.4800000,-26.7076657
0.5050412,0.5050412,0.4900000,-25.8958284
0.5150412,0.5150412,0.5000000,-24.5489524
0.5250412,0.5250412,0.5100000,-22.9189669
0.5350412,0.5350412,0.5200000,-21.1808832
