# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
0.5450412,0.5450412,0.5300000,-19.4470588
0.5550412,0.5550412,0.5400000,-17.7848182
0.5650412,0.5650412,0.5500000,-16.2313148
0.5750412,0.5750412,0.5600000,-14.8041600
0.5850412,0.5850412,0.5700000,-13.5085182
0.5950412,0.5950412,0.5800000,-12.3417659
0.6050412,0.6050412,0.5900000,-11.2965971
0.6150412,0.6150412,0.6000000,-10.3631424
0.6250412,0.6250412,0.6100000,-9.5304283
0.6350412,0.6350412,0.6200000,-8.7873596
0.6450412,0.6450412,0.6300000,-8.1233442
0.6550412,0.6550412,0.6400000,-7.5286473
0.6650412,0.6650412,0.6500000,-6.9945533
0.6750412,0.6750412,0.6600000,-6.5133979
0.6850412,0.6850412,0.6700000,-6.0785216
0.6950412,0.6950412,0.6800000,-5.6841813
0.7050412,0.7050412,0.6900000,-5.3254443
0.7150412,0.7150412,0.7000000,-4.9980808
0.7250412,0.7250412,0.7100000,-4.6984626
0.7350412,0.7350412,0.7200000,-4.4234727
0.7450412,0.7450412,0.7300000,-4.1704259
0.7550412,0.7550412,0.7400000,-3.9370018
0.7650412,0.7650412,0.7500000,-3.7211877
0.7750412,0.7750412,0.7600000,-3.5212312
0.7850412,0.7850412,0.7700000,-3.3356005
0.7950412,0.7950412,0.7800000,-3.1629511
0.8050412,0.8050412,0.7900000,-3.0020984
0.8150412,0.8150412,0.8000000,-2.8519951
0.8250412,0.8250412,0.8100000,-2.7117111
0.8350412,0.8350412,0.8200000,-2.5804184
0.8450412,0.8450412,0.8300000,-2.4573768
0.8550412,0.8550412,0.8400000,-2.3419231
0.8650412,0.8650412,0.8500000,-2.2334606
0.8750412,0.8750412,0.8600000,-2.1314516
0.8850412,0.8850412,0.8700000,-2.0354099
0.8950412,0.8950412,0.8800000,-1.9448951
0.9050412,0.9050412,0.8900000,-1.8595070
0.9150412,0.9150412,0.9000000,-1.7788812
0.9250412,0.9250412,0.9100000,-1.7026855
0.9350412,0.9350412,0.9200000,-1.6306161
0.9450412,0.9450412,0.9300000,-1.5623948
0.9550412,0.9550412,0.9400000,-1.4977664
0.9650412,0.9650412,0.9500000,-1.4364965
0.9750412,0.9750412,0.9600000,-1.3783693
0.9850412,0.9850412,0.9700000,-1.3231858
0.9950412,0.9950412,0.9800000,-1.2707624
1.0050412,1.0050412,0.9900000,-1.2209293
1.0150412,1.0150412,1.0000000,-1.1735295
1.0250412,1.0250412,1.0100000,-1.1284175
1.0350412,1.0350412,1.0200000,-1.0854580
1.0450412,1.0450412,1.0300000,-1.0445257
1.0550412,1.0550412,1.0400000,-1.0055039
1.0650412,1.0650412,1.0500000,-0.9682840
1.0750412,1.0750412,1.0600000,-0.9327647
1.0850412,1.0850412,1.0700000,-0.8988517
1.0950412,1.0950412,1.0800000,-0.8664569
1.1050412,1.1050412,1.0900000,-0.8354980
1.1150412,1.1150412,1.1000000,-0.8058978
1.1250412,1.1250412,1.1100000,-0.7775843
1.1350412,1.1350412,1.1200000,-0.7504899
1.1450412,1.1450412,1.1300000,-0.7245514
1.1550412,1.1550412,1.1400000,-0.6997093
1.1650412,1.1650412,1.1500000,-0.6759079
1.1750412,1.1750412,1.1600000,-0.6530946
1.1850412,1.1850412,1.1700000,-0.6312203
1.1950412,1.1950412,1.1800000,-0.6102385
1.2050412,1.2050412,1.1900000,-0.5901055
1.2150412,1.2150412,1.2000000,-0.5707803
1.2250412,1.2250412,1.2100000,-0.5522240
1.2350412,1.2350412,1.2200000,-0.5344000
1.2450412,1.2450412,1.2300000,-0.5172738
1.2550412,1.2550412,1.2400000,-0.5008127
1.2650412,1.2650412,1.2500000,-0.4849860
1.2750412,1.2750412,1.2600000,-0.4697645
1.2850412,1.2850412,1.2700000,-0.4551207
1.2950412,1.2950412,1.2800000,-0.4410283
1.3050412,1.3050412,1.2900000,-0.4274628
1.3150412,1.3150412,1.3000000,-0.4144006
1.3250412,1.3250412,1.3100000,-0.4018197
1.3350412,1.3350412,1.3200000,-0.3896990
1.3450412,1.3450412,1.3300000,-0.3780184
1.3550412,1.3550412,1.3400000,-0.3667591
1.3650412,1.3650412,1.3500000,-0.3559031
1.3750412,1.3750412,1.3600000,-0.3454332
1.3850412,1.3850412,1.3700000,-0.3353331
1.3950412,1.3950412,1.3800000,-0.3255876
1.4050412,1.4050412,1.3900000,-0.3161817
1.4150412,1.4150412,1.4000000,-0.3071017
1.4250412,1.4250412,1.4100000,-0.2983340
1.4350412,1.4350412,1.4200000,-0.2898661
1.4450412,1.4450412,1.4300000,-0.2816859
1.4550412,1.4550412,1.4400000,-0.2737818
1.4650412,1.4650412,1.4500000,-0.2661429
1.4750412,1.4750412,1.4600000,-0.2587587
1.4850412,1.4850412,1.4700000,-0.2516192
1.4950412,1.4950412,1.4800000,-0.2447149
1.5050412,1.5050412,1.4900000,-0.2380366
1.5150412,1.5150412,1.5000000,-0.2315757
1.5250412,1.5250412,1.5100000,-0.2253238
1.5350412,1.5350412,1.5200000,-0.2192731
1.5450412,1.5450412,1.5300000,-0.2134159
1.5550412,1.5550412,1.5400000,-0.2077450
1.5650412,1.5650412,1.5500000,-0.2022534
1.5750412,1.5750412,1.5600000,-0.1969345
1.5850412,1.5850412,1.5700000,-0.1917819
1.5950412,1.5950412,1.5800000,-0.1867895
