# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.8850000,0.1350000,0.1096592,1576.8953310,-0.0331660
0.8900000,0.1400000,0.1146592,1269.6692428,-0.0335737
0.8950000,0.1450000,0.1196592,1022.8381983,-0.0339671
0.9000000,0.1500000,0.1246592,824.4992907,-0.0343459
0.9050000,0.1550000,0.1296592,665.0817868,-0.0347100
0.9100000,0.1600000,0.1346592,536.9002282,-0.0350593
0.9150000,0.1650000,0.1396592,433.7888591,-0.0353937
0.9200000,0.1700000,0.1446592,350.8041545,-0.0357118
0.9250000,0.1750000,0.1496592,283.9836633,-0.0360048
0.9300000,0.1800000,0.1546592,230.1507169,-0.0362315
0.9350000,0.1850000,0.1596592,186.7556557,-0.0362633
0.9400000,0.1900000,0.1646592,151.7445264,-0.0358008
0.9450000,0.1950000,0.1696592,123.4494153,-0.0343346
0.9500000,0.2000000,0.1746592,100.5084920,-0.0313879
0.9550000,0.2050000,0.1796592,81.8290465,-0.0271144
0.9600000,0.2100000,0.1846592,66.5692410,-0.0225012
0.9650000,0.2150000,0.1896592,54.0875617,-0.0186707
0.9700000,0.2200000,0.1946592,43.8679460,-0.0162270
0.9750000,0.2250000,0.1996592,35.4727923,-0.0152058
0.9800000,0.2300000,0.2046592,28.5359479,-0.0152023
0.9850000,0.2350000,0.2096592,22.7702924,-0.0155607
0.9900000,0.2400000,0.2146592,17.9649483,-0.0156999
0.9950000,0.2450000,0.2196592,13.9653458,-0.0153587
1.0000000,0.2500000,0.2246592,10.6480002,-0.0145966
1.0050000,0.2550000,0.2296592,7.9032789,-0.0136630
1.0100000,0.2600000,0.2346592,5.6295268,-0.0128657
1.0150000,0.2650000,0.2396592,3.7354696,-0.0124648
1.0200000,0.2700000,0.2446592,2.1455098,-0.0125781
1.0250000,0.2750000,0.2496592,0.8026608,-0.0131295
1.0300000,0.2800000,0.2546592,-0.3331050,-0.0138914
1.0350000,0.2850000,0.2596592,-1.2896851,-0.0145993
1.0400000,0.2900000,0.2646592,-2.0881483,-0.0150533
1.0450000,0.2950000,0.2696592,-2.7466291,-0.0151532
1.0500000,0.3000000,0.2746592,-3.2822114,-0.0148843
1.0550000,0.3050000,0.2796592,-3.7111773,-0.0142872
1.0600000,0.3100000,0.2846592,-4.0484661,-0.0134349
1.0650000,0.3150000,0.2896592,-4.3071027,-0.0124148
1.0700000,0.3200000,0.2946592,-4.4979987,-0.0113151
1.0750000,0.3250000,0.2996592,-4.6301857,-0.0102126
1.0800000,0.3300000,0.3046592,-4.7113062,-0.0091657
1.0850000,0.3350000,0.3096592,-4.7481143,-0.0082121
1.0900000,0.3400000,0.3146592,-4.7468211,-0.0073707
1.0950000,0.3450000,0.3196592,-4.7132490,-0.0066460
1.1000000,0.3500000,0.3246592,-4.6528457,-0.0060331
1.1050000,0.3550000,0.3296592,-4.5706354,-0.0055214
1.1100000,0.3600000,0.3346592,-4.4711635,-0.0050980
1.1150000,0.3650000,0.3396592,-4.3584637,-0.0047490
1.1200000,0.3700000,0.3446592,-4.2360550,-0.0044610
1.1250000,0.3750000,0.3496592,-4.1069603,-0.0042216
