# r[nm],ssd(r)[nm]
-0.5897124,-0.5897124
-0.5847124,-0.5847124
-0.5797124,-0.5797124
-0.5747124,-0.5747124
-0.5697124,-0.5697124
-0.5647124,-0.5647124
-0.5597124,-0.5597124
-0.5547124,-0.5547124
-0.5497124,-0.5497124
-0.5447124,-0.5447124
-0.5397124,-0.5397124
-0.5347124,-0.5347124
-0.5297124,-0.5297124
-0.5247124,-0.5247124
-0.5197124,-0.5197124
-0.5147124,-0.5147124
-0.5097124,-0.5097124
-0.5047124,-0.5047124
-0.4997124,-0.4997124
-0.4947124,-0.4947124
-0.4897124,-0.4897124
-0.4847124,-0.4847124
-0.4797124,-0.4797124
-0.4747124,-0.4747124
-0.4697124,-0.4697124
-0.4647124,-0.4647124
-0.4597124,-0.4597124
-0.4547124,-0.4547124
-0.4497124,-0.4497124
-0.4447124,-0.4447124
-0.4397124,-0.4397124
-0.4347124,-0.4347124
-0.4297124,-0.4297124
-0.4247124,-0.4247124
-0.4197124,-0.4197124
-0.4147124,-0.4147124
-0.4097124,-0.4097124
-0.4047124,-0.4047124
-0.3997124,-0.3997124
-0.3947124,-0.3947124
-0.3897124,-0.3897124
-0.3847124,-0.3847124
-0.3797124,-0.3797124
-0.3747124,-0.3747124
-0.3697124,-0.3697124
-0.3647124,-0.3647124
-0.3597124,-0.3597124
-0.3547124,-0.3547124
-0.3497124,-0.3497124
-0.3447124,-0.3447124
-0.3397124,-0.3397124
-0.3347124,-0.3347124
-0.3297124,-0.3297124
-0.3247124,-0.3247124
-0.3197124,-0.3197124
-0.3147124,-0.3147124
-0.3097124,-0.3097124
-0.3047124,-0.3047124
-0.2997124,-0.2997124
-0.2947124,-0.2947124
-0.2897124,-0.2897124
-0.2847124,-0.2847124
-0.2797124,-0.2797124
-0.2747124,-0.2747124
-0.2697124,-0.2697124
-0.2647124,-0.2647124
-0.2597124,-0.2597124
-0.2547124,-0.2547124
-0.2497124,-0.2497124
-0.2447124,-0.2447124
-0.2397124,-0.2397124
-0.2347124,-0.2347124
-0.2297124,-0.2297124
-0.2247124,-0.2247124
-0.2197124,-0.2197124
-0.2147124,-0.2147124
-0.2097124,-0.2097124
-0.2047124,-0.2047124
-0.1997124,-0.1997124
-0.1947124,-0.1947124
-0.1897124,-0.1897124
-0.1847124,-0.1847124
-0.1797124,-0.1797124
-0.1747124,-0.1747124
-0.1697124,-0.1697124
-0.1647124,-0.1647124
-0.1597124,-0.1597124
-0.1547124,-0.1547124
-0.1497124,-0.1497124
-0.1447124,-0.1447124
-0.1397124,-0.1397124
-0.1347124,-0.1347124
-0.1297124,-0.1297124
-0.1247124,-0.1247124
-0.1197124,-0.1197124
-0.1147124,-0.1147124
-0.1097124,-0.1097124
-0.1047124,-0.1047124
-0.0997124,-0.0997124
-0.0947124,-0.0947124
-0.0897124,-0.0897124
-0.0847124,-0.0847124
-0.0797124,-0.0797124
-0.0747124,-0.0747124
-0.0697124,-0.0697124
-0.0647124,-0.0647124
-0.0597124,-0.0597124
-0.0547124,-0.0547124
-0.0497124,-0.0497124
-0.0447124,-0.0447124
-0.0397124,-0.0397124
-0.0347124,-0.0347124
-0.0297124,-0.0297124
-0.0247124,-0.0247124
-0.0197124,-0.0197124
-0.0147124,-0.0147124
-0.0097124,-0.0097124
-0.0047124,-0.0047124
0.0002876,0.0002876
0.0052876,0.0052876
0.0102876,0.0102876
0.0152876,0.0152876
0.0202876,0.0202876
0.0252876,0.0252876
0.0302876,0.0302876
0.0352876,0.0352876
0.0402876,0.0402876
0.0452876,0.0452876
0.0502876,0.0502876
0.0552876,0.0552876
0.0602876,0.0602876
0.0652876,0.0652876
0.0702876,0.0702876
0.0752876,0.0752876
0.0802876,0.0802876
0.0852876,0.0852876
0.0902876,0.0902876
0.0952876,0.0952876
0.1002876,0.1002876
0.1052876,0.1052876
0.1102876,0.1102876
0.1152876,0.1152876
0.1202876,0.1202876
0.1252876,0.1252876
0.1302876,0.1302876
0.1352876,0.1352876
0.1402876,0.1402876
0.1452876,0.1452876
0.1502876,0.1502876
0.1552876,0.1552876
0.1602876,0.1602876
0.1652876,0.1652876
0.1702876,0.1702876
0.1752876,0.1752876
0.1802876,0.1802876
0.1852876,0.1852876
0.1902876,0.1902876
0.1952876,0.1952876
0.2002876,0.2002876
0.2052876,0.2052876
0.2102876,0.2102876
0.2152876,0.2152876
0.2202876,0.2202876
0.2252876,0.2252876
0.2302876,0.2302876
0.2352876,0.2352876
0.2402876,0.2402876
0.2452876,0.2452876
0.2502876,0.2502876
0.2552876,0.2552876
0.2602876,0.2602876
0.2652876,0.2652876
0.2702876,0.2702876
0.2752876,0.2752876
0.2802876,0.2802876
0.2852876,0.2852876
0.2902876,0.2902876
0.2952876,0.2952876
0.3002876,0.3002876
0.3052876,0.3052876
0.3102876,0.3102876
0.3152876,0.3152876
0.3202876,0.3202876
0.3252876,0.3252876
0.3302876,0.3302876
0.3352876,0.3352876
0.3402876,0.3402876
0.3452876,0.3452876
0.3502876,0.3502876
0.3552876,0.3552876
0.3602876,0.3602876
0.3652876,0.3652876
0.3702876,0.3702876
0.3752876,0.3752876
0.3802876,0.3802876
0.3852876,0.3852876
0.3902876,0.3902876
0.3952876,0.3952876
0.4002876,0.4002876
0.4052876,0.4052876
0.4102876,0.4102876
0.4152876,0.4152876
0.4202876,0.4202876
0.4252876,0.4252876
0.4302876,0.4302876
0.4352876,0.4352876
0.4402876,0.4402876
0.4452876,0.4452876
0.4502876,0.4502876
0.4552876,0.4552876
0.4602876,0.4602876
0.4652876,0.4652876
0.4702876,0.4702876
0.4752876,0.4752876
0.4802876,0.4802876
0.4852876,0.4852876
0.4902876,0.4902876
0.4952876,0.4952876
0.5002876,0.5002876
0.5052876,0.5052876
0.5102876,0.5102876
0.5152876,0.5152876
0.5202876,0.5202876
0.5252876,0.5252876
0.5302876,0.5302876
0.5352876,0.5352876
0.5402876,0.5402876
0.5452876,0.5452876
