# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.7500000,0.0000000,-0.0257709,368556.6095794
0.7600000,0.0100000,-0.0157709,340360.8818428
0.7700000,0.0200000,-0.0057709,297192.8274532
0.7800000,0.0300000,0.0042291,246561.5113301
0.7900000,0.0400000,0.0142291,195884.2060097
0.8000000,0.0500000,0.0242291,151061.8399471
0.8100000,0.0600000,0.0342291,116270.0051605
0.8200000,0.0700000,0.0442291,94032.3584361
0.8300000,0.0800000,0.0542291,76282.2526171
0.8400000,0.0900000,0.0642291,52788.7929617
0.8500000,0.1000000,0.0742291,31249.4918849
0.8600000,0.1100000,0.0842291,18636.0419605
0.8700000,0.1200000,0.0942291,11206.4355271
0.8800000,0.1300000,0.1042291,6795.0831258
0.8900000,0.1400000,0.1142291,4151.4420781
0.9000000,0.1500000,0.1242291,2551.5258261
0.9100000,0.1600000,0.1342291,1591.4319538
0.9200000,0.1700000,0.1442291,974.1415807
0.9300000,0.1800000,0.1542291,596.6850859
0.9400000,0.1900000,0.1642291,364.6972471
0.9500000,0.2000000,0.1742291,220.8958055
0.9600000,0.2100000,0.1842291,131.1415718
0.9700000,0.2200000,0.1942291,74.6199206
0.9800000,0.2300000,0.2042291,38.4895058
0.9900000,0.2400000,0.2142291,15.1321013
1.0000000,0.2500000,0.2242291,0.0908703
1.0100000,0.2600000,0.2342291,-9.5840396
1.0200000,0.2700000,0.2442291,-16.6220881
1.0300000,0.2800000,0.2542291,-21.7607359
1.0400000,0.2900000,0.2642291,-24.5677256
1.0500000,0.3000000,0.2742291,-25.4994167
1.0600000,0.3100000,0.2842291,-25.3573602
1.0700000,0.3200000,0.2942291,-25.5636476
1.0800000,0.3300000,0.3042291,-26.3387617
1.0900000,0.3400000,0.3142291,-26.3967377
1.1000000,0.3500000,0.3242291,-25.5899932
1.1100000,0.3600000,0.3342291,-24.2474209
1.1200000,0.3700000,0.3442291,-22.7313213
1.1300000,0.3800000,0.3542291,-21.2848669
1.1400000,0.3900000,0.3642291,-20.0321024
1.1500000,0.4000000,0.3742291,-19.2554159
1.1600000,0.4100000,0.3842291,-19.0310780
1.1700000,0.4200000,0.3942291,-18.8491568
1.1800000,0.4300000,0.4042291,-18.3825790
1.1900000,0.4400000,0.4142291,-17.6250393
1.2000000,0.4500000,0.4242291,-16.6653631
1.2100000,0.4600000,0.4342291,-15.5919647
1.2200000,0.4700000,0.4442291,-14.4761758
1.2300000,0.4800000,0.4542291,-13.3736309
1.2400000,0.4900000,0.4642291,-12.3359344
1.2500000,0.5000000,0.4742291,-11.4323152
1.2600000,0.5100000,0.4842291,-10.6995437
1.2700000,0.5200000,0.4942291,-10.0802878
1.2800000,0.5300000,0.5042291,-9.5258046
1.2900000,0.5400000,0.5142291,-9.0757477
1.3000000,0.5500000,0.5242291,-8.7219347
1.3100000,0.5600000,0.5342291,-8.3570830
1.3200000,0.5700000,0.5442291,-7.9042278
1.3300000,0.5800000,0.5542291,-7.3613084
1.3400000,0.5900000,0.5642291,-6.7662640
1.3500000,0.6000000,0.5742291,-6.1948642
1.3600000,0.6100000,0.5842291,-5.8133452
1.3700000,0.6200000,0.5942291,-5.7896564
1.3800000,0.6300000,0.6042291,-6.0452112
1.3900000,0.6400000,0.6142291,-6.3529181
1.4000000,0.6500000,0.6242291,-6.6131805
1.4100000,0.6600000,0.6342291,-6.8496507
1.4200000,0.6700000,0.6442291,-7.0528598
1.4300000,0.6800000,0.6542291,-7.1535008
1.4400000,0.6900000,0.6642291,-7.1215986
1.4500000,0.7000000,0.6742291,-6.9871158
1.4600000,0.7100000,0.6842291,-6.7813795
1.4700000,0.7200000,0.6942291,-6.5115637
1.4800000,0.7300000,0.7042291,-6.1796108
1.4900000,0.7400000,0.7142291,-5.7968599
1.5000000,0.7500000,0.7242291,-5.3823803
1.5100000,0.7600000,0.7342291,-4.9562880
1.5200000,0.7700000,0.7442291,-4.5351669
1.5300000,0.7800000,0.7542291,-4.1309944
1.5400000,0.7900000,0.7642291,-3.7518672
1.5500000,0.8000000,0.7742291,-3.4025983
1.5600000,0.8100000,0.7842291,-3.0859562
1.5700000,0.8200000,0.7942291,-2.8135140
1.5800000,0.8300000,0.8042291,-2.6304758
1.5900000,0.8400000,0.8142291,-2.5933749
1.6000000,0.8500000,0.8242291,-2.6969057
1.6100000,0.8600000,0.8342291,-2.8846648
1.6200000,0.8700000,0.8442291,-3.1164064
1.6300000,0.8800000,0.8542291,-3.3486255
1.6400000,0.8900000,0.8642291,-3.5054733
1.6500000,0.9000000,0.8742291,-3.5382585
1.6600000,0.9100000,0.8842291,-3.4627853
1.6700000,0.9200000,0.8942291,-3.3508242
1.6800000,0.9300000,0.9042291,-3.3029628
1.6900000,0.9400000,0.9142291,-3.3761341
1.7000000,0.9500000,0.9242291,-3.5252305
1.7100000,0.9600000,0.9342291,-3.6623164
1.7200000,0.9700000,0.9442291,-3.7239481
1.7300000,0.9800000,0.9542291,-3.6857750
1.7400000,0.9900000,0.9642291,-3.5559657
1.7500000,1.0000000,0.9742291,-3.3600923
1.7600000,1.0100000,0.9842291,-3.1274479
1.7700000,1.0200000,0.9942291,-2.8887183
1.7800000,1.0300000,1.0042291,-2.6866477
1.7900000,1.0400000,1.0142291,-2.5630481
1.8000000,1.0500000,1.0242291,-2.5092160
1.8100000,1.0600000,1.0342291,-2.4691769
1.8200000,1.0700000,1.0442291,-2.3978320
1.8300000,1.0800000,1.0542291,-2.2850592
1.8400000,1.0900000,1.0642291,-2.1420967
1.8500000,1.1000000,1.0742291,-1.9849567
1.8600000,1.1100000,1.0842291,-1.8265136
1.8700000,1.1200000,1.0942291,-1.6748851
1.8800000,1.1300000,1.1042291,-1.5343121
1.8900000,1.1400000,1.1142291,-1.4064565
1.9000000,1.1500000,1.1242291,-1.2914434
1.9100000,1.1600000,1.1342291,-1.1885695
1.9200000,1.1700000,1.1442291,-1.0967489
1.9300000,1.1800000,1.1542291,-1.0147753
1.9400000,1.1900000,1.1642291,-0.9414657
1.9500000,1.2000000,1.1742291,-0.8757303
1.9600000,1.2100000,1.1842291,-0.8165997
1.9700000,1.2200000,1.1942291,-0.7632286
1.9800000,1.2300000,1.2042291,-0.7148884
1.9900000,1.2400000,1.2142291,-0.6709547
