# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.3544515,-1.3544515,-1.2902320,12992.2392194,6645.5881531,52600.7861457,796.4999591,36460.5483454,636050.3208276,6378337.2979356,44139131.0523516
-1.3494515,-1.3494515,-1.2852320,13262.3708844,6763.8684701,53663.9402254,814.3078896,37210.2852424,648921.2103036,6506485.2276778,45021535.2418083
-1.3444515,-1.3444515,-1.2802320,14166.5134010,7303.6848843,57222.5894234,873.9408321,39719.2319085,691968.1384355,6934844.1080676,47969653.0324496
-1.3394515,-1.3394515,-1.2752320,15729.7696676,8276.6337284,63453.9482173,976.9255982,44060.7963684,766686.5896848,7680665.4525855,53117415.9525016
-1.3344515,-1.3344515,-1.2702320,17827.6367084,9717.8645529,71474.2541132,1094.4095647,49895.5397715,867606.0899853,8693042.9062303,60137238.1671300
-1.3294515,-1.3294515,-1.2652320,16427.3707887,9342.0771723,66770.7679125,992.3505526,46596.7230476,845646.9137040,8816957.0611758,63184921.3938421
-1.3244515,-1.3244515,-1.2602320,15969.4065313,8836.2102697,64949.2244786,962.9252795,45303.4844093,821998.6154990,8566616.6031526,61364884.4495143
-1.3194515,-1.3194515,-1.2552320,16354.6853509,8876.1979336,66434.6659452,981.2306985,46342.7479684,837957.7616233,8706445.1368147,62204869.9657663
-1.3144515,-1.3144515,-1.2502320,17130.2876906,9341.5992307,70645.2146256,1030.4663822,48698.9783669,886604.2835680,9168748.7857175,65246421.0442981
-1.3094515,-1.3094515,-1.2452320,18308.3034322,9994.7907097,75163.0049418,1115.6321973,51698.6822405,925933.3067914,9542833.6207272,67710344.4937637
-1.3044515,-1.3044515,-1.2402320,17976.0582438,9798.8997229,74149.4994087,1089.4899957,50981.4559081,925832.9904842,9663091.5095172,69316229.0457021
-1.2994515,-1.2994515,-1.2352320,18471.9164993,10114.0481377,76510.0773073,1108.5857800,52638.1881996,971152.2200718,10282589.1017367,74662483.6041366
-1.2944515,-1.2944515,-1.2302320,19714.3034967,10904.5668817,81979.8199924,1171.7863665,56479.5485321,1060903.1005130,11414210.3132207,83983989.2700340
-1.2894515,-1.2894515,-1.2252320,21674.6667989,12147.4354911,90529.1293412,1274.7014710,62480.7897311,1198004.6798388,13120675.0051446,97929256.5328260
-1.2844515,-1.2844515,-1.2202320,24377.1409110,13851.3711833,102377.2538995,1415.1986737,70790.5456180,1390032.1753364,15528027.8579839,108768671.5118847
-1.2794515,-1.2794515,-1.2152320,27907.0573998,16060.9689602,118049.2544462,1593.2651348,81769.8220990,1650834.0566828,17256799.5941351,120407319.0392320
-1.2744515,-1.2744515,-1.2102320,32432.0242678,18868.1565275,133150.4771142,1811.2814925,93875.4164786,1689569.0666372,17530993.6711452,125173813.5840558
-1.2694515,-1.2694515,-1.2052320,33928.5695318,21984.2432829,135648.1021595,2074.8866012,95639.9620498,1713638.9667083,17709282.2829452,126008347.0537688
-1.2644515,-1.2644515,-1.2002320,35467.0681521,22983.0880207,141579.1125294,2224.2164105,99823.3099028,1780518.4906922,18327028.3279442,129954399.4054082
-1.2594515,-1.2594515,-1.1952320,37594.1922189,24361.3481253,149864.1951262,2368.4828455,105664.5172348,1877383.1666861,19258808.0911820,136162691.8393981
-1.2544515,-1.2544515,-1.1902320,40096.3476013,25980.5900895,159668.4473465,2536.2372766,112574.9312411,1994358.5936991,20408535.1499983,143985788.7256163
-1.2494515,-1.2494515,-1.1852320,42795.9917732,27725.6863673,170299.1699242,2715.5244097,120066.1058794,2123304.9257328,21697557.7849816,152897395.8633348
-1.2444515,-1.2444515,-1.1802320,43373.8371417,27402.2236620,173774.8338738,2737.5328797,122020.0093021,2178309.0815489,22461027.5348331,159543267.6007416
-1.2394515,-1.2394515,-1.1752320,41413.7524649,26145.6077440,165817.5268549,2614.9063836,116421.8738980,2072295.1784576,21305015.1551291,150935484.5124774
-1.2344515,-1.2344515,-1.1702320,39290.2442875,24779.9727543,157292.8767048,2479.0796425,110420.9584795,1962443.6334535,20141582.8406279,142474499.1314794
-1.2294515,-1.2294515,-1.1652320,37106.0605903,23372.3685132,148594.6090903,2337.1843323,104295.2529407,1853095.8757472,19009657.2183146,134400737.4765398
-1.2244515,-1.2244515,-1.1602320,34979.6235981,21999.8740880,140179.6002878,2197.3460727,98367.1658117,1749413.3670624,17956914.3210713,127018646.7902281
-1.2194515,-1.2194515,-1.1552320,33047.9457332,20751.5034274,132579.1097777,2068.8855739,93011.4560675,1657504.3561907,17040948.6220106,120704148.8690772
-1.2144515,-1.2144515,-1.1502320,31474.5462861,19728.5222806,126429.5861018,1962.8560715,88676.9683157,1584784.0173584,16332733.7914812,115927673.4762719
-1.2094515,-1.2094515,-1.1452320,30464.9553924,18851.7160957,122533.2051944,1834.0122449,85929.3339461,1540690.5121431,15923593.2072182,113301148.7868513
-1.2044515,-1.2044515,-1.1402320,29118.4468538,17122.3875155,121964.0251857,1614.2477120,85525.8378033,1537947.9705544,15937572.6452121,113661925.1200375
-1.1994515,-1.1994515,-1.1352320,25284.5144521,14748.8796099,106869.2842004,1434.4745871,74165.4353695,1488256.6287040,16552333.9472226,118214987.1216886
-1.1944515,-1.1944515,-1.1302320,22342.2212947,12910.9633316,93674.2621473,1290.4035732,64924.5741034,1275736.4493101,14107826.9929724,106028259.1077441
-1.1894515,-1.1894515,-1.1252320,20157.2195588,11536.4226386,83970.7756220,1180.9208526,58121.6627370,1113961.0131464,12190684.9747553,90336277.3321205
-1.1844515,-1.1844515,-1.1202320,18673.4447997,10598.4771752,77368.6513232,1107.3943317,53489.8073107,1003267.3631621,10776469.1014026,79180992.2097235
-1.1794515,-1.1794515,-1.1152320,17896.1620390,10106.7371903,73776.7353493,1073.5395778,50970.0601151,938122.8891749,9909259.5406057,71805312.6402047
-1.1744515,-1.1744515,-1.1102320,17886.9324756,10105.1583791,73328.5468108,1085.7087130,50683.8463778,917585.7643459,9549245.7485467,68327982.3274262
-1.1694515,-1.1694515,-1.1052320,18767.6099346,10528.9535235,76478.5142983,1153.5546402,52935.3912021,944814.7249510,9707186.3676461,68690018.7238282
-1.1644515,-1.1644515,-1.1002320,18428.6854044,9777.8158053,75066.3244419,1111.7693321,52296.8302266,942736.8470737,9688908.7169447,68580016.0038418
-1.1594515,-1.1594515,-1.0952320,17356.4247301,9373.3631073,69752.7688784,1059.0540412,49053.3867317,880337.0604222,9087148.3270165,64561833.0269351
-1.1544515,-1.1544515,-1.0902320,16745.7616736,9409.9726394,67389.4931647,1017.6731473,47384.7287441,853321.0119974,8834638.6498430,62929176.7150070
-1.1494515,-1.1494515,-1.0852320,17023.3476527,10029.3930172,68512.1460445,1035.3604022,48173.4059265,868057.1759252,8993694.5564659,64104180.6282404
-1.1444515,-1.1444515,-1.0802320,17129.2003000,9653.8523832,68360.6296250,1068.7308120,47952.0186878,833888.0082373,8353626.0433264,57776059.3337654
-1.1394515,-1.1394515,-1.0752320,15251.5414072,8203.5854075,60962.1669825,945.1652837,42735.9688972,744057.7728947,7456391.9133005,51579589.4059941
-1.1344515,-1.1344515,-1.0702320,13971.4362081,7314.2476722,55978.2265111,860.9624033,39179.6032516,682801.3082962,6844498.3588844,47353413.0484945
-1.1294515,-1.1294515,-1.0652320,13212.2755358,6955.9623533,52988.2796302,810.9866661,37071.5667242,646557.9131350,6483132.0023446,44861859.3941173
-1.1244515,-1.1244515,-1.0602320,13010.4344147,6747.4618578,52193.4110447,797.7077680,36511.0162874,636917.2516987,6386984.2782769,44198786.0124941
-1.1194515,-1.1194515,-1.0552320,13351.4637272,6823.3486487,53536.7748958,820.1639872,37457.8734762,653190.0642026,6549170.0579264,45316624.9066325
-1.1144515,-1.1144515,-1.0502320,14243.4760707,7304.3471738,57050.4310325,878.8928783,39934.7442029,695772.1820070,6973716.6159887,48243671.9735597
-1.1094515,-1.1094515,-1.0452320,15654.3148642,8102.3880177,62854.7478821,971.4367270,43856.0975812,763366.4828703,7649215.2212031,52910783.1351838
-1.1044515,-1.1044515,-1.0402320,17076.1328074,8712.0044970,70101.4269396,1063.7641222,47829.6809877,833195.6586845,8360389.3837793,57909792.0786605
-1.0994515,-1.0994515,-1.0352320,16694.4214474,9338.2052541,68317.2571229,1016.1067883,47210.8842273,848559.5233008,8769964.8391502,62373613.8553546
-1.0944515,-1.0944515,-1.0302320,16744.5833873,9387.7686622,67810.5429880,1012.4030324,47331.6290425,849441.5222763,8766548.9278966,62271323.8795714
-1.0894515,-1.0894515,-1.0252320,17257.3645605,9994.0253758,69727.0868014,1046.8267401,48892.9276700,884406.6532498,9163676.5153976,64903243.5928486
-1.0844515,-1.0844515,-1.0202320,18446.6484738,11088.4115509,74349.2768679,1127.0386769,52154.0679099,937964.3741715,9704293.0064589,69089245.1104283
-1.0794515,-1.0794515,-1.0152320,19372.1234080,12173.0815486,77702.0990816,1192.2116651,54637.6793335,975504.8417426,10027330.4440890,70988012.3138632
-1.0744515,-1.0744515,-1.0102320,18405.8601565,11546.5754819,74233.9997777,1118.2148318,52158.9371193,944996.4447920,9842928.0775756,70483514.0939618
-1.0694515,-1.0694515,-1.0052320,18386.1214861,11521.7747263,74605.1664072,1103.4870406,52378.6594460,965240.1040540,10208527.1351821,74054010.0794402
-1.0644515,-1.0644515,-1.0002320,19181.0206616,11831.7618999,78352.6792595,1137.6171257,54966.7653042,1032753.5934865,11111353.6176635,81752356.8617790
-1.0594515,-1.0594515,-0.9952320,20723.5917315,12621.2515846,85238.5336219,1213.7617653,59789.7148764,1148447.3273722,12592681.0798554,94070034.4750337
-1.0544515,-1.0544515,-0.9902320,23007.0091938,13975.9677489,95391.4852307,1327.9050232,66906.4315112,1318118.3473853,14757361.1862961,110940660.1459537
-1.0494515,-1.0494515,-0.9852320,26089.5846311,15876.3917687,109230.2570315,1478.5295542,76596.5920504,1553824.4597926,16813268.8296006,120096347.9984375
-1.0444515,-1.0444515,-0.9802320,30112.5477897,17578.6778696,122839.4900640,1666.7462222,85231.5297789,1539558.8861512,16019222.9918406,114644360.6077065
-1.0394515,-1.0394515,-0.9752320,29962.2881317,17462.6596184,121964.5176586,1855.1729045,84618.1206219,1522986.8044042,15794299.7239639,112711220.0231524
-1.0344515,-1.0344515,-0.9702320,30551.1064322,17845.8639376,124160.2122137,1898.5398275,86167.9943358,1544679.6172351,15961931.4395170,113555918.2086331
-1.0294515,-1.0294515,-0.9652320,31644.6391167,18554.3585817,128375.3079345,1974.2867628,89140.0143071,1592122.5511141,16399476.4992477,116346398.3499506
-1.0244515,-1.0244515,-0.9602320,33045.7933152,19460.4611433,133838.7298884,2069.2045694,92990.5737050,1656171.1524604,17017690.5091583,120479612.4533597
-1.0194515,-1.0194515,-0.9552320,34602.0605507,20465.3471466,139954.7848077,2173.0487812,97299.6805633,1729802.3096046,17748469.8376549,125498248.7247948
-1.0144515,-1.0144515,-0.9502320,36189.9177776,21488.9161813,146242.1791354,2277.4887298,101727.9476343,1807390.0888375,18537772.1909052,131042809.1568576
-1.0094515,-1.0094515,-0.9452320,37706.3968497,22464.3113617,152301.1133986,2375.5382556,105993.3811531,1884317.0898495,19341839.7075844,136826190.4183578
-1.0044515,-1.0044515,-0.9402320,39065.2829076,23335.4450164,157798.4837687,2461.2980182,109860.9396730,1956801.2754739,20125533.4149079,142622589.2768354
-0.9994515,-0.9994515,-0.9352320,40196.2250281,24056.4176878,162464.4444097,2529.8947592,113140.1067385,2021856.7548484,20861967.2626922,148265140.0856500
-0.9944515,-0.9944515,-0.9302320,39465.3420953,24204.9363321,158556.4138465,2493.9349403,110827.5573009,1964424.0481487,20110440.7810896,141931930.6093855
-0.9894515,-0.9894515,-0.9252320,37162.6452519,22714.2381617,149560.9620541,2338.6181347,104486.6504182,1858205.4687857,19077676.0562931,134977671.6792370
-0.9844515,-0.9844515,-0.9202320,35253.8425190,21476.8111191,142157.1168921,2208.0939569,99266.0788014,1772902.2718465,18270142.9310656,129683710.2104489
-0.9794515,-0.9794515,-0.9152320,33964.3526399,20638.7164961,137226.7915722,2117.4740846,95787.6071966,1718977.4179099,17789998.6065120,126740652.2890896
-0.9744515,-0.9744515,-0.9102320,33590.4359902,20391.9220342,135930.0955908,1948.4540420,94869.1211676,1710242.9283297,17772615.1951319,127067045.9191385
-0.9694515,-0.9694515,-0.9052320,29293.6158949,17982.1238896,121290.3780449,1717.3838718,84913.8761391,1661782.2202447,18401343.5990391,131165352.3218128
-0.9644515,-0.9644515,-0.9002320,25794.7929976,15737.4737925,106092.8839562,1530.5451549,74252.9484517,1420630.7673115,15543154.0598838,115934188.8675041
-0.9594515,-0.9594515,-0.8952320,23173.0823898,14076.9410278,94794.1547683,1388.2025741,66320.0785096,1244389.3292003,13386506.5788569,98499313.7767604
-0.9544515,-0.9544515,-0.8902320,21400.5718364,13011.2609124,87137.3864034,1292.9133260,60941.2744916,1124129.7625872,11909499.3922658,86531349.8128657
-0.9494515,-0.9494515,-0.8852320,20509.6184642,12590.3036420,83151.9993386,1249.7713367,58141.8982843,1056330.9593074,11037240.5611500,79258188.9272360
-0.9444515,-0.9444515,-0.8802320,20595.1106300,12615.6864559,83145.0177862,1267.0848555,58141.4591033,1042083.5469329,10753688.0535679,76396290.0463958
-0.9394515,-0.9394515,-0.8752320,20096.4929173,11981.9352824,81207.0108189,1241.7725714,56611.9866533,1007253.4612906,10322201.2830497,72882379.5485670
