# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
-0.2071228,-0.2071228,0.0000000,4555.6864412,4555.6864412
-0.1971228,-0.1971228,0.0100000,4135.5397520,4135.5397520
-0.1871228,-0.1871228,0.0200000,3755.0001950,3755.0001950
-0.1771228,-0.1771228,0.0300000,3361.6623217,3361.6623217
-0.1671228,-0.1671228,0.0400000,2946.2177038,2946.2177038
-0.1571228,-0.1571228,0.0500000,2519.6690054,2519.6690054
-0.1471228,-0.1471228,0.0600000,2100.2815471,2100.2815471
-0.1371228,-0.1371228,0.0700000,1731.8925775,1706.0519853
-0.1271228,-0.1271228,0.0800000,1376.6317279,1350.7932257
-0.1171228,-0.1171228,0.0900000,1068.5490653,1042.7168134
-0.1071228,-0.1071228,0.1000000,810.4568973,784.6395808
-0.0971228,-0.0971228,0.1100000,600.8597141,575.0750611
-0.0871228,-0.0871228,0.1200000,435.3443628,409.6334861
-0.0771228,-0.0771228,0.1300000,307.8841906,282.3491332
-0.0671228,-0.0671228,0.1400000,211.8246964,186.7377437
-0.0571228,-0.0571228,0.1500000,140.5817811,116.5262876
-0.0471228,-0.0471228,0.1600000,88.4350116,66.0829395
-0.0371228,-0.0371228,0.1700000,50.9706658,29.9442744
-0.0271228,-0.0271228,0.1800000,24.6790362,4.1586058
-0.0171228,-0.0171228,0.1900000,6.6463498,-13.1620297
-0.0071228,-0.0071228,0.2000000,-5.4672844,-24.4652453
0.0028772,0.0028772,0.2100000,-13.4503261,-31.7723281
0.0128772,0.0128772,0.2200000,-18.6065348,-36.3245210
0.0228772,0.0228772,0.2300000,-21.9141235,-38.8458772
0.0328772,0.0328772,0.2400000,-24.2568290,-40.2585602
0.0428772,0.0428772,0.2500000,-26.1707610,-40.8067211
0.0528772,0.0528772,0.2600000,-27.5468638,-40.8631008
0.0628772,0.0628772,0.2700000,-28.1873015,-41.3518643
0.0728772,0.0728772,0.2800000,-28.1569326,-40.8255134
0.0828772,0.0828772,0.2900000,-27.6593560,-39.6876672
0.0928772,0.0928772,0.3000000,-26.9018919,-39.1628057
0.1028772,0.1028772,0.3100000,-26.0373323,-38.6281056
0.1128772,0.1128772,0.3200000,-25.1480510,-37.8734530
0.1228772,0.1228772,0.3300000,-24.2583342,-36.9099709
0.1328772,0.1328772,0.3400000,-23.3650084,-35.7566378
0.1428772,0.1428772,0.3500000,-22.4652499,-34.4390557
0.1528772,0.1528772,0.3600000,-21.5648633,-33.1110215
0.1628772,0.1628772,0.3700000,-20.6703727,-31.8132007
0.1728772,0.1728772,0.3800000,-19.7867241,-30.4145258
0.1828772,0.1828772,0.3900000,-18.9300538,-28.9320640
0.1928772,0.1928772,0.4000000,-18.1308694,-27.3961521
0.2028772,0.2028772,0.4100000,-17.4251212,-25.8348771
0.2128772,0.2128772,0.4200000,-16.8682036,-24.2747291
0.2228772,0.2228772,0.4300000,-16.5343987,-24.7124925
0.2328772,0.2328772,0.4400000,-16.4236050,-25.4651786
0.2428772,0.2428772,0.4500000,-16.4221445,-25.1950445
0.2528772,0.2528772,0.4600000,-16.4039699,-24.3772665
0.2628772,0.2628772,0.4700000,-16.2928818,-23.2998536
0.2728772,0.2728772,0.4800000,-16.0343040,-22.0201531
0.2828772,0.2828772,0.4900000,-15.5963870,-20.7570375
0.2928772,0.2928772,0.5000000,-14.9733326,-19.3772338
0.3028772,0.3028772,0.5100000,-14.1854363,-17.9535169
0.3128772,0.3128772,0.5200000,-13.2815616,-16.5469183
0.3228772,0.3228772,0.5300000,-12.3224377,-15.1953465
0.3328772,0.3328772,0.5400000,-11.3608204,-13.9208089
0.3428772,0.3428772,0.5500000,-10.4333515,-12.7345438
0.3528772,0.3528772,0.5600000,-9.5614345,-11.6406391
0.3628772,0.3628772,0.5700000,-8.7552120,-10.6385597
0.3728772,0.3728772,0.5800000,-8.0175138,-9.7254574
0.3828772,0.3828772,0.5900000,-7.3468372,-8.8978352
0.3928772,0.3928772,0.6000000,-6.7393448,-8.1464492
0.4028772,0.4028772,0.6100000,-6.1901131,-7.4640348
0.4128772,0.4128772,0.6200000,-5.6938748,-6.8456089
0.4228772,0.4228772,0.6300000,-5.2454364,-6.2858153
0.4328772,0.4328772,0.6400000,-4.8398975,-5.7800863
0.4428772,0.4428772,0.6500000,-4.4727526,-5.3225857
0.4528772,0.4528772,0.6600000,-4.1399239,-4.9082113
0.4628772,0.4628772,0.6700000,-3.8377567,-4.5326271
0.4728772,0.4728772,0.6800000,-3.5629952,-4.1917497
