# r[nm],ssd(r)[nm]
-0.8890250,-0.8890250
-0.8840250,-0.8840250
-0.8790250,-0.8790250
-0.8740250,-0.8740250
-0.8690250,-0.8690250
-0.8640250,-0.8640250
-0.8590250,-0.8590250
-0.8540250,-0.8540250
-0.8490250,-0.8490250
-0.8440250,-0.8440250
-0.8390250,-0.8390250
-0.8340250,-0.8340250
-0.8290250,-0.8290250
-0.8240250,-0.8240250
-0.8190250,-0.8190250
-0.8140250,-0.8140250
-0.8090250,-0.8090250
-0.8040250,-0.8040250
-0.7990250,-0.7990250
-0.7940250,-0.7940250
-0.7890250,-0.7890250
-0.7840250,-0.7840250
-0.7790250,-0.7790250
-0.7740250,-0.7740250
-0.7690250,-0.7690250
-0.7640250,-0.7640250
-0.7590250,-0.7590250
-0.7540250,-0.7540250
-0.7490250,-0.7490250
-0.7440250,-0.7440250
-0.7390250,-0.7390250
-0.7340250,-0.7340250
-0.7290250,-0.7290250
-0.7240250,-0.7240250
-0.7190250,-0.7190250
-0.7140250,-0.7140250
-0.7090250,-0.7090250
-0.7040250,-0.7040250
-0.6990250,-0.6990250
-0.6940250,-0.6940250
-0.6890250,-0.6890250
-0.6840250,-0.6840250
-0.6790250,-0.6790250
-0.6740250,-0.6740250
-0.6690250,-0.6690250
-0.6640250,-0.6640250
-0.6590250,-0.6590250
-0.6540250,-0.6540250
-0.6490250,-0.6490250
-0.6440250,-0.6440250
-0.6390250,-0.6390250
-0.6340250,-0.6340250
-0.6290250,-0.6290250
-0.6240250,-0.6240250
-0.6190250,-0.6190250
-0.6140250,-0.6140250
-0.6090250,-0.6090250
-0.6040250,-0.6040250
-0.5990250,-0.5990250
-0.5940250,-0.5940250
-0.5890250,-0.5890250
-0.5840250,-0.5840250
-0.5790250,-0.5790250
-0.5740250,-0.5740250
-0.5690250,-0.5690250
-0.5640250,-0.5640250
-0.5590250,-0.5590250
-0.5540250,-0.5540250
-0.5490250,-0.5490250
-0.5440250,-0.5440250
-0.5390250,-0.5390250
-0.5340250,-0.5340250
-0.5290250,-0.5290250
-0.5240250,-0.5240250
-0.5190250,-0.5190250
-0.5140250,-0.5140250
-0.5090250,-0.5090250
-0.5040250,-0.5040250
-0.4990250,-0.4990250
-0.4940250,-0.4940250
-0.4890250,-0.4890250
-0.4840250,-0.4840250
-0.4790250,-0.4790250
-0.4740250,-0.4740250
-0.4690250,-0.4690250
-0.4640250,-0.4640250
-0.4590250,-0.4590250
-0.4540250,-0.4540250
-0.4490250,-0.4490250
-0.4440250,-0.4440250
-0.4390250,-0.4390250
-0.4340250,-0.4340250
-0.4290250,-0.4290250
-0.4240250,-0.4240250
-0.4190250,-0.4190250
-0.4140250,-0.4140250
-0.4090250,-0.4090250
-0.4040250,-0.4040250
-0.3990250,-0.3990250
-0.3940250,-0.3940250
-0.3890250,-0.3890250
-0.3840250,-0.3840250
-0.3790250,-0.3790250
-0.3740250,-0.3740250
-0.3690250,-0.3690250
-0.3640250,-0.3640250
-0.3590250,-0.3590250
-0.3540250,-0.3540250
-0.3490250,-0.3490250
-0.3440250,-0.3440250
-0.3390250,-0.3390250
-0.3340250,-0.3340250
-0.3290250,-0.3290250
-0.3240250,-0.3240250
-0.3190250,-0.3190250
-0.3140250,-0.3140250
-0.3090250,-0.3090250
-0.3040250,-0.3040250
-0.2990250,-0.2990250
-0.2940250,-0.2940250
-0.2890250,-0.2890250
-0.2840250,-0.2840250
-0.2790250,-0.2790250
-0.2740250,-0.2740250
-0.2690250,-0.2690250
-0.2640250,-0.2640250
-0.2590250,-0.2590250
-0.2540250,-0.2540250
-0.2490250,-0.2490250
-0.2440250,-0.2440250
-0.2390250,-0.2390250
-0.2340250,-0.2340250
-0.2290250,-0.2290250
-0.2240250,-0.2240250
-0.2190250,-0.2190250
-0.2140250,-0.2140250
-0.2090250,-0.2090250
-0.2040250,-0.2040250
-0.1990250,-0.1990250
-0.1940250,-0.1940250
-0.1890250,-0.1890250
-0.1840250,-0.1840250
-0.1790250,-0.1790250
-0.1740250,-0.1740250
-0.1690250,-0.1690250
-0.1640250,-0.1640250
-0.1590250,-0.1590250
-0.1540250,-0.1540250
-0.1490250,-0.1490250
-0.1440250,-0.1440250
-0.1390250,-0.1390250
-0.1340250,-0.1340250
-0.1290250,-0.1290250
-0.1240250,-0.1240250
-0.1190250,-0.1190250
-0.1140250,-0.1140250
-0.1090250,-0.1090250
-0.1040250,-0.1040250
-0.0990250,-0.0990250
-0.0940250,-0.0940250
-0.0890250,-0.0890250
-0.0840250,-0.0840250
-0.0790250,-0.0790250
-0.0740250,-0.0740250
-0.0690250,-0.0690250
-0.0640250,-0.0640250
-0.0590250,-0.0590250
-0.0540250,-0.0540250
-0.0490250,-0.0490250
-0.0440250,-0.0440250
-0.0390250,-0.0390250
-0.0340250,-0.0340250
-0.0290250,-0.0290250
-0.0240250,-0.0240250
-0.0190250,-0.0190250
-0.0140250,-0.0140250
-0.0090250,-0.0090250
-0.0040250,-0.0040250
0.0009750,0.0009750
0.0059750,0.0002250
0.0109750,0.0009250
0.0159750,0.0006250
0.0209750,0.0013250
0.0259750,0.0019750
0.0309750,0.0016750
0.0359750,0.0006250
0.0409750,0.0028750
0.0459750,0.0005750
0.0509750,0.0040750
0.0559750,0.0090750
0.0609750,0.0140750
0.0659750,0.0190750
0.0709750,0.0240750
0.0759750,0.0290750
0.0809750,0.0340750
0.0859750,0.0390750
0.0909750,0.0440750
0.0959750,0.0490750
0.1009750,0.0540750
0.1059750,0.0590750
0.1109750,0.0640750
0.1159750,0.0690750
0.1209750,0.0740750
0.1259750,0.0790750
0.1309750,0.0840750
0.1359750,0.0890750
0.1409750,0.0940750
0.1459750,0.0990750
0.1509750,0.1040750
0.1559750,0.1090750
0.1609750,0.1140750
0.1659750,0.1190750
0.1709750,0.1240750
0.1759750,0.1290750
0.1809750,0.1340750
0.1859750,0.1390750
0.1909750,0.1440750
0.1959750,0.1490750
0.2009750,0.1540750
0.2059750,0.1590750
0.2109750,0.1640750
0.2159750,0.1690750
0.2209750,0.1740750
0.2259750,0.1790750
0.2309750,0.1840750
0.2359750,0.1890750
0.2409750,0.1940750
0.2459750,0.1990750
0.2509750,0.2040750
0.2559750,0.2090750
0.2609750,0.2140750
0.2659750,0.2190750
0.2709750,0.2240750
0.2759750,0.2290750
0.2809750,0.2340750
0.2859750,0.2390750
0.2909750,0.2440750
0.2959750,0.2490750
0.3009750,0.2540750
0.3059750,0.2590750
0.3109750,0.2640750
0.3159750,0.2690750
0.3209750,0.2740750
0.3259750,0.2790750
0.3309750,0.2840750
0.3359750,0.2890750
0.3409750,0.2940750
0.3459750,0.2990750
0.3509750,0.3040750
0.3559750,0.3090750
0.3609750,0.3140750
0.3659750,0.3190750
0.3709750,0.3240750
0.3759750,0.3290750
0.3809750,0.3340750
0.3859750,0.3390750
0.3909750,0.3440750
0.3959750,0.3490750
0.4009750,0.3540750
0.4059750,0.3590750
0.4109750,0.3640750
0.4159750,0.3690750
0.4209750,0.3740750
0.4259750,0.3790750
0.4309750,0.3840750
0.4359750,0.3890750
0.4409750,0.3940750
0.4459750,0.3990750
0.4509750,0.4040750
0.4559750,0.4090750
0.4609750,0.4140750
0.4659750,0.4190750
0.4709750,0.4240750
0.4759750,0.4290750
0.4809750,0.4340750
0.4859750,0.4390750
0.4909750,0.4440750
0.4959750,0.4490750
0.5009750,0.4540750
0.5059750,0.4590750
0.5109750,0.4640750
0.5159750,0.4690750
0.5209750,0.4740750
0.5259750,0.4790750
0.5309750,0.4840750
0.5359750,0.4890750
0.5409750,0.4940750
0.5459750,0.4990750
0.5509750,0.5040750
0.5559750,0.5090750
0.5609750,0.5140750
0.5659750,0.5190750
0.5709750,0.5240750
0.5759750,0.5290750
0.5809750,0.5340750
0.5859750,0.5390750
0.5909750,0.5440750
0.5959750,0.5490750
0.6009750,0.5540750
0.6059750,0.5590750
0.6109750,0.5640750
0.6159750,0.5690750
0.6209750,0.5740750
0.6259750,0.5790750
0.6309750,0.5840750
0.6359750,0.5890750
0.6409750,0.5940750
0.6459750,0.5990750
0.6509750,0.6040750
0.6559750,0.6090750
0.6609750,0.6140750
0.6659750,0.6190750
0.6709750,0.6240750
0.6759750,0.6290750
0.6809750,0.6340750
0.6859750,0.6390750
0.6909750,0.6440750
0.6959750,0.6490750
0.7009750,0.6540750
0.7059750,0.6590750
0.7109750,0.6640750
0.7159750,0.6690750
0.7209750,0.6740750
0.7259750,0.6790750
0.7309750,0.6840750
0.7359750,0.6890750
0.7409750,0.6940750
0.7459750,0.6990750
0.7509750,0.7040750
0.7559750,0.7090750
0.7609750,0.7140750
0.7659750,0.7190750
0.7709750,0.7240750
0.7759750,0.7290750
0.7809750,0.7340750
0.7859750,0.7390750
0.7909750,0.7440750
0.7959750,0.7490750
0.8009750,0.7540750
0.8059750,0.7590750
0.8109750,0.7640750
0.8159750,0.7690750
0.8209750,0.7740750
0.8259750,0.7790750
0.8309750,0.7840750
0.8359750,0.7890750
0.8409750,0.7940750
0.8459750,0.7990750
0.8509750,0.8040750
0.8559750,0.8090750
0.8609750,0.8140750
0.8659750,0.8190750
0.8709750,0.8240750
0.8759750,0.8290750
0.8809750,0.8340750
0.8859750,0.8390750
0.8909750,0.8440750
0.8959750,0.8490750
0.9009750,0.8540750
0.9059750,0.8590750
0.9109750,0.8640750
0.9159750,0.8690750
0.9209750,0.8740750
0.9259750,0.8790750
0.9309750,0.8840750
0.9359750,0.8890750
0.9409750,0.8940750
0.9459750,0.8990750
0.9509750,0.9040750
0.9559750,0.9090750
0.9609750,0.9140750
0.9659750,0.9190750
0.9709750,0.9240750
0.9759750,0.9290750
0.9809750,0.9340750
0.9859750,0.9390750
0.9909750,0.9440750
0.9959750,0.9490750
1.0009750,0.9540750
1.0059750,0.9590750
1.0109750,0.9640750
1.0159750,0.9690750
1.0209750,0.9740750
1.0259750,0.9790750
1.0309750,0.9840750
1.0359750,0.9890750
1.0409750,0.9940750
1.0459750,0.9990750
1.0509750,1.0040750
1.0559750,1.0090750
1.0609750,1.0140750
1.0659750,1.0190750
1.0709750,1.0240750
1.0759750,1.0290750
1.0809750,1.0340750
1.0859750,1.0390750
1.0909750,1.0440750
1.0959750,1.0490750
1.1009750,1.0540750
1.1059750,1.0590750
1.1109750,1.0640750
1.1159750,1.0690750
1.1209750,1.0740750
1.1259750,1.0790750
1.1309750,1.0840750
1.1359750,1.0890750
1.1409750,1.0940750
1.1459750,1.0990750
1.1509750,1.1040750
1.1559750,1.1090750
1.1609750,1.1140750
1.1659750,1.1190750
1.1709750,1.1240750
1.1759750,1.1290750
1.1809750,1.1340750
1.1859750,1.1390750
1.1909750,1.1440750
1.1959750,1.1490750
1.2009750,1.1540750
1.2059750,1.1590750
1.2109750,1.1640750
1.2159750,1.1690750
1.2209750,1.1740750
1.2259750,1.1790750
1.2309750,1.1840750
1.2359750,1.1890750
1.2409750,1.1940750
