# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-0.6372004,-0.6372004,0.0926554,1685.1014966,971.2999817,inf,27.9839957,inf,inf,inf,inf
-0.6322004,-0.6322004,0.0976554,1489.2786611,855.4285229,inf,22.2437125,inf,inf,inf,inf
-0.6272004,-0.6272004,0.1026554,1309.6001195,749.2753615,inf,17.1213797,inf,inf,inf,inf
-0.6222004,-0.6222004,0.1076554,1145.9762098,652.7707137,inf,12.6085682,inf,inf,inf,inf
-0.6172004,-0.6172004,0.1126554,998.0223230,565.6699906,inf,8.6848015,inf,inf,inf,inf
-0.6122004,-0.6122004,0.1176554,865.1202760,487.5912248,inf,5.3198766,inf,inf,inf,inf
-0.6072004,-0.6072004,0.1226554,746.4770815,418.0500606,inf,2.4757665,inf,inf,inf,inf
-0.6022004,-0.6022004,0.1276554,641.1783976,356.4903701,inf,0.1077084,inf,inf,inf,inf
-0.5972004,-0.5972004,0.1326554,548.2348133,302.3100657,inf,-1.8352463,inf,inf,inf,inf
-0.5922004,-0.5922004,0.1376554,466.6200780,254.8831528,inf,-3.4088629,1721.7913927,inf,inf,inf
-0.5872004,-0.5872004,0.1426554,395.3014837,213.5794379,inf,-4.6699320,1477.9470521,inf,inf,inf
-0.5822004,-0.5822004,0.1476554,333.2636582,177.7821453,1820.7670389,-5.6701954,1264.6413983,inf,inf,inf
-0.5772004,-0.5772004,0.1526554,279.5276495,146.9021111,1553.5840253,-6.4512159,1078.7627052,inf,inf,inf
-0.5722004,-0.5722004,0.1576554,233.1668683,120.3871459,1321.5116261,-7.0448712,917.3650118,inf,inf,inf
-0.5672004,-0.5672004,0.1626554,193.3200678,97.7268667,1120.6096356,-7.4801019,777.6970941,inf,inf,inf
-0.5622004,-0.5622004,0.1676554,159.1999441,78.4546229,947.2411335,-7.7886158,657.2186273,inf,inf,inf
-0.5572004,-0.5572004,0.1726554,130.0958359,62.1475967,798.0824823,-8.0018558,553.6054020,inf,inf,inf
-0.5522004,-0.5522004,0.1776554,105.3709526,48.4251476,670.1213308,-8.1436160,464.7457399,inf,inf,inf
-0.5472004,-0.5472004,0.1826554,84.4565928,36.9456611,560.6441359,-8.2288682,388.7314983,inf,inf,inf
-0.5422004,-0.5422004,0.1876554,66.8458943,27.4027884,467.2148848,-8.2677582,323.8485726,inf,inf,inf
-0.5372004,-0.5372004,0.1926554,52.0882858,19.5216081,387.6494084,-8.2670283,268.5714096,inf,inf,inf
-0.5322004,-0.5322004,0.1976554,39.7844868,13.0547172,319.9954447,-8.2296952,221.5611579,inf,inf,inf
-0.5272004,-0.5272004,0.2026554,29.5811709,7.7789738,262.5313897,-8.1571280,181.6599520,inf,inf,inf
-0.5222004,-0.5222004,0.2076554,21.1645920,3.4944429,213.7798662,-8.0524921,147.8739842,inf,inf,inf
-0.5172004,-0.5172004,0.2126554,14.2540930,0.0261569,172.5031208,-7.9222702,119.3479815,inf,inf,inf
-0.5122004,-0.5122004,0.2176554,8.5983391,-2.7733818,137.6608031,-7.7746500,95.3404308,inf,inf,inf
-0.5072004,-0.5072004,0.2226554,3.9765228,-5.0247457,108.3574486,-7.6163981,75.2050488,inf,inf,inf
-0.5022004,-0.5022004,0.2276554,0.2025907,-6.8260951,83.8085735,-7.4492014,58.3775069,inf,inf,inf
-0.4972004,-0.4972004,0.2326554,-2.8736530,-8.2588303,63.3247391,-7.2676234,44.3642462,inf,inf,inf
-0.4922004,-0.4922004,0.2376554,-5.3721897,-9.3930546,46.3019888,-7.0622632,32.7321763,inf,inf,inf
-0.4872004,-0.4872004,0.2426554,-7.3914217,-10.2915910,32.2122143,-6.8259437,23.1011022,inf,inf,inf
-0.4822004,-0.4822004,0.2476554,-9.0151776,-11.0083375,20.5934578,-6.5573428,15.1410544,1585.5671867,inf,inf
-0.4772004,-0.4772004,0.2526554,-10.3172861,-11.5821208,11.0431700,-6.2605929,8.5728527,1343.3876699,inf,inf
-0.4722004,-0.4722004,0.2576554,-11.3622392,-12.0345065,3.2158782,-5.9429909,3.1660378,1136.5707714,inf,inf
-0.4672004,-0.4672004,0.2626554,-12.2014984,-12.3752171,-3.1779535,-5.6128518,-1.2696605,960.0071975,inf,inf
-0.4622004,-0.4622004,0.2676554,-12.8703972,-12.6099955,-8.3774501,-5.2781522,-4.8953453,809.3181619,inf,inf
-0.4572004,-0.4572004,0.2726554,-13.3903635,-12.7454485,-12.5821480,-4.9457886,-7.8494874,680.7528955,inf,inf
-0.4522004,-0.4522004,0.2776554,-13.7750571,-12.7898669,-15.9620569,-4.6212073,-10.2490602,571.1004054,inf,inf
-0.4472004,-0.4472004,0.2826554,-14.0358851,-12.7518092,-18.6616991,-4.3083240,-12.1898084,477.6132583,inf,inf
-0.4422004,-0.4422004,0.2876554,-14.1842747,-12.6389208,-20.8002748,-4.0096666,-13.7487522,397.9417109,inf,inf
-0.4372004,-0.4372004,0.2926554,-14.2312814,-12.4582013,-22.4734733,-3.7266350,-14.9881041,330.0768352,inf,inf
-0.4322004,-0.4322004,0.2976554,-14.1867936,-12.2170191,-23.7585634,-3.4597791,-15.9585312,272.3014487,inf,inf
-0.4272004,-0.4272004,0.3026554,-14.0598037,-11.9237129,-24.7197358,-3.2090365,-16.7014609,223.1477102,inf,inf
-0.4222004,-0.4222004,0.3076554,-13.8593725,-11.5874232,-25.4111392,-2.9739131,-17.2511375,181.3603510,inf,inf
-0.4172004,-0.4172004,0.3126554,-13.5952792,-11.2174762,-25.8783330,-2.7536053,-17.6359695,145.8649352,inf,inf
-0.4122004,-0.4122004,0.3176554,-13.2779605,-10.8227357,-26.1592553,-2.5470732,-17.8786240,115.7411124,inf,inf
-0.4072004,-0.4072004,0.3226554,-12.9179843,-10.4111506,-26.2843278,-2.3530809,-17.9960568,90.2008427,inf,inf
-0.4022004,-0.4022004,0.3276554,-12.5254462,-9.9895381,-26.2760902,-2.1702274,-18.0009110,68.5707002,inf,inf
-0.3972004,-0.3972004,0.3326554,-12.1095191,-9.5635558,-26.1501408,-1.9970013,-17.9039287,50.2762864,1767.9306635,inf
-0.3922004,-0.3922004,0.3376554,-11.6782165,-9.1377873,-25.9179229,-1.8318921,-17.7159539,34.8267969,1517.9318799,inf
-0.3872004,-0.3872004,0.3426554,-11.2383314,-8.7158831,-25.5898481,-1.6735607,-17.4487289,21.7997299,1301.7772786,inf
-0.3822004,-0.3822004,0.3476554,-10.7954913,-8.3007140,-25.1771703,-1.5209968,-17.1146837,10.8283232,1114.8222229,inf
-0.3772004,-0.3772004,0.3526554,-10.3542731,-7.8945176,-24.6923355,-1.3735586,-16.7262908,1.5946124,953.0742339,inf
-0.3722004,-0.3722004,0.3576554,-9.9183418,-7.4990246,-24.1484170,-1.2308700,-16.2954247,-6.1724006,813.0994792,inf
-0.3672004,-0.3672004,0.3626554,-9.4905900,-7.1155622,-23.5583143,-1.0927029,-15.8329159,-12.6983071,691.9428776,inf
-0.3622004,-0.3622004,0.3676554,-9.0732668,-6.7451284,-22.9340916,-0.9590042,-15.3483215,-18.1689812,587.0598212,inf
