# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.5180625,-1.5180625,-1.5088005,23242.9584004,13915.6042475,108712.0480847,807.5525115,75841.0546187,1848693.2885107,22774107.6539394,181200752.9863726
-1.5130625,-1.5130625,-1.5038005,23658.5488335,14167.0594496,110623.7580171,824.4622892,77175.7760383,1880724.0065351,23167579.7604814,184329112.0782393
-1.5080625,-1.5080625,-1.4988005,24930.2197098,14936.5062660,116473.2360411,876.2193361,81259.7824743,1978729.1925609,24371489.3736739,193900962.4013592
-1.5030625,-1.5030625,-1.4938005,27067.9949308,16230.0559469,126306.0300222,963.2747707,88124.8933291,2143463.4784907,26395086.3977273,209989805.4463670
-1.4980625,-1.4980625,-1.4888005,30085.7080626,18056.1520855,140184.8806021,1086.2602512,97814.9427296,2375964.5314863,29251085.7081716,232696667.1279079
-1.4930625,-1.4930625,-1.4838005,33931.4373939,20383.4133497,157870.5333037,1243.0951342,110162.9013370,2672217.3406151,32890151.1658360,261629262.5604403
-1.4880625,-1.4880625,-1.4788005,37140.6362079,22322.0238946,172670.8702170,1370.7420890,120494.9627130,2920774.5311441,35944845.5310039,285918864.3804644
-1.4830625,-1.4830625,-1.4738005,36760.5501083,22095.5209979,170880.3031082,1358.5238746,119246.2248494,2890133.8583807,35566936.3930312,282911144.0208648
-1.4780625,-1.4780625,-1.4688005,34759.7190717,20886.0372284,161662.7793911,1278.1699405,112811.1729179,2735485.9126854,33666715.9359598,267802147.6290275
-1.4730625,-1.4730625,-1.4638005,32116.8790322,19288.8349587,149483.1213803,1172.3789167,104308.3085149,2531072.3561060,31154844.9278715,247829477.9637583
-1.4680625,-1.4680625,-1.4588005,29543.3177512,17739.9279291,137544.6302019,1075.3741554,95976.4024649,2329523.8693236,28675389.0280405,228108837.6738312
-1.4630625,-1.4630625,-1.4538005,24380.5849344,14618.9062067,113763.1096838,867.8523738,79373.6726691,1930553.3815694,23773131.0709483,189130201.0985378
-1.4580625,-1.4580625,-1.4488005,19374.9918909,11600.0193069,90618.6652416,673.3269261,63218.5925251,1540976.2735345,18983259.0466739,151038954.6922175
-1.4530625,-1.4530625,-1.4438005,14820.9744934,8848.4547558,69623.2416941,491.6495347,48561.5309039,1188484.7408417,14651492.6111867,116595143.0192615
-1.4480625,-1.4480625,-1.4388005,11599.2326128,6901.0685260,54779.6266436,362.3821208,38198.7735596,939421.1335420,11591094.4733719,92261251.3291782
-1.4430625,-1.4430625,-1.4338005,9465.2185093,5611.8584737,44939.0488386,277.4108694,31329.0631138,774175.9598984,9560321.9397895,76113516.3565805
-1.4380625,-1.4380625,-1.4288005,8055.7743740,4760.8572622,38433.8653601,221.7378721,26787.9855544,664851.4939659,8216576.6590737,65428269.7498035
-1.4330625,-1.4330625,-1.4238005,7136.5331721,4206.1431036,34187.4104349,200.1096931,23823.7850072,593429.7154565,7338572.3615700,58446245.9878565
-1.4280625,-1.4280625,-1.4188005,6557.0150935,3856.6153206,31508.1119570,177.6342209,21953.5972292,548332.9254271,6784108.8436888,54036907.4580629
-1.4230625,-1.4230625,-1.4138005,6223.2928110,3655.4231582,29964.1429082,164.7704236,20875.9204802,522329.4575613,6464359.3000275,51494040.7262167
-1.4180625,-1.4180625,-1.4088005,6081.6975381,3570.0887201,29308.6922092,159.3389476,20418.4335642,511284.9690188,6328538.9050216,50413878.1478317
-1.4130625,-1.4130625,-1.4038005,6109.8303148,3587.0585716,29438.7349943,160.4306978,20509.2060431,513473.4292360,6355445.0941212,50627846.2843864
-1.4080625,-1.4080625,-1.3988005,6312.8813208,3709.4728412,30378.1486567,168.2558612,21164.9085948,529294.9442453,6549992.9491220,52175023.4260970
-1.4030625,-1.4030625,-1.3938005,6724.4554225,3957.6655983,32281.4997009,184.1777403,22493.4572791,561339.0438474,6943992.2491239,55308316.8701172
-1.3980625,-1.3980625,-1.3888005,7412.0845256,4372.5060090,35459.3290557,210.9381991,24711.6696653,614807.2539067,7601335.8761327,60535708.8737711
-1.3930625,-1.3930625,-1.3838005,8488.6372178,5022.3143316,40430.4839596,238.9304251,28181.8070813,698387.6075713,8628737.0333733,68705613.3383141
-1.3880625,-1.3880625,-1.3788005,10132.1896249,6014.9076204,48013.2472828,304.0762013,33475.2086602,825777.3267410,10194424.2756630,81155493.1656667
-1.3830625,-1.3830625,-1.3738005,12618.9804913,7517.5788318,59476.4508256,403.4123818,41477.8118850,1018207.4527802,12559137.4062335,99958262.5767285
-1.3780625,-1.3780625,-1.3688005,16363.4853612,9781.0010284,76727.9834367,553.0239531,53521.6268482,1307664.5109533,16115852.5472592,128238433.2655221
-1.3730625,-1.3730625,-1.3638005,21482.1470590,12874.9696946,100311.4881837,754.5473835,69985.9488077,1703378.7020724,20978242.6298403,166900366.9502485
-1.3680625,-1.3680625,-1.3588005,25988.1189414,15589.3074625,121185.0371718,931.1593707,84554.6201948,2055323.0655610,25306809.9145089,201325955.0518215
-1.3630625,-1.3630625,-1.3538005,30431.0921290,18269.6979190,141718.1067843,1104.5888032,98887.2620783,2400811.4287924,29554318.4927603,235103487.0162585
-1.3580625,-1.3580625,-1.3488005,32753.1114123,19674.1748074,152405.1131993,1198.6256505,106348.5459056,2579959.5581142,31755218.2344733,252602493.3721586
-1.3530625,-1.3530625,-1.3438005,34774.7571541,20894.4422575,161740.3872248,1278.1326180,112865.0766260,2736914.1363721,33684562.9779618,267944662.4354445
-1.3480625,-1.3480625,-1.3388005,37474.7704109,22528.6678363,174153.5030485,1388.5239172,121531.9202241,2944791.2675789,36237921.8982781,288245019.0207068
-1.3430625,-1.3430625,-1.3338005,35615.1300864,21399.4767690,165647.8706118,1309.1097622,115591.8204765,2803017.7484997,34498092.1363172,274415816.0972413
-1.3380625,-1.3380625,-1.3288005,31423.6731807,18866.5620564,146328.9625072,1141.5114021,102104.9807341,2478748.8473132,30513332.0120663,242731572.1813768
-1.3330625,-1.3330625,-1.3238005,28003.7334548,16797.1134295,130599.6706428,1002.1756670,91122.9933969,2215240.5265617,27276425.5287398,216996235.7610956
-1.3280625,-1.3280625,-1.3188005,25441.4566801,15246.7079686,118814.2833522,897.8395868,82894.6135025,2017792.1539664,24850965.6141396,197712329.3399911
-1.3230625,-1.3230625,-1.3138005,23741.1093025,14217.8978479,110992.7818667,828.6493781,77433.7797490,1886743.9093645,23241143.8641557,184913204.9453167
-1.3180625,-1.3180625,-1.3088005,22889.4600723,13702.6161437,107075.0474871,794.0093380,74698.4935522,1821099.8008288,22434752.0174513,178501853.6554773
-1.3130625,-1.3130625,-1.3038005,22878.9630216,13696.2651607,107026.7573974,793.5825214,74664.7784087,1820290.6421425,22424812.0045997,178422823.8103635
-1.3080625,-1.3080625,-1.2988005,23709.5212658,14198.7858791,110847.4707840,827.3646124,77332.3263889,1884309.1210841,23211234.1748025,184675402.9842353
-1.3030625,-1.3030625,-1.2938005,25388.5088026,15214.6711717,118570.7287735,895.6848376,82724.5679227,2013711.4687967,24800837.7907172,197313780.9082467
-1.2980625,-1.2980625,-1.2888005,27929.0501608,16751.9227025,130256.1675043,999.1339145,90883.1644011,2209485.7186115,27205733.6482342,216434192.2037802
-1.2930625,-1.2930625,-1.2838005,31329.3178273,18809.4634529,145895.0312896,1137.6643634,101802.0143828,2471479.8732067,30424042.0579457,242021666.4798238
-1.2880625,-1.2880625,-1.2788005,35541.8296046,21358.7787070,165266.2940022,1307.4691644,115326.8882386,2795951.0706974,34409691.3537635,273709712.4789122
-1.2830625,-1.2830625,-1.2738005,37570.0106056,22586.3251065,174591.2214742,1390.4042721,121837.5401570,2952119.4033160,36327928.4549753,288960601.3946981
-1.2780625,-1.2780625,-1.2688005,34818.5087693,20920.9166876,161941.6162739,1279.9149442,113005.5720447,2740285.3102138,33725974.1945981,268273906.4971319
-1.2730625,-1.2730625,-1.2638005,32832.9376878,19722.4786672,152772.2576358,1201.8779216,106604.8813735,2586110.2283778,31830772.3851755,253203193.9391467
-1.2680625,-1.2680625,-1.2588005,30470.0389930,18293.2477620,141897.4460943,1106.1593066,99012.4674178,2403819.0560122,29591271.4308232,235397300.4347677
-1.2630625,-1.2630625,-1.2538005,26104.8808287,15659.9473693,121722.2312346,935.9032321,84929.6763758,2064333.8925810,25417537.0846203,202206382.3058600
-1.2580625,-1.2580625,-1.2488005,21638.9046524,12969.8035627,101032.7306218,758.2856101,70489.5019603,1715465.5495968,21126725.7490496,168080916.0287289
-1.2530625,-1.2530625,-1.2438005,16476.3363210,9849.2453067,77247.5434101,557.1880352,53884.3593725,1316376.5260894,16222888.8202886,129089474.0713708
-1.2480625,-1.2480625,-1.2388005,12695.2567049,7563.6834684,59827.8877863,406.4722634,41723.1599484,1024104.3896675,12631596.9773992,100534404.9527075
-1.2430625,-1.2430625,-1.2338005,10182.6808278,6045.4111951,48246.0699728,306.0872048,33637.7424973,829686.8258334,10242469.6120924,81537526.2366094
-1.2380625,-1.2380625,-1.2288005,8521.9156993,5042.4089422,40584.0592935,240.2463865,28289.0141423,700968.2685767,8660456.1642074,68957837.3859822
-1.2330625,-1.2330625,-1.2238005,7433.6867523,4385.5441438,35559.0928585,211.7840575,24781.3098445,616484.7713764,7621956.9812143,60699688.9893668
-1.2280625,-1.2280625,-1.2188005,6737.9332210,3965.7974461,32343.7765022,184.7031177,22536.9285288,562386.7258031,6956872.2062461,55410741.3999566
-1.2230625,-1.2230625,-1.2138005,6320.4413538,3714.0339566,30413.0841897,168.5503712,21189.2946458,529882.7084857,6557218.8892985,52232486.0603024
-1.2180625,-1.2180625,-1.2088005,6112.7135046,3588.7998719,29452.0363836,160.5447045,20518.4915434,513696.8820012,6358191.4251447,50649684.2477504
-1.2130625,-1.2130625,-1.2038005,6080.3849425,3569.3012730,29302.5722990,159.2919579,20414.1634821,511181.1863096,6327261.0757937,50403712.5541950
-1.2080625,-1.2080625,-1.1988005,6217.5835337,3651.9854046,29937.6776509,164.5542824,20857.4496601,521882.9580436,6458867.1371469,51450359.5786594
-1.2030625,-1.2030625,-1.1938005,6545.9932079,3849.9730267,31457.0886792,177.2117514,21917.9844393,547473.1344620,6773535.4140610,53952818.1171171
-1.1980625,-1.1980625,-1.1888005,7118.4165152,4195.2177124,34103.6342482,199.4085067,23765.3086230,592019.3736445,7321231.6505802,58308343.7638986
-1.1930625,-1.1930625,-1.1838005,8027.6120688,4743.8625455,38303.7718058,220.6341266,26697.1747979,662663.4732603,8189678.9197144,65214375.0401691
