# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.0973057,-1.0973057,-0.9860080,346.2078157,82.0757942,1505.9881239,15.3905932,1061.5422893,315.4353037,343.3007132,405.3577771,262.0084658,330.6131281,66.4508637,1490.3471267,4.0520972,1045.9012095,299.9075937,328.7080129,389.7395841,246.4929560
-1.0923057,-1.0923057,-0.9810080,377.4676255,112.6924802,1695.7463766,16.1591438,1159.6705821,329.4674182,389.3996646,442.4723950,284.9626264,362.9888956,97.1005729,1680.1053247,5.1473023,1144.4250731,313.8313029,374.5194542,427.9053951,270.6311343
-1.0873057,-1.0873057,-0.9760080,352.7971461,99.9015832,1642.9904493,15.6909606,1089.4473002,295.1208479,395.9772692,413.4125137,266.4756440,338.0933362,84.2606993,1627.3590377,4.2222834,1074.0018583,279.4830758,381.9326117,398.5575437,252.0699233
-1.0823057,-1.0823057,-0.9710080,312.7031813,74.7005403,1469.3656127,14.4729902,972.2521414,255.6612474,356.4473387,366.1380937,236.6801663,298.6844273,59.0595221,1453.7245155,2.2212542,957.9148047,240.0234396,340.8090052,352.1007926,222.6880941
-1.0773057,-1.0773057,-0.9660080,282.9806639,56.3700730,1342.1541067,13.2694056,883.7339038,227.0403614,326.1523478,331.0482759,214.5686001,268.1546507,40.7300642,1326.5130074,0.6945502,868.2288873,211.4070728,310.5124131,316.1111074,199.9262186
-1.0723057,-1.0723057,-0.9610080,262.2664971,43.8576409,1254.2347050,12.3474345,821.8066996,207.6103404,305.2429921,306.5490466,199.2097548,247.0377419,28.2240907,1238.5936057,-0.3769088,806.1806664,191.9865000,289.6024409,291.2176759,184.1822301
-1.0673057,-1.0673057,-0.9560080,249.3933010,36.3240067,1199.9680875,11.7392353,783.4424344,196.0613901,292.3553478,291.3090506,189.6918880,233.9670558,20.7128607,1184.3269881,-1.0416073,767.8033413,180.4577288,276.7145347,275.8094439,174.4372086
-1.0623057,-1.0623057,-0.9510080,243.3965176,33.1111481,1174.9254136,11.3913019,765.6229154,191.3591703,286.4198987,284.1971579,185.2837773,227.8713816,17.5456075,1159.2843142,-1.3585111,749.9821266,175.7952465,270.7789560,268.6236267,169.8924987
-1.0573057,-1.0573057,-0.9460080,243.4949597,33.7247553,1175.6574197,11.2020561,765.9328521,192.6991367,286.6052707,284.2865754,185.4043591,227.9183848,18.2153716,1160.0163203,-1.3727253,750.2918068,177.1984678,270.9642553,268.6790358,169.9275425
-1.0523057,-1.0523057,-0.9410080,249.0725347,37.8021975,1199.5042707,11.0591423,782.5040682,199.4615124,292.2714819,290.8452198,189.5975569,233.4681580,22.3308166,1183.8631713,-1.1182229,766.8629791,184.0475145,276.6308538,275.2213238,174.0652488
-1.0473057,-1.0473057,-0.9360080,255.8823254,45.0638243,1204.3210226,10.8974540,805.5701049,211.1545304,281.0049235,299.1566048,194.2315885,241.0503731,29.5929296,1188.9206674,-0.6442063,790.0197103,195.8666298,265.7511452,284.1595332,179.7182687
-1.0423057,-1.0423057,-0.9310080,235.4089775,55.2788481,1111.4608188,10.7260757,742.9088508,207.2859732,257.9348230,274.8687866,179.2102867,220.1133416,39.7757251,1097.0969900,-1.6457925,727.2752647,191.6504764,242.5031944,259.4781481,164.1083902
-1.0373057,-1.0373057,-0.9260080,222.0417068,68.2258031,1049.7306120,10.5906139,703.1925726,194.7340138,243.0031183,259.1600740,169.1877105,206.9317717,52.7102423,1034.3112240,-2.2650159,687.5809351,179.1005222,227.4937455,243.9392020,154.2806978
