# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.2374515,-1.2374515,-1.2902320,12992.2392194,6645.5881531,52600.7861457,811.5187819,36460.5483454,12285.2993614,13416.2544510,15315.7557257,9686.5344360
-1.2324515,-1.2324515,-1.2852320,13262.3708844,6763.8684701,53663.9402254,829.3172686,37210.2852424,12480.6918018,13686.1967850,15634.1974143,9887.9346436
-1.2274515,-1.2274515,-1.2802320,14166.5134010,7303.6848843,57222.5894234,888.7223351,39719.2319085,13314.0466710,14590.1649620,16700.0356960,10562.0299611
-1.2224515,-1.2224515,-1.2752320,15729.7696676,8276.6337284,63453.9482173,990.4010315,44060.7963684,14816.1009612,16173.1937122,18542.8628416,11727.5361839
-1.2174515,-1.2174515,-1.2702320,17827.6367084,9717.8645529,71474.2541132,1108.6241057,49895.5397715,17017.6075319,18158.5480332,21015.9099122,13291.6284847
-1.2124515,-1.2124515,-1.2652320,16427.3707887,9342.0771723,66770.7679125,1006.7076744,46596.7230476,16057.2532294,16701.3714865,19365.2221119,12247.6418537
-1.2074515,-1.2074515,-1.2602320,15969.4065313,8836.2102697,64949.2244786,977.3816331,45303.4844093,15549.2876318,16246.8428144,18825.3560751,11906.2005922
-1.2024515,-1.2024515,-1.2552320,16354.6853509,8876.1979336,66434.6659452,995.8671811,46342.7479684,15604.1551140,16635.5396436,19279.5376975,12193.4502718
-1.1974515,-1.1974515,-1.2502320,17130.2876906,9341.5992307,70645.2146256,1045.2915100,48698.9783669,16315.7538974,17718.7238763,20193.8478310,12771.7107737
-1.1924515,-1.1924515,-1.2452320,18308.3034322,9994.7907097,75163.0049418,1130.3748308,51698.6822405,17436.6343612,19164.6823193,21582.5384973,13649.9958680
-1.1874515,-1.1874515,-1.2402320,17976.0582438,9798.8997229,74149.4994087,1105.1246781,50981.4559081,17113.3176557,18838.7988320,21190.8749773,13402.2861080
-1.1824515,-1.1824515,-1.2352320,18471.9164993,10114.0481377,76510.0773073,1124.2259766,52638.1881996,17618.9166069,19324.9163918,21775.4119295,13771.9797371
-1.1774515,-1.1774515,-1.2302320,19714.3034967,10904.5668817,81979.8199924,1187.4273735,56479.5485321,18872.0171982,20556.5897952,23239.9859299,14698.2576658
-1.1724515,-1.1724515,-1.2252320,21674.6667989,12147.4354911,90529.1293412,1290.3425639,62480.7897311,20844.2427294,22505.0908684,25550.9382580,16159.8322499
-1.1674515,-1.1674515,-1.2202320,24377.1409110,13851.3711833,102377.2538995,1430.8397727,70790.5456180,23559.9185393,25194.3632827,28736.7196046,18174.6972864
-1.1624515,-1.1624515,-1.2152320,27907.0573998,16060.9689602,118049.2544462,1608.9062342,81769.8220990,27104.5823175,28709.5324821,32897.9221319,20806.4728447
-1.1574515,-1.1574515,-1.2102320,32432.0242678,18868.1565275,133150.4771142,1826.9225879,93875.4164786,31646.0638345,33168.9546358,38232.1286567,24180.1212704
-1.1524515,-1.1524515,-1.2052320,33928.5695318,21984.2432829,135648.1021595,2074.8866012,95639.9620498,34011.2156820,33845.9233816,39996.3142839,25295.8902298
-1.1474515,-1.1474515,-1.2002320,35467.0681521,22983.0880207,141579.1125294,2224.2164105,99823.3099028,35546.8207337,35387.3155705,41809.9561554,26442.9380646
-1.1424515,-1.1424515,-1.1952320,37594.1922189,24361.3481253,149864.1951262,2368.4828455,105664.5172348,37671.2014008,37517.1830369,44317.4925435,28028.8433250
-1.1374515,-1.1374515,-1.1902320,40096.3476013,25980.5900895,159668.4473465,2536.2372766,112574.9312411,40170.9153293,40021.7798733,47267.1303987,29894.3581040
-1.1324515,-1.1324515,-1.1852320,42795.9917732,27725.6863673,170299.1699242,2715.5244097,120066.1058794,42868.5537350,42723.4298114,50449.5757020,31907.1132415
-1.1274515,-1.1274515,-1.1802320,43373.8371417,27402.2236620,173774.8338738,2737.5328797,122020.0093021,43113.2265093,43634.4477741,51130.7622444,32337.9334386
-1.1224515,-1.1224515,-1.1752320,41413.7524649,26145.6077440,165817.5268549,2614.9063836,116421.8738980,41152.6241529,41674.8807770,48820.1383708,30876.5665873
-1.1174515,-1.1174515,-1.1702320,39290.2442875,24779.9727543,157292.8767048,2479.0796425,110420.9584795,39029.3054798,39551.1830952,46316.8645334,29293.3572006
-1.1124515,-1.1124515,-1.1652320,37106.0605903,23372.3685132,148594.6090903,2337.1843323,104295.2529407,36845.9434579,37366.1777226,43742.0640389,27664.9103840
-1.1074515,-1.1074515,-1.1602320,34979.6235981,21999.8740880,140179.6002878,2197.3460727,98367.1658117,34720.8645054,35238.3826908,41235.3376011,26079.5173811
-1.1024515,-1.1024515,-1.1552320,33047.9457332,20751.5034274,132579.1097777,2068.8855739,93011.4560675,32790.9654679,33304.9259984,38958.2007795,24639.3296011
-1.0974515,-1.0974515,-1.1502320,31474.5462861,19728.5222806,126429.5861018,1962.8560715,88676.9683157,31219.6313530,31729.4612193,37103.4164593,23466.2609970
-1.0924515,-1.0924515,-1.1452320,30464.9553924,18851.7160957,122533.2051944,1849.5732621,85929.3339461,30212.2403572,30717.6704276,35913.2715389,22713.5472582
