# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.7500000,0.0000000,-0.0138226,187305.3604161,118148.8435363,751151.3573169,11742.8416614,527386.9387649,186139.5339285,188471.1869036,220802.8268109,139647.9693052,187305.3604161,118148.8435363,751151.3573169,11742.8416614,527386.9387649,186139.5339285,188471.1869036,220802.8268109,139647.9693052
0.7550000,0.0050000,-0.0088226,165564.3881831,104148.8939744,664364.8205730,10365.6097927,466257.1067930,164396.8593421,166731.9170240,195173.7251344,123438.7021688,165564.3881831,104148.8939744,664364.8205730,10365.6097927,466257.1067930,164396.8593421,166731.9170240,195173.7251344,123438.7021688
0.7600000,0.0100000,-0.0038226,144791.3696100,90772.8887813,581434.1642663,9050.6092622,407843.4299317,143622.1443126,145960.5949075,170685.6847914,107951.1055853,144791.3696100,90772.8887813,581434.1642663,9050.6092622,407843.4299317,143622.1443126,145960.5949075,170685.6847914,107951.1055853
0.7650000,0.0150000,0.0011774,125369.9578319,78267.8335272,503890.8078152,7822.1569715,353224.5583492,124199.0436787,126540.8719851,147790.9709842,93471.2171836,125369.9578319,78267.8335272,503890.8078152,7822.1569715,353224.5583492,124199.0436787,126540.8719851,147790.9709842,93471.2171836
0.7700000,0.0200000,0.0061774,107557.5501544,66799.4067697,432762.6353331,6696.5184260,303124.4643467,106384.9565555,108730.1437533,126793.0136446,80190.9429027,107557.5501544,66799.4067697,432762.6353331,6696.5184260,303124.4643467,106384.9565555,108730.1437533,126793.0136446,80190.9429027
0.7750000,0.0250000,0.0111774,91497.1556593,56459.6093331,368621.2756143,5682.6701845,257945.7470082,90322.8939417,92671.4173769,107860.3974272,68216.9050402,91497.1556593,56459.6093331,368621.2756143,5682.6701845,257945.7470082,90322.8939417,92671.4173769,107860.3974272,68216.9050402
0.7800000,0.0300000,0.0161774,77234.8462782,47278.0095336,311651.6567450,4783.4176363,217818.6263222,76058.9297945,78410.7627619,91047.4337128,57583.4531291,77234.8462782,47278.0095336,311651.6567450,4783.4176363,217818.6263222,76058.9297945,78410.7627619,91047.4337128,57583.4531291
0.7850000,0.0350000,0.0211774,64739.7875783,39234.6491972,261731.8588225,3996.6762067,182657.1907007,63562.2318169,65917.3433396,76317.7736754,48267.5981535,64739.7875783,39234.6491972,261731.8588225,3996.6762067,182657.1907007,63562.2318169,65917.3433396,76317.7736754,48267.5981535
0.7900000,0.0400000,0.0261774,53924.4079158,32273.0377443,218513.5296896,3316.7601395,152216.0406788,52745.2306112,55103.5852204,63568.1844634,40204.0499252,53924.4079158,32273.0377443,218513.5296896,3316.7601395,152216.0406788,52745.2306112,55103.5852204,63568.1844634,40204.0499252
0.7950000,0.0450000,0.0311774,44662.9636006,26312.1120024,181495.9148461,2735.5677365,126142.4342012,43482.1848438,45843.7423575,52650.4345357,33299.0585861,44662.9636006,26312.1120024,181495.9148461,2735.5677365,126142.4342012,43482.1848438,45843.7423575,52650.4345357,33299.0585861
