# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.0123956,0.0123956,0.0000001,19917.1786547,19917.1786547
0.0223956,0.0223956,0.0100001,19137.6802749,19137.6802749
0.0323956,0.0323956,0.0200001,18515.2654661,18515.2654661
0.0423956,0.0423956,0.0300001,18248.8051442,18248.8051442
0.0523956,0.0523956,0.0400001,17785.0608247,17785.0608247
0.0623956,0.0623956,0.0500001,17222.5836889,17222.5836889
0.0723956,0.0723956,0.0600001,17198.8377295,17198.8377295
0.0823956,0.0823956,0.0700001,13677.1526938,13677.1526938
0.0923956,0.0923956,0.0800001,10147.0705807,10147.0705807
0.1023956,0.1023956,0.0900001,7385.2562123,7385.2562123
0.1123956,0.1123956,0.1000001,5287.6048248,5287.6048248
0.1223956,0.1223956,0.1100001,3732.7568530,3732.7568530
0.1323956,0.1323956,0.1200001,2603.0176254,2603.0176254
0.1423956,0.1423956,0.1300001,1814.3277995,1795.4019438
0.1523956,0.1523956,0.1400001,1244.5807862,1225.6549305
0.1623956,0.1623956,0.1500001,846.9657733,828.0399176
0.1723956,0.1723956,0.1600001,571.9519345,553.0261160
0.1823956,0.1823956,0.1700001,383.1792962,364.2578099
0.1923956,0.1923956,0.1800001,254.4147595,235.5743785
0.2023956,0.2023956,0.1900001,166.8099206,148.4333881
0.2123956,0.2123956,0.2000001,107.0523304,89.8418399
0.2223956,0.2223956,0.2100001,66.3039531,50.7737522
0.2323956,0.2323956,0.2200001,38.7180937,24.9995529
0.2423956,0.2423956,0.2300001,20.2509555,8.2405648
0.2523956,0.2523956,0.2400001,8.0620168,-2.4311834
0.2623956,0.2623956,0.2500001,0.0958700,-9.0136385
0.2723956,0.2723956,0.2600001,-5.0879057,-12.8668808
0.2823956,0.2823956,0.2700001,-8.3643064,-14.9146921
0.2923956,0.2923956,0.2800001,-10.2541572,-15.7829834
0.3023956,0.3023956,0.2900001,-11.1331747,-15.8945672
0.3123956,0.3123956,0.3000001,-11.3060990,-15.5339149
0.3223956,0.3223956,0.3100001,-11.0153795,-14.8913547
0.3323956,0.3323956,0.3200001,-10.4414851,-14.0932223
0.3423956,0.3423956,0.3300001,-9.7105585,-13.2224241
0.3523956,0.3523956,0.3400001,-8.9067626,-12.3324627
0.3623956,0.3623956,0.3500001,-8.0881663,-11.4581848
0.3723956,0.3723956,0.3600001,-7.3296682,-10.6180810
0.3823956,0.3823956,0.3700001,-6.8088474,-9.8238369
0.3923956,0.3923956,0.3800001,-6.7004118,-9.0812960
0.4023956,0.4023956,0.3900001,-6.8559324,-8.6027482
0.4123956,0.4123956,0.4000001,-6.9873668,-8.7783708
0.4223956,0.4223956,0.4100001,-6.9621807,-8.6706842
0.4323956,0.4323956,0.4200001,-6.7777629,-8.3844611
0.4423956,0.4423956,0.4300001,-6.4764674,-7.9927957
0.4523956,0.4523956,0.4400001,-6.1051298,-7.5490734
0.4623956,0.4623956,0.4500001,-5.7105991,-7.0923868
0.4723956,0.4723956,0.4600001,-5.3648891,-6.6328161
0.4823956,0.4823956,0.4700001,-5.1620500,-6.1841332
0.4923956,0.4923956,0.4800001,-5.1139142,-6.4022725
0.5023956,0.5023956,0.4900001,-5.1203850,-6.8057830
0.5123956,0.5123956,0.5000001,-5.0825343,-6.8834957
0.5223956,0.5223956,0.5100001,-4.9633616,-6.7606748
0.5323956,0.5323956,0.5200001,-4.7708754,-6.5127448
0.5423956,0.5423956,0.5300001,-4.5292085,-6.1934687
0.5523956,0.5523956,0.5400001,-4.2622943,-5.8487331
0.5623956,0.5623956,0.5500001,-3.9883033,-5.4874975
0.5723956,0.5723956,0.5600001,-3.7192311,-5.1287350
0.5823956,0.5823956,0.5700001,-3.4621774,-4.7777850
0.5923956,0.5923956,0.5800001,-3.2208296,-4.4426025
0.6023956,0.6023956,0.5900001,-2.9966732,-4.1272644
0.6123956,0.6123956,0.6000001,-2.7898553,-3.8334426
0.6223956,0.6223956,0.6100001,-2.5997599,-3.5613678
0.6323956,0.6323956,0.6200001,-2.4253731,-3.3104301
0.6423956,0.6423956,0.6300001,-2.2655068,-3.0795536
0.6523956,0.6523956,0.6400001,-2.1189305,-2.8675176
0.6623956,0.6623956,0.6500001,-1.9844457,-2.6728176
0.6723956,0.6723956,0.6600001,-1.8609247,-2.4940524
0.6823956,0.6823956,0.6700001,-1.7473287,-2.3298709
0.6923956,0.6923956,0.6800001,-1.6427122,-2.1789978
0.7023956,0.7023956,0.6900001,-1.5462225,-2.0402723
0.7123956,0.7123956,0.7000001,-1.4570932,-1.9127481
0.7223956,0.7223956,0.7100001,-1.3746381,-1.7951743
0.7323956,0.7323956,0.7200001,-1.2982432,-1.6866727
0.7423956,0.7423956,0.7300001,-1.2273591,-1.5864400
0.7523956,0.7523956,0.7400001,-1.1614945,-1.4937450
0.7623956,0.7623956,0.7500001,-1.1002090,-1.4079239
0.7723956,0.7723956,0.7600001,-1.0431080,-1.3283751
0.7823956,0.7823956,0.7700001,-0.9898369,-1.2545545
0.7923956,0.7923956,0.7800001,-0.9400769,-1.1859695
0.8023956,0.8023956,0.7900001,-0.8935408,-1.1221752
0.8123956,0.8123956,0.8000001,-0.8499694,-1.0627689
0.8223956,0.8223956,0.8100001,-0.8091284,-1.0073993
0.8323956,0.8323956,0.8200001,-0.7708056,-0.9557216
0.8423956,0.8423956,0.8300001,-0.7348087,-0.9074371
0.8523956,0.8523956,0.8400001,-0.7009627,-0.8622750
0.8623956,0.8623956,0.8500001,-0.6691086,-0.8199895
0.8723956,0.8723956,0.8600001,-0.6391014,-0.7803573
0.8823956,0.8823956,0.8700001,-0.6108088,-0.7431750
0.8923956,0.8923956,0.8800001,-0.5841099,-0.7082576
0.9023956,0.9023956,0.8900001,-0.5588937,-0.6754365
0.9123956,0.9123956,0.9000001,-0.5350589,-0.6445575
0.9223956,0.9223956,0.9100001,-0.5125122,-0.6154801
0.9323956,0.9323956,0.9200001,-0.4911678,-0.5880754
0.9423956,0.9423956,0.9300001,-0.4709470,-0.5622255
0.9523956,0.9523956,0.9400001,-0.4517771,-0.5378223
0.9623956,0.9623956,0.9500001,-0.4335910,-0.5147664
0.9723956,0.9723956,0.9600001,-0.4163266,-0.4929668
0.9823956,0.9823956,0.9700001,-0.3999269,-0.4723394
0.9923956,0.9923956,0.9800001,-0.3843386,-0.4528070
1.0023956,1.0023956,0.9900001,-0.3695128,-0.4342982
1.0123956,1.0123956,1.0000001,-0.3554036,-0.4167473
1.0223956,1.0223956,1.0100001,-0.3419689,-0.4000936
1.0323956,1.0323956,1.0200001,-0.3291692,-0.3842809
1.0423956,1.0423956,1.0300001,-0.3169680,-0.3692570
1.0523956,1.0523956,1.0400001,-0.3053310,-0.3549738
1.0623956,1.0623956,1.0500001,-0.2942265,-0.3413866
1.0723956,1.0723956,1.0600001,-0.2836249,-0.3284539
1.0823956,1.0823956,1.0700001,-0.2734984,-0.3161371
1.0923956,1.0923956,1.0800001,-0.2638211,-0.3044003
1.1023956,1.1023956,1.0900001,-0.2545689,-0.2932101
1.1123956,1.1123956,1.1000001,-0.2457190,-0.2825354
1.1223956,1.1223956,1.1100001,-0.2372502,-0.2723473
1.1323956,1.1323956,1.1200001,-0.2291428,-0.2626186
1.1423956,1.1423956,1.1300001,-0.2213778,-0.2533241
1.1523956,1.1523956,1.1400001,-0.2139380,-0.2444401
1.1623956,1.1623956,1.1500001,-0.2068067,-0.2359445
1.1723956,1.1723956,1.1600001,-0.1999686,-0.2278167
1.1823956,1.1823956,1.1700001,-0.1934090,-0.2200372
1.1923956,1.1923956,1.1800001,-0.1871143,-0.2125879
1.2023956,1.2023956,1.1900001,-0.1810716,-0.2054518
1.2123956,1.2123956,1.2000001,-0.1752687,-0.1986128
1.2223956,1.2223956,1.2100001,-0.1696941,-0.1920560
1.2323956,1.2323956,1.2200001,-0.1643370,-0.1857672
1.2423956,1.2423956,1.2300001,-0.1591873,-0.1797330
1.2523956,1.2523956,1.2400001,-0.1542352,-0.1739411
1.2623956,1.2623956,1.2500001,-0.1494717,-0.1683796
1.2723956,1.2723956,1.2600001,-0.1448881,-0.1630374
1.2823956,1.2823956,1.2700001,-0.1404763,-0.1579041
1.2923956,1.2923956,1.2800001,-0.1362285,-0.1529698
1.3023956,1.3023956,1.2900001,-0.1321375,-0.1482251
1.3123956,1.3123956,1.3000001,-0.1281963,-0.1436613
1.3223956,1.3223956,1.3100001,-0.1243983,-0.1392701
1.3323956,1.3323956,1.3200001,-0.1207374,-0.1350435
1.3423956,1.3423956,1.3300001,-0.1172076,-0.1309741
1.3523956,1.3523956,1.3400001,-0.1138032,-0.1270550
1.3623956,1.3623956,1.3500001,-0.1105190,-0.1232793
1.3723956,1.3723956,1.3600001,-0.1073500,-0.1196408
1.3823956,1.3823956,1.3700001,-0.1042912,-0.1161336
1.3923956,1.3923956,1.3800001,-0.1013381,-0.1127518
1.4023956,1.4023956,1.3900001,-0.0984864,-0.1094902
1.4123956,1.4123956,1.4000001,-0.0957320,-0.1063436
1.4223956,1.4223956,1.4100001,-0.0930708,-0.1033071
1.4323956,1.4323956,1.4200001,-0.0904991,-0.1003761
1.4423956,1.4423956,1.4300001,-0.0880133,-0.0975463
1.4523956,1.4523956,1.4400001,-0.0856101,-0.0948135
1.4623956,1.4623956,1.4500001,-0.0832862,-0.0921736
1.4723956,1.4723956,1.4600001,-0.0810384,-0.0896229
1.4823956,1.4823956,1.4700001,-0.0788638,-0.0871578
1.4923956,1.4923956,1.4800001,-0.0767596,-0.0847749
1.5023956,1.5023956,1.4900001,-0.0747231,-0.0824709
1.5123956,1.5123956,1.5000001,-0.0727516,-0.0802426
1.5223956,1.5223956,1.5100001,-0.0708429,-0.0780872
1.5323956,1.5323956,1.5200001,-0.0689943,-0.0760018
1.5423956,1.5423956,1.5300001,-0.0672039,-0.0739837
1.5523956,1.5523956,1.5400001,-0.0654693,-0.0720302
1.5623956,1.5623956,1.5500001,-0.0637885,-0.0701390
1.5723956,1.5723956,1.5600001,-0.0621595,-0.0683077
1.5823956,1.5823956,1.5700001,-0.0605805,-0.0665340
1.5923956,1.5923956,1.5800001,-0.0590496,-0.0648158
