# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-0.1210872,-0.1210872,0.0802297,1804.5869191,0.0000000
-0.1160872,-0.1160872,0.0852297,1602.0577512,0.0000000
-0.1110872,-0.1110872,0.0902297,1415.0873295,0.0000000
-0.1060872,-0.1060872,0.0952297,1243.8614469,0.0000000
-0.1010872,-0.1010872,0.1002297,1088.2369063,0.0000000
-0.0960872,-0.0960872,0.1052297,947.7983744,0.0000000
-0.0910872,-0.0910872,0.1102297,821.9152076,0.0000000
-0.0860872,-0.0860872,0.1152297,709.7951858,0.0000000
-0.0810872,-0.0810872,0.1202297,610.5329568,0.0000000
-0.0760872,-0.0760872,0.1252297,523.1519060,0.0000000
-0.0710872,-0.0710872,0.1302297,446.6393207,0.0000000
-0.0660872,-0.0660872,0.1352297,379.9759559,0.0000000
-0.0610872,-0.0610872,0.1402297,322.1616531,0.0000000
-0.0560872,-0.0560872,0.1452297,272.2376611,0.0000000
-0.0510872,-0.0510872,0.1502297,229.3041836,0.0000000
-0.0460872,-0.0460872,0.1552297,192.5306984,0.0000000
-0.0410872,-0.0410872,0.1602297,161.1585852,0.0000000
-0.0360872,-0.0360872,0.1652297,134.4987377,0.0000000
-0.0310872,-0.0310872,0.1702297,111.9277083,0.0000000
-0.0260872,-0.0260872,0.1752297,92.8842685,0.0000000
-0.0210872,-0.0210872,0.1802297,76.8663547,0.0000000
-0.0160872,-0.0160872,0.1852297,63.4268768,0.0000000
-0.0110872,-0.0110872,0.1902297,52.1635126,0.0000000
-0.0060872,-0.0060872,0.1952297,42.6942798,0.0000000
-0.0010872,-0.0010872,0.2002297,34.6294744,0.0000000
0.0039128,0.0039128,0.2052297,27.6041336,0.0000000
0.0089128,0.0089128,0.2102297,21.3954498,0.0000000
0.0139128,0.0139128,0.2152297,15.9521446,0.0000000
0.0189128,0.0189128,0.2202297,11.2710264,0.0000000
0.0239128,0.0239128,0.2252297,7.3072402,0.0000000
0.0289128,0.0289128,0.2302297,3.9591432,0.0000000
0.0339128,0.0339128,0.2352297,1.0283546,0.0000000
0.0389128,0.0389128,0.2402297,-1.8391517,0.0000000
0.0439128,0.0439128,0.2452297,-4.8913163,0.0000000
0.0489128,0.0489128,0.2502297,-7.8998338,0.0000000
0.0539128,0.0539128,0.2552297,-10.5264513,0.0000000
0.0589128,0.0589128,0.2602297,-12.6463762,0.0000000
0.0639128,0.0639128,0.2652297,-14.2789432,0.0000000
0.0689128,0.0689128,0.2702297,-15.4911684,0.0000000
0.0739128,0.0739128,0.2752297,-16.3568483,0.0000000
0.0789128,0.0789128,0.2802297,-16.9436105,0.0000000
0.0839128,0.0839128,0.2852297,-17.3099884,0.0000000
0.0889128,0.0889128,0.2902297,-17.5057624,0.0000000
0.0939128,0.0939128,0.2952297,-17.5731522,0.0000000
0.0989128,0.0989128,0.3002297,-17.5479236,0.0000000
0.1039128,0.1039128,0.3052297,-17.4600133,0.0000000
0.1089128,0.1089128,0.3102297,-17.3335736,0.0000000
0.1139128,0.1139128,0.3152297,-17.1866218,0.0000000
0.1189128,0.1189128,0.3202297,-17.0307310,0.0000000
0.1239128,0.1239128,0.3252297,-16.8712585,0.0000000
0.1289128,0.1289128,0.3302297,-16.7083747,0.0000000
0.1339128,0.1339128,0.3352297,-16.5387436,0.0000000
0.1389128,0.1389128,0.3402297,-16.3574037,0.0000000
0.1439128,0.1439128,0.3452297,-16.1593922,0.0000000
0.1489128,0.1489128,0.3502297,-15.9408702,0.0000000
0.1539128,0.1539128,0.3552297,-15.6997727,0.0000000
0.1589128,0.1589128,0.3602297,-15.4361599,0.0000000
0.1639128,0.1639128,0.3652297,-15.1524389,0.0000000
0.1689128,0.1689128,0.3702297,-14.8534853,0.0000000
0.1739128,0.1739128,0.3752297,-14.5465191,0.0000000
0.1789128,0.1789128,0.3802297,-14.2405145,0.0000000
0.1839128,0.1839128,0.3852297,-13.9449868,0.0000000
0.1889128,0.1889128,0.3902297,-13.6682097,0.0000000
0.1939128,0.1939128,0.3952297,-13.4152799,0.0000000
0.1989128,0.1989128,0.4002297,-13.1869030,0.0000000
0.2039128,0.2039128,0.4052297,-12.9798511,0.0000000
0.2089128,0.2089128,0.4102297,-12.7893047,0.0000000
0.2139128,0.2139128,0.4152297,-12.6120127,0.0000000
0.2189128,0.2189128,0.4202297,-12.4485250,0.0000000
0.2239128,0.2239128,0.4252297,-12.3035022,0.0000000
0.2289128,0.2289128,0.4302297,-12.1846080,0.0000000
0.2339128,0.2339128,0.4352297,-12.1009243,0.0000000
0.2389128,0.2389128,0.4402297,-12.0609465,0.0000000
0.2439128,0.2439128,0.4452297,-12.0700519,0.0000000
0.2489128,0.2489128,0.4502297,-12.1286111,0.0000000
0.2539128,0.2539128,0.4552297,-12.2318154,0.0000000
0.2589128,0.2589128,0.4602297,-12.3697904,0.0000000
0.2639128,0.2639128,0.4652297,-12.5268390,0.0000000
0.2689128,0.2689128,0.4702297,-12.6821454,0.0000000
0.2739128,0.2739128,0.4752297,-12.8137135,0.0000000
0.2789128,0.2789128,0.4802297,-12.9031834,0.0000000
0.2839128,0.2839128,0.4852297,-12.9382736,0.0000000
0.2889128,0.2889128,0.4902297,-12.9124864,0.0000000
0.2939128,0.2939128,0.4952297,-12.8238755,0.0000000
0.2989128,0.2989128,0.5002297,-12.6741561,0.0000000
0.3039128,0.3039128,0.5052297,-12.4680978,0.0000000
0.3089128,0.3089128,0.5102297,-12.2127785,0.0000000
0.3139128,0.3139128,0.5152297,-11.9166367,0.0000000
0.3189128,0.3189128,0.5202297,-11.5885265,0.0000000
0.3239128,0.3239128,0.5252297,-11.2369699,0.0000000
0.3289128,0.3289128,0.5302297,-10.8696776,0.0000000
0.3339128,0.3339128,0.5352297,-10.4933103,0.0000000
0.3389128,0.3389128,0.5402297,-10.1134172,0.0000000
0.3439128,0.3439128,0.5452297,-9.7344841,0.0000000
0.3489128,0.3489128,0.5502297,-9.3600402,0.0000000
0.3539128,0.3539128,0.5552297,-8.9927883,0.0000000
0.3589128,0.3589128,0.5602297,-8.6347378,0.0000000
0.3639128,0.3639128,0.5652297,-8.2873286,0.0000000
0.3689128,0.3689128,0.5702297,-7.9515409,0.0000000
0.3739128,0.3739128,0.5752297,-7.6279894,0.0000000
0.3789128,0.3789128,0.5802297,-7.3170015,0.0000000
0.3839128,0.3839128,0.5852297,-7.0186827,0.0000000
0.3889128,0.3889128,0.5902297,-6.7329685,0.0000000
0.3939128,0.3939128,0.5952297,-6.4596671,0.0000000
0.3989128,0.3989128,0.6002297,-6.1984930,0.0000000
0.4039128,0.4039128,0.6052297,-5.9490938,0.0000000
