# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-0.2174684,-0.2174684,-0.0154000,219162.5451516,141045.8752750,876046.6381240,13752.9738669,617039.3699496,10926823.4171689,110709941.1112841,770427422.6381155
-0.2124684,-0.2124684,-0.0104000,215940.1463053,138914.6079300,863162.6367243,13553.4710518,607923.9683651,10763497.7137562,109041707.5479658,758749250.6700065
-0.2074684,-0.2074684,-0.0054000,203392.9075354,130834.7719583,813079.4357810,12758.1539242,572646.9220684,10139820.3636704,102725324.5979002,714801126.0976226
-0.2024684,-0.2024684,-0.0004000,189076.8335298,121616.2296472,755933.5805999,11850.9728630,532395.3267915,9428173.1286626,95518009.0620423,664654264.9973758
-0.1974684,-0.1974684,0.0046000,167797.9625761,107976.2485759,670679.4859738,10536.2913677,472379.0573115,8363928.0993344,84738044.2279834,589670386.9777883
-0.1924684,-0.1924684,0.0096000,137326.7356907,88354.0369949,549063.0665874,8603.0095040,386716.7056636,6849544.3404685,69400191.0992805,482947201.4158190
-0.1874684,-0.1874684,0.0146000,111958.7411535,72019.0020773,447799.4315639,6995.2978734,315390.2677644,5588394.9528772,56626746.3890971,394067111.0936686
-0.1824684,-0.1824684,0.0196000,90986.1212455,58515.0752620,364066.8550046,5667.8319335,256412.1712627,4545386.6981206,46062345.0435743,320557406.0387779
-0.1774684,-0.1774684,0.0246000,73746.2966292,47415.3733977,295223.9590677,4578.2075296,207921.8800062,3687668.4916739,37374335.3196750,260103485.6865020
-0.1724684,-0.1724684,0.0296000,59641.4568896,38334.7544986,238887.4333082,3688.1836792,168240.6386228,2985597.7786632,30262559.0208362,210616877.1504706
-0.1674684,-0.1674684,0.0346000,48146.3066513,30934.8063315,192962.9383959,2964.1741456,135893.2404657,2413124.8722082,24463240.1581498,170262271.8188477
-0.1624684,-0.1624684,0.0396000,38808.2016557,24923.9318850,155645.6727997,2377.2524995,109608.4263916,1947800.1099597,19749055.7024664,137458005.1417281
-0.1574684,-0.1574684,0.0446000,31242.7986133,20054.5445529,125403.0536398,1902.8706167,88306.6849459,1570558.6238182,15926955.3678538,110860879.6330332
