# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.3818020,-1.3818020,-1.4219689,1784.4165560,1334.9074972,5686.3451740,214.3341475,4116.6218184,44461.6648165,323123.8413668,1779184.4245945
-1.3768020,-1.3768020,-1.4169689,1743.6858543,1286.9338597,5575.9378031,209.5113369,4024.0562906,43504.1484182,316514.4496744,1745038.7342236
-1.3718020,-1.3718020,-1.4119689,1695.7922682,1234.0466997,5442.4757962,203.8476427,3915.1301150,42373.1608438,308661.2425081,1704138.3652353
-1.3668020,-1.3668020,-1.4069689,1641.5008430,1176.7469761,5288.4331605,197.4343064,3791.5817757,41086.7971728,299690.7506651,1657148.9765876
-1.3618020,-1.3618020,-1.4019689,1581.6511826,1115.5873105,5116.5228474,190.3713493,3655.3196802,39664.9393384,289742.1718750,1604804.0391038
-1.3568020,-1.3568020,-1.3969689,1517.1343679,1051.1560470,4929.6229666,182.7647778,3508.3697347,38128.7090672,278963.5207943,1547884.3982949
-1.3518020,-1.3518020,-1.3919689,1448.8697825,984.0612565,4730.7027067,174.7237640,3352.8227181,36499.9192501,267507.7749356,1487197.8654975
-1.3468020,-1.3468020,-1.3869689,1377.7827627,914.9153296,4522.7508743,166.3579085,3190.7835273,34800.5454012,255529.1691734,1423559.6493872
-1.3418020,-1.3418020,-1.3819689,1304.7838720,844.3207177,4308.7096044,157.7746702,3024.3241171,33052.2361486,243179.7716511,1357774.3294738
-1.3368020,-1.3368020,-1.3769689,1230.7504567,772.8572838,4091.4153304,149.0770401,2855.4416191,31275.8781628,230606.4482638,1290619.9319359
-1.3318020,-1.3318020,-1.3719689,1156.5109694,701.0715995,3873.5485629,140.3615155,2686.0227450,29491.2268740,217948.2937582,1222834.5089916
-1.3268020,-1.3268020,-1.3669689,1082.8323699,629.4684035,3657.5934649,131.7164257,2517.8151741,27716.6100958,205334.5771963,1155105.4587942
-1.3218020,-1.3218020,-1.3619689,1010.4107412,558.5043133,3445.8076578,123.2206649,2352.4062330,25968.7075470,192883.2202377,1088061.6653456
-1.3168020,-1.3168020,-1.3569689,939.8650982,488.5837689,3240.2021909,114.9428961,2191.2088155,24262.4055097,180699.8001952,1022268.3968195
-1.3118020,-1.3118020,-1.3519689,871.7342300,420.0570948,3042.5311709,106.9413015,2035.4541810,22610.7226478,168877.0474254,958224.7830792
-1.3068020,-1.3068020,-1.3469689,806.4763107,353.2204845,2854.2902038,99.2639373,1886.1910227,21024.8004817,157494.7891631,896363.6032579
-1.3018020,-1.3018020,-1.3419689,744.4709314,288.3176632,2676.7225509,91.9496788,1744.2900208,19513.9501934,146620.2797041,837053.0534892
-1.2968020,-1.2968020,-1.3369689,686.0231577,225.5429449,2510.8317435,85.0296191,1610.4529810,18085.7463360,136308.8497651,780600.1321834
-1.2918020,-1.2918020,-1.3319689,631.3691954,180.6864857,2357.3993293,78.5286444,1485.2256109,16746.1575712,126604.8054273,727255.2726576
-1.2868020,-1.2868020,-1.3269689,580.6832485,122.5748457,2217.0064331,72.4668607,1369.0129918,15499.7046623,117542.5085631,677217.8660990
-1.2818020,-1.2818020,-1.3219689,534.0851728,66.9230643,2090.0578737,66.8606349,1262.0968504,14349.6365047,109147.5751888,630642.3466885
-1.2768020,-1.2768020,-1.3169689,491.6485649,13.7760131,1976.8076963,61.7232148,1164.6538115,13298.1158425,101438.1348577,587644.5499895
-1.2718020,-1.2718020,-1.3119689,453.4089687,-36.8447094,1877.3851113,57.0650665,1076.7739176,12346.4073915,94426.1021202,548308.1004661
-1.2668020,-1.2668020,-1.3069689,419.3719303,-84.9351213,1791.8199897,52.8941268,998.4788059,11495.0622507,88118.4194590,512690.6299344
-1.2618020,-1.2618020,-1.3019689,389.5206821,-130.5034935,1720.0672162,49.2161062,929.7390474,10744.0936460,82518.2393042,480829.6724388
-1.2568020,-1.2568020,-1.2969689,363.8232823,-173.5653977,1662.0293538,46.0348782,870.4902594,10093.1401419,77626.0202710,452748.1199943
-1.2518020,-1.2518020,-1.2919689,342.2390794,-214.1392591,1617.5772030,43.3529145,820.6476969,9541.6134304,73440.5193020,428459.1563073
-1.2468020,-1.2468020,-1.2869689,324.7244091,-252.2424815,1586.5679576,41.1716982,780.1191109,9088.8286261,69959.6667728,407970.6112805
-1.2418020,-1.2418020,-1.2819689,311.2374567,-303.5286798,1568.8607513,39.4920676,748.8157303,8734.1156546,67181.3157769,391288.6978534
-1.2368020,-1.2368020,-1.2769689,301.7422475,-336.7230710,1564.3294607,38.3144683,726.6612736,8476.9108179,65103.8597901,378421.1050743
-1.2318020,-1.2318020,-1.2719689,296.2117377,-367.4635482,1572.8726857,37.6391181,713.5989364,8316.8279670,63726.7148694,369379.4282157
-1.2268020,-1.2268020,-1.2669689,294.6299950,-395.7371990,1594.4208601,37.4660960,709.5963219,8253.7089303,63050.6636375,364180.9194221
-1.2218020,-1.2218020,-1.2619689,296.9934617,-421.5201895,1628.9404682,37.7953798,714.6483005,8287.6529678,63078.0587624,362849.5421400
-1.2168020,-1.2168020,-1.2569689,303.3112961,-444.7777394,1676.4353516,38.6268530,728.7777885,8419.0250704,63812.8837080,365416.3108017
-1.2118020,-1.2118020,-1.2519689,313.6047927,-465.4647515,1736.9450981,39.9602891,752.0344406,8648.4429408,65260.6684311,371918.8952460
-1.2068020,-1.2068020,-1.2469689,327.9058783,-483.5270950,1810.5405039,41.7953020,784.4912517,8976.7425075,67428.2576936,382400.4684613
-1.2018020,-1.2018020,-1.2419689,346.2546869,-498.9035405,1897.3161132,44.1312363,826.2390716,9404.9218710,70323.4299656,396907.7776220
-1.1968020,-1.1968020,-1.2369689,368.6962188,-511.5283425,1997.3798479,46.9669818,877.3790416,9934.0636978,73954.3657442,415488.4231731
-1.1918020,-1.1918020,-1.2319689,395.2760976,-521.3344582,2110.8397727,50.3006989,938.0129866,10565.2362862,78328.9657013,438187.3398742
-1.1868020,-1.1868020,-1.2269689,426.0354535,-528.2573843,2237.7880804,54.1294567,1008.2318219,11299.3738626,83454.0215753,465042.4880832
-1.1818020,-1.1818020,-1.2219689,461.0049786,-532.2395787,2378.2824458,58.4488103,1088.1020810,12137.1371439,89334.2462708,496079.7837547
-1.1768020,-1.1768020,-1.2169689,500.1982278,-533.2354167,2532.3249783,63.2523718,1177.6507298,13078.7558338,95971.1743144,531307.3220193
-1.1718020,-1.1718020,-1.2119689,543.6042689,-531.2166074,2699.8391084,68.5314414,1276.8485028,14123.8555179,103361.9496369,570708.9817875
-1.1668020,-1.1668020,-1.2069689,591.1798266,-526.1779708,2880.6448654,74.2747249,1385.5920916,15271.2723668,111498.0245570,614237.5371424
-1.1618020,-1.1618020,-1.2019689,642.8411085,-518.1434409,3074.4331480,80.4680744,1503.6856118,16518.8601315,120363.8016340,661807.4443479
-1.1568020,-1.1568020,-1.1969689,698.4555504,-507.1721298,3280.7397401,87.0940943,1630.8218870,17863.2950767,129935.2584566,713287.5194698
-1.1518020,-1.1518020,-1.1919689,757.8337642,-493.3642495,3498.9199831,94.1314145,1766.5642002,19299.8856855,140178.6039986,768493.7685468
-1.1468020,-1.1468020,-1.1869689,820.7220258,-476.8666565,3728.1251654,101.5535317,1910.3292701,20822.3951043,151049.0233458,827182.6769202
-1.1418020,-1.1418020,-1.1819689,886.7956736,-457.8777523,3967.2818211,109.3273129,2061.3723042,22422.8852864,162489.5746934,889045.3030303
-1.1368020,-1.1368020,-1.1769689,955.6538257,-436.6514540,4215.0752272,117.4114302,2218.7750503,24091.5925197,174430.3077458,953702.5505070
-1.1318020,-1.1318020,-1.1719689,1026.8158352,-413.4999343,4469.9384349,125.7550555,2381.4378003,25816.8443811,186787.6751911,1020702.0062329
-1.1268020,-1.1268020,-1.1669689,1099.7198975,-388.7948370,4730.0481527,134.2971114,2548.0762902,27585.0280210,199464.3079444,1089516.7268129
-1.1218020,-1.1218020,-1.1619689,1173.7241966,-362.9666935,4993.3287016,142.9661350,2717.2243678,29380.6189502,212349.2196273,1159546.3276228
-1.1168020,-1.1168020,-1.1569689,1248.1109132,-336.5023066,5257.4650768,151.6805132,2887.2431690,31186.2780976,225318.4957248,1230120.6743947
-1.1118020,-1.1118020,-1.1519689,1322.0933354,-309.9399306,5519.9258662,160.3494428,3056.3373422,32983.0227946,238236.5077733,1300506.3957006
-1.1068020,-1.1068020,-1.1469689,1394.8261902,-268.2210605,5777.9964057,168.8744958,3222.5785912,34750.4745276,250957.6728740,1369916.3263036
-1.1018020,-1.1018020,-1.1419689,1465.4191740,-243.2454389,6028.8220905,177.1512903,3383.9364842,36467.1828709,263328.7543459,1437521.8591038
-1.0968020,-1.0968020,-1.1369689,1532.9534929,-220.0129198,6269.4612411,185.0715903,3538.3161001,38111.0210973,275191.6714442,1502468.0328473
-1.0918020,-1.0918020,-1.1319689,1596.5010527,-199.1744295,6496.9463669,192.5257224,3683.6016887,39659.6447780,286386.7562592,1563891.0219527
-1.0868020,-1.0868020,-1.1269689,1655.1457584,-181.3759119,6708.3521074,199.4052019,3817.7051177,41091.0004965,296756.3660776,1620937.5340083
-1.0818020,-1.0818020,-1.1219689,1708.0062215,-167.2423480,6900.8676153,205.6055028,3938.6175132,42383.8679018,306148.7318080,1672785.4714941
-1.0768020,-1.0768020,-1.1169689,1754.2590362,-157.3613414,7071.8707063,211.0288807,4044.4621833,43518.4150602,314421.8998447,1718665.0895176
-1.0718020,-1.0718020,-1.1119689,1793.1616861,-152.2669324,7219.0007874,215.5871399,4133.5466934,44476.7447197,321447.6081761,1757879.7926948
-1.0668020,-1.0668020,-1.1069689,1824.0740931,-152.4243362,7340.2274212,203.5633749,4204.4118494,45243.4079541,327114.9294950,1789825.6718508
