# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
-1.5180625,-1.5180625,-1.5088005,18694.7045568
-1.5080625,-1.5080625,-1.4988005,18892.1962276
-1.4980625,-1.4980625,-1.4888005,21281.7983260
-1.4880625,-1.4880625,-1.4788005,26482.0054899
-1.4780625,-1.4780625,-1.4688005,25324.5605799
-1.4680625,-1.4680625,-1.4588005,18630.3258462
-1.4580625,-1.4580625,-1.4488005,11079.1008929
-1.4480625,-1.4480625,-1.4388005,7175.5302677
-1.4380625,-1.4380625,-1.4288005,5455.6662441
-1.4280625,-1.4280625,-1.4188005,4796.7829628
-1.4180625,-1.4180625,-1.4088005,4644.8602089
-1.4080625,-1.4080625,-1.3988005,4698.4432640
-1.3980625,-1.3980625,-1.3888005,5160.1421247
-1.3880625,-1.3880625,-1.3788005,6469.4065300
-1.3780625,-1.3780625,-1.3688005,9482.7232500
-1.3680625,-1.3680625,-1.3588005,15968.5566547
-1.3580625,-1.3580625,-1.3488005,23966.6814508
-1.3480625,-1.3480625,-1.3388005,27723.1273799
-1.3380625,-1.3380625,-1.3288005,21997.5379831
-1.3280625,-1.3280625,-1.3188005,18882.5688616
-1.3180625,-1.3180625,-1.3088005,18316.6330806
-1.3080625,-1.3080625,-1.2988005,18357.0834033
-1.2980625,-1.2980625,-1.2888005,20040.0475593
-1.2880625,-1.2880625,-1.2788005,24523.2058955
-1.2780625,-1.2780625,-1.2688005,25833.5310532
-1.2680625,-1.2680625,-1.2588005,20019.6692660
-1.2580625,-1.2580625,-1.2488005,12285.3925317
-1.2480625,-1.2480625,-1.2388005,7670.2384534
-1.2380625,-1.2380625,-1.2288005,5666.0912877
-1.2280625,-1.2280625,-1.2188005,4852.2071743
-1.2180625,-1.2180625,-1.2088005,4606.2910353
-1.2080625,-1.2080625,-1.1988005,4639.7575168
-1.1980625,-1.1980625,-1.1888005,5017.4901199
-1.1880625,-1.1880625,-1.1788005,6123.9877122
-1.1780625,-1.1780625,-1.1688005,8675.5160808
-1.1680625,-1.1680625,-1.1588005,14381.2674971
