# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
-0.0037516,-0.0037516,0.0000000,40660.2300149,40660.2300149
0.0062484,0.0062484,0.0100000,38073.6506319,38073.6506319
0.0162484,0.0162484,0.0200000,37648.9920383,37648.9920383
0.0262484,0.0262484,0.0300000,33241.2227211,33241.2227211
0.0362484,0.0362484,0.0400000,29967.7171779,29967.7171779
0.0462484,0.0462484,0.0500000,27279.3294914,27279.3294914
0.0562484,0.0562484,0.0600000,22058.3398781,22058.3398781
0.0662484,0.0662484,0.0700000,15433.7322634,15433.7322634
0.0762484,0.0762484,0.0800000,10583.3547005,10583.3547005
0.0862484,0.0862484,0.0900000,7267.6510860,7267.6510860
0.0962484,0.0962484,0.1000000,5007.1046982,5007.1046982
0.1062484,0.1062484,0.1100000,3467.3998372,3467.3998372
0.1162484,0.1162484,0.1200000,2464.7669636,2464.7669636
0.1262484,0.1262484,0.1300000,1812.3497824,1788.2373836
0.1362484,0.1362484,0.1400000,1337.6719151,1313.5595164
0.1462484,0.1462484,0.1500000,992.6989023,968.5994065
0.1562484,0.1562484,0.1600000,731.2191993,706.3215718
0.1662484,0.1662484,0.1700000,528.6494663,503.2364767
0.1762484,0.1762484,0.1800000,376.0260798,350.7618796
0.1862484,0.1862484,0.1900000,260.9072405,235.9093887
0.1962484,0.1962484,0.2000000,174.4713673,149.8570984
0.2062484,0.2062484,0.2100000,109.5777121,86.1895676
0.2162484,0.2162484,0.2200000,59.3269069,38.2133642
0.2262484,0.2262484,0.2300000,21.1295364,0.3693504
0.2362484,0.2362484,0.2400000,-6.4873015,-25.0323927
0.2462484,0.2462484,0.2500000,-23.8279870,-39.5541676
0.2562484,0.2562484,0.2600000,-33.6698577,-47.6384534
0.2662484,0.2662484,0.2700000,-38.8531882,-50.7698695
0.2762484,0.2762484,0.2800000,-41.2248920,-50.8589519
0.2862484,0.2862484,0.2900000,-41.7985878,-49.2156540
0.2962484,0.2962484,0.3000000,-41.1595839,-46.6088277
0.3062484,0.3062484,0.3100000,-39.7210341,-43.5285191
0.3162484,0.3162484,0.3200000,-37.7857585,-40.4707501
0.3262484,0.3262484,0.3300000,-35.5714703,-37.4582823
0.3362484,0.3362484,0.3400000,-33.2337794,-34.5774138
0.3462484,0.3462484,0.3500000,-30.8757715,-31.8822319
0.3562484,0.3562484,0.3600000,-28.5607514,-29.3458992
0.3662484,0.3662484,0.3700000,-26.3303375,-26.9570525
0.3762484,0.3762484,0.3800000,-24.2160403,-24.7356537
0.3862484,0.3862484,0.3900000,-22.2403476,-22.6919220
0.3962484,0.3962484,0.4000000,-20.4151493,-20.8587679
0.4062484,0.4062484,0.4100000,-18.7427285,-19.1717569
0.4162484,0.4162484,0.4200000,-17.2185171,-17.6236438
0.4262484,0.4262484,0.4300000,-15.8338738,-16.2332004
0.4362484,0.4362484,0.4400000,-14.5781637,-14.9577711
0.4462484,0.4462484,0.4500000,-13.4401065,-13.7896814
0.4562484,0.4562484,0.4600000,-12.4085751,-12.7249221
0.4662484,0.4662484,0.4700000,-11.4730312,-11.7566348
0.4762484,0.4762484,0.4800000,-10.6237349,-10.8768473
0.4862484,0.4862484,0.4900000,-9.8518207,-10.0774119
0.4962484,0.4962484,0.5000000,-9.1492976,-9.3504952
0.5062484,0.5062484,0.5100000,-8.5090072,-8.6888111
0.5162484,0.5162484,0.5200000,-7.9245621,-8.0857139
0.5262484,0.5262484,0.5300000,-7.3902757,-7.5352119
0.5362484,0.5362484,0.5400000,-6.9010914,-7.0319413
0.5462484,0.5462484,0.5500000,-6.4525146,-6.5711201
0.5562484,0.5562484,0.5600000,-6.0405497,-6.1484946
0.5662484,0.5662484,0.5700000,-5.6616427,-5.7606032
0.5762484,0.5762484,0.5800000,-5.3126295,-5.4037893
0.5862484,0.5862484,0.5900000,-4.9906903,-5.0749632
0.5962484,0.5962484,0.6000000,-4.6933092,-4.7714836
0.6062484,0.6062484,0.6100000,-4.4182380,-4.4909952
0.6162484,0.6162484,0.6200000,-4.1634652,-4.2315274
0.6262484,0.6262484,0.6300000,-3.9271887,-3.9910360
0.6362484,0.6362484,0.6400000,-3.7077908,-3.7678421
0.6462484,0.6462484,0.6500000,-3.5038181,-3.5604402
0.6562484,0.6562484,0.6600000,-3.3139621,-3.3674775
0.6662484,0.6662484,0.6700000,-3.1370435,-3.1877356
0.6762484,0.6762484,0.6800000,-2.9719974,-3.0201163
0.6862484,0.6862484,0.6900000,-2.8178612,-2.8636278
0.6962484,0.6962484,0.7000000,-2.6737633,-2.7173729
0.7062484,0.7062484,0.7100000,-2.5389131,-2.5805394
0.7162484,0.7162484,0.7200000,-2.4125932,-2.4523902
0.7262484,0.7262484,0.7300000,-2.2941508,-2.3322562
0.7362484,0.7362484,0.7400000,-2.1829919,-2.2195285
0.7462484,0.7462484,0.7500000,-2.0785748,-2.1136526
0.7562484,0.7562484,0.7600000,-1.9804049,-2.0141226
0.7662484,0.7662484,0.7700000,-1.8880303,-1.9204767
0.7762484,0.7762484,0.7800000,-1.8010371,-1.8322925
0.7862484,0.7862484,0.7900000,-1.7190465,-1.7491834
0.7962484,0.7962484,0.8000000,-1.6417106,-1.6707946
0.8062484,0.8062484,0.8100000,-1.5687100,-1.5968010
0.8162484,0.8162484,0.8200000,-1.4997512,-1.5269035
0.8262484,0.8262484,0.8300000,-1.4345637,-1.4608271
0.8362484,0.8362484,0.8400000,-1.3728985,-1.3983185
0.8462484,0.8462484,0.8500000,-1.3145259,-1.3391442
0.8562484,0.8562484,0.8600000,-1.2592335,-1.2830887
0.8662484,0.8662484,0.8700000,-1.2068253,-1.2299528
0.8762484,0.8762484,0.8800000,-1.1571199,-1.1795524
0.8862484,0.8862484,0.8900000,-1.1099492,-1.1317171
0.8962484,0.8962484,0.9000000,-1.0651574,-1.0862890
0.9062484,0.9062484,0.9100000,-1.0226000,-1.0431214
0.9162484,0.9162484,0.9200000,-0.9821427,-1.0020785
0.9262484,0.9262484,0.9300000,-0.9436608,-0.9630339
0.9362484,0.9362484,0.9400000,-0.9070383,-0.9258702
0.9462484,0.9462484,0.9500000,-0.8721670,-0.8904778
0.9562484,0.9562484,0.9600000,-0.8389463,-0.8567550
0.9662484,0.9662484,0.9700000,-0.8072824,-0.8246068
0.9762484,0.9762484,0.9800000,-0.7770875,-0.7939445
0.9862484,0.9862484,0.9900000,-0.7482800,-0.7646855
0.9962484,0.9962484,1.0000000,-0.7207832,-0.7367524
1.0062484,1.0062484,1.0100000,-0.6945256,-0.7100729
1.0162484,1.0162484,1.0200000,-0.6694404,-0.6845793
1.0262484,1.0262484,1.0300000,-0.6454647,-0.6602083
1.0362484,1.0362484,1.0400000,-0.6225399,-0.6369004
1.0462484,1.0462484,1.0500000,-0.6006107,-0.6146000
1.0562484,1.0562484,1.0600000,-0.5796254,-0.5932549
1.0662484,1.0662484,1.0700000,-0.5595355,-0.5728159
1.0762484,1.0762484,1.0800000,-0.5402952,-0.5532369
1.0862484,1.0862484,1.0900000,-0.5218617,-0.5344746
1.0962484,1.0962484,1.1000000,-0.5041945,-0.5164881
1.1062484,1.1062484,1.1100000,-0.4872557,-0.4992392
1.1162484,1.1162484,1.1200000,-0.4710093,-0.4826916
1.1262484,1.1262484,1.1300000,-0.4554217,-0.4668112
1.1362484,1.1362484,1.1400000,-0.4404611,-0.4515659
1.1462484,1.1462484,1.1500000,-0.4260973,-0.4369254
1.1562484,1.1562484,1.1600000,-0.4123020,-0.4228610
1.1662484,1.1662484,1.1700000,-0.3990485,-0.4093458
1.1762484,1.1762484,1.1800000,-0.3863114,-0.3963540
1.1862484,1.1862484,1.1900000,-0.3740668,-0.3838617
1.1962484,1.1962484,1.2000000,-0.3622922,-0.3718459
1.2062484,1.2062484,1.2100000,-0.3509660,-0.3602851
1.2162484,1.2162484,1.2200000,-0.3400680,-0.3491586
1.2262484,1.2262484,1.2300000,-0.3295790,-0.3384472
1.2362484,1.2362484,1.2400000,-0.3194809,-0.3281324
1.2462484,1.2462484,1.2500000,-0.3097562,-0.3181968
1.2562484,1.2562484,1.2600000,-0.3003887,-0.3086239
1.2662484,1.2662484,1.2700000,-0.2913628,-0.2993980
1.2762484,1.2762484,1.2800000,-0.2826638,-0.2905041
1.2862484,1.2862484,1.2900000,-0.2742777,-0.2819281
1.2962484,1.2962484,1.3000000,-0.2661911,-0.2736565
1.3062484,1.3062484,1.3100000,-0.2583915,-0.2656767
1.3162484,1.3162484,1.3200000,-0.2508667,-0.2579763
1.3262484,1.3262484,1.3300000,-0.2436054,-0.2505438
1.3362484,1.3362484,1.3400000,-0.2365966,-0.2433683
1.3462484,1.3462484,1.3500000,-0.2298300,-0.2364392
1.3562484,1.3562484,1.3600000,-0.2232958,-0.2297465
1.3662484,1.3662484,1.3700000,-0.2169845,-0.2232808
1.3762484,1.3762484,1.3800000,-0.2108871,-0.2170329
1.3862484,1.3862484,1.3900000,-0.2049952,-0.2109943
1.3962484,1.3962484,1.4000000,-0.1993005,-0.2051565
1.4062484,1.4062484,1.4100000,-0.1937953,-0.1995119
1.4162484,1.4162484,1.4200000,-0.1884721,-0.1940528
1.4262484,1.4262484,1.4300000,-0.1833240,-0.1887722
1.4362484,1.4362484,1.4400000,-0.1783441,-0.1836631
1.4462484,1.4462484,1.4500000,-0.1735260,-0.1787189
1.4562484,1.4562484,1.4600000,-0.1688634,-0.1739335
1.4662484,1.4662484,1.4700000,-0.1643506,-0.1693009
1.4762484,1.4762484,1.4800000,-0.1599818,-0.1648153
1.4862484,1.4862484,1.4900000,-0.1557517,-0.1604713
1.4962484,1.4962484,1.5000000,-0.1516551,-0.1562636
1.5062484,1.5062484,1.5100000,-0.1476870,-0.1521872
1.5162484,1.5162484,1.5200000,-0.1438428,-0.1482373
1.5262484,1.5262484,1.5300000,-0.1401179,-0.1444094
1.5362484,1.5362484,1.5400000,-0.1365079,-0.1406989
1.5462484,1.5462484,1.5500000,-0.1330088,-0.1371018
1.5562484,1.5562484,1.5600000,-0.1296165,-0.1336139
1.5662484,1.5662484,1.5700000,-0.1263272,-0.1302313
1.5762484,1.5762484,1.5800000,-0.1231373,-0.1269505
1.5862484,1.5862484,1.5900000,-0.1200432,-0.1237677
1.5962484,1.5962484,1.6000000,-0.1170416,-0.1206795
