# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.3818020,-1.3818020,-1.4219689,1800.0576553,1350.5485965,5686.3451740,214.3341475,4116.6218184,1840.1190396,1759.9976407,2103.5394764,1346.0362780,1784.4165560,1334.9074972,5686.3451740,198.6933741,4116.6218184,1824.4765706,1744.3565413,2103.5394764,1330.3951787
-1.3768020,-1.3768020,-1.4169689,1759.3269537,1302.5749590,5575.9378031,209.5113369,4024.0562906,1789.8239661,1728.8299413,2055.5245448,1315.6689689,1743.6858543,1286.9338597,5575.9378031,193.8706770,4024.0562906,1774.1828667,1713.1888419,2055.5245448,1300.0278696
-1.3718020,-1.3718020,-1.4119689,1711.4333676,1249.6877991,5442.4757962,203.8476427,3915.1301150,1732.4427044,1690.4240308,1999.0657271,1279.9612774,1695.7922682,1234.0466997,5442.4757962,188.2071661,3915.1301150,1716.8016050,1674.7829315,1999.0657271,1264.3201780
-1.3668020,-1.3668020,-1.4069689,1657.1419423,1192.3880754,5288.4331605,197.4343064,3791.5817757,1668.7183653,1645.5655193,1935.0648883,1239.4835928,1641.5008430,1176.7469761,5288.4331605,181.7941286,3791.5817757,1653.0772660,1629.9244199,1935.0648883,1223.8424935
-1.3618020,-1.3618020,-1.4019689,1597.2922820,1131.2284098,5116.5228474,190.3713493,3655.3196802,1599.4694385,1595.1151254,1864.5117864,1194.8618932,1581.6511826,1115.5873105,5116.5228474,174.7316637,3655.3196802,1583.8283391,1579.4740261,1864.5117864,1179.2207938
-1.3568020,-1.3568020,-1.3969689,1532.7754672,1066.7971463,4929.6229666,182.7647778,3508.3697347,1525.5655515,1539.9853829,1804.0979611,1146.7605354,1517.1343679,1051.1560470,4929.6229666,167.1259101,3508.3697347,1509.9244522,1524.3442836,1788.4568617,1131.1194360
-1.3518020,-1.3518020,-1.3919689,1464.5108818,999.7023559,4730.7027067,174.7237640,3352.8227181,1447.9045133,1481.1172503,1723.6250190,1095.8649779,1448.8697825,984.0612565,4730.7027067,159.0862633,3352.8227181,1432.2634140,1465.4761509,1707.9839196,1080.2238786
-1.3468020,-1.3468020,-1.3869689,1393.4238620,930.5564289,4522.7508743,166.3579085,3190.7835273,1367.3901820,1419.4575421,1639.8248817,1042.8651175,1377.7827627,914.9153296,4522.7508743,150.7226935,3190.7835273,1351.7490826,1403.8164428,1624.1837823,1027.2240182
-1.3418020,-1.3418020,-1.3819689,1320.4249714,859.9618171,4308.7096044,157.7746702,3024.3241171,1284.9119562,1355.9379865,1553.7709568,988.4398367,1304.7838720,844.3207177,4308.7096044,142.1432608,3024.3241171,1269.2708568,1340.2968872,1538.1298575,972.7987373
-1.3368020,-1.3368020,-1.3769689,1246.3915561,788.4983832,4091.4153304,149.0770401,2855.4416191,1201.3265434,1291.4565687,1466.4974942,933.2432525,1230.7504567,772.8572838,4091.4153304,133.4519061,2855.4416191,1185.6854441,1275.8154694,1450.8563948,917.6021531
