# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.8900000,0.1400000,0.1142291,1524.2629132,0.0061127
0.8950000,0.1450000,0.1192291,1201.9256067,0.0066141
0.9000000,0.1500000,0.1242291,949.8280465,0.0071204
0.9050000,0.1550000,0.1292291,752.2282664,0.0076313
0.9100000,0.1600000,0.1342291,597.0078654,0.0081464
0.9150000,0.1650000,0.1392291,474.8189099,0.0086656
0.9200000,0.1700000,0.1442291,378.4351319,0.0091881
0.9250000,0.1750000,0.1492291,302.2579055,0.0097082
0.9300000,0.1800000,0.1542291,241.9389991,0.0101733
0.9350000,0.1850000,0.1592291,194.0906596,0.0103471
0.9400000,0.1900000,0.1642291,156.0626830,0.0096482
0.9450000,0.1950000,0.1692291,125.7754957,0.0072812
0.9500000,0.2000000,0.1742291,101.5992612,0.0027773
0.9550000,0.2050000,0.1792291,82.2622166,-0.0035440
0.9600000,0.2100000,0.1842291,66.7701010,-0.0106995
0.9650000,0.2150000,0.1892291,54.3281544,-0.0174143
0.9700000,0.2200000,0.1942291,44.2749718,-0.0220175
0.9750000,0.2250000,0.1992291,36.0529106,-0.0223145
0.9800000,0.2300000,0.2042291,29.2236791,-0.0169770
0.9850000,0.2350000,0.2092291,23.4852178,-0.0074565
0.9900000,0.2400000,0.2142291,18.6414005,0.0027722
0.9950000,0.2450000,0.2192291,14.5509732,0.0106922
1.0000000,0.2500000,0.2242291,11.1010432,0.0151077
1.0050000,0.2550000,0.2292291,8.2010908,0.0164875
1.0100000,0.2600000,0.2342291,5.7779557,0.0160423
1.0150000,0.2650000,0.2392291,3.7682920,0.0148949
1.0200000,0.2700000,0.2442291,2.1130179,0.0137570
1.0250000,0.2750000,0.2492291,0.7558516,0.0129503
1.0300000,0.2800000,0.2542291,-0.3551999,0.0125185
1.0350000,0.2850000,0.2592291,-1.2657680,0.0123502
1.0400000,0.2900000,0.2642291,-2.0142479,0.0123019
1.0450000,0.2950000,0.2692291,-2.6321123,0.0122890
1.0500000,0.3000000,0.2742291,-3.1442596,0.0123108
1.0550000,0.3050000,0.2792291,-3.5689546,0.0124157
1.0600000,0.3100000,0.2842291,-3.9181896,0.0126510
1.0650000,0.3150000,0.2892291,-4.1992037,0.0130328
1.0700000,0.3200000,0.2942291,-4.4167578,0.0135462
1.0750000,0.3250000,0.2992291,-4.5751389,0.0141597
1.0800000,0.3300000,0.3042291,-4.6792608,0.0148394
1.0850000,0.3350000,0.3092291,-4.7348917,0.0155561
1.0900000,0.3400000,0.3142291,-4.7483741,0.0162865
1.0950000,0.3450000,0.3192291,-4.7261884,0.0170120
1.1000000,0.3500000,0.3242291,-4.6745674,0.0177170
1.1050000,0.3550000,0.3292291,-4.5992395,0.0183892
1.1100000,0.3600000,0.3342291,-4.5053012,0.0190191
1.1150000,0.3650000,0.3392291,-4.3971864,0.0196013
1.1200000,0.3700000,0.3442291,-4.2786940,0.0201344
1.1250000,0.3750000,0.3492291,-4.1530395,0.0206199
1.1300000,0.3800000,0.3542291,-4.0229110,0.0210621
1.1350000,0.3850000,0.3592291,-3.8905248,0.0214668
1.1400000,0.3900000,0.3642291,-3.7576769,0.0218418
1.1450000,0.3950000,0.3692291,-3.6257858,0.0221966
1.1500000,0.4000000,0.3742291,-3.4959213,0.0225399
1.1550000,0.4050000,0.3792291,-3.3688410,0.0228777
1.1600000,0.4100000,0.3842291,-3.2450492,0.0232137
1.1650000,0.4150000,0.3892291,-3.1248740,0.0235505
1.1700000,0.4200000,0.3942291,-3.0085307,0.0238896
1.1750000,0.4250000,0.3992291,-2.8961501,0.0242290
1.1800000,0.4300000,0.4042291,-2.7877863,0.0245621
1.1850000,0.4350000,0.4092291,-2.6834234,0.0248779
1.1900000,0.4400000,0.4142291,-2.5829912,0.0251636
1.1950000,0.4450000,0.4192291,-2.4863801,0.0254073
1.2000000,0.4500000,0.4242291,-2.3934562,0.0255992
1.2050000,0.4550000,0.4292291,-2.3040830,0.0257345
1.2100000,0.4600000,0.4342291,-2.2181451,0.0258139
1.2150000,0.4650000,0.4392291,-2.1355584,0.0258426
1.2200000,0.4700000,0.4442291,-2.0562519,0.0258277
1.2250000,0.4750000,0.4492291,-1.9801324,0.0257751
1.2300000,0.4800000,0.4542291,-1.9070609,0.0256884
1.2350000,0.4850000,0.4592291,-1.8368565,0.0255689
1.2400000,0.4900000,0.4642291,-1.7693229,0.0254172
1.2450000,0.4950000,0.4692291,-1.7042771,0.0252344
1.2500000,0.5000000,0.4742291,-1.6415694,0.0250226
1.2550000,0.5050000,0.4792291,-1.5810880,0.0247855
1.2600000,0.5100000,0.4842291,-1.5227544,0.0245273
1.2650000,0.5150000,0.4892291,-1.4665139,0.0242527
1.2700000,0.5200000,0.4942291,-1.4123256,0.0239662
1.2750000,0.5250000,0.4992291,-1.3601540,0.0236719
1.2800000,0.5300000,0.5042291,-1.3099636,0.0233736
1.2850000,0.5350000,0.5092291,-1.2617155,0.0230741
1.2900000,0.5400000,0.5142291,-1.2153658,0.0227757
1.2950000,0.5450000,0.5192291,-1.1708659,0.0224804
1.3000000,0.5500000,0.5242291,-1.1281625,0.0221894
1.3050000,0.5550000,0.5292291,-1.0871986,0.0219037
1.3100000,0.5600000,0.5342291,-1.0479147,0.0216239
1.3150000,0.5650000,0.5392291,-1.0102495,0.0213504
