# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.1062356,0.1062356,0.1063211,1795.3269645,0.0000000
0.1112356,0.1112356,0.1113211,1446.7706390,0.0000000
0.1162356,0.1162356,0.1163211,1166.3390723,0.0000000
0.1212356,0.1212356,0.1213211,940.7130003,0.0000000
0.1262356,0.1262356,0.1263211,759.1519444,0.0000000
0.1312356,0.1312356,0.1313211,613.0093109,0.0000000
0.1362356,0.1362356,0.1363211,495.3328668,0.0000000
0.1412356,0.1412356,0.1413211,400.5376760,0.0000000
0.1462356,0.1462356,0.1463211,324.1397582,0.0000000
0.1512356,0.1512356,0.1513211,262.5401160,0.0000000
0.1562356,0.1562356,0.1563211,212.8500979,0.0000000
0.1612356,0.1612356,0.1613211,172.7501751,0.0000000
0.1662356,0.1662356,0.1663211,140.3754075,0.0000000
0.1712356,0.1712356,0.1713211,114.2224968,0.0000000
0.1762356,0.1762356,0.1763211,93.0731880,0.0000000
0.1812356,0.1812356,0.1813211,75.9280080,0.0000000
0.1862356,0.1862356,0.1863211,61.9537738,0.0000000
0.1912356,0.1912356,0.1913211,50.4602175,0.0000000
0.1962356,0.1962356,0.1963211,40.9027667,0.0000000
0.2012356,0.2012356,0.2013211,32.8803162,0.0000000
0.2062356,0.2062356,0.2063211,26.1147990,0.0000000
0.2112356,0.2112356,0.2113211,20.4175519,0.0000000
0.2162356,0.2162356,0.2163211,15.6480083,0.0000000
0.2212356,0.2212356,0.2213211,11.6823358,0.0000000
0.2262356,0.2262356,0.2263211,8.4022672,0.0000000
0.2312356,0.2312356,0.2313211,5.6968287,0.0000000
0.2362356,0.2362356,0.2363211,3.4671838,0.0000000
0.2412356,0.2412356,0.2413211,1.6298542,0.0000000
0.2462356,0.2462356,0.2463211,0.1168320,0.0000000
0.2512356,0.2512356,0.2513211,-1.1271980,0.0000000
0.2562356,0.2562356,0.2563211,-2.1488631,0.0000000
0.2612356,0.2612356,0.2613211,-2.9891530,0.0000000
0.2662356,0.2662356,0.2663211,-3.6841634,0.0000000
0.2712356,0.2712356,0.2713211,-4.2637625,0.0000000
0.2762356,0.2762356,0.2763211,-4.7498089,0.0000000
0.2812356,0.2812356,0.2813211,-5.1558180,0.0000000
0.2862356,0.2862356,0.2863211,-5.4887821,0.0000000
0.2912356,0.2912356,0.2913211,-5.7522308,0.0000000
0.2962356,0.2962356,0.2963211,-5.9490225,0.0000000
0.3012356,0.3012356,0.3013211,-6.0829745,0.0000000
0.3062356,0.3062356,0.3063211,-6.1593193,0.0000000
0.3112356,0.3112356,0.3113211,-6.1844328,0.0000000
0.3162356,0.3162356,0.3163211,-6.1652898,0.0000000
0.3212356,0.3212356,0.3213211,-6.1089327,0.0000000
0.3262356,0.3262356,0.3263211,-6.0220702,0.0000000
0.3312356,0.3312356,0.3313211,-5.9108286,0.0000000
0.3362356,0.3362356,0.3363211,-5.7806284,0.0000000
0.3412356,0.3412356,0.3413211,-5.6361513,0.0000000
0.3462356,0.3462356,0.3463211,-5.4813648,0.0000000
0.3512356,0.3512356,0.3513211,-5.3195793,0.0000000
0.3562356,0.3562356,0.3563211,-5.1535201,0.0000000
0.3612356,0.3612356,0.3613211,-4.9854034,0.0000000
0.3662356,0.3662356,0.3663211,-4.8170106,0.0000000
0.3712356,0.3712356,0.3713211,-4.6497557,0.0000000
0.3762356,0.3762356,0.3763211,-4.4847465,0.0000000
0.3812356,0.3812356,0.3813211,-4.3228364,0.0000000
0.3862356,0.3862356,0.3863211,-4.1646702,0.0000000
0.3912356,0.3912356,0.3913211,-4.0107218,0.0000000
0.3962356,0.3962356,0.3963211,-3.8613265,0.0000000
0.4012356,0.4012356,0.4013211,-3.7167076,0.0000000
0.4062356,0.4062356,0.4063211,-3.5769985,0.0000000
0.4112356,0.4112356,0.4113211,-3.4422609,0.0000000
0.4162356,0.4162356,0.4163211,-3.3124999,0.0000000
0.4212356,0.4212356,0.4213211,-3.1876761,0.0000000
0.4262356,0.4262356,0.4263211,-3.0677159,0.0000000
0.4312356,0.4312356,0.4313211,-2.9525193,0.0000000
0.4362356,0.4362356,0.4363211,-2.8419669,0.0000000
0.4412356,0.4412356,0.4413211,-2.7359248,0.0000000
0.4462356,0.4462356,0.4463211,-2.6342496,0.0000000
0.4512356,0.4512356,0.4513211,-2.5367911,0.0000000
0.4562356,0.4562356,0.4563211,-2.4433956,0.0000000
0.4612356,0.4612356,0.4613211,-2.3539079,0.0000000
