# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.6479333,-1.6479333,-1.6670821,40417.4338841,24336.5329826,187096.4216574,1525.8753541,130596.7636120,40417.4338841,40417.4338841,47645.6393679,30133.7481955
-1.6429333,-1.6429333,-1.6620821,40153.4687507,24177.1095028,185880.3338812,1515.7329257,129747.7194561,40153.4687507,40153.4687507,47334.4670260,29936.9455265
-1.6379333,-1.6379333,-1.6570821,39466.7993260,23761.6101520,182726.2922165,1488.2214537,127545.3280462,39466.7993260,39466.7993260,46524.9944636,29424.9901264
-1.6329333,-1.6329333,-1.6520821,38379.9484142,23103.7056734,177737.2373206,1444.3484624,124061.4873881,38379.9484142,38379.9484142,45243.7724360,28614.6741672
-1.6279333,-1.6279333,-1.6470821,36930.7649441,22226.3575269,171086.3011762,1385.7159066,119417.1152254,36930.7649441,36930.7649441,43535.4187293,27534.2164147
-1.6229333,-1.6229333,-1.6420821,35169.5167407,21160.0536845,163003.5146646,1314.4221511,113772.8652249,35169.5167407,35169.5167407,41459.1910059,26221.0947053
-1.6179333,-1.6179333,-1.6370821,33155.3874201,19940.6828001,153759.7910206,1232.9219963,107317.9405462,33155.3874201,33155.3874201,39084.8572092,24719.4341607
-1.6129333,-1.6129333,-1.6320821,30952.7006197,18607.2430376,143649.6611401,1143.8723723,100258.0357182,30952.7006197,30952.7006197,36488.2445386,23077.1921126
-1.6079333,-1.6079333,-1.6270821,28627.2041595,17199.5875211,132974.2798447,1049.9799006,92803.4678621,28627.2041595,28627.2041595,33746.8590759,21343.3877113
-1.6029333,-1.6029333,-1.6220821,26242.7107576,15756.3864987,122026.0582061,953.8620464,85158.4437415,26242.7107576,26242.7107576,30935.9257289,19565.5973659
-1.5979333,-1.5979333,-1.6170821,23858.3223146,14313.4440170,111075.9594562,857.9321815,77512.1872909,23858.3223146,23858.3223146,28125.1161116,17787.8852738
-1.5929333,-1.5929333,-1.6120821,21526.3768954,12902.4535135,100364.0948474,764.3150238,70032.3720715,21526.3768954,21526.3768954,25376.1283657,16049.2727665
-1.5879333,-1.5879333,-1.6070821,19291.1669533,11550.2217145,90093.8422764,674.7944814,62861.0142435,19291.1669533,19291.1669533,22741.1761538,14382.7826634
-1.5829333,-1.5829333,-1.6020821,17188.3970847,10278.3414901,80429.3439579,590.7924159,56112.7256396,17188.3970847,17188.3970847,20262.3494396,12815.0349951
-1.5779333,-1.5779333,-1.5970821,15245.2883502,9103.2571315,71495.9595478,513.3742905,49875.0310354,15245.2883502,15245.2883502,17971.7374655,11366.3247803
-1.5729333,-1.5729333,-1.5920821,13481.1977394,8036.6421812,63383.0752591,443.2761933,44210.3308924,13481.1977394,13481.1977394,15892.1590020,10051.0838768
-1.5679333,-1.5679333,-1.5870821,11908.6051858,7086.0001513,56148.5953436,380.9473105,39159.0390514,11908.6051858,11908.6051858,14038.3258790,8878.6168626
-1.5629333,-1.5629333,-1.5820821,10534.3229904,6255.3999812,49824.4532023,326.6023411,34743.4324727,10534.3229904,10534.3229904,12418.2687012,7854.0027383
-1.5579333,-1.5579333,-1.5770821,9360.7982723,5546.2676815,44422.5510535,280.2790941,30971.8001866,9360.7982723,9360.7982723,11034.8722276,6979.0659856
-1.5529333,-1.5529333,-1.5720821,8387.4024348,4958.1698221,39940.6435672,241.8968615,27842.5529964,8387.4024348,8387.4024348,9887.3954439,6253.3379459
