# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.2210683,-0.2210683,0.0000001,216046.2126298,216046.2126298
-0.2110683,-0.2110683,0.0100001,157691.3517585,157691.3517585
-0.2010683,-0.2010683,0.0200001,109378.8447451,109378.8447451
-0.1910683,-0.1910683,0.0300001,81217.3980938,81217.3980938
-0.1810683,-0.1810683,0.0400001,71899.9720072,71899.9720072
-0.1710683,-0.1710683,0.0500001,75542.3013583,75542.3013583
-0.1610683,-0.1610683,0.0600001,65448.6700981,65448.6700981
-0.1510683,-0.1510683,0.0700001,78279.0642141,78279.0642141
-0.1410683,-0.1410683,0.0800001,116955.9727395,116955.9727395
-0.1310683,-0.1310683,0.0900001,80110.6029532,80110.6029532
-0.1210683,-0.1210683,0.1000001,44222.9924913,44222.9924913
-0.1110683,-0.1110683,0.1100001,24844.3952638,24844.3952638
-0.1010683,-0.1010683,0.1200001,14108.5915964,14108.5915964
-0.0910683,-0.0910683,0.1300001,8105.3271889,8105.3271889
-0.0810683,-0.0810683,0.1400001,4758.5295940,4758.5295940
-0.0710683,-0.0710683,0.1500001,2841.4047005,2841.4047005
-0.0610683,-0.0610683,0.1600001,1736.7162349,1717.7903860
-0.0510683,-0.0510683,0.1700001,1065.3371307,1046.4167431
-0.0410683,-0.0410683,0.1800001,657.4900666,638.7449410
-0.0310683,-0.0310683,0.1900001,405.8072798,387.9141431
-0.0210683,-0.0210683,0.2000001,248.3511113,231.9858076
-0.0110683,-0.0110683,0.2100001,149.1791149,133.9440227
-0.0010683,-0.0010683,0.2200001,86.4716690,72.3551679
0.0089317,0.0089317,0.2300001,46.7874870,33.7761889
0.0189317,0.0189317,0.2400001,21.8561080,9.6173753
0.0289317,0.0289317,0.2500001,6.3885005,-5.2323157
0.0389317,0.0389317,0.2600001,-3.0439782,-14.3898887
0.0489317,0.0489317,0.2700001,-8.6378607,-19.5946243
0.0589317,0.0589317,0.2800001,-11.7950313,-22.2788136
0.0689317,0.0689317,0.2900001,-13.4678379,-23.5169384
0.0789317,0.0789317,0.3000001,-14.3302920,-23.7369896
0.0889317,0.0889317,0.3100001,-14.7236369,-23.3025842
0.0989317,0.0989317,0.3200001,-14.7333254,-23.7837382
0.1089317,0.1089317,0.3300001,-14.4297040,-23.9714282
0.1189317,0.1189317,0.3400001,-13.9303472,-23.5037628
0.1289317,0.1289317,0.3500001,-13.3225765,-22.8196253
0.1389317,0.1389317,0.3600001,-12.6475860,-22.6159936
0.1489317,0.1489317,0.3700001,-11.9498810,-21.9416433
0.1589317,0.1589317,0.3800001,-11.3012151,-20.9858554
0.1689317,0.1689317,0.3900001,-10.7913710,-19.9165451
0.1789317,0.1789317,0.4000001,-10.4740535,-18.7921263
0.1889317,0.1889317,0.4100001,-10.3024994,-17.6301829
0.1989317,0.1989317,0.4200001,-10.1693473,-16.4718173
0.2089317,0.2089317,0.4300001,-10.0024759,-15.3881233
0.2189317,0.2189317,0.4400001,-9.7934229,-15.0418368
0.2289317,0.2289317,0.4500001,-9.5626348,-14.7436517
0.2389317,0.2389317,0.4600001,-9.3187628,-14.4171776
0.2489317,0.2489317,0.4700001,-9.0554854,-14.0172518
0.2589317,0.2589317,0.4800001,-8.7742255,-13.5236367
0.2689317,0.2689317,0.4900001,-8.4903841,-12.9480834
0.2789317,0.2789317,0.5000001,-8.2161249,-12.2772402
0.2889317,0.2889317,0.5100001,-7.9481476,-11.6738460
0.2989317,0.2989317,0.5200001,-7.6753417,-11.2363886
0.3089317,0.3089317,0.5300001,-7.3937443,-11.2926908
0.3189317,0.3189317,0.5400001,-7.1093259,-11.1418621
0.3289317,0.3289317,0.5500001,-6.8250484,-10.9113995
0.3389317,0.3389317,0.5600001,-6.5351991,-10.6846172
0.3489317,0.3489317,0.5700001,-6.2349924,-10.5506631
0.3589317,0.3589317,0.5800001,-5.9270234,-10.3495106
0.3689317,0.3689317,0.5900001,-5.6189898,-9.9836604
0.3789317,0.3789317,0.6000001,-5.3182926,-9.5218258
0.3889317,0.3889317,0.6100001,-5.0280783,-9.0095360
0.3989317,0.3989317,0.6200001,-4.7480543,-8.4768516
0.4089317,0.4089317,0.6300001,-4.4779896,-7.9461251
0.4189317,0.4189317,0.6400001,-4.2192003,-7.4891058
0.4289317,0.4289317,0.6500001,-3.9736573,-7.0308404
0.4389317,0.4389317,0.6600001,-3.7428436,-6.5808038
0.4489317,0.4489317,0.6700001,-3.5272358,-6.1455123
0.4589317,0.4589317,0.6800001,-3.3264424,-5.7403670
0.4689317,0.4689317,0.6900001,-3.1389099,-5.3684452
0.4789317,0.4789317,0.7000001,-2.9613643,-5.0163853
0.4889317,0.4889317,0.7100001,-2.7903437,-4.6785611
0.4989317,0.4989317,0.7200001,-2.6243452,-4.3578529
0.5089317,0.5089317,0.7300001,-2.4639236,-4.0645266
0.5189317,0.5189317,0.7400001,-2.3104819,-3.8052890
0.5289317,0.5289317,0.7500001,-2.1652794,-3.5645419
0.5389317,0.5389317,0.7600001,-2.0290523,-3.3475860
0.5489317,0.5489317,0.7700001,-1.9020159,-3.1485197
0.5589317,0.5589317,0.7800001,-1.7840029,-2.9621144
0.5689317,0.5689317,0.7900001,-1.6746084,-2.7789218
0.5789317,0.5789317,0.8000001,-1.5733016,-2.5979713
0.5889317,0.5889317,0.8100001,-1.4795004,-2.4241107
0.5989317,0.5989317,0.8200001,-1.3926174,-2.2598729
0.6089317,0.6089317,0.8300001,-1.3120856,-2.1063751
0.6189317,0.6189317,0.8400001,-1.2373723,-1.9638817
0.6289317,0.6289317,0.8500001,-1.1679849,-1.8321576
0.6389317,0.6389317,0.8600001,-1.1034721,-1.7106890
0.6489317,0.6489317,0.8700001,-1.0434229,-1.5988211
0.6589317,0.6589317,0.8800001,-0.9874645,-1.4958419
0.6689317,0.6689317,0.8900001,-0.9352591,-1.4010337
0.6789317,0.6789317,0.9000001,-0.8865007,-1.3137022
0.6889317,0.6889317,0.9100001,-0.8409125,-1.2331928
0.6989317,0.6989317,0.9200001,-0.7982434,-1.1588984
0.7089317,0.7089317,0.9300001,-0.7582660,-1.0902617
0.7189317,0.7189317,0.9400001,-0.7207736,-1.0267752
0.7289317,0.7289317,0.9500001,-0.6855783,-0.9680775
0.7389317,0.7389317,0.9600001,-0.6525091,-0.9137145
0.7489317,0.7489317,0.9700001,-0.6214102,-0.8632104
0.7589317,0.7589317,0.9800001,-0.5921392,-0.8162340
0.7689317,0.7689317,0.9900001,-0.5645659,-0.7724863
0.7789317,0.7789317,1.0000001,-0.5385713,-0.7316975
0.7889317,0.7889317,1.0100001,-0.5140462,-0.6936236
0.7989317,0.7989317,1.0200001,-0.4908903,-0.6580442
0.8089317,0.8089317,1.0300001,-0.4690116,-0.6247597
0.8189317,0.8189317,1.0400001,-0.4483251,-0.5935892
0.8289317,0.8289317,1.0500001,-0.4287529,-0.5643687
0.8389317,0.8389317,1.0600001,-0.4102227,-0.5369492
0.8489317,0.8489317,1.0700001,-0.3926682,-0.5111951
0.8589317,0.8589317,1.0800001,-0.3760276,-0.4869828
0.8689317,0.8689317,1.0900001,-0.3602441,-0.4641998
0.8789317,0.8789317,1.1000001,-0.3452648,-0.4427432
0.8889317,0.8889317,1.1100001,-0.3310409,-0.4225215
0.8989317,0.8989317,1.1200001,-0.3175268,-0.4034943
0.9089317,0.9089317,1.1300001,-0.3046803,-0.3855270
0.9189317,0.9189317,1.1400001,-0.2924622,-0.3685481
0.9289317,0.9289317,1.1500001,-0.2808358,-0.3524918
0.9389317,0.9389317,1.1600001,-0.2697670,-0.3372975
0.9489317,0.9489317,1.1700001,-0.2592242,-0.3229094
0.9589317,0.9589317,1.1800001,-0.2491777,-0.3092757
0.9689317,0.9689317,1.1900001,-0.2395996,-0.2963489
0.9789317,0.9789317,1.2000001,-0.2304642,-0.2840847
0.9889317,0.9889317,1.2100001,-0.2217473,-0.2724423
0.9989317,0.9989317,1.2200001,-0.2134260,-0.2613837
1.0089317,1.0089317,1.2300001,-0.2054793,-0.2508737
1.0189317,1.0189317,1.2400001,-0.1978872,-0.2408796
1.0289317,1.0289317,1.2500001,-0.1906310,-0.2313711
1.0389317,1.0389317,1.2600001,-0.1836931,-0.2223198
1.0489317,1.0489317,1.2700001,-0.1770572,-0.2137060
1.0589317,1.0589317,1.2800001,-0.1707077,-0.2055131
1.0689317,1.0689317,1.2900001,-0.1646301,-0.1977017
1.0789317,1.0789317,1.3000001,-0.1588106,-0.1902503
1.0889317,1.0889317,1.3100001,-0.1532364,-0.1831393
1.0989317,1.0989317,1.3200001,-0.1478954,-0.1763500
1.1089317,1.1089317,1.3300001,-0.1427760,-0.1698652
1.1189317,1.1189317,1.3400001,-0.1378675,-0.1636684
1.1289317,1.1289317,1.3500001,-0.1331598,-0.1577446
1.1389317,1.1389317,1.3600001,-0.1286430,-0.1520793
1.1489317,1.1489317,1.3700001,-0.1243083,-0.1466592
1.1589317,1.1589317,1.3800001,-0.1201470,-0.1414717
1.1689317,1.1689317,1.3900001,-0.1161509,-0.1365049
1.1789317,1.1789317,1.4000001,-0.1123125,-0.1317482
1.1889317,1.1889317,1.4100001,-0.1086244,-0.1272017
1.1989317,1.1989317,1.4200001,-0.1050797,-0.1228433
1.2089317,1.2089317,1.4300001,-0.1016720,-0.1186639
1.2189317,1.2189317,1.4400001,-0.0983950,-0.1146547
1.2289317,1.2289317,1.4500001,-0.0952430,-0.1108075
1.2389317,1.2389317,1.4600001,-0.0922103,-0.1071147
1.2489317,1.2489317,1.4700001,-0.0892917,-0.1035688
1.2589317,1.2589317,1.4800001,-0.0864822,-0.1001631
1.2689317,1.2689317,1.4900001,-0.0837770,-0.0968910
1.2789317,1.2789317,1.5000001,-0.0811717,-0.0937463
1.2889317,1.2889317,1.5100001,-0.0786619,-0.0907231
1.2989317,1.2989317,1.5200001,-0.0762436,-0.0878160
1.3089317,1.3089317,1.5300001,-0.0739129,-0.0850197
1.3189317,1.3189317,1.5400001,-0.0716661,-0.0823346
1.3289317,1.3289317,1.5500001,-0.0694997,-0.0797507
