# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.6479333,-1.6479333,-1.6670821,40417.4338841,24336.5329826,187096.4216574,1510.5178219,130596.7636120,3135773.1123021,38359347.1440343,303866606.6655744
-1.6429333,-1.6429333,-1.6620821,40153.4687507,24177.1095028,185880.3338812,1500.1979863,129747.7194561,3115478.2573179,38111287.3412183,301901996.7197135
-1.6379333,-1.6379333,-1.6570821,39466.7993260,23761.6101520,182726.2922165,1472.6161522,127545.3280462,3062983.1472225,37469982.9861882,296823606.7853519
-1.6329333,-1.6329333,-1.6520821,38379.9484142,23103.7056734,177737.2373206,1428.7169210,124061.4873881,2979993.4029558,36456252.5971236,288796258.4253395
-1.6279333,-1.6279333,-1.6470821,36930.7649441,22226.3575269,171086.3011762,1370.0765114,119417.1152254,2869379.8061737,35105141.5608893,278097418.7141149
-1.6229333,-1.6229333,-1.6420821,35169.5167407,21160.0536845,163003.5146646,1298.7812136,113772.8652249,2734957.9832156,33463232.8176296,265095908.3935858
-1.6179333,-1.6179333,-1.6370821,33155.3874201,19940.6828001,153759.7910206,1217.2809050,107317.9405462,2581222.9431251,31585406.4777740,250226247.1422682
-1.6129333,-1.6129333,-1.6320821,30952.7006197,18607.2430376,143649.6611401,1128.2312795,100258.0357182,2413062.9060611,29531346.5922651,233960996.8992160
-1.6079333,-1.6079333,-1.6270821,28627.2041595,17199.5875211,132974.2798447,1034.3388224,92803.4678621,2235477.5764373,27362102.0685064,216783533.6465285
-1.6029333,-1.6029333,-1.6220821,26242.7107576,15756.3864987,122026.0582061,938.2210162,85158.4437415,2053323.3043016,25136975.6520652,199163416.2489019
-1.5979333,-1.5979333,-1.6170821,23858.3223146,14313.4440170,111075.9594562,842.2913049,77512.1872909,1871102.3247708,22910950.7879311,181536013.4553222
-1.5929333,-1.5929333,-1.6120821,21526.3768954,12902.4535135,100364.0948474,748.6746116,70032.3720715,1692806.6268182,20732785.1661161,164287408.8544673
-1.5879333,-1.5879333,-1.6070821,19291.1669533,11550.2217145,90093.8422764,659.1553750,62861.0142435,1521820.1573384,18643816.2189342,147744942.2367462
-1.5829333,-1.5829333,-1.6020821,17188.3970847,10278.3414901,80429.3439579,575.1566769,56112.7256396,1360876.9977148,16677449.7738828,132173159.4716064
-1.5779333,-1.5779333,-1.5970821,15245.2883502,9103.2571315,71495.9595478,497.7464636,49875.0310354,1212068.5139249,14859246.4804961,117774495.0234780
-1.5729333,-1.5729333,-1.5920821,13481.1977394,8036.6421812,63383.0752591,427.6652521,44210.3308924,1076889.5660062,13207485.0434263,104693729.4847737
-1.5679333,-1.5679333,-1.5870821,11908.6051858,7086.0001513,56148.5953436,365.3690592,39159.0390514,956312.6300318,11734066.2394321,93025145.2985006
-1.5629333,-1.5629333,-1.5820821,10534.3229904,6255.3999812,49824.4532023,311.0814162,34743.4324727,850878.8612142,10445623.8258964,82821320.6816876
-1.5579333,-1.5579333,-1.5770821,9360.7982723,5546.2676815,44422.5510535,264.8490213,30971.8001866,760796.3087842,9344722.8633663,74102615.8581936
-1.5529333,-1.5529333,-1.5720821,8387.4024348,4958.1698221,39940.6435672,226.5965895,27842.5529964,686037.2525183,8431047.4355432,66866575.5928089
-1.5479333,-1.5479333,-1.5670821,7611.6275358,4489.5402673,36367.7989951,211.3108864,25348.0379875,626428.5839060,7702503.5800116,61096660.6615225
