# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.3818020,-1.3818020,-1.4219689,1800.0576553,1350.5485965,5686.3451740,214.3341475,4116.6218184,1840.1190396,1759.9976407,2103.5394764,1346.0362780
-1.3768020,-1.3768020,-1.4169689,1759.3269537,1302.5749590,5575.9378031,209.5113369,4024.0562906,1789.8239661,1728.8299413,2055.5245448,1315.6689689
-1.3718020,-1.3718020,-1.4119689,1711.4333676,1249.6877991,5442.4757962,203.8476427,3915.1301150,1732.4427044,1690.4240308,1999.0657271,1279.9612774
-1.3668020,-1.3668020,-1.4069689,1657.1419423,1192.3880754,5288.4331605,197.4343064,3791.5817757,1668.7183653,1645.5655193,1935.0648883,1239.4835928
-1.3618020,-1.3618020,-1.4019689,1597.2922820,1131.2284098,5116.5228474,190.3713493,3655.3196802,1599.4694385,1595.1151254,1864.5117864,1194.8618932
-1.3568020,-1.3568020,-1.3969689,1532.7754672,1066.7971463,4929.6229666,182.7647778,3508.3697347,1525.5655515,1539.9853829,1804.0979611,1146.7605354
-1.3518020,-1.3518020,-1.3919689,1464.5108818,999.7023559,4730.7027067,174.7237640,3352.8227181,1447.9045133,1481.1172503,1723.6250190,1095.8649779
-1.3468020,-1.3468020,-1.3869689,1393.4238620,930.5564289,4522.7508743,166.3579085,3190.7835273,1367.3901820,1419.4575421,1639.8248817,1042.8651175
-1.3418020,-1.3418020,-1.3819689,1320.4249714,859.9618171,4308.7096044,157.7746702,3024.3241171,1284.9119562,1355.9379865,1553.7709568,988.4398367
-1.3368020,-1.3368020,-1.3769689,1246.3915561,788.4983832,4091.4153304,149.0770401,2855.4416191,1201.3265434,1291.4565687,1466.4974942,933.2432525
-1.3318020,-1.3318020,-1.3719689,1172.1520687,716.7126988,3873.5485629,140.3615155,2686.0227450,1117.4424874,1226.8616501,1378.9811058,877.8930285
-1.3268020,-1.3268020,-1.3669689,1098.4734692,645.1095029,3657.5934649,131.7164257,2517.8151741,1034.0077625,1162.9391759,1292.1259138,822.9609818
-1.3218020,-1.3218020,-1.3619689,1026.0518406,574.1454126,3445.8076578,123.2206649,2352.4062330,951.7005691,1100.4031120,1206.7524878,768.9660862
-1.3168020,-1.3168020,-1.3569689,955.5061976,504.2248683,3240.2021909,114.9428961,2191.2088155,871.1233060,1039.8890891,1123.5905464,716.3698564
-1.3118020,-1.3118020,-1.3519689,887.3753293,435.6981942,3042.5311709,106.9413015,2035.4541810,792.7995582,981.9511005,1043.2752353,665.5739935
-1.3068020,-1.3068020,-1.3469689,822.1174100,368.8615838,2854.2902038,99.2639373,1886.1910227,717.1738338,927.0609863,966.3466679,616.9200955
-1.3018020,-1.3018020,-1.3419689,760.1120308,303.9587625,2676.7225509,91.9496788,1759.9311202,644.6137008,875.6103608,893.2523208,570.6911713
-1.2968020,-1.2968020,-1.3369689,701.6642570,241.1840441,2510.8317435,85.0296191,1626.0940804,575.4139288,827.9145853,824.3518171,527.1146664
-1.2918020,-1.2918020,-1.3319689,647.0102947,180.6864857,2357.3993293,78.5286444,1500.8667102,509.8022168,784.2183726,759.9236057,486.3666863
-1.2868020,-1.2868020,-1.3269689,596.3243477,122.5748457,2217.0064331,72.4668607,1384.6540912,447.9460921,744.7026033,700.1730447,448.5771071
-1.2818020,-1.2818020,-1.3219689,549.7262716,66.9230643,2090.0578737,66.8606349,1277.7379497,389.9605837,709.4919585,645.2414250,413.8352731
-1.2768020,-1.2768020,-1.3169689,507.2896608,13.7760131,1976.8076963,61.7232148,1180.2949108,335.9163117,678.6630034,595.2155047,382.1960061
-1.2718020,-1.2718020,-1.3119689,469.0500517,-36.8447094,1877.3851113,57.0650665,1092.4150170,285.8476741,652.2523887,550.1371835,353.6856771
-1.2668020,-1.2668020,-1.3069689,435.0129659,-84.9351213,1807.4610890,52.8941268,1014.1199052,239.7608659,630.2648594,510.0129953,328.3081429
-1.2618020,-1.2618020,-1.3019689,405.1615757,-130.5034935,1735.7083155,49.2161062,945.3801467,197.6415103,612.6807579,474.8231616,306.0504139
-1.2568020,-1.2568020,-1.2969689,379.4638237,-173.5653977,1677.6704531,46.0348782,886.1313588,159.4617352,599.4627331,444.5299988,286.8880079
-1.2518020,-1.2518020,-1.2919689,357.8788987,-214.1392591,1633.2183023,43.3529145,836.2887963,125.1865698,590.5615836,419.0855363,270.7899902
