# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.8135000,-0.8135000,-0.8060957,56488.6259619,33121.1648197,277791.8433348,1752.4386769,193180.5368252,56488.6259619,56488.6259619,66590.9841947,42115.8363375,56488.6259619,33121.1648197,277791.8433348,1739.0529173,193180.5368252,56488.6259619,56488.6259619,66590.9841947,42115.8363375
-0.8085000,-0.8085000,-0.8010957,57781.4710421,33884.7898124,284077.5888578,1796.9960945,197554.0620453,57781.4710421,57781.4710421,68115.0401411,43079.7339519,57781.4710421,33884.7898124,284077.5888578,1783.6035656,197554.0620453,57781.4710421,57781.4710421,68115.0401411,43079.7339519
-0.8035000,-0.8035000,-0.7960957,61678.3815597,36186.5613292,303023.6094733,1917.9253458,210736.4304239,61678.3815597,61678.3815597,72708.8694699,45985.1267241,61678.3815597,36186.5613292,303023.6094733,1917.9253458,210736.4304239,61678.3815597,61678.3815597,72708.8694699,45985.1267241
-0.7985000,-0.7985000,-0.7910957,68218.8639544,40049.9367230,334820.4016876,2143.4839218,232860.2381542,68218.8639544,68218.8639544,80419.0439050,50861.4691986,68218.8639544,40049.9367230,334820.4016876,2143.4839218,232860.2381542,68218.8639544,68218.8639544,80419.0439050,50861.4691986
-0.7935000,-0.7935000,-0.7860957,77435.8701682,45494.5099648,379626.4904363,2461.5259478,264035.8394957,77435.8701682,77435.8701682,91284.4084746,57733.3291282,77435.8701682,45494.5099648,379626.4904363,2461.5259478,264035.8394957,77435.8701682,77435.8701682,91284.4084746,57733.3291282
-0.7885000,-0.7885000,-0.7810957,89301.3924512,52504.0991152,437301.0497874,2871.3931471,304165.4018859,89301.3924512,89301.3924512,105271.9465560,66579.8249673,89301.3924512,52504.0991152,437301.0497874,2871.3931471,304165.4018859,89301.3924512,89301.3924512,105271.9465560,66579.8249673
-0.7835000,-0.7835000,-0.7760957,99659.0541889,58628.2202885,487577.9854206,3233.6841924,339149.9822035,99659.0541889,99659.0541889,117481.9601176,74302.1155905,99659.0541889,58628.2202885,487577.9854206,3233.6841924,339149.9822035,99659.0541889,99659.0541889,117481.9601176,74302.1155905
-0.7785000,-0.7785000,-0.7710957,85692.2217141,50375.6686449,419710.3492393,2749.8652521,291927.4699017,85692.2217141,85692.2217141,101017.3160456,63888.9603642,85692.2217141,50375.6686449,419710.3492393,2749.8652521,291927.4699017,85692.2217141,85692.2217141,101017.3160456,63888.9603642
-0.7735000,-0.7735000,-0.7660957,77439.3208559,45504.3035160,379543.2830129,2468.2375746,263981.2098642,77439.3208559,77439.3208559,91288.4762791,57735.9018337,77439.3208559,45504.3035160,379543.2830129,2468.2375746,263981.2098642,77439.3208559,77439.3208559,91288.4762791,57735.9018337
-0.7685000,-0.7685000,-0.7610957,69824.2807226,41008.3756597,342494.4563540,2207.4696521,238204.0181327,69824.2807226,69824.2807226,82311.5714859,52058.4087366,69824.2807226,41008.3756597,342494.4563540,2207.4696521,238204.0181327,69824.2807226,69824.2807226,82311.5714859,52058.4087366
