# r[nm],ssd(r)[nm]
-1.3834311,-1.3834311
-1.3784311,-1.3784311
-1.3734311,-1.3734311
-1.3684311,-1.3684311
-1.3634311,-1.3634311
-1.3584311,-1.3584311
-1.3534311,-1.3534311
-1.3484311,-1.3484311
-1.3434311,-1.3434311
-1.3384311,-1.3384311
-1.3334311,-1.3334311
-1.3284311,-1.3284311
-1.3234311,-1.3234311
-1.3184311,-1.3184311
-1.3134311,-1.3134311
-1.3084311,-1.3084311
-1.3034311,-1.3034311
-1.2984311,-1.2984311
-1.2934311,-1.2934311
-1.2884311,-1.2884311
-1.2834311,-1.2834311
-1.2784311,-1.2784311
-1.2734311,-1.2734311
-1.2684311,-1.2684311
-1.2634311,-1.2634311
-1.2584311,-1.2584311
-1.2534311,-1.2534311
-1.2484311,-1.2484311
-1.2434311,-1.2434311
-1.2384311,-1.2384311
-1.2334311,-1.2334311
-1.2284311,-1.2284311
-1.2234311,-1.2234311
-1.2184311,-1.2184311
-1.2134311,-1.2134311
-1.2084311,-1.2084311
-1.2034311,-1.2034311
-1.1984311,-1.1984311
-1.1934311,-1.1934311
-1.1884311,-1.1884311
-1.1834311,-1.1834311
-1.1784311,-1.1784311
-1.1734311,-1.1734311
-1.1684311,-1.1684311
-1.1634311,-1.1634311
-1.1584311,-1.1584311
-1.1534311,-1.1534311
-1.1484311,-1.1484311
-1.1434311,-1.1434311
-1.1384311,-1.1384311
-1.1334311,-1.1334311
-1.1284311,-1.1284311
-1.1234311,-1.1234311
-1.1184311,-1.1184311
-1.1134311,-1.1134311
-1.1084311,-1.1084311
-1.1034311,-1.1034311
-1.0984311,-1.0984311
-1.0934311,-1.0934311
-1.0884311,-1.0884311
-1.0834311,-1.0834311
-1.0784311,-1.0784311
-1.0734311,-1.0734311
-1.0684311,-1.0684311
-1.0634311,-1.0634311
-1.0584311,-1.0584311
-1.0534311,-1.0534311
-1.0484311,-1.0484311
-1.0434311,-1.0434311
-1.0384311,-1.0384311
-1.0334311,-1.0334311
-1.0284311,-1.0284311
-1.0234311,-1.0234311
-1.0184311,-1.0184311
-1.0134311,-1.0134311
-1.0084311,-1.0084311
-1.0034311,-1.0034311
-0.9984311,-0.9984311
-0.9934311,-0.9934311
-0.9884311,-0.9884311
-0.9834311,-0.9834311
-0.9784311,-0.9784311
-0.9734311,-0.9734311
-0.9684311,-0.9684311
-0.9634311,-0.9634311
-0.9584311,-0.9584311
-0.9534311,-0.9534311
-0.9484311,-0.9484311
-0.9434311,-0.9434311
-0.9384311,-0.9384311
-0.9334311,-0.9334311
-0.9284311,-0.9284311
-0.9234311,-0.9234311
-0.9184311,-0.9184311
-0.9134311,-0.9134311
-0.9084311,-0.9084311
-0.9034311,-0.9034311
-0.8984311,-0.8984311
-0.8934311,-0.8934311
-0.8884311,-0.8884311
-0.8834311,-0.8834311
-0.8784311,-0.8784311
-0.8734311,-0.8734311
-0.8684311,-0.8684311
-0.8634311,-0.8634311
-0.8584311,-0.8584311
-0.8534311,-0.8534311
-0.8484311,-0.8484311
-0.8434311,-0.8434311
-0.8384311,-0.8384311
-0.8334311,-0.8334311
-0.8284311,-0.8284311
-0.8234311,-0.8234311
-0.8184311,-0.8184311
-0.8134311,-0.8134311
-0.8084311,-0.8084311
-0.8034311,-0.8034311
