# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
-0.1845611,-0.1845611,0.0000000,14283.6683577,14283.6683577
-0.1745611,-0.1745611,0.0100000,13614.1567960,13614.1567960
-0.1645611,-0.1645611,0.0200000,13486.0159906,13486.0159906
-0.1545611,-0.1545611,0.0300000,13985.6812817,13985.6812817
-0.1445611,-0.1445611,0.0400000,15325.3144085,15325.3144085
-0.1345611,-0.1345611,0.0500000,13957.1818182,13957.1818182
-0.1245611,-0.1245611,0.0600000,10931.5660037,10931.5660037
-0.1145611,-0.1145611,0.0700000,8438.9395877,8438.9395877
-0.1045611,-0.1045611,0.0800000,6434.2594578,6434.2594578
-0.0945611,-0.0945611,0.0900000,4864.8367874,4864.8367874
-0.0845611,-0.0845611,0.1000000,3665.0830986,3665.0830986
-0.0745611,-0.0745611,0.1100000,2585.4595244,2585.4595244
-0.0645611,-0.0645611,0.1200000,1710.6332554,1684.7920089
-0.0545611,-0.0545611,0.1300000,1167.1999876,1141.3587410
-0.0445611,-0.0445611,0.1400000,816.1207576,790.2795111
-0.0345611,-0.0345611,0.1500000,577.4649009,551.6236544
-0.0245611,-0.0245611,0.1600000,409.9026906,384.0614441
-0.0145611,-0.0145611,0.1700000,290.2675051,264.4262586
-0.0045611,-0.0045611,0.1800000,204.3752639,178.5340173
0.0054389,0.0054389,0.1900000,142.8238859,116.9826410
0.0154389,0.0154389,0.2000000,99.0106625,73.1695646
0.0254389,0.0254389,0.2100000,68.1369748,42.2990502
0.0354389,0.0354389,0.2200000,46.6437002,20.8352222
0.0454389,0.0454389,0.2300000,31.8097985,6.1631331
0.0554389,0.0554389,0.2400000,21.3768877,-3.6444692
0.0654389,0.0654389,0.2500000,13.4439823,-9.9988663
0.0754389,0.0754389,0.2600000,7.1561758,-13.9257626
0.0854389,0.0854389,0.2700000,2.4638547,-16.1649558
0.0954389,0.0954389,0.2800000,-0.8668610,-17.2461036
0.1054389,0.1054389,0.2900000,-3.2279890,-17.5457230
0.1154389,0.1154389,0.3000000,-4.9574265,-17.3295860
0.1254389,0.1254389,0.3100000,-6.2739849,-16.7839166
0.1354389,0.1354389,0.3200000,-7.2878068,-16.0381355
0.1454389,0.1454389,0.3300000,-8.0311678,-15.5258622
0.1554389,0.1554389,0.3400000,-8.5184214,-15.0032792
0.1654389,0.1654389,0.3500000,-8.7842692,-14.3102460
0.1754389,0.1754389,0.3600000,-8.8790478,-13.5268914
0.1854389,0.1854389,0.3700000,-8.8489077,-12.9344481
0.1954389,0.1954389,0.3800000,-8.7236479,-12.3230533
0.2054389,0.2054389,0.3900000,-8.5185368,-11.6635459
0.2154389,0.2154389,0.4000000,-8.2419510,-11.0575303
0.2254389,0.2254389,0.4100000,-7.9020256,-10.4233455
0.2354389,0.2354389,0.4200000,-7.5118972,-9.8495395
0.2454389,0.2454389,0.4300000,-7.0902507,-9.2426304
0.2554389,0.2554389,0.4400000,-6.6571668,-8.6570678
0.2654389,0.2654389,0.4500000,-6.2299762,-8.0978925
0.2754389,0.2754389,0.4600000,-5.8214609,-7.5456962
0.2854389,0.2854389,0.4700000,-5.4398038,-7.0214201
0.2954389,0.2954389,0.4800000,-5.0886847,-6.5323821
0.3054389,0.3054389,0.4900000,-4.7672846,-6.0799263
0.3154389,0.3154389,0.5000000,-4.4717701,-5.6788239
0.3254389,0.3254389,0.5100000,-4.1972402,-5.3002222
0.3354389,0.3354389,0.5200000,-3.9387473,-4.9559798
0.3454389,0.3454389,0.5300000,-3.6924081,-4.6444918
0.3554389,0.3554389,0.5400000,-3.4565915,-4.3947759
0.3654389,0.3654389,0.5500000,-3.2317870,-4.1509636
0.3754389,0.3754389,0.5600000,-3.0193008,-3.9410466
0.3854389,0.3854389,0.5700000,-2.8201671,-3.7453942
0.3954389,0.3954389,0.5800000,-2.6347773,-3.5585324
0.4054389,0.4054389,0.5900000,-2.4629459,-3.3847610
0.4154389,0.4154389,0.6000000,-2.3041011,-3.1852260
0.4254389,0.4254389,0.6100000,-2.1574577,-2.9795257
0.4354389,0.4354389,0.6200000,-2.0221385,-2.7782457
0.4454389,0.4454389,0.6300000,-1.8972499,-2.5868144
0.4554389,0.4554389,0.6400000,-1.7819251,-2.4077144
0.4654389,0.4654389,0.6500000,-1.6753467,-2.2417613
0.4754389,0.4754389,0.6600000,-1.5767571,-2.0888485
0.4854389,0.4854389,0.6700000,-1.4854610,-1.9483820
0.4954389,0.4954389,0.6800000,-1.4008248,-1.8195326
0.5054389,0.5054389,0.6900000,-1.3222733,-1.7013817
0.5154389,0.5154389,0.7000000,-1.2492852,-1.5930032
0.5254389,0.5254389,0.7100000,-1.1813888,-1.4935080
0.5354389,0.5354389,0.7200000,-1.1181574,-1.4020660
0.5454389,0.5454389,0.7300000,-1.0592048,-1.3179154
0.5554389,0.5554389,0.7400000,-1.0041816,-1.2403648
0.5654389,0.5654389,0.7500000,-0.9527710,-1.1687902
0.5754389,0.5754389,0.7600000,-0.9046858,-1.1026316
0.5854389,0.5854389,0.7700000,-0.8596654,-1.0413866
0.5954389,0.5954389,0.7800000,-0.8174728,-0.9846058
