# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.1282195,-0.1282195,-0.0000000,54171.2767020,54171.2767020
-0.1182195,-0.1182195,0.0100000,49164.4537363,49164.4537363
-0.1082195,-0.1082195,0.0200000,43591.9322686,43591.9322686
-0.0982195,-0.0982195,0.0300000,38046.0835913,38046.0835913
-0.0882195,-0.0882195,0.0400000,28406.9064251,28406.9064251
-0.0782195,-0.0782195,0.0500000,19433.8418893,19433.8418893
-0.0682195,-0.0682195,0.0600000,13394.2943094,13394.2943094
-0.0582195,-0.0582195,0.0700000,9485.0662076,9485.0662076
-0.0482195,-0.0482195,0.0800000,7054.8770468,7054.8770468
-0.0382195,-0.0382195,0.0900000,5647.2856682,5647.2856682
-0.0282195,-0.0282195,0.1000000,4793.0588382,4793.0588382
-0.0182195,-0.0182195,0.1100000,4699.6352028,4699.6352028
-0.0082195,-0.0082195,0.1200000,5296.6602378,5296.6602378
0.0017805,0.0017805,0.1300000,5512.3214669,5512.3214669
0.0117805,0.0117805,0.1400000,5751.6316342,5751.6316342
0.0217805,0.0217805,0.1500000,5428.9981875,5428.9981875
0.0317805,0.0317805,0.1600000,3744.4268980,3744.4268980
0.0417805,0.0417805,0.1700000,2565.5035539,2565.5035539
0.0517805,0.0517805,0.1800000,1766.8666053,1747.9407495
0.0617805,0.0617805,0.1900000,1203.4972353,1184.5713795
0.0717805,0.0717805,0.2000000,816.9662381,798.0404693
0.0817805,0.0817805,0.2100000,552.5497956,533.6308781
0.0917805,0.0917805,0.2200000,372.0193772,353.1698441
0.1017805,0.1017805,0.2300000,248.9062877,230.2655251
0.1117805,0.1117805,0.2400000,165.1076713,146.7709801
0.1217805,0.1217805,0.2500000,108.2727030,90.2454932
0.1317805,0.1317805,0.2600000,69.4996196,52.1709553
0.1417805,0.1417805,0.2700000,42.5239474,26.4661946
0.1517805,0.1517805,0.2800000,24.6198584,8.5030714
0.1617805,0.1617805,0.2900000,12.9955095,-2.3412938
0.1717805,0.1717805,0.3000000,5.3714346,-8.7537528
0.1817805,0.1817805,0.3100000,0.3097545,-12.3844142
0.1917805,0.1917805,0.3200000,-3.1771936,-14.5934394
0.2017805,0.2017805,0.3300000,-5.7080388,-15.7540110
0.2117805,0.2117805,0.3400000,-7.5486227,-16.1080136
0.2217805,0.2217805,0.3500000,-8.7899781,-15.9711043
0.2317805,0.2317805,0.3600000,-9.5066378,-15.5072580
0.2417805,0.2417805,0.3700000,-9.7877934,-14.8328654
0.2517805,0.2517805,0.3800000,-9.7375183,-14.2651909
0.2617805,0.2617805,0.3900000,-9.4729932,-13.6449991
0.2717805,0.2717805,0.4000000,-9.1050842,-12.9037431
0.2817805,0.2817805,0.4100000,-8.7146375,-12.8135850
0.2917805,0.2917805,0.4200000,-8.3434642,-12.5892687
0.3017805,0.3017805,0.4300000,-8.0042286,-12.1968801
0.3117805,0.3117805,0.4400000,-7.6970294,-11.7764292
0.3217805,0.3217805,0.4500000,-7.4208364,-11.2459681
0.3317805,0.3317805,0.4600000,-7.1788871,-10.6553721
0.3417805,0.3417805,0.4700000,-6.9733122,-10.0388619
0.3517805,0.3517805,0.4800000,-6.7939866,-9.4196338
0.3617805,0.3617805,0.4900000,-6.6207774,-9.7755815
0.3717805,0.3717805,0.5000000,-6.4358151,-9.9035842
0.3817805,0.3817805,0.5100000,-6.2321969,-9.7939367
0.3917805,0.3917805,0.5200000,-6.0139628,-9.5978692
0.4017805,0.4017805,0.5300000,-5.7907291,-9.3730136
0.4117805,0.4117805,0.5400000,-5.5724096,-9.0293632
0.4217805,0.4217805,0.5500000,-5.3668611,-8.6136927
0.4317805,0.4317805,0.5600000,-5.1776250,-8.1589691
0.4417805,0.4417805,0.5700000,-4.9993163,-7.6882228
0.4517805,0.4517805,0.5800000,-4.8189467,-7.2173051
0.4617805,0.4617805,0.5900000,-4.6239393,-6.7718764
0.4717805,0.4717805,0.6000000,-4.4092946,-6.3495461
0.4817805,0.4817805,0.6100000,-4.1786561,-5.9401030
0.4917805,0.4917805,0.6200000,-3.9403031,-5.5563669
0.5017805,0.5017805,0.6300000,-3.7027262,-5.2054424
0.5117805,0.5117805,0.6400000,-3.4723786,-4.8877473
0.5217805,0.5217805,0.6500000,-3.2533000,-4.6023114
0.5317805,0.5317805,0.6600000,-3.0475682,-4.3231615
0.5417805,0.5417805,0.6700000,-2.8559104,-4.0488644
0.5517805,0.5517805,0.6800000,-2.6782152,-3.7858270
0.5617805,0.5617805,0.6900000,-2.5138940,-3.5373956
0.5717805,0.5717805,0.7000000,-2.3621159,-3.3050281
0.5817805,0.5817805,0.7100000,-2.2219514,-3.0891036
0.5917805,0.5917805,0.7200000,-2.0924568,-2.8894326
0.6017805,0.6017805,0.7300000,-1.9727209,-2.7049409
0.6117805,0.6117805,0.7400000,-1.8618886,-2.5346945
0.6217805,0.6217805,0.7500000,-1.7591717,-2.3776705
0.6317805,0.6317805,0.7600000,-1.6638507,-2.2328313
0.6417805,0.6417805,0.7700000,-1.5752736,-2.0991682
0.6517805,0.6517805,0.7800000,-1.4928515,-1.9757259
0.6617805,0.6617805,0.7900000,-1.4160535,-1.8616144
0.6717805,0.6717805,0.8000000,-1.3444014,-1.7560141
0.6817805,0.6817805,0.8100000,-1.2774648,-1.6582123
0.6917805,0.6917805,0.8200000,-1.2148552,-1.5675534
0.7017805,0.7017805,0.8300000,-1.1562227,-1.4833376
0.7117805,0.7117805,0.8400000,-1.1012508,-1.4050082
0.7217805,0.7217805,0.8500000,-1.0496533,-1.3320622
0.7317805,0.7317805,0.8600000,-1.0011711,-1.2640451
0.7417805,0.7417805,0.8700000,-0.9555689,-1.2005460
0.7517805,0.7517805,0.8800000,-0.9126329,-1.1411940
0.7617805,0.7617805,0.8900000,-0.8721685,-1.0856532
0.7717805,0.7717805,0.9000000,-0.8339982,-1.0336197
