# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.0824400,0.0824400,0.0893072,1814.5945598,0.0000000
0.0874400,0.0874400,0.0943072,1612.4104639,0.0000000
0.0924400,0.0924400,0.0993072,1425.4142515,0.0000000
0.0974400,0.0974400,0.1043072,1253.8287272,0.0000000
0.1024400,0.1024400,0.1093072,1097.5499418,0.0000000
0.1074400,0.1074400,0.1143072,956.2024491,0.0000000
0.1124400,0.1124400,0.1193072,829.1949117,0.0000000
0.1174400,0.1174400,0.1243072,715.7728720,0.0000000
0.1224400,0.1224400,0.1293072,615.0663816,0.0000000
0.1274400,0.1274400,0.1343072,526.1312994,0.0000000
0.1324400,0.1324400,0.1393072,447.9844844,0.0000000
0.1374400,0.1374400,0.1443072,379.6340893,0.0000000
0.1424400,0.1424400,0.1493072,320.1058316,0.0000000
0.1474400,0.1474400,0.1543072,268.4648538,0.0000000
0.1524400,0.1524400,0.1593072,223.8322544,0.0000000
0.1574400,0.1574400,0.1643072,185.3960686,0.0000000
0.1624400,0.1624400,0.1693072,152.4170363,0.0000000
0.1674400,0.1674400,0.1743072,124.2293412,0.0000000
0.1724400,0.1724400,0.1793072,100.2369012,0.0000000
0.1774400,0.1774400,0.1843072,79.9069740,0.0000000
0.1824400,0.1824400,0.1893072,62.7633649,0.0000000
0.1874400,0.1874400,0.1943072,48.3806765,0.0000000
0.1924400,0.1924400,0.1993072,36.3796421,0.0000000
0.1974400,0.1974400,0.2043072,26.4226370,0.0000000
0.2024400,0.2024400,0.2093072,18.2086261,0.0000000
0.2074400,0.2074400,0.2143072,11.4683431,0.0000000
0.2124400,0.2124400,0.2193072,5.9619302,0.0000000
0.2174400,0.2174400,0.2243072,1.4801702,0.0000000
0.2224400,0.2224400,0.2293072,-2.1532377,0.0000000
0.2274400,0.2274400,0.2343072,-5.0831207,0.0000000
0.2324400,0.2324400,0.2393072,-7.4292026,0.0000000
0.2374400,0.2374400,0.2443072,-9.2932945,0.0000000
0.2424400,0.2424400,0.2493072,-10.7644150,0.0000000
0.2474400,0.2474400,0.2543072,-11.9226369,0.0000000
0.2524400,0.2524400,0.2593072,-12.8402366,0.0000000
0.2574400,0.2574400,0.2643072,-13.5771889,0.0000000
0.2624400,0.2624400,0.2693072,-14.1741520,0.0000000
0.2674400,0.2674400,0.2743072,-14.6509702,0.0000000
0.2724400,0.2724400,0.2793072,-15.0134836,0.0000000
0.2774400,0.2774400,0.2843072,-15.2631212,0.0000000
0.2824400,0.2824400,0.2893072,-15.4029782,0.0000000
0.2874400,0.2874400,0.2943072,-15.4391715,0.0000000
0.2924400,0.2924400,0.2993072,-15.3799679,0.0000000
0.2974400,0.2974400,0.3043072,-15.2349683,0.0000000
0.3024400,0.3024400,0.3093072,-15.0147991,0.0000000
0.3074400,0.3074400,0.3143072,-14.7308524,0.0000000
0.3124400,0.3124400,0.3193072,-14.3948074,0.0000000
0.3174400,0.3174400,0.3243072,-14.0180322,0.0000000
0.3224400,0.3224400,0.3293072,-13.6110574,0.0000000
0.3274400,0.3274400,0.3343072,-13.1832307,0.0000000
0.3324400,0.3324400,0.3393072,-12.7425622,0.0000000
0.3374400,0.3374400,0.3443072,-12.2957191,0.0000000
0.3424400,0.3424400,0.3493072,-11.8481148,0.0000000
0.3474400,0.3474400,0.3543072,-11.4040482,0.0000000
0.3524400,0.3524400,0.3593072,-10.9668590,0.0000000
0.3574400,0.3574400,0.3643072,-10.5390816,0.0000000
0.3624400,0.3624400,0.3693072,-10.1225867,0.0000000
0.3674400,0.3674400,0.3743072,-9.7187048,0.0000000
0.3724400,0.3724400,0.3793072,-9.3283327,0.0000000
0.3774400,0.3774400,0.3843072,-8.9520218,0.0000000
0.3824400,0.3824400,0.3893072,-8.5900518,0.0000000
0.3874400,0.3874400,0.3943072,-8.2424902,0.0000000
0.3924400,0.3924400,0.3993072,-7.9092413,0.0000000
0.3974400,0.3974400,0.4043072,-7.5900851,0.0000000
0.4024400,0.4024400,0.4093072,-7.2847089,0.0000000
0.4074400,0.4074400,0.4143072,-6.9927324,0.0000000
0.4124400,0.4124400,0.4193072,-6.7137277,0.0000000
0.4174400,0.4174400,0.4243072,-6.4472349,0.0000000
0.4224400,0.4224400,0.4293072,-6.1927748,0.0000000
0.4274400,0.4274400,0.4343072,-5.9498582,0.0000000
0.4324400,0.4324400,0.4393072,-5.7179941,0.0000000
0.4374400,0.4374400,0.4443072,-5.4966946,0.0000000
0.4424400,0.4424400,0.4493072,-5.2854802,0.0000000
0.4474400,0.4474400,0.4543072,-5.0838822,0.0000000
0.4524400,0.4524400,0.4593072,-4.8914460,0.0000000
0.4574400,0.4574400,0.4643072,-4.7077317,0.0000000
0.4624400,0.4624400,0.4693072,-4.5323161,0.0000000
0.4674400,0.4674400,0.4743072,-4.3647931,0.0000000
0.4724400,0.4724400,0.4793072,-4.2047737,0.0000000
0.4774400,0.4774400,0.4843072,-4.0518865,0.0000000
0.4824400,0.4824400,0.4893072,-3.9057774,0.0000000
0.4874400,0.4874400,0.4943072,-3.7661092,0.0000000
0.4924400,0.4924400,0.4993072,-3.6325612,0.0000000
0.4974400,0.4974400,0.5043072,-3.5048288,0.0000000
