# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.7719615,0.0219615,-0.0000000,148910.2456454,148910.2456454
0.7819615,0.0319615,0.0100000,113357.0277255,113357.0277255
0.7919615,0.0419615,0.0200000,90539.3057606,90539.3057606
0.8019615,0.0519615,0.0300000,85065.4537019,85065.4537019
0.8119615,0.0619615,0.0400000,89177.6905702,89177.6905702
0.8219615,0.0719615,0.0500000,75279.2651877,75279.2651877
0.8319615,0.0819615,0.0600000,80707.1067501,80707.1067501
0.8419615,0.0919615,0.0700000,62626.2402044,62626.2402044
0.8519615,0.1019615,0.0800000,39599.9560068,39599.9560068
0.8619615,0.1119615,0.0900000,24967.8248982,24967.8248982
0.8719615,0.1219615,0.1000000,15734.8001050,15734.8001050
0.8819615,0.1319615,0.1100000,9927.8977803,9927.8977803
0.8919615,0.1419615,0.1200000,6277.6279901,6277.6279901
0.9019615,0.1519615,0.1300000,3979.5151709,3979.5151709
0.9119615,0.1619615,0.1400000,2528.4216270,2528.4216270
0.9219615,0.1719615,0.1500000,1626.3888323,1608.6529794
0.9319615,0.1819615,0.1600000,1040.6668120,1023.1835156
0.9419615,0.1919615,0.1700000,666.1744883,648.9195251
0.9519615,0.2019615,0.1800000,424.4516070,408.5784954
0.9619615,0.2119615,0.1900000,266.6766106,249.1249459
0.9719615,0.2219615,0.2000000,166.3030206,148.6502279
0.9819615,0.2319615,0.2100000,102.6105676,85.1141709
0.9919615,0.2419615,0.2200000,61.9432999,44.9273207
1.0019615,0.2519615,0.2300000,35.6443305,19.6137509
1.0119615,0.2619615,0.2400000,18.5653859,3.8317724
1.0219615,0.2719615,0.2500000,7.5409118,-5.8164942
1.0319615,0.2819615,0.2600000,0.4716784,-11.5102870
1.0419615,0.2919615,0.2700000,-4.0256287,-14.6571874
1.0519615,0.3019615,0.2800000,-6.8533206,-16.3589902
1.0619615,0.3119615,0.2900000,-8.6330479,-18.0485272
1.0719615,0.3219615,0.3000000,-9.7638496,-18.7540696
1.0819615,0.3319615,0.3100000,-10.4249098,-18.8616658
1.0919615,0.3419615,0.3200000,-10.6970070,-18.6375905
1.1019615,0.3519615,0.3300000,-10.6839637,-18.9514327
1.1119615,0.3619615,0.3400000,-10.5056731,-18.7167087
1.1219615,0.3719615,0.3500000,-10.2561241,-18.2092767
1.1319615,0.3819615,0.3600000,-10.0029623,-17.4951365
1.1419615,0.3919615,0.3700000,-9.7719652,-16.6702790
1.1519615,0.4019615,0.3800000,-9.5294632,-16.1287305
1.1619615,0.4119615,0.3900000,-9.2262173,-15.6413312
1.1719615,0.4219615,0.4000000,-8.8446188,-14.9336073
1.1819615,0.4319615,0.4100000,-8.4053740,-14.1071219
1.1919615,0.4419615,0.4200000,-7.9556445,-13.2282350
