# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.8156111,-0.8156111,-0.8087397,7220.6754151,4252.7002216,34575.5092463,193.1782167,24096.4074432,7220.6754151,7220.6754151,8512.0123610,5383.4693065
-0.8106111,-0.8106111,-0.8037397,7307.1707123,4304.9271029,34974.1456920,196.5295694,24374.7210375,7307.1707123,7307.1707123,8613.9763735,5447.9570103
-0.8056111,-0.8056111,-0.7987397,7581.8097757,4470.7922286,36239.4712489,207.2030822,25258.1396738,7581.8097757,7581.8097757,8937.7315582,5652.7177678
-0.8006111,-0.8006111,-0.7937397,8090.1036573,4777.8883189,38579.8734204,227.0655471,26892.1971167,8090.1036573,8090.1036573,9536.9281091,6031.6829412
-0.7956111,-0.7956111,-0.7887397,8916.0201406,5277.1322255,42379.7256792,259.5639714,29545.3356633,8916.0201406,8916.0201406,10510.5505073,6647.4558131
-0.7906111,-0.7906111,-0.7837397,10195.9296538,6051.2351218,48263.0623052,310.2973879,33653.3814476,10195.9296538,10195.9296538,12019.3575055,7601.7091458
-0.7856111,-0.7856111,-0.7787397,12142.2804892,7229.0830483,57201.6616384,387.9690391,39895.0383973,12142.2804892,12142.2804892,14313.7913938,9052.8365514
-0.7806111,-0.7806111,-0.7737397,15082.4591679,9009.3431758,70692.4276184,505.8844150,49315.7864959,15082.4591679,15082.4591679,17779.7881071,11244.9253467
-0.7756111,-0.7756111,-0.7687397,19490.3453986,11678.8736758,90910.6020213,684.2255240,63434.5912379,19490.3453986,19490.3453986,22975.9754338,14531.2827670
-0.7706111,-0.7706111,-0.7637397,24899.0357880,14945.4145267,115829.3959750,899.0381844,80832.2791744,24899.0357880,24899.0357880,29351.9495365,18563.8028603
-0.7656111,-0.7656111,-0.7587397,29880.9671692,17964.1173179,138662.2772473,1103.2557868,96777.6025950,29880.9671692,29880.9671692,35224.8435610,22278.1471752
-0.7606111,-0.7606111,-0.7537397,36026.4063358,21677.4930207,166952.6545513,1346.1230101,116530.0007518,36026.4063358,36026.4063358,42469.3257102,26859.9599872
-0.7556111,-0.7556111,-0.7487397,37756.6407628,22725.9296654,174882.1313101,1414.9260236,122067.5584020,37756.6407628,37756.6407628,44508.9931905,28149.9589686
-0.7506111,-0.7506111,-0.7437397,40523.5519172,24402.4918897,187563.1819342,1530.2913583,130923.3623070,40523.5519172,40523.5519172,47770.7354230,30212.8658876
-0.7456111,-0.7456111,-0.7387397,41026.7062973,24704.6883895,189901.6266868,1548.3136427,132555.3333741,41026.7062973,41026.7062973,48363.8733300,30587.9992381
-0.7406111,-0.7406111,-0.7337397,38518.7065200,23183.7205308,178422.7816715,1442.7970779,124538.5698126,38518.7065200,38518.7065200,45407.3458753,28718.1270938
-0.7356111,-0.7356111,-0.7287397,35221.4070397,21186.5201513,163301.9343922,1308.0627760,113979.2342074,35221.4070397,35221.4070397,41520.3613038,26259.7821986
-0.7306111,-0.7306111,-0.7237397,31457.6082439,18904.4280150,146069.9801157,1152.4700311,101944.7119744,31457.6082439,31457.6082439,37083.4492378,23453.6326173
