# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.1097551,0.1097551,0.0973596,1657.5214694,1020.1666377,inf,78.5575317,inf,inf,inf,inf
0.1147551,0.1147551,0.1023596,1402.2647921,862.2306122,inf,66.3951121,inf,inf,inf,inf
0.1197551,0.1197551,0.1073596,1182.6233516,726.4575979,inf,55.8007333,inf,inf,inf,inf
0.1247551,0.1247551,0.1123596,994.5840709,610.3402615,inf,46.6262691,inf,inf,inf,inf
0.1297551,0.1297551,0.1173596,834.3376927,511.4997575,inf,38.7442981,inf,inf,inf,inf
0.1347551,0.1347551,0.1223596,698.3426438,427.7254066,inf,32.0189081,inf,inf,inf,inf
0.1397551,0.1397551,0.1273596,583.3617584,356.9973201,inf,26.3101382,1824.3098381,inf,inf,inf
0.1447551,0.1447551,0.1323596,486.4778490,297.4948834,inf,21.4879269,1525.2629334,inf,inf,inf
0.1497551,0.1497551,0.1373596,405.0933677,247.5914635,1815.7503048,17.4358912,1273.3793046,inf,inf,inf
0.1547551,0.1547551,0.1423596,336.9178234,205.8347191,1513.4286886,14.0471266,1061.7488444,inf,inf,inf
0.1597551,0.1597551,0.1473596,279.9436100,170.9217581,1259.9383952,11.2207393,884.3305892,inf,inf,inf
0.1647551,0.1647551,0.1523596,232.4100244,141.6957897,1047.8022456,8.8609248,735.8834409,inf,inf,inf
0.1697551,0.1697551,0.1573596,192.7656623,117.1802589,870.5754327,6.8780264,611.8901175,inf,inf,inf
0.1747551,0.1747551,0.1623596,159.6558691,96.6054727,722.7346872,5.1934132,508.4789610,inf,inf,inf
0.1797551,0.1797551,0.1673596,131.9479172,79.3686961,599.5698145,3.7472385,422.3453158,inf,inf,inf
0.1847551,0.1847551,0.1723596,108.7461923,64.9645867,497.0798559,2.5013706,350.6713546,inf,inf,inf
0.1897551,0.1897551,0.1773596,89.3433962,52.9521093,411.8728484,1.4333460,291.0467858,inf,inf,inf
0.1947551,0.1947551,0.1823596,73.1482332,42.9526431,341.0681420,0.5283240,241.4066106,inf,inf,inf
0.1997551,0.1997551,0.1873596,59.6509812,34.6466681,282.2106203,-0.2249041,200.0069451,inf,inf,inf
0.2047551,0.2047551,0.1923596,48.4183958,27.7622918,233.2187159,-0.8365608,165.4251165,inf,inf,inf
0.2097551,0.2097551,0.1973596,39.0867580,22.0642116,192.3708773,-1.3192397,136.5282348,inf,inf,inf
0.2147551,0.2147551,0.2023596,31.3479329,17.3466608,158.2853627,-1.6891169,112.3969826,inf,inf,inf
0.2197551,0.2197551,0.2073596,24.9367429,13.4301364,129.8517768,-1.9638726,92.2597830,inf,inf,inf
0.2247551,0.2247551,0.2123596,19.6226941,10.1624336,106.1499136,-2.1598557,75.4651531,inf,inf,inf
0.2297551,0.2297551,0.2173596,15.2059725,7.4220844,86.4043337,-2.2908218,61.4688728,1652.3917432,inf,inf
0.2347551,0.2347551,0.2223596,11.5181710,5.1187843,69.9661627,-2.3682302,49.8165816,1387.6135472,inf,inf
0.2397551,0.2397551,0.2273596,8.4253263,3.1881334,56.2954008,-2.4019670,40.1246293,1165.8529410,inf,inf
0.2447551,0.2447551,0.2323596,5.8276809,1.5830064,44.9391990,-2.4007846,32.0651630,980.0090565,inf,inf
0.2497551,0.2497551,0.2373596,3.6535491,0.2649152,35.5130874,-2.3724098,25.3562867,824.1494128,inf,inf
0.2547551,0.2547551,0.2423596,1.8494731,-0.8018679,27.6877508,-2.3235146,19.7573194,693.3090697,inf,inf
0.2597551,0.2597551,0.2473596,0.3706494,-1.6521479,21.1812361,-2.2596982,15.0687200,583.3346152,inf,inf
0.2647551,0.2647551,0.2523596,-0.8249365,-2.3188259,15.7567297,-2.1855312,11.1328862,490.7691934,inf,inf
0.2697551,0.2697551,0.2573596,-1.7778607,-2.8314294,11.2234486,-2.1046545,7.8307265,412.7574126,inf,inf
0.2747551,0.2747551,0.2623596,-2.5260209,-3.2155181,7.4350033,-2.0199068,5.0725359,346.9463431,inf,inf
0.2797551,0.2797551,0.2673596,-3.1031793,-3.4929500,4.2813558,-1.9334589,2.7865115,291.3845444,inf,inf
0.2847551,0.2847551,0.2723596,-3.5384169,-3.6824578,1.6762836,-1.8469397,0.9098607,244.4405589,inf,inf
0.2897551,0.2897551,0.2773596,-3.8564152,-3.8001484,-0.4538512,-1.7615471,-0.6151672,204.7486352,inf,inf
0.2947551,0.2947551,0.2823596,-4.0780725,-3.8598402,-2.1760745,-1.6781410,-1.8415672,171.1688607,inf,inf
0.2997551,0.2997551,0.2873596,-4.2211048,-3.8732949,-3.5520109,-1.5973198,-2.8166581,142.7495390,inf,inf
0.3047551,0.3047551,0.2923596,-4.3005169,-3.8504133,-4.6370259,-1.5194810,-3.5815505,118.6916071,1733.5684665,inf
0.3097551,0.3097551,0.2973596,-4.3289622,-3.7994314,-5.4794184,-1.4448701,-4.1713566,98.3189762,1483.8534689,inf
0.3147551,0.3147551,0.3023596,-4.3170395,-3.7271231,-6.1204113,-1.3736180,-4.6158551,81.0560292,1270.8094209,inf
0.3197551,0.3197551,0.3073596,-4.2735555,-3.6390035,-6.5947942,-1.3057704,-4.9402602,66.4121067,1088.8255477,inf
0.3247551,0.3247551,0.3123596,-4.2057699,-3.5395214,-6.9318254,-1.2413105,-5.1659096,53.9724792,933.1907535,inf
