# r[nm],ssd(r)[nm]
-0.9410872,-0.9410872
-0.9360872,-0.9360872
-0.9310872,-0.9310872
-0.9260872,-0.9260872
-0.9210872,-0.9210872
-0.9160872,-0.9160872
-0.9110872,-0.9110872
-0.9060872,-0.9060872
-0.9010872,-0.9010872
-0.8960872,-0.8960872
-0.8910872,-0.8910872
-0.8860872,-0.8860872
-0.8810872,-0.8810872
-0.8760872,-0.8760872
-0.8710872,-0.8710872
-0.8660872,-0.8660872
-0.8610872,-0.8610872
-0.8560872,-0.8560872
-0.8510872,-0.8510872
-0.8460872,-0.8460872
-0.8410872,-0.8410872
-0.8360872,-0.8360872
-0.8310872,-0.8310872
-0.8260872,-0.8260872
-0.8210872,-0.8210872
-0.8160872,-0.8160872
-0.8110872,-0.8110872
-0.8060872,-0.8060872
-0.8010872,-0.8010872
-0.7960872,-0.7960872
-0.7910872,-0.7910872
-0.7860872,-0.7860872
-0.7810872,-0.7810872
-0.7760872,-0.7760872
-0.7710872,-0.7710872
-0.7660872,-0.7660872
-0.7610872,-0.7610872
-0.7560872,-0.7560872
-0.7510872,-0.7510872
-0.7460872,-0.7460872
-0.7410872,-0.7410872
-0.7360872,-0.7360872
-0.7310872,-0.7310872
-0.7260872,-0.7260872
-0.7210872,-0.7210872
-0.7160872,-0.7160872
-0.7110872,-0.7110872
-0.7060872,-0.7060872
-0.7010872,-0.7010872
-0.6960872,-0.6960872
-0.6910872,-0.6910872
-0.6860872,-0.6860872
-0.6810872,-0.6810872
-0.6760872,-0.6760872
-0.6710872,-0.6710872
-0.6660872,-0.6660872
-0.6610872,-0.6610872
-0.6560872,-0.6560872
-0.6510872,-0.6510872
-0.6460872,-0.6460872
-0.6410872,-0.6410872
-0.6360872,-0.6360872
-0.6310872,-0.6310872
-0.6260872,-0.6260872
-0.6210872,-0.6210872
-0.6160872,-0.6160872
-0.6110872,-0.6110872
-0.6060872,-0.6060872
-0.6010872,-0.6010872
-0.5960872,-0.5960872
-0.5910872,-0.5910872
-0.5860872,-0.5860872
-0.5810872,-0.5810872
-0.5760872,-0.5760872
-0.5710872,-0.5710872
-0.5660872,-0.5660872
-0.5610872,-0.5610872
-0.5560872,-0.5560872
-0.5510872,-0.5510872
-0.5460872,-0.5460872
-0.5410872,-0.5410872
-0.5360872,-0.5360872
-0.5310872,-0.5310872
-0.5260872,-0.5260872
