# r[nm],ssd(r)[nm]
-1.3818020,-1.3818020
-1.3768020,-1.3768020
-1.3718020,-1.3718020
-1.3668020,-1.3668020
-1.3618020,-1.3618020
-1.3568020,-1.3568020
-1.3518020,-1.3518020
-1.3468020,-1.3468020
-1.3418020,-1.3418020
-1.3368020,-1.3368020
-1.3318020,-1.3318020
-1.3268020,-1.3268020
-1.3218020,-1.3218020
-1.3168020,-1.3168020
-1.3118020,-1.3118020
-1.3068020,-1.3068020
-1.3018020,-1.3018020
-1.2968020,-1.2968020
-1.2918020,-1.2918020
-1.2868020,-1.2868020
-1.2818020,-1.2818020
-1.2768020,-1.2768020
-1.2718020,-1.2718020
-1.2668020,-1.2668020
-1.2618020,-1.2618020
-1.2568020,-1.2568020
-1.2518020,-1.2518020
-1.2468020,-1.2468020
-1.2418020,-1.2418020
-1.2368020,-1.2368020
-1.2318020,-1.2318020
-1.2268020,-1.2268020
-1.2218020,-1.2218020
-1.2168020,-1.2168020
-1.2118020,-1.2118020
-1.2068020,-1.2068020
-1.2018020,-1.2018020
-1.1968020,-1.1968020
-1.1918020,-1.1918020
-1.1868020,-1.1868020
-1.1818020,-1.1818020
-1.1768020,-1.1768020
-1.1718020,-1.1718020
-1.1668020,-1.1668020
-1.1618020,-1.1618020
-1.1568020,-1.1568020
-1.1518020,-1.1518020
-1.1468020,-1.1468020
-1.1418020,-1.1418020
-1.1368020,-1.1368020
-1.1318020,-1.1318020
-1.1268020,-1.1268020
-1.1218020,-1.1218020
-1.1168020,-1.1168020
-1.1118020,-1.1118020
-1.1068020,-1.1068020
-1.1018020,-1.1018020
-1.0968020,-1.0968020
-1.0918020,-1.0918020
-1.0868020,-1.0868020
-1.0818020,-1.0818020
-1.0768020,-1.0768020
-1.0718020,-1.0718020
-1.0668020,-1.0668020
-1.0618020,-1.0618020
-1.0568020,-1.0568020
-1.0518020,-1.0518020
-1.0468020,-1.0468020
-1.0418020,-1.0418020
-1.0368020,-1.0368020
-1.0318020,-1.0318020
-1.0268020,-1.0268020
-1.0218020,-1.0218020
-1.0168020,-1.0168020
-1.0118020,-1.0118020
-1.0068020,-1.0068020
-1.0018020,-1.0018020
-0.9968020,-0.9968020
-0.9918020,-0.9918020
-0.9868020,-0.9868020
-0.9818020,-0.9818020
-0.9768020,-0.9768020
-0.9718020,-0.9718020
-0.9668020,-0.9668020
-0.9618020,-0.9618020
-0.9568020,-0.9568020
-0.9518020,-0.9518020
-0.9468020,-0.9468020
-0.9418020,-0.9418020
-0.9368020,-0.9368020
-0.9318020,-0.9318020
-0.9268020,-0.9268020
-0.9218020,-0.9218020
-0.9168020,-0.9168020
-0.9118020,-0.9118020
-0.9068020,-0.9068020
-0.9018020,-0.9018020
-0.8968020,-0.8968020
-0.8918020,-0.8918020
-0.8868020,-0.8868020
-0.8818020,-0.8818020
-0.8768020,-0.8768020
-0.8718020,-0.8718020
-0.8668020,-0.8668020
-0.8618020,-0.8618020
-0.8568020,-0.8568020
-0.8518020,-0.8518020
-0.8468020,-0.8468020
-0.8418020,-0.8418020
-0.8368020,-0.8368020
-0.8318020,-0.8318020
-0.8268020,-0.8268020
-0.8218020,-0.8218020
-0.8168020,-0.8168020
-0.8118020,-0.8118020
-0.8068020,-0.8068020
-0.8018020,-0.8018020
-0.7968020,-0.7968020
-0.7918020,-0.7918020
-0.7868020,-0.7868020
-0.7818020,-0.7818020
-0.7768020,-0.7768020
-0.7718020,-0.7718020
-0.7668020,-0.7668020
-0.7618020,-0.7618020
-0.7568020,-0.7568020
-0.7518020,-0.7518020
-0.7468020,-0.7468020
-0.7418020,-0.7418020
-0.7368020,-0.7368020
-0.7318020,-0.7318020
-0.7268020,-0.7268020
-0.7218020,-0.7218020
-0.7168020,-0.7168020
-0.7118020,-0.7118020
-0.7068020,-0.7068020
-0.7018020,-0.7018020
-0.6968020,-0.6968020
-0.6918020,-0.6918020
-0.6868020,-0.6868020
-0.6818020,-0.6818020
-0.6768020,-0.6768020
-0.6718020,-0.6718020
-0.6668020,-0.6668020
-0.6618020,-0.6618020
-0.6568020,-0.6568020
-0.6518020,-0.6518020
-0.6468020,-0.6468020
-0.6418020,-0.6418020
-0.6368020,-0.6368020
-0.6318020,-0.6318020
-0.6268020,-0.6268020
-0.6218020,-0.6218020
-0.6168020,-0.6168020
-0.6118020,-0.6118020
-0.6068020,-0.6068020
-0.6018020,-0.6018020
-0.5968020,-0.5968020
-0.5918020,-0.5918020
-0.5868020,-0.5868020
-0.5818020,-0.5818020
-0.5768020,-0.5768020
-0.5718020,-0.5718020
-0.5668020,-0.5668020
-0.5618020,-0.5618020
-0.5568020,-0.5568020
-0.5518020,-0.5518020
-0.5468020,-0.5468020
-0.5418020,-0.5418020
-0.5368020,-0.5368020
-0.5318020,-0.5318020
-0.5268020,-0.5268020
-0.5218020,-0.5218020
-0.5168020,-0.5168020
-0.5118020,-0.5118020
-0.5068020,-0.5068020
-0.5018020,-0.5018020
-0.4968020,-0.4968020
-0.4918020,-0.4918020
-0.4868020,-0.4868020
-0.4818020,-0.4818020
-0.4768020,-0.4768020
-0.4718020,-0.4718020
-0.4668020,-0.4668020
-0.4618020,-0.4618020
-0.4568020,-0.4568020
-0.4518020,-0.4518020
-0.4468020,-0.4468020
-0.4418020,-0.4418020
-0.4368020,-0.4368020
-0.4318020,-0.4318020
-0.4268020,-0.4268020
-0.4218020,-0.4218020
-0.4168020,-0.4168020
-0.4118020,-0.4118020
-0.4068020,-0.4068020
-0.4018020,-0.4018020
-0.3968020,-0.3968020
-0.3918020,-0.3918020
-0.3868020,-0.3868020
-0.3818020,-0.3818020
-0.3768020,-0.3768020
-0.3718020,-0.3718020
-0.3668020,-0.3668020
-0.3618020,-0.3618020
-0.3568020,-0.3568020
-0.3518020,-0.3518020
-0.3468020,-0.3468020
-0.3418020,-0.3418020
-0.3368020,-0.3368020
-0.3318020,-0.3318020
-0.3268020,-0.3268020
-0.3218020,-0.3218020
-0.3168020,-0.3168020
-0.3118020,-0.3118020
-0.3068020,-0.3068020
-0.3018020,-0.3018020
-0.2968020,-0.2968020
-0.2918020,-0.2918020
-0.2868020,-0.2868020
-0.2818020,-0.2818020
-0.2768020,-0.2768020
-0.2718020,-0.2718020
-0.2668020,-0.2668020
-0.2618020,-0.2618020
-0.2568020,-0.2568020
-0.2518020,-0.2518020
-0.2468020,-0.2468020
-0.2418020,-0.2418020
-0.2368020,-0.2368020
-0.2318020,-0.2318020
-0.2268020,-0.2268020
-0.2218020,-0.2218020
-0.2168020,-0.2168020
-0.2118020,-0.2118020
-0.2068020,-0.2068020
-0.2018020,-0.2018020
-0.1968020,-0.1968020
-0.1918020,-0.1918020
-0.1868020,-0.1868020
-0.1818020,-0.1818020
-0.1768020,-0.1768020
-0.1718020,-0.1718020
-0.1668020,-0.1668020
-0.1618020,-0.1618020
-0.1568020,-0.1568020
-0.1518020,-0.1518020
-0.1468020,-0.1468020
-0.1418020,-0.1418020
-0.1368020,-0.1368020
-0.1318020,-0.1318020
-0.1268020,-0.1268020
-0.1218020,-0.1218020
-0.1168020,-0.1168020
-0.1118020,-0.1118020
-0.1068020,-0.1068020
-0.1018020,-0.1018020
-0.0968020,-0.0968020
-0.0918020,-0.0918020
-0.0868020,-0.0868020
-0.0818020,-0.0818020
-0.0768020,-0.0768020
-0.0718020,-0.0718020
-0.0668020,-0.0668020
-0.0618020,-0.0618020
-0.0568020,-0.0568020
-0.0518020,-0.0518020
-0.0468020,-0.0468020
-0.0418020,-0.0418020
-0.0368020,-0.0368020
-0.0318020,-0.0318020
-0.0268020,-0.0268020
-0.0218020,-0.0218020
-0.0168020,-0.0168020
-0.0118020,-0.0118020
-0.0068020,-0.0068020
-0.0018020,-0.0018020
0.0031980,0.0031980
0.0081980,0.0081980
0.0131980,0.0131980
0.0181980,0.0181980
0.0231980,0.0231980
0.0281980,0.0281980
0.0331980,0.0331980
0.0381980,0.0381980
0.0431980,0.0431980
0.0481980,0.0481980
0.0531980,0.0531980
0.0581980,0.0581980
0.0631980,0.0631980
0.0681980,0.0681980
0.0731980,0.0731980
0.0781980,0.0781980
0.0831980,0.0831980
0.0881980,0.0881980
0.0931980,0.0931980
0.0981980,0.0981980
0.1031980,0.1031980
0.1081980,0.1081980
0.1131980,0.1131980
0.1181980,0.1181980
0.1231980,0.1231980
0.1281980,0.1281980
0.1331980,0.1331980
0.1381980,0.1381980
0.1431980,0.1431980
0.1481980,0.1481980
0.1531980,0.1531980
0.1581980,0.1581980
0.1631980,0.1631980
0.1681980,0.1681980
0.1731980,0.1731980
0.1781980,0.1781980
0.1831980,0.1831980
0.1881980,0.1881980
0.1931980,0.1931980
0.1981980,0.1981980
0.2031980,0.2031980
0.2081980,0.2081980
0.2131980,0.2131980
0.2181980,0.2181980
0.2231980,0.2231980
0.2281980,0.2281980
0.2331980,0.2331980
0.2381980,0.2381980
0.2431980,0.2431980
0.2481980,0.2481980
0.2531980,0.2531980
0.2581980,0.2581980
0.2631980,0.2631980
0.2681980,0.2681980
0.2731980,0.2731980
0.2781980,0.2781980
0.2831980,0.2831980
0.2881980,0.2881980
0.2931980,0.2931980
0.2981980,0.2981980
0.3031980,0.3031980
0.3081980,0.3081980
0.3131980,0.3131980
0.3181980,0.3181980
0.3231980,0.3231980
0.3281980,0.3281980
0.3331980,0.3331980
0.3381980,0.3381980
0.3431980,0.3431980
0.3481980,0.3481980
0.3531980,0.3531980
0.3581980,0.3581980
0.3631980,0.3631980
0.3681980,0.3681980
0.3731980,0.3731980
0.3781980,0.3781980
0.3831980,0.3831980
0.3881980,0.3881980
0.3931980,0.3931980
0.3981980,0.3981980
0.4031980,0.4031980
0.4081980,0.4081980
0.4131980,0.4131980
0.4181980,0.4181980
0.4231980,0.4231980
0.4281980,0.4281980
0.4331980,0.4331980
0.4381980,0.4381980
0.4431980,0.4431980
0.4481980,0.4481980
0.4531980,0.4531980
0.4581980,0.4581980
0.4631980,0.4631980
0.4681980,0.4681980
0.4731980,0.4731980
0.4781980,0.4781980
0.4831980,0.4831980
0.4881980,0.4881980
0.4931980,0.4931980
0.4981980,0.4981980
0.5031980,0.5031980
0.5081980,0.5081980
0.5131980,0.5131980
0.5181980,0.5181980
0.5231980,0.5231980
0.5281980,0.5281980
0.5331980,0.5331980
0.5381980,0.5381980
0.5431980,0.5431980
0.5481980,0.5481980
0.5531980,0.5531980
0.5581980,0.5581980
0.5631980,0.5631980
0.5681980,0.5681980
0.5731980,0.5731980
0.5781980,0.5781980
0.5831980,0.5831980
0.5881980,0.5881980
0.5931980,0.5931980
0.5981980,0.5981980
0.6031980,0.6031980
0.6081980,0.6081980
0.6131980,0.6131980
0.6181980,0.6181980
0.6231980,0.6231980
0.6281980,0.6281980
0.6331980,0.6331980
0.6381980,0.6381980
0.6431980,0.6431980
0.6481980,0.6481980
0.6531980,0.6531980
0.6581980,0.6581980
0.6631980,0.6631980
0.6681980,0.6681980
0.6731980,0.6731980
0.6781980,0.6781980
0.6831980,0.6831980
0.6881980,0.6881980
0.6931980,0.6931980
0.6981980,0.6981980
0.7031980,0.7031980
0.7081980,0.7081980
0.7131980,0.7131980
0.7181980,0.7181980
0.7231980,0.7231980
0.7281980,0.7281980
0.7331980,0.7331980
0.7381980,0.7381980
0.7431980,0.7431980
0.7481980,0.7481980
0.7531980,0.7531980
0.7581980,0.7581980
0.7631980,0.7631980
0.7681980,0.7681980
0.7731980,0.7731980
0.7781980,0.7781980
0.7831980,0.7831980
0.7881980,0.7881980
0.7931980,0.7931980
0.7981980,0.7981980
0.8031980,0.8031980
0.8081980,0.8081980
0.8131980,0.8131980
0.8181980,0.8181980
0.8231980,0.8231980
0.8281980,0.8281980
0.8331980,0.8331980
0.8381980,0.8381980
0.8431980,0.8431980
0.8481980,0.8481980
0.8531980,0.8531980
0.8581980,0.8581980
0.8631980,0.8631980
0.8681980,0.8681980
0.8731980,0.8731980
0.8781980,0.8781980
0.8831980,0.8831980
0.8881980,0.8881980
0.8931980,0.8931980
0.8981980,0.8981980
0.9031980,0.9031980
0.9081980,0.9081980
0.9131980,0.9131980
0.9181980,0.9181980
0.9231980,0.9231980
0.9281980,0.9281980
0.9331980,0.9331980
0.9381980,0.9381980
0.9431980,0.9431980
0.9481980,0.9481980
0.9531980,0.9531980
0.9581980,0.9581980
0.9631980,0.9631980
0.9681980,0.9681980
0.9731980,0.9731980
0.9781980,0.9781980
0.9831980,0.9831980
0.9881980,0.9881980
0.9931980,0.9931980
0.9981980,0.9981980
1.0031980,1.0031980
1.0081980,1.0081980
1.0131980,1.0131980
1.0181980,1.0181980
1.0231980,1.0231980
1.0281980,1.0281980
1.0331980,1.0331980
1.0381980,1.0381980
1.0431980,1.0431980
1.0481980,1.0481980
1.0531980,1.0531980
1.0581980,1.0581980
1.0631980,1.0631980
1.0681980,1.0681980
1.0731980,1.0731980
1.0781980,1.0781980
1.0831980,1.0831980
1.0881980,1.0881980
1.0931980,1.0931980
1.0981980,1.0981980
1.1031980,1.1031980
1.1081980,1.1081980
1.1131980,1.1131980
1.1181980,1.1181980
1.1231980,1.1231980
1.1281980,1.1281980
1.1331980,1.1331980
1.1381980,1.1381980
1.1431980,1.1431980
1.1481980,1.1481980
1.1531980,1.1531980
1.1581980,1.1581980
1.1631980,1.1631980
1.1681980,1.1681980
1.1731980,1.1731980
