# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
-0.0712038,-0.0712038,0.0000000,17514.9751334,17514.9751334
-0.0612038,-0.0612038,0.0100000,15715.5528528,15715.5528528
-0.0512038,-0.0512038,0.0200000,13591.5074654,13591.5074654
-0.0412038,-0.0412038,0.0300000,10108.9051564,10108.9051564
-0.0312038,-0.0312038,0.0400000,7208.5127706,7208.5127706
-0.0212038,-0.0212038,0.0500000,5266.7090958,5266.7090958
-0.0112038,-0.0112038,0.0600000,3849.9702796,3849.9702796
-0.0012038,-0.0012038,0.0700000,2785.5842337,2785.5842337
0.0087962,0.0087962,0.0800000,1962.8073306,1962.8073306
0.0187962,0.0187962,0.0900000,1375.5760574,1351.1048905
0.0287962,0.0287962,0.1000000,932.2472305,907.7760650
0.0387962,0.0387962,0.1100000,616.8022896,592.3371143
0.0487962,0.0487962,0.1200000,390.1046800,365.8447746
0.0587962,0.0587962,0.1300000,224.1011893,198.6876097
0.0687962,0.0687962,0.1400000,103.4788589,77.6508584
0.0787962,0.0787962,0.1500000,29.3231242,4.6048665
0.0887962,0.0887962,0.1600000,-29.4379896,-55.0734042
0.0987962,0.0987962,0.1700000,-64.6678691,-89.9836300
0.1087962,0.1087962,0.1800000,-82.5260002,-107.2949077
0.1187962,0.1187962,0.1900000,-90.0714913,-113.1602689
0.1287962,0.1287962,0.2000000,-91.2431859,-113.8001200
0.1387962,0.1387962,0.2100000,-90.4701890,-112.3497577
0.1487962,0.1487962,0.2200000,-89.1542888,-110.7079206
0.1587962,0.1587962,0.2300000,-87.1697430,-105.3979153
0.1687962,0.1687962,0.2400000,-84.3590345,-102.9180377
0.1787962,0.1787962,0.2500000,-79.8481893,-98.5366835
0.1887962,0.1887962,0.2600000,-75.5836982,-93.9427540
0.1987962,0.1987962,0.2700000,-74.0915287,-91.8990625
0.2087962,0.2087962,0.2800000,-72.9458117,-92.9524006
0.2187962,0.2187962,0.2900000,-68.2139850,-88.2106218
0.2287962,0.2287962,0.3000000,-61.3736574,-81.0661887
0.2387962,0.2387962,0.3100000,-53.9968182,-73.3638988
0.2487962,0.2487962,0.3200000,-46.8982470,-65.9303913
0.2587962,0.2587962,0.3300000,-40.4287791,-59.1069964
0.2687962,0.2687962,0.3400000,-34.7025878,-53.0032740
0.2787962,0.2787962,0.3500000,-29.7206297,-47.6200315
0.2887962,0.2887962,0.3600000,-25.4336102,-42.9097662
0.2987962,0.2987962,0.3700000,-21.7733818,-38.8064537
0.3087962,0.3087962,0.3800000,-18.6682367,-35.2400598
0.3187962,0.3187962,0.3900000,-16.0499873,-32.1433541
0.3287962,0.3287962,0.4000000,-13.8567265,-29.4548287
0.3387962,0.3387962,0.4100000,-12.0331551,-27.1196588
0.3487962,0.3487962,0.4200000,-10.5295651,-25.0897063
0.3587962,0.3587962,0.4300000,-9.3004113,-23.3230795
0.3687962,0.3687962,0.4400000,-8.3033097,-21.7920637
0.3787962,0.3787962,0.4500000,-7.4988989,-20.5043112
0.3887962,0.3887962,0.4600000,-6.8514107,-19.3825024
0.3987962,0.3987962,0.4700000,-6.3294311,-18.4036951
0.4087962,0.4087962,0.4800000,-5.9063771,-17.5481671
0.4187962,0.4187962,0.4900000,-5.5605008,-16.7989636
0.4287962,0.4287962,0.5000000,-5.2744886,-16.2945239
0.4387962,0.4387962,0.5100000,-5.0348304,-15.8708749
0.4487962,0.4487962,0.5200000,-4.8311245,-15.4885019
0.4587962,0.4587962,0.5300000,-4.6554258,-15.1420753
0.4687962,0.4687962,0.5400000,-4.5016867,-14.8269651
0.4787962,0.4787962,0.5500000,-4.3653050,-14.5391496
0.4887962,0.4887962,0.5600000,-4.2427703,-14.2751363
0.4987962,0.4987962,0.5700000,-4.1313929,-14.0318922
0.5087962,0.5087962,0.5800000,-4.0291007,-13.8067836
0.5187962,0.5187962,0.5900000,-3.9342858,-13.5975233
0.5287962,0.5287962,0.6000000,-3.8456909,-13.4021248
0.5387962,0.5387962,0.6100000,-3.7623246,-13.2188630
0.5487962,0.5487962,0.6200000,-3.6833978,-13.0462391
0.5587962,0.5587962,0.6300000,-3.6082769,-12.8829512
0.5687962,0.5687962,0.6400000,-3.5364481,-12.7278679
0.5787962,0.5787962,0.6500000,-3.4674910,-12.5800060
0.5887962,0.5887962,0.6600000,-3.4010580,-12.4385110
0.5987962,0.5987962,0.6700000,-3.3368594,-12.3026400
0.6087962,0.6087962,0.6800000,-3.2746518,-12.1717469
0.6187962,0.6187962,0.6900000,-3.2142286,-12.0452701
0.6287962,0.6287962,0.7000000,-3.1554134,-11.9227208
0.6387962,0.6387962,0.7100000,-3.0980546,-11.8036740
0.6487962,0.6487962,0.7200000,-3.0420208,-11.6877597
0.6587962,0.6587962,0.7300000,-2.9871979,-11.5746561
0.6687962,0.6687962,0.7400000,-2.9334859,-11.4640830
0.6787962,0.6787962,0.7500000,-2.8807973,-11.3557964
0.6887962,0.6887962,0.7600000,-2.8290546,-11.2495839
0.6987962,0.6987962,0.7700000,-2.7781896,-11.1452606
0.7087962,0.7087962,0.7800000,-2.7281417,-11.0454458
0.7187962,0.7187962,0.7900000,-2.6788573,-10.9483492
0.7287962,0.7287962,0.8000000,-2.6302885,-10.8525012
0.7387962,0.7387962,0.8100000,-2.5823928,-10.7578144
0.7487962,0.7487962,0.8200000,-2.5351323,-10.6671106
0.7587962,0.7587962,0.8300000,-2.4884733,-10.5781577
0.7687962,0.7687962,0.8400000,-2.4423856,-10.4901731
0.7787962,0.7787962,0.8500000,-2.3968424,-10.4059483
0.7887962,0.7887962,0.8600000,-2.3518199,-10.3223337
0.7987962,0.7987962,0.8700000,-2.3072968,-10.2418093
0.8087962,0.8087962,0.8800000,-2.2632543,-10.1646432
0.8187962,0.8187962,0.8900000,-2.2196756,-10.0938973
0.8287962,0.8287962,0.9000000,-2.1765459,-10.0233444
0.8387962,0.8387962,0.9100000,-2.1338522,-9.9529871
0.8487962,0.8487962,0.9200000,-2.0915829,-9.8828282
