# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.2207993,-1.2207993,-1.0275924,2279.9593619,1406.2392213,9695.1738949,108.3819746,6787.6171238,2265.9841900,2293.9345337,2687.7045643,1715.4947195,2279.9593619,1390.5981220,9695.1738949,92.7408753,6787.6171238,2265.9841900,2293.9345337,2687.7045643,1699.8536202
-1.2157993,-1.2157993,-1.0225924,2331.8849973,1438.6343487,9904.8501962,111.5251131,6934.6112219,2317.4593900,2346.3106046,2748.9165182,1754.2085584,2331.8849973,1422.9932493,9904.8501962,95.8840138,6934.6112219,2317.4593900,2346.3106046,2748.9165182,1738.5674591
-1.2107993,-1.2107993,-1.0175924,2465.7861235,1523.2198550,10447.4132856,119.4936850,7315.7307198,2450.8292740,2480.7429729,2906.7643615,1854.0422686,2465.7861235,1507.5787556,10447.4132856,103.8525857,7315.7307198,2450.8292740,2480.7429729,2906.7643615,1838.3992007
-1.2057993,-1.2057993,-1.0125924,2700.2302259,1671.8819468,11397.6845919,133.4246870,7983.6340218,2684.6526537,2715.8077980,3183.1361664,2013.1920777,2700.2302259,1656.2408474,11397.6845919,117.7835876,7983.6340218,2684.6526537,2715.8077980,3183.1361664,2013.1920777
-1.2007993,-1.2007993,-1.0075924,3060.8906432,1885.4267103,12859.0556934,154.8963984,9011.0936000,3044.5942292,3077.1870573,3608.2966610,2282.0871845,3060.8906432,1885.4267103,12859.0556934,139.2552991,9011.0936000,3044.5942292,3077.1870573,3608.2966610,2282.0871845
-1.1957993,-1.1957993,-1.0025924,3583.1995916,2217.8488826,14974.1350188,186.0944121,10498.4923266,3566.0776013,3600.3215819,4224.0147164,2671.5014748,3583.1995916,2217.8488826,14974.1350188,170.4533613,10498.4923266,3566.0776013,3600.3215819,4224.0147164,2671.5014748
-1.1907993,-1.1907993,-0.9975924,4316.0080619,2684.8369384,17939.4292722,229.9573897,12584.1608993,4297.9451569,4334.0709669,5087.8777761,3217.8564458,4316.0080619,2684.8369384,17939.4292722,214.4002862,12584.1608993,4297.9451569,4334.0709669,5087.8777761,3217.8564458
-1.1857993,-1.1857993,-0.9925924,5161.0929888,3219.6606413,21039.7334821,275.5836480,14982.3347052,5142.4695767,4953.6980365,6084.0966795,3847.9206024,5161.0929888,3219.6606413,21039.7334821,261.8047159,14982.3347052,5142.4695767,4953.6980365,6084.0966795,3847.9206024
-1.1807993,-1.1807993,-0.9875924,5593.4288595,3807.8828494,22791.4223487,303.9087569,16214.5960918,5728.1515419,5436.1505272,6593.7509797,4170.2542840,5593.4288595,3807.8828494,22791.4223487,289.6900922,16214.5960918,5728.1515419,5436.1505272,6593.7509797,4170.2542840
-1.1757993,-1.1757993,-0.9825924,6051.9230070,4100.3055531,24650.1767970,331.9083694,17522.2008230,6186.3362544,5917.5097595,7134.2416715,4512.0906120,6051.9230070,4100.3055531,24650.1767970,317.5638704,17522.2008230,6186.3362544,5917.5097595,7134.2416715,4512.0906120
