# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol],UMincarbring(d)[kj/mol]
-0.1845611,-0.1845611,0.0000000,33178.2932013,33178.2932013
-0.1745611,-0.1745611,0.0100000,42460.8181487,42460.8181487
-0.1645611,-0.1645611,0.0200000,62679.3824588,62679.3824588
-0.1545611,-0.1545611,0.0300000,71621.0048076,71621.0048076
-0.1445611,-0.1445611,0.0400000,78704.1844834,78704.1844834
-0.1345611,-0.1345611,0.0500000,78019.6431058,78019.6431058
-0.1245611,-0.1245611,0.0600000,73278.7111466,73278.7111466
-0.1145611,-0.1145611,0.0700000,75129.0448586,75129.0448586
-0.1045611,-0.1045611,0.0800000,81218.1891089,81218.1891089
-0.0945611,-0.0945611,0.0900000,96925.2370826,96925.2370826
-0.0845611,-0.0845611,0.1000000,90890.6147372,90890.6147372
-0.0745611,-0.0745611,0.1100000,55365.3118323,55365.3118323
-0.0645611,-0.0645611,0.1200000,35277.8053475,35277.8053475
-0.0545611,-0.0545611,0.1300000,22696.3460332,22696.3460332
-0.0445611,-0.0445611,0.1400000,14994.1842742,14994.1842742
-0.0345611,-0.0345611,0.1500000,10375.6629303,10375.6629303
-0.0245611,-0.0245611,0.1600000,7012.1720660,7012.1720660
-0.0145611,-0.0145611,0.1700000,4230.6306166,4230.6306166
-0.0045611,-0.0045611,0.1800000,2620.2035030,2620.2035030
0.0054389,0.0054389,0.1900000,1698.6019997,1672.7607534
0.0154389,0.0154389,0.2000000,1112.9329143,1087.0918002
0.0254389,0.0254389,0.2100000,737.3010338,711.4637725
0.0354389,0.0354389,0.2200000,490.0109496,464.1983272
0.0454389,0.0454389,0.2300000,324.3459126,298.6041431
0.0554389,0.0554389,0.2400000,212.1835980,186.5720014
0.0654389,0.0654389,0.2500000,135.8758443,110.4457274
0.0754389,0.0754389,0.2600000,83.9790349,58.7591370
0.0854389,0.0854389,0.2700000,48.8800675,23.8755583
0.0954389,0.0954389,0.2800000,25.3915285,0.6135936
0.1054389,0.1054389,0.2900000,9.8236085,-14.5892083
0.1154389,0.1154389,0.3000000,-0.5998385,-24.2047733
0.1254389,0.1254389,0.3100000,-7.8110229,-29.9587171
0.1354389,0.1354389,0.3200000,-12.8129089,-33.0600019
0.1454389,0.1454389,0.3300000,-16.0898583,-34.3569900
0.1554389,0.1554389,0.3400000,-18.0650052,-34.4449408
0.1654389,0.1654389,0.3500000,-19.1827460,-33.7408014
0.1754389,0.1754389,0.3600000,-19.7978153,-32.5356190
0.1854389,0.1854389,0.3700000,-20.1191202,-31.0411553
