# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.2861862,-0.2861862,0.0000000,35974.2389460,35974.2389460
-0.2761862,-0.2761862,0.0100000,35195.6657781,35195.6657781
-0.2661862,-0.2661862,0.0200000,34047.5279936,34047.5279936
-0.2561862,-0.2561862,0.0300000,32063.9604428,32063.9604428
-0.2461862,-0.2461862,0.0400000,29186.5285096,29186.5285096
-0.2361862,-0.2361862,0.0500000,25619.2579250,25619.2579250
-0.2261862,-0.2261862,0.0600000,21694.8346632,21694.8346632
-0.2161862,-0.2161862,0.0700000,17760.5281861,17760.5281861
-0.2061862,-0.2061862,0.0800000,14099.8235326,14099.8235326
-0.1961862,-0.1961862,0.0900000,10896.1511128,10896.1511128
-0.1861862,-0.1861862,0.1000000,8230.4146076,8230.4146076
-0.1761862,-0.1761862,0.1100000,6066.6039755,6066.6039755
-0.1661862,-0.1661862,0.1200000,4395.2367101,4395.2367101
-0.1561862,-0.1561862,0.1300000,3127.1550516,3127.1550516
-0.1461862,-0.1461862,0.1400000,2197.1132435,2197.1132435
-0.1361862,-0.1361862,0.1500000,1545.9084634,1526.9826113
-0.1261862,-0.1261862,0.1600000,1069.8424385,1050.9166528
-0.1161862,-0.1161862,0.1700000,735.4480139,716.5243717
-0.1061862,-0.1061862,0.1800000,502.6751526,483.7866304
-0.0961862,-0.0961862,0.1900000,341.5688193,323.0268091
-0.0861862,-0.0861862,0.2000000,230.1718852,212.7096573
-0.0761862,-0.0761862,0.2100000,153.5369796,136.0444716
-0.0661862,-0.0661862,0.2200000,101.3385206,83.4348415
-0.0561862,-0.0561862,0.2300000,66.0701757,47.9910079
-0.0461862,-0.0461862,0.2400000,42.3893674,24.2316720
-0.0361862,-0.0361862,0.2500000,26.5467871,8.3947395
-0.0261862,-0.0261862,0.2600000,15.8347289,-2.0936304
-0.0161862,-0.0161862,0.2700000,8.3683968,-8.9872414
-0.0061862,-0.0061862,0.2800000,3.1150511,-13.4745034
0.0038138,0.0038138,0.2900000,-0.4938077,-16.3546640
0.0138138,0.0138138,0.3000000,-2.9022532,-18.1601497
0.0238138,0.0238138,0.3100000,-4.4706470,-19.2417987
0.0338138,0.0338138,0.3200000,-5.4667632,-19.8283411
0.0438138,0.0438138,0.3300000,-6.0794226,-20.3016004
0.0538138,0.0538138,0.3400000,-6.4400044,-20.4621193
0.0638138,0.0638138,0.3500000,-6.6423004,-20.3772562
0.0738138,0.0738138,0.3600000,-6.7598352,-20.1091972
0.0838138,0.0838138,0.3700000,-6.8566287,-19.7012770
0.0938138,0.0938138,0.3800000,-6.9813766,-19.1852738
0.1038138,0.1038138,0.3900000,-7.1413434,-18.5858486
0.1138138,0.1138138,0.4000000,-7.2928208,-17.9231450
0.1238138,0.1238138,0.4100000,-7.3804342,-17.2583019
0.1338138,0.1338138,0.4200000,-7.3792638,-16.6589267
0.1438138,0.1438138,0.4300000,-7.2973160,-16.0490886
0.1538138,0.1538138,0.4400000,-7.1513381,-15.4170375
