# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
-0.7298559,-0.7298559,-0.0000001,4689.5069882,4689.5069882
-0.7198559,-0.7198559,0.0099999,4198.6325989,4198.6325989
-0.7098559,-0.7098559,0.0199999,3782.2923755,3782.2923755
-0.6998559,-0.6998559,0.0299999,3402.4680217,3402.4680217
-0.6898559,-0.6898559,0.0399999,3012.4138041,3012.4138041
-0.6798559,-0.6798559,0.0499999,2610.3554442,2610.3554442
-0.6698559,-0.6698559,0.0599999,2208.3608778,2208.3608778
-0.6598559,-0.6598559,0.0699999,1848.5619511,1822.6895993
-0.6498559,-0.6498559,0.0799999,1488.9994647,1464.9600406
-0.6398559,-0.6398559,0.0899999,1164.0829505,1139.6373887
-0.6298559,-0.6298559,0.0999999,891.1807792,866.7921807
-0.6198559,-0.6198559,0.1099999,668.0915890,643.8503891
-0.6098559,-0.6098559,0.1199999,489.9223304,466.0750644
-0.5998559,-0.5998559,0.1299999,349.7475265,327.5150713
-0.5898559,-0.5898559,0.1399999,241.4423626,219.0659279
-0.5798559,-0.5798559,0.1499999,160.5749972,138.3201332
-0.5698559,-0.5698559,0.1599999,101.6983896,79.9572034
-0.5598559,-0.5598559,0.1699999,59.5650798,38.6201464
-0.5498559,-0.5498559,0.1799999,29.9781683,9.2510847
-0.5398559,-0.5398559,0.1899999,9.6933681,-10.7297545
-0.5298559,-0.5298559,0.1999999,-3.8568231,-23.9130464
-0.5198559,-0.5198559,0.2099999,-12.6893712,-32.2225132
-0.5098559,-0.5098559,0.2199999,-18.3657111,-37.0577573
-0.4998559,-0.4998559,0.2299999,-21.9251766,-39.4175116
-0.4898559,-0.4898559,0.2399999,-24.0260288,-40.5807945
-0.4798559,-0.4798559,0.2499999,-25.2142253,-41.2499509
-0.4698559,-0.4698559,0.2599999,-25.8060365,-41.1377191
-0.4598559,-0.4598559,0.2699999,-25.8853507,-40.3522584
-0.4498559,-0.4498559,0.2799999,-25.5144611,-39.1667742
-0.4398559,-0.4398559,0.2899999,-24.7781565,-37.8565759
-0.4298559,-0.4298559,0.2999999,-23.7644867,-36.7775840
-0.4198559,-0.4198559,0.3099999,-22.5615484,-35.6886860
-0.4098559,-0.4098559,0.3199999,-21.2505750,-34.3481665
-0.3998559,-0.3998559,0.3299999,-19.8956119,-32.9022413
-0.3898559,-0.3898559,0.3399999,-18.5416054,-31.4871898
-0.3798559,-0.3798559,0.3499999,-17.2186087,-30.1988519
