# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
0.0488333,0.0488333,0.0567113,34853.5370682
0.0588333,0.0588333,0.0667113,37479.1610680
0.0688333,0.0688333,0.0767113,45836.1309783
0.0788333,0.0788333,0.0867113,56362.1165074
0.0888333,0.0888333,0.0967113,60637.1343941
0.0988333,0.0988333,0.1067113,59384.4654447
0.1088333,0.1088333,0.1167113,51328.2951232
0.1188333,0.1188333,0.1267113,35479.6261956
0.1288333,0.1288333,0.1367113,21593.9086581
0.1388333,0.1388333,0.1467113,13146.9967763
0.1488333,0.1488333,0.1567113,8012.5299412
0.1588333,0.1588333,0.1667113,4886.5288251
0.1688333,0.1688333,0.1767113,2977.5151094
0.1788333,0.1788333,0.1867113,1825.4341925
0.1888333,0.1888333,0.1967113,1104.9115326
0.1988333,0.1988333,0.2067113,660.0780865
0.2088333,0.2088333,0.2167113,384.7922273
0.2188333,0.2188333,0.2267113,214.3212020
0.2288333,0.2288333,0.2367113,108.9380682
0.2388333,0.2388333,0.2467113,44.0547745
0.2488333,0.2488333,0.2567113,4.4718394
0.2588333,0.2588333,0.2667113,-19.2179683
0.2688333,0.2688333,0.2767113,-32.8632033
0.2788333,0.2788333,0.2867113,-40.0785613
0.2888333,0.2888333,0.2967113,-43.1552598
0.2988333,0.2988333,0.3067113,-43.6101811
0.3088333,0.3088333,0.3167113,-42.4624196
0.3188333,0.3188333,0.3267113,-40.3921112
0.3288333,0.3288333,0.3367113,-37.8443454
0.3388333,0.3388333,0.3467113,-35.1021709
0.3488333,0.3488333,0.3567113,-32.3453984
0.3588333,0.3588333,0.3667113,-29.7543038
0.3688333,0.3688333,0.3767113,-27.7161576
0.3788333,0.3788333,0.3867113,-26.5743445
0.3888333,0.3888333,0.3967113,-25.9918994
0.3988333,0.3988333,0.4067113,-25.4649636
0.4088333,0.4088333,0.4167113,-24.7615905
0.4188333,0.4188333,0.4267113,-23.8316438
0.4288333,0.4288333,0.4367113,-22.6922537
0.4388333,0.4388333,0.4467113,-21.3978079
0.4488333,0.4488333,0.4567113,-20.0704812
0.4588333,0.4588333,0.4667113,-18.9877197
0.4688333,0.4688333,0.4767113,-18.4350433
0.4788333,0.4788333,0.4867113,-18.3096595
0.4888333,0.4888333,0.4967113,-18.2682165
0.4988333,0.4988333,0.5067113,-18.0657611
0.5088333,0.5088333,0.5167113,-17.6169922
0.5188333,0.5188333,0.5267113,-16.9248393
0.5288333,0.5288333,0.5367113,-16.0364958
0.5388333,0.5388333,0.5467113,-15.0237174
0.5488333,0.5488333,0.5567113,-13.9586219
0.5588333,0.5588333,0.5667113,-12.8980526
0.5688333,0.5688333,0.5767113,-11.8801509
0.5788333,0.5788333,0.5867113,-10.9271181
0.5888333,0.5888333,0.5967113,-10.0494839
0.5988333,0.5988333,0.6067113,-9.2499646
0.6088333,0.6088333,0.6167113,-8.5264354
0.6188333,0.6188333,0.6267113,-7.8740455
0.6288333,0.6288333,0.6367113,-7.2866436
0.6388333,0.6388333,0.6467113,-6.7576864
0.6488333,0.6488333,0.6567113,-6.2807787
0.6588333,0.6588333,0.6667113,-5.8499657
0.6688333,0.6688333,0.6767113,-5.4598647
0.6788333,0.6788333,0.6867113,-5.1057002
0.6888333,0.6888333,0.6967113,-4.7832832
0.6988333,0.6988333,0.7067113,-4.4889644
0.7088333,0.7088333,0.7167113,-4.2195749
0.7188333,0.7188333,0.7267113,-3.9723661
0.7288333,0.7288333,0.7367113,-3.7449527
0.7388333,0.7388333,0.7467113,-3.5352611
0.7488333,0.7488333,0.7567113,-3.3414847
0.7588333,0.7588333,0.7667113,-3.1620444
0.7688333,0.7688333,0.7767113,-2.9955563
0.7788333,0.7788333,0.7867113,-2.8408029
0.7888333,0.7888333,0.7967113,-2.6967099
0.7988333,0.7988333,0.8067113,-2.5623262
0.8088333,0.8088333,0.8167113,-2.4368068
0.8188333,0.8188333,0.8267113,-2.3193986
0.8288333,0.8288333,0.8367113,-2.2094286
0.8388333,0.8388333,0.8467113,-2.1062934
0.8488333,0.8488333,0.8567113,-2.0094507
0.8588333,0.8588333,0.8667113,-1.9184115
0.8688333,0.8688333,0.8767113,-1.8327342
0.8788333,0.8788333,0.8867113,-1.7520187
0.8888333,0.8888333,0.8967113,-1.6759017
0.8988333,0.8988333,0.9067113,-1.6040530
0.9088333,0.9088333,0.9167113,-1.5361713
0.9188333,0.9188333,0.9267113,-1.4719815
0.9288333,0.9288333,0.9367113,-1.4112321
0.9388333,0.9388333,0.9467113,-1.3536923
0.9488333,0.9488333,0.9567113,-1.2991504
0.9588333,0.9588333,0.9667113,-1.2474116
0.9688333,0.9688333,0.9767113,-1.1982967
0.9788333,0.9788333,0.9867113,-1.1516402
0.9888333,0.9888333,0.9967113,-1.1072895
0.9988333,0.9988333,1.0067113,-1.0651033
1.0088333,1.0088333,1.0167113,-1.0249509
1.0188333,1.0188333,1.0267113,-0.9867111
1.0288333,1.0288333,1.0367113,-0.9502714
1.0388333,1.0388333,1.0467113,-0.9155274
1.0488333,1.0488333,1.0567113,-0.8823818
1.0588333,1.0588333,1.0667113,-0.8507443
1.0688333,1.0688333,1.0767113,-0.8205304
1.0788333,1.0788333,1.0867113,-0.7916616
1.0888333,1.0888333,1.0967113,-0.7640643
1.0988333,1.0988333,1.1067113,-0.7376701
1.1088333,1.1088333,1.1167113,-0.7124146
1.1188333,1.1188333,1.1267113,-0.6882378
1.1288333,1.1288333,1.1367113,-0.6650835
1.1388333,1.1388333,1.1467113,-0.6428987
1.1488333,1.1488333,1.1567113,-0.6216341
1.1588333,1.1588333,1.1667113,-0.6012431
1.1688333,1.1688333,1.1767113,-0.5816819
1.1788333,1.1788333,1.1867113,-0.5629096
1.1888333,1.1888333,1.1967113,-0.5448874
1.1988333,1.1988333,1.2067113,-0.5275790
1.2088333,1.2088333,1.2167113,-0.5109499
1.2188333,1.2188333,1.2267113,-0.4949679
1.2288333,1.2288333,1.2367113,-0.4796025
1.2388333,1.2388333,1.2467113,-0.4648249
1.2488333,1.2488333,1.2567113,-0.4506077
1.2588333,1.2588333,1.2667113,-0.4369254
1.2688333,1.2688333,1.2767113,-0.4237537
1.2788333,1.2788333,1.2867113,-0.4110694
1.2888333,1.2888333,1.2967113,-0.3988509
1.2988333,1.2988333,1.3067113,-0.3870775
1.3088333,1.3088333,1.3167113,-0.3757297
1.3188333,1.3188333,1.3267113,-0.3647889
1.3288333,1.3288333,1.3367113,-0.3542376
1.3388333,1.3388333,1.3467113,-0.3440591
1.3488333,1.3488333,1.3567113,-0.3342376
1.3588333,1.3588333,1.3667113,-0.3247580
1.3688333,1.3688333,1.3767113,-0.3156061
1.3788333,1.3788333,1.3867113,-0.3067682
1.3888333,1.3888333,1.3967113,-0.2982314
1.3988333,1.3988333,1.4067113,-0.2899835
1.4088333,1.4088333,1.4167113,-0.2820127
1.4188333,1.4188333,1.4267113,-0.2743080
1.4288333,1.4288333,1.4367113,-0.2668586
1.4388333,1.4388333,1.4467113,-0.2596544
1.4488333,1.4488333,1.4567113,-0.2526859
1.4588333,1.4588333,1.4667113,-0.2459438
1.4688333,1.4688333,1.4767113,-0.2394194
1.4788333,1.4788333,1.4867113,-0.2331042
1.4888333,1.4888333,1.4967113,-0.2269903
1.4988333,1.4988333,1.5067113,-0.2210700
1.5088333,1.5088333,1.5167113,-0.2153360
1.5188333,1.5188333,1.5267113,-0.2097813
1.5288333,1.5288333,1.5367113,-0.2043994
1.5388333,1.5388333,1.5467113,-0.1991837
1.5488333,1.5488333,1.5567113,-0.1941283
1.5588333,1.5588333,1.5667113,-0.1892271
1.5688333,1.5688333,1.5767113,-0.1844748
1.5788333,1.5788333,1.5867113,-0.1798658
1.5888333,1.5888333,1.5967113,-0.1753952
1.5988333,1.5988333,1.6067113,-0.1710579
