# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
-0.5111667,-0.5111667,-0.5032887,162884.9690327
-0.5011667,-0.5011667,-0.4932887,181461.5822349
-0.4911667,-0.4911667,-0.4832887,200709.3329220
-0.4811667,-0.4811667,-0.4732887,200703.1854647
-0.4711667,-0.4711667,-0.4632887,185246.5887426
-0.4611667,-0.4611667,-0.4532887,205438.5449259
-0.4511667,-0.4511667,-0.4432887,232350.7224845
-0.4411667,-0.4411667,-0.4332887,209958.5345884
-0.4311667,-0.4311667,-0.4232887,197767.2847115
-0.4211667,-0.4211667,-0.4132887,194364.6649229
-0.4111667,-0.4111667,-0.4032887,192715.2405126
-0.4011667,-0.4011667,-0.3932887,188193.4950861
-0.3911667,-0.3911667,-0.3832887,195337.9530717
-0.3811667,-0.3811667,-0.3732887,203443.0524816
-0.3711667,-0.3711667,-0.3632887,221474.2642189
-0.3611667,-0.3611667,-0.3532887,222214.1800010
-0.3511667,-0.3511667,-0.3432887,190304.7390914
-0.3411667,-0.3411667,-0.3332887,189858.5425138
-0.3311667,-0.3311667,-0.3232887,195216.9719499
-0.3211667,-0.3211667,-0.3132887,201957.3509600
-0.3111667,-0.3111667,-0.3032887,166192.6477645
-0.3011667,-0.3011667,-0.2932887,169346.5985288
-0.2911667,-0.2911667,-0.2832887,211531.0087145
-0.2811667,-0.2811667,-0.2732887,194965.3333582
-0.2711667,-0.2711667,-0.2632887,187100.5476399
-0.2611667,-0.2611667,-0.2532887,193693.4704474
-0.2511667,-0.2511667,-0.2432887,229638.5351223
-0.2411667,-0.2411667,-0.2332887,216695.7452296
-0.2311667,-0.2311667,-0.2232887,200735.8415066
-0.2211667,-0.2211667,-0.2132887,194291.3123463
-0.2111667,-0.2111667,-0.2032887,187340.1046153
-0.2011667,-0.2011667,-0.1932887,189364.9094376
-0.1911667,-0.1911667,-0.1832887,193424.8701866
-0.1811667,-0.1811667,-0.1732887,197498.9358398
-0.1711667,-0.1711667,-0.1632887,210633.4595516
-0.1611667,-0.1611667,-0.1532887,235699.0846723
-0.1511667,-0.1511667,-0.1432887,194685.4032438
-0.1411667,-0.1411667,-0.1332887,171194.0495374
-0.1311667,-0.1311667,-0.1232887,183886.2369697
-0.1211667,-0.1211667,-0.1132887,180308.5860004
-0.1111667,-0.1111667,-0.1032887,173017.8314347
-0.1011667,-0.1011667,-0.0932887,153219.2857990
-0.0911667,-0.0911667,-0.0832887,143525.9736183
-0.0811667,-0.0811667,-0.0732887,156132.8851812
-0.0711667,-0.0711667,-0.0632887,154119.8089893
-0.0611667,-0.0611667,-0.0532887,106956.3572455
-0.0511667,-0.0511667,-0.0432887,83133.4094213
-0.0411667,-0.0411667,-0.0332887,57434.0327153
-0.0311667,-0.0311667,-0.0232887,46937.3771707
-0.0211667,-0.0211667,-0.0132887,41630.9931453
-0.0111667,-0.0111667,-0.0032887,40341.6377505
-0.0011667,-0.0011667,0.0067113,40249.2295847
0.0088333,0.0088333,0.0167113,39936.8883709
0.0188333,0.0188333,0.0267113,38851.6739051
0.0288333,0.0288333,0.0367113,37076.1663633
0.0388333,0.0388333,0.0467113,35279.2713221
